EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,12.6460,0.069700,0.014100,0.091100,0.013800,0.033600,0.001900,0.008100,0.003200,0.026600,0.001300,0.004900,0.026100,0.3105,0.2585,0.8198,0.013200,0.3649,0.018400,0.000700,0.002800,0.004900,0.1044,0.001400,0.000700,0.000100,0.007400,0.039100,0.000100,0.002200,0.019400,0.001200,0.001500,0.055200,0.015500,0.000100,11.3740,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2407,14903.3008,5450.1094,6214.1250,0,20353.4102,0,0,0,0,0,0,0,0,409,305,0,0.1138,0,0,0
,0.2471,0.061900,0.012900,0.1177,0.012400,0.029900,0.002100,0.006700,0.002700,0.022300,0.001300,0.003100,0.022800,0.2645,0.2454,0.8403,0.013100,0.3201,0.014700,0.000500,0.008300,20.5363,20.5527,0.002100,0.000900,0.000300,0.007900,0.039700,0.000100,0.002100,0.019200,0.001400,0.001900,0.052500,0.014800,0.000200,0.1150,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4395,14902.8125,5450.1094,6214.1250,0,20352.9219,0,0,1,0.098100,20.5321,0,0,0,0,0,0,0,0,0,0
,13.0280,0.069800,0.011000,0.072300,0.011300,0.025900,0.001900,0.005000,0.002400,0.017300,0.001200,0.002500,0.019700,7.2525,0.2779,0.8225,0.014700,0.3765,0.018500,0.001000,0.002700,0.005300,0.1026,0.001400,0.000800,0.000100,0.007200,0.039300,0.000200,0.001800,0.017500,0.001200,0.002000,0.7791,0.014200,0.000200,4.8706,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0541,14900.8984,5450.1094,6214.1250,0,20351.0078,0,0,0,0,0,0,0,0,286,205,0,0.070500,0,0,0
,0.2017,0.053600,0.011300,0.068100,0.010200,0.029300,0.001800,0.006600,0.002600,0.021000,0.001200,0.003700,0.021700,0.2421,0.2178,0.7997,0.013300,0.2346,0.016200,0.000600,0.002300,0.004100,0.083700,0.001400,0.000500,0.000100,0.005700,0.033900,0.000100,0.002000,0.013200,0.001200,0.001400,0.045200,0.010100,0.000100,0.061700,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6103,14900.0977,5450.1094,6214.1250,0,20350.2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.6071,0.068200,0.014400,0.091400,0.013300,0.044300,0.001900,0.007000,0.003100,0.024800,0.001300,0.004500,0.026900,0.3688,0.2318,0.8226,0.013500,0.4412,0.021600,0.000900,0.003000,0.004800,0.098500,0.001200,0.000700,0.000100,0.006300,0.038300,0.000100,0.001700,0.019500,0.001400,0.001700,0.049700,0.013300,0.000200,11.3824,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3654,14900.2617,5450.1094,6214.1250,0,20350.3711,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
,0.2306,0.055800,0.012100,0.067800,0.010300,0.026800,0.001700,0.007100,0.002700,0.022000,0.001100,0.002900,0.020700,0.2552,0.2367,0.8754,0.012700,0.2470,0.016300,0.000800,0.002300,0.003500,0.086400,0.001200,0.000500,0.000100,0.006000,0.031700,0.000100,0.001500,0.014100,0.001300,0.001400,0.043300,0.011400,0.000200,0.1050,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6706,14899.9258,5450.1094,6214.1250,0,20350.0352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.5242,0.065700,0.012800,0.085200,0.012400,0.030400,0.002000,0.006900,0.003300,0.025200,0.001100,0.003900,0.023600,0.2981,0.2434,0.8158,0.013100,0.3739,0.018300,0.000800,0.002800,0.005000,0.1023,0.001100,0.000900,0.000100,0.007300,0.038900,0.000200,0.002200,0.017500,0.001200,0.001500,0.050000,0.013600,0.000100,11.2879,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3478,14899.7734,5450.1094,6214.1250,0,20349.8828,0,0,0,0,0,0,0,0,459,398,0,0.1112,0,0,0
,0.2185,0.061400,0.011200,0.1259,0.012700,0.024400,0.001700,0.005900,0.002400,0.020000,0.001100,0.002600,0.020100,0.2817,0.2297,0.8134,0.013900,0.3207,0.024900,0.000900,0.010400,25.0324,25.1634,0.002200,0.000800,0.000300,0.009900,0.045900,0.000200,0.002600,0.024700,0.001600,0.002000,0.057700,0.016500,0.000300,0.1224,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2165,14895.1211,5450.1094,6214.1250,0,20345.2305,0,0,1,0,25.0266,0,0,0,0,0,0,0,0,0,0
,12.6007,0.059100,0.012800,0.073700,0.011800,0.028500,0.001900,0.006000,0.003000,0.019300,0.001400,0.002500,0.022400,6.8129,0.2727,0.8736,0.014700,0.3746,0.018400,0.001100,0.002800,0.004700,0.097600,0.001400,0.000700,0.000100,0.007000,0.038200,0.000100,0.002200,0.018200,0.001400,0.001500,0.050700,0.014000,0.000100,4.8490,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9116,14888.9453,5450.1094,6214.1250,0,20339.0547,0,0,0,0,0,0,0,0,348,214,0,0.081800,0,0,0
,12.4985,0.062200,0.009700,0.073700,0.011700,0.023400,0.002000,0.005700,0.002200,0.020300,0.000900,0.002800,0.018400,0.2850,0.2370,1.0025,0.016600,0.3014,0.018500,0.000900,0.002500,0.005000,0.099700,0.001500,0.000800,0.000100,0.006800,0.036500,0.000200,0.001600,0.016800,0.001400,0.001400,0.049800,0.014300,0.000200,11.1380,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0007,14879.5781,5450.1094,6214.1250,0,20329.6875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2380,0.051000,0.012600,0.062900,0.009100,0.029200,0.002400,0.006800,0.002600,0.022100,0.001100,0.002600,0.020700,0.2549,0.2971,0.8314,0.013400,0.3548,0.015800,0.000500,0.001800,0.003600,0.077800,0.000900,0.000500,0.000100,0.004900,0.029700,0.000200,0.001300,0.013500,0.001100,0.001500,0.031700,0.010000,0.000100,0.056500,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6873,14877.3398,5450.1094,6214.1250,0,20327.4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.8537,0.063300,0.012300,0.087200,0.013300,0.031200,0.002200,0.007900,0.003100,0.027100,0.001400,0.004400,0.025500,0.2922,0.2413,0.8351,0.017300,0.2786,0.018400,0.000800,0.002900,0.005000,0.1017,0.001200,0.000700,0.000100,0.006600,0.036500,0.000100,0.001800,0.018200,0.001100,0.001800,0.049500,0.013900,0.000100,11.5445,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5694,14868.0469,5450.1094,6214.1250,0,20318.1562,0,0,0,0,0,0,0,0,409,305,0,0.1071,0,0,0
,0.2511,0.064000,0.012300,0.1151,0.012900,0.030200,0.002100,0.006700,0.002700,0.022900,0.001300,0.003800,0.024300,0.2746,0.2465,0.8137,0.013300,0.4017,0.015900,0.000500,0.009100,20.3438,20.4488,0.002000,0.000800,0.000200,0.009900,0.041500,0.000200,0.002300,0.018800,0.001300,0.001500,0.053800,0.016600,0.000100,0.046300,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4308,14884.5078,5450.1094,6214.1250,0,20334.6172,0,0,1,0,20.3392,0,0,0,0,0,0,0,0,0,0
,12.6411,0.059400,0.012800,0.080600,0.011900,0.026500,0.001900,0.006900,0.002400,0.018900,0.001300,0.002200,0.019700,6.8059,0.2653,0.9517,0.015300,0.3820,0.020800,0.001000,0.002800,0.005000,2.7986,0.001100,0.000600,0,0.007300,0.037100,0.000100,0.001900,0.018300,0.001500,0.001700,0.067100,0.012700,0.000100,4.7776,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6270,14880.5078,5450.1094,6214.1250,0,20330.6172,0,0,0,0,0,0,0,0,277,205,0,0.068400,0,0,0
,0.2534,0.054800,0.012200,0.063000,0.010900,0.025800,0.001800,0.006500,0.002400,0.018500,0.001500,0.002300,0.020500,0.2767,0.2662,0.8387,0.014800,0.3922,0.020200,0.000800,0.002300,0.003800,0.094600,0.001200,0.000700,0.000100,0.006100,0.034800,0.000200,0.001800,0.016400,0.001100,0.001600,0.046500,0.012700,0.000100,0.080500,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5164,14879.9453,5450.1094,6214.1250,0,20330.0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.6884,0.066800,0.013000,0.1081,0.013200,0.030600,0.002300,0.007300,0.003000,0.025800,0.001200,0.004400,0.024200,0.3040,0.2454,0.8365,0.015900,0.2790,0.019500,0.000800,0.002800,0.005700,0.1104,0.001600,0.000800,0.000100,0.007500,0.041700,0.000200,0.002300,0.020700,0.001200,0.001700,0.048000,0.013100,0.000100,11.4751,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3716,14867.9570,5450.1719,6214.1250,0,20318.1289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2509,0.054300,0.013100,0.066000,0.008800,0.029400,0.002100,0.006800,0.002800,0.022900,0.001200,0.003100,0.020800,0.2567,0.2277,0.8311,0.013600,0.3091,0.015700,0.000600,0.002000,0.003600,0.079900,0.000900,0.000400,0,0.005000,0.030600,0.000100,0.001300,0.013100,0.001000,0.001200,0.037000,0.010900,0.000100,0.042100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8613,14866.6211,5450.1719,6214.1250,0,20316.7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.4349,0.069700,0.012600,0.090100,0.013700,0.029100,0.001900,0.006900,0.003200,0.024500,0.001300,0.004500,0.024700,0.3239,0.2305,0.8147,0.014000,0.2836,0.018900,0.000900,0.003000,0.005100,0.1048,0.001400,0.000900,0.000100,0.007700,0.038700,0.000200,0.002100,0.017200,0.001400,0.001600,0.051700,0.014100,0.000100,11.2792,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0670,14850.9688,5450.1719,6214.1250,0,20301.1406,0,0,0,0,0,0,0,0,466,396,0,0.097500,0,0,0
,0.2322,0.061300,0.011300,0.1171,0.012400,0.026700,0.001700,0.006700,0.002700,0.021300,0.001100,0.003000,0.020200,0.2888,0.2242,0.8241,0.013700,0.3106,0.017000,0.000700,0.008200,20.5804,20.5831,0.001800,0.001300,0.000300,0.011300,0.039900,0.000200,0.002000,0.020600,0.001600,0.001500,0.053200,0.014900,0.000300,0.1140,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7084,14842.4297,5450.1719,6214.1250,0,20292.6016,0,0,1,0.094800,20.5758,1,2,2,0,0,0,0,0,0,0
,12.7638,0.056500,0.011800,0.074000,0.011300,0.027600,0.001600,0.006500,0.002200,0.018600,0.001500,0.002900,0.021100,6.9661,0.2646,0.9043,0.018800,0.2953,0.019000,0.001000,0.002500,0.004600,0.097100,0.001400,0.000700,0,0.006700,0.036100,0.000200,0.001800,0.016600,0.001200,0.002200,0.048400,0.013300,0.000100,4.7582,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8986,14832.8398,5450.1719,6214.1250,0,20283.0117,0,0,0,0,0,0,0,0,350,217,0,0.098200,0,0,0
,0.2055,0.060400,0.012300,0.070500,0.010800,0.028700,0.001900,0.006800,0.003000,0.022400,0.001100,0.003400,0.021400,0.2670,0.2409,0.8494,0.013800,0.3823,0.017600,0.000700,0.002200,0.004000,0.088500,0.001600,0.000600,0.000100,0.006300,0.033800,0.000100,0.001600,0.013600,0.001100,0.001400,0.048000,0.011500,0.000100,0.1213,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8379,14830.8242,5450.1719,6214.1250,0,20280.9961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.4889,0.067500,0.013900,0.084100,0.013200,0.030600,0.002000,0.007300,0.003000,0.025300,0.001500,0.005000,0.025500,0.2969,0.2314,0.8186,0.013800,0.2855,0.019600,0.001000,0.002900,0.004900,0.1029,0.001500,0.000600,0.000100,0.007100,0.038400,0.000200,0.002200,0.017500,0.001100,0.001800,0.050400,0.013800,0.000100,11.2434,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6769,14815.3711,5450.1719,6214.1250,0,20265.5430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,12.6903,0.061300,0.011300,0.080900,0.011700,0.027000,0.001800,0.006000,0.002900,0.021600,0.001100,0.003200,0.021500,0.3122,0.2503,0.8517,0.014300,0.4192,0.019600,0.000900,0.003100,0.005000,0.1072,0.001400,0.000900,0,0.007200,0.038500,0.000200,0.002200,0.018700,0.001200,0.001700,0.052300,0.013300,0.000100,11.3438,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2838,14808.4336,5450.1719,6214.1250,0,20258.6055,0,0,0,0,0,0,0,0,409,305,0,0.085000,0,0,0
,0.2752,0.065800,0.011500,0.1103,0.013400,0.028200,0.001900,0.006700,0.002700,0.022300,0.001200,0.003100,0.021400,0.2594,0.2706,0.8545,0.014700,0.2514,0.017900,0.000700,0.002300,20.3916,20.4243,0.001900,0.000700,0.000300,0.008500,0.043100,0.000200,0.002200,0.021500,0.001500,0.001600,0.058900,0.016600,0.000200,0.043600,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9750,14796.2969,5450.1719,6214.1250,0,20246.4688,0,0,0,0.080500,20.3868,0,0,0,0,0,0,0,0,0,0
,12.5024,0.057100,0.011200,0.072200,0.010800,0.026600,0.001700,0.005100,0.002100,0.016400,0.001200,0.002000,0.020100,6.8395,0.2525,0.8744,0.015300,0.3630,0.018000,0.000900,0.011700,0.004700,0.098800,0.001400,0.000800,0.000100,0.007400,0.037600,0.000200,0.002000,0.019600,0.001100,0.001700,0.050500,0.014000,0.000100,4.6786,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7339,14782.3203,5450.1719,6214.1250,0,20232.4922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2222,0.057800,0.010300,0.066000,0.010500,0.024200,0.001900,0.006200,0.002600,0.021200,0.001300,0.003000,0.019500,0.2638,0.3114,0.8571,0.014400,0.2548,0.016500,0.000600,0.002600,0.003700,0.087500,0.001100,0.000400,0.000100,0.005700,0.033000,0.000100,0.001500,0.013900,0.001200,0.001300,0.045300,0.012000,0.000100,0.080300,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5909,14781.1484,5450.1719,6214.1250,0,20231.3203,0,0,0,0,0,0,0,0,337,296,0,0.077500,0,0,0
