EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Pathfinding,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/MassProcessorTask,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager
,0.063700,0.012100,0.076000,0.012100,0.026300,0.001400,0.006000,0.002900,0.018900,0.001300,0.002400,0.021200,0.2830,0.2659,0.9528,0.015700,16.3465,0.2844,0.018000,0.000800,0.002500,0.2857,0.3944,0.001800,0.000700,0.000100,0.007500,0.041400,0.000200,0.002500,0.020600,0.001400,0.001600,1.4878,0.013100,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5929,16084.3672,5472.5547,6230.1094,0,21556.9219,0,0,17.7115,0,0,0,0,0,0,0,0,0,0
,0.068300,0.013000,0.1245,0.013500,0.029600,0.002000,0.011400,0.003000,0.025600,0.001100,0.004300,0.027000,0.3767,0.2979,0.9390,0.016800,15.9526,0.3830,0.020500,0.000800,0.011300,27.0883,27.0945,0.002400,0.000800,0.000300,0.010000,0.050900,0.000200,0.007600,0.023400,0.001400,0.001700,0.062800,0.017100,0.000200,0.1127,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9126,16084.4297,5472.5547,6230.1094,0,21556.9844,0,0,17.3124,26.7770,1,2,2,276,205,0,0.071200,0,1
,0.060900,0.013800,0.079100,0.011900,0.030400,0.001900,0.006100,0.002800,0.019800,0.001300,0.002500,0.022500,13.5901,0.2874,0.9432,0.020800,2.3905,0.2818,0.019700,0.000900,0.002800,0.9827,0.9436,0.001500,0.001100,0.000200,0.007600,0.037800,0.000200,0.002000,0.019400,0.001300,0.001400,0.049800,0.013600,0.000200,0.1296,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2984,16084.3672,5472.5547,6230.1094,0,21556.9219,0,0,16.9276,0,1,0,0,0,0,0,0,0,0
,0.056000,0.011000,0.076000,0.010900,0.040200,0.001500,0.005500,0.002600,0.018900,0.001100,0.002600,0.020500,0.2821,0.2526,1.0426,0.016200,15.9608,0.3658,0.018500,0.000800,0.002600,0.7205,0.5630,0.001500,0.000600,0.000200,0.007200,0.037800,0.000100,0.001900,0.018200,0.001500,0.001700,0.051300,0.013800,0.000200,0.2647,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3539,16084.8672,5472.5547,6230.1094,0,21557.4219,0,0,17.3036,0,0,0,0,281,209,0,0.066500,0,0
,0.050300,0.012200,0.059500,0.008400,0.025000,0.001200,0.005200,0.001800,0.016000,0.001200,0.001800,0.019900,0.2497,0.2336,0.8694,0.013400,0.1114,0.2545,0.017700,0.000700,0.002600,0.7899,0.7105,0.001000,0.000500,0.000100,0.005500,0.030100,0.000100,0.001400,0.013900,0.001300,0.001400,0.038400,0.011000,0.000100,0.1567,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1351,16084.9297,5472.5547,6230.1094,0,21557.4844,0,0,0.2626,0,0,0,0,0,0,0,0,0,0
,0.066700,0.011300,0.1370,0.012000,0.026200,0.001600,0.005400,0.002400,0.020200,0.001000,0.003200,0.020100,0.3313,0.2171,0.8517,0.014000,16.0441,0.5844,0.029700,0.001200,0.015500,28.5407,28.3636,0.002200,0.000800,0.000300,0.008900,0.041000,0.000200,0.002400,0.019100,0.001500,0.001600,1.0429,0.015800,0.000100,0.3277,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9846,16091.1875,5472.5547,6230.1094,0,21563.7422,0,0,17.2419,27.7349,1,0,0,288,204,0,0.071800,1,0
,0.059500,0.012200,0.077500,0.022000,0.028800,0.001800,0.006900,0.002600,0.020800,0.001400,0.002500,0.021100,13.5636,0.2522,0.9141,0.016000,3.8886,0.3384,0.021600,0.000900,0.003300,0.2292,0.3307,0.001600,0.000700,0.000100,0.007700,0.039000,0.000100,0.002700,0.017300,0.001300,0.001800,0.051000,0.014400,0.000200,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9420,16091.1797,5472.5547,6230.1094,0,21563.7344,0,0,18.5006,0,1,0,0,148,106,0,0.052500,0,0
,0.055500,0.010500,0.069300,0.011000,0.025400,0.001800,0.004500,0.002000,0.015500,0.001300,0.002200,0.018700,0.2859,0.2169,1.0428,0.017800,16.3175,0.4002,0.022200,0.001100,0.003700,0.2860,0.3968,0.001500,0.000700,0.000100,0.007500,0.038700,0.000200,0.002000,0.020000,0.001400,0.001600,0.052900,0.013300,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2503,16091.1797,5472.5547,6230.1094,0,21563.7344,0,0,17.6588,0,0,0,0,0,0,0,0,0,0
,0.050200,0.014800,0.059500,0.008800,0.027500,0.001900,0.005500,0.002500,0.017900,0.001200,0.002100,0.020600,0.2637,0.4071,0.9038,0.016700,0.2933,0.2348,0.016800,0.000500,0.002200,0.2303,0.3109,0.001000,0.000600,0.000100,0.005800,0.033800,0.000100,0.001500,0.015900,0.001200,0.001300,0.040500,0.011400,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9783,16091.1797,5472.5547,6230.1094,0,21563.7344,0,0,0.3166,0,0,0,0,0,0,0,0,0,0
,0.060900,0.010800,0.1190,0.012800,0.025200,0.001500,0.009100,0.002500,0.024100,0.000900,0.003900,0.021600,0.2923,0.2510,0.8658,0.015200,15.9039,0.4015,0.018700,0.000700,0.011700,25.8973,25.9785,0.003000,0.000900,0.000400,0.009000,0.042700,0.000200,0.002500,0.022000,0.001500,0.002000,0.058900,0.015400,0.000200,0.036000,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5827,16091.2539,5472.6172,6230.1094,0,21563.8711,0,0,17.2349,25.6439,1,0,0,408,305,0,0.092300,0,0
,0.068300,0.013000,0.1055,0.013700,0.030900,0.002800,0.007400,0.002400,0.022100,0.001400,0.003100,0.024600,13.7587,0.3170,0.9766,0.015700,2.4948,0.3110,0.021800,0.000900,0.003000,0.2379,4.5035,0.002000,0.000900,0.000100,0.008300,0.052000,0.000100,0.002600,0.021500,0.001600,0.001900,0.085100,0.013500,0.000100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1293,16091.2539,5472.6172,6230.1094,0,21563.8711,0,0,17.2414,0,1,2,2,140,105,0,0.045800,0,0
,0.056900,0.011700,0.076500,0.011400,0.027600,0.001400,0.005600,0.003300,0.018500,0.001200,0.001800,0.020700,0.2814,0.2546,0.9656,0.016300,15.7384,0.4489,0.019900,0.001000,0.002700,0.2328,0.3724,0.001800,0.000700,0.000100,0.007500,0.042000,0.000200,0.002400,0.020700,0.001300,0.026600,0.048900,0.012800,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6981,16091.2539,5472.6172,6230.1094,0,21563.8711,0,0,17.0557,0,0,0,0,0,0,0,0,0,0
,0.055500,0.036400,0.065500,0.009800,0.028600,0.001600,0.005500,0.002400,0.017700,0.001300,0.001800,0.021500,0.2711,0.2228,0.8667,0.014000,0.1552,0.2562,0.015900,0.000400,0.002000,0.2211,0.2990,0.001300,0.000400,0,0.005200,0.038200,0.000200,0.001500,0.016900,0.001300,0.001600,0.047500,0.012700,0.000200,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6725,16091.2539,5472.6172,6230.1094,0,21563.8711,0,0,0.3229,0,0,0,0,0,0,0,0,0,0
,0.067300,0.012500,0.1219,0.012700,0.029800,0.001700,0.007800,0.003000,0.024000,0.001100,0.003600,0.021900,0.3003,0.2536,0.9603,0.017400,16.2792,0.4157,0.021300,0.001200,0.022900,25.9845,25.9425,0.001800,0.000800,0.000400,0.008900,0.042700,0.000200,0.002300,0.021600,0.001400,0.001800,0.057000,0.015600,0.000300,0.1626,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8490,16091.4570,5472.6172,6230.1094,0,21564.0742,0,0,17.6655,25.7305,1,0,0,408,307,0,0.090400,0,0
,0.060700,0.013000,0.081600,0.012400,0.096000,0.002000,0.008000,0.002200,0.026100,0.001600,0.003400,0.024700,13.5303,0.2804,0.9304,0.016800,3.1581,0.2740,0.019100,0.000800,0.002500,0.2738,0.3674,0.001400,0.000800,0,0.008000,0.039100,0.000100,0.002200,0.018700,0.001300,0.001600,0.052100,0.013900,0.000100,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2681,16090.9570,5472.6172,6230.1094,0,21563.5742,0,0,17.8622,0,1,0,0,143,105,0,0.048600,0,0
,0.061000,0.010000,0.089100,0.013800,0.025400,0.001500,0.005000,0.002000,0.015700,0.001000,0.002200,0.019000,0.2996,0.2214,1.0665,0.015500,15.9975,0.3852,0.021100,0.001000,0.002900,0.2546,0.3684,0.001800,0.000900,0,0.008900,0.046000,0.000200,0.002500,0.023100,0.001300,0.001800,0.057600,0.015500,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9826,16093.0469,5472.6172,6230.1094,0,21565.6641,0,0,17.4621,0,0,0,0,0,0,0,0,0,0
,0.050800,0.011900,0.061500,0.009300,0.029800,0.001400,0.005200,0.002200,0.017000,0.001200,0.002400,0.019400,0.2551,0.2309,0.9100,0.015500,0.1979,0.2115,0.014900,0.000600,0.001700,0.2169,0.2935,0.001000,0.000500,0.000100,0.005600,0.031700,0.000100,0.001300,0.016200,0.001300,0.001800,0.039800,0.012400,0.000200,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6435,16093.0469,5472.6172,6230.1094,0,21565.6641,0,0,0.3106,0,0,0,0,0,0,0,0,0,0
,0.068300,0.012800,0.1288,0.013000,0.030500,0.001800,0.006600,0.003000,0.024100,0.001100,0.004200,0.024500,0.3006,0.2576,0.9523,0.016700,15.7016,0.4042,0.024500,0.001000,0.013500,26.6684,26.7111,0.002100,0.000900,0.000200,0.009700,0.044300,0.000200,0.002200,0.020200,0.001600,0.001800,0.055700,0.015700,0.000200,0.096600,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2905,16094.4297,5472.6172,6230.1094,0,21567.0469,0,0,17.1299,26.3876,1,0,0,409,305,0,0.087200,0,0
,0.059100,0.010700,0.078400,0.011800,0.024700,0.001900,0.005500,0.001900,0.017300,0.001200,0.002100,0.018100,13.4271,0.2881,0.9156,0.016600,2.9920,0.3336,0.021300,0.000900,0.003100,0.2777,0.3739,0.001300,0.000700,0.000100,0.008900,0.047300,0.000100,0.002100,0.018200,0.001300,0.001700,0.054700,0.015200,0.000200,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9793,16094.3047,5472.6172,6230.1094,0,21566.9219,0,0,17.5124,0,1,0,0,141,105,0,0.047800,0,0
,0.060100,0.010600,0.075600,0.011600,0.032100,0.001400,0.007100,0.002400,0.018900,0.001300,0.002200,0.019600,0.2819,0.2695,0.8724,0.014100,15.7050,0.3960,0.020400,0.001000,0.003000,0.2483,0.3553,0.001700,0.000900,0.000100,0.008100,0.044800,0.000100,0.002500,0.021600,0.001300,0.001600,0.055700,0.016000,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5127,16094.2031,5472.6172,6230.1094,0,21566.8203,0,0,17.0086,0,0,0,0,0,0,0,0,0,0
,0.059000,0.012100,0.063700,0.009400,0.025100,0.001700,0.005700,0.002400,0.018000,0.001300,0.002100,0.020800,0.2647,0.2668,0.8766,0.014500,0.1465,0.2308,0.016400,0.000600,0.002200,0.2373,0.3167,0.001000,0.000800,0.000100,0.005500,0.033400,0.000200,0.001500,0.015200,0.001200,0.001700,0.045700,0.012900,0.000200,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6775,16094.2031,5472.6172,6230.1094,0,21566.8203,0,0,0.2541,0,0,0,0,0,0,0,0,0,0
,0.063600,0.013900,0.1349,0.013000,0.031400,0.001800,0.006000,0.003200,0.023600,0.001000,0.004000,0.025600,0.3766,0.2476,0.8932,0.015000,16.1803,0.3749,0.019900,0.001100,0.015400,26.3339,30.3062,0.002000,0.000700,0.000300,0.008200,0.038800,0.000200,0.002200,0.018500,0.001300,0.001700,1.1228,0.017000,0.000200,0.1310,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1135,16094.3906,5472.6172,6230.1094,0,21567.0078,0,0,17.5449,26.0816,1,2,2,409,305,0,0.090100,0,1
,0.064000,0.013800,0.078000,0.012200,0.032400,0.001700,0.007100,0.002500,0.021500,0.001400,0.003400,0.025200,13.4580,0.3003,1.4916,0.027600,1.9895,0.2709,0.019500,0.000800,0.002700,0.2702,0.3633,0.001400,0.000800,0.000100,0.007300,0.038300,0.000100,0.002000,0.018700,0.001400,0.001600,0.051700,0.013600,0.000100,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5576,16094.3281,5472.6172,6230.1094,0,21566.9453,0,0,17.2079,0,1,0,0,143,108,0,0.049200,0,0
,0.085500,0.010600,0.079200,0.013200,0.024600,0.001500,0.005300,0.002300,0.016500,0.000900,0.001900,0.018500,0.2752,0.2488,1.1378,0.018200,16.5281,0.4299,0.019600,0.004700,0.003600,0.3492,0.4628,0.001400,0.000700,0.000100,0.007800,0.055000,0.000300,0.002800,0.024200,0.001400,0.001700,0.055500,0.013800,0.000200,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7429,16094.3281,5472.6172,6230.1094,0,21566.9453,0,0,18.0166,0,0,0,0,0,0,0,0,0,0
,0.060600,0.011700,0.1159,0.012800,0.025900,0.001500,0.005800,0.002000,0.017300,0.001100,0.002200,0.020300,0.3258,0.2617,0.8725,0.014400,16.0821,0.4880,0.020900,0.001000,0.025500,26.6415,26.7342,0.002000,0.000900,0.000400,0.009300,0.043300,0.000200,0.002200,0.022200,0.001500,0.002100,0.078500,0.014100,0.000200,0.047300,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5330,16094.3359,5472.6172,6230.1094,0,21566.9531,0,0,17.4603,26.2970,1,0,0,273,205,0,0.066800,0,0
,0.059500,0.012000,0.098900,0.023900,0.028500,0.001900,0.006500,0.002500,0.019500,0.001500,0.002400,0.022000,13.6907,0.3080,0.9228,0.017800,2.4211,0.3589,0.018500,0.000900,0.002400,1.4017,1.2903,0.001700,0.000600,0.000200,0.008700,0.042400,0.000200,0.002000,0.021500,0.001500,0.001900,0.086000,0.013500,0.000100,0.2174,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9220,16094.2617,5472.6172,6230.1094,0,21566.8789,0,0,17.2708,0,1,0,0,165,109,0,0.052100,0,0
