layer_id,layer_key,cell_x,cell_y,world_center_x_cm,world_center_y_cm,density_u8,density_01
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,21,106250,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,21,108750,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,21,111250,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,21,113750,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,21,116250,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,21,118750,53750,75,0.29411764705882354
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,22,83750,56250,5,0.019607843137254902
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,22,86250,56250,18,0.070588235294117646
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,22,88750,56250,53,0.20784313725490194
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,22,91250,56250,148,0.58039215686274503
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,22,93750,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,22,96250,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,22,98750,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,22,101250,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,22,103750,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,22,106250,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,22,108750,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,22,111250,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,22,113750,56250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,22,116250,56250,129,0.50588235294117645
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,23,83750,58750,13,0.050980392156862744
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,23,86250,58750,27,0.10588235294117647
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,23,88750,58750,84,0.32941176470588235
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,23,91250,58750,196,0.76862745098039209
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,23,93750,58750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,23,96250,58750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,23,98750,58750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,23,101250,58750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,23,103750,58750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,23,106250,58750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,23,108750,58750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,23,111250,58750,220,0.86274509803921573
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,23,113750,58750,82,0.32156862745098036
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,23,116250,58750,12,0.047058823529411764
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,32,24,81250,61250,4,0.015686274509803921
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,24,83750,61250,19,0.074509803921568626
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,24,86250,61250,34,0.13333333333333333
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,24,88750,61250,94,0.36862745098039218
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,24,91250,61250,202,0.792156862745098
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,24,93750,61250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,24,96250,61250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,24,98750,61250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,24,101250,61250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,24,103750,61250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,24,106250,61250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,24,108750,61250,253,0.99215686274509807
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,24,111250,61250,129,0.50588235294117645
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,24,113750,61250,36,0.14117647058823529
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,24,116250,61250,18,0.070588235294117646
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,24,118750,61250,3,0.011764705882352941
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,32,25,81250,63750,7,0.027450980392156862
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,25,83750,63750,23,0.090196078431372548
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,25,86250,63750,39,0.15294117647058825
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,25,88750,63750,83,0.32549019607843138
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,25,91250,63750,178,0.69803921568627447
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,25,93750,63750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,25,96250,63750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,25,98750,63750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,25,101250,63750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,25,103750,63750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,25,106250,63750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,25,108750,63750,202,0.792156862745098
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,25,111250,63750,106,0.41568627450980389
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,25,113750,63750,37,0.14509803921568626
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,25,116250,63750,22,0.086274509803921567
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,25,118750,63750,6,0.023529411764705882
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,32,26,81250,66250,9,0.035294117647058823
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,26,83750,66250,24,0.094117647058823528
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,26,86250,66250,40,0.15686274509803921
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,26,88750,66250,63,0.24705882352941178
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,26,91250,66250,127,0.49803921568627452
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,26,93750,66250,191,0.74901960784313726
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,26,96250,66250,247,0.96862745098039216
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,26,98750,66250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,26,101250,66250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,26,103750,66250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,26,106250,66250,188,0.73725490196078436
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,26,108750,66250,134,0.52549019607843139
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,26,111250,66250,69,0.27058823529411763
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,26,113750,66250,39,0.15294117647058825
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,26,116250,66250,23,0.090196078431372548
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,26,118750,66250,7,0.027450980392156862
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,32,27,81250,68750,8,0.031372549019607843
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,27,83750,68750,24,0.094117647058823528
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,27,86250,68750,39,0.15294117647058825
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,27,88750,68750,55,0.21568627450980393
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,27,91250,68750,81,0.31764705882352939
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,27,93750,68750,118,0.46274509803921571
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,27,96250,68750,137,0.53725490196078429
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,27,98750,68750,140,0.5490196078431373
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,27,101250,68750,151,0.59215686274509804
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,27,103750,68750,124,0.48627450980392156
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,27,106250,68750,97,0.38039215686274508
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,27,108750,68750,72,0.28235294117647058
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,27,111250,68750,54,0.21176470588235294
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,27,113750,68750,38,0.14901960784313725
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,27,116250,68750,22,0.086274509803921567
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,27,118750,68750,7,0.027450980392156862
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,32,28,81250,71250,5,0.019607843137254902
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,28,83750,71250,20,0.078431372549019607
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,28,86250,71250,36,0.14117647058823529
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,28,88750,71250,50,0.19607843137254902
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,28,91250,71250,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,28,93750,71250,68,0.26666666666666666
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,28,96250,71250,76,0.29803921568627451
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,28,98750,71250,75,0.29411764705882354
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,28,101250,71250,66,0.25882352941176467
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,28,103750,71250,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,28,106250,71250,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,28,108750,71250,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,28,111250,71250,49,0.19215686274509802
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,28,113750,71250,34,0.13333333333333333
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,28,116250,71250,19,0.074509803921568626
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,28,118750,71250,4,0.015686274509803921
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,29,83750,73750,15,0.058823529411764705
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,29,86250,73750,29,0.11372549019607843
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,29,88750,73750,43,0.16862745098039217
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,29,91250,73750,56,0.2196078431372549
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,29,93750,73750,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,29,96250,73750,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,29,98750,73750,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,29,101250,73750,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,29,103750,73750,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,29,106250,73750,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,29,108750,73750,55,0.21568627450980393
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,29,111250,73750,42,0.16470588235294117
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,29,113750,73750,28,0.10980392156862745
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,29,116250,73750,14,0.054901960784313725
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,33,30,83750,76250,8,0.031372549019607843
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,30,86250,76250,21,0.082352941176470587
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,30,88750,76250,33,0.12941176470588234
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,30,91250,76250,45,0.1764705882352941
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,30,93750,76250,55,0.21568627450980393
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,30,96250,76250,62,0.24313725490196078
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,30,98750,76250,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,30,101250,76250,64,0.25098039215686274
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,30,103750,76250,61,0.23921568627450979
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,30,106250,76250,54,0.21176470588235294
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,30,108750,76250,44,0.17254901960784313
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,30,111250,76250,33,0.12941176470588234
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,30,113750,76250,20,0.078431372549019607
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,30,116250,76250,7,0.027450980392156862
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,31,86250,78750,11,0.043137254901960784
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,31,88750,78750,22,0.086274509803921567
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,31,91250,78750,32,0.12549019607843137
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,31,93750,78750,41,0.16078431372549018
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,31,96250,78750,47,0.18431372549019609
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,31,98750,78750,50,0.19607843137254902
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,31,101250,78750,50,0.19607843137254902
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,31,103750,78750,46,0.1803921568627451
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,31,106250,78750,40,0.15686274509803921
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,31,108750,78750,32,0.12549019607843137
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,31,111250,78750,22,0.086274509803921567
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,31,113750,78750,10,0.039215686274509803
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,32,88750,81250,10,0.039215686274509803
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,32,91250,81250,19,0.074509803921568626
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,32,93750,81250,26,0.10196078431372549
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,32,96250,81250,31,0.12156862745098039
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,32,98750,81250,34,0.13333333333333333
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,32,101250,81250,34,0.13333333333333333
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,32,103750,81250,31,0.12156862745098039
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,32,106250,81250,26,0.10196078431372549
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,32,108750,81250,18,0.070588235294117646
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,32,111250,81250,9,0.035294117647058823
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,33,91250,83750,5,0.019607843137254902
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,33,93750,83750,11,0.043137254901960784
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,33,96250,83750,16,0.062745098039215685
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,33,98750,83750,18,0.070588235294117646
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,33,101250,83750,18,0.070588235294117646
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,33,103750,83750,15,0.058823529411764705
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,33,106250,83750,11,0.043137254901960784
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,33,108750,83750,4,0.015686274509803921
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,34,98750,86250,2,0.0078431372549019607
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,34,101250,86250,2,0.0078431372549019607
