EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1298,0.056100,0.011600,0.085000,0.011800,0.065100,0.002200,0.004800,0.003500,0.021900,0.001200,0.004200,0.030500,0.3485,0.2327,0.9331,0.015500,0.003200,0.1010,0.2603,0.018500,0.000600,0.001700,3.8277,3.9380,0.001300,0.000500,0.002300,0.016400,0.043800,0.4172,0.001200,0.018400,0.001400,0.001400,0.044300,0.010700,0.000100,0.072700,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1133,0,25,0,0,0.2995,0.4128,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1503,12040.2344,5462.3633,6219.0156,0,17502.5977,0,0,1,0,3.8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.8423,0.057200,0.015800,0.076500,0.021900,0.069000,0.006500,0.006700,0.003400,0.029200,0.001200,0.004700,0.033200,1.5238,0.2316,0.8924,0.015100,0.003400,0.5142,0.3449,0.018400,0.000800,0.002200,0.004500,0.087500,0.001100,0.000800,0.001600,0.014400,0.044000,0.084600,0.001100,0.018900,0.001300,0.001400,0.044700,0.010400,0.000100,0.040000,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,13,13,2,0,28,0,28,0,0,2,26,0,0,0,0,0,0,0,0.080600,0,0,0,0,0,0.080600,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1019,12040.2344,5462.3633,6219.0156,0,17502.5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1313,0.060400,0.012500,0.087800,0.010600,0.065700,0.002200,0.005000,0.003000,0.021300,0.001100,0.004100,0.027800,0.5635,0.2081,0.8411,0.014500,0.002900,0.1032,0.2409,0.018100,0.000500,0.002300,0.004200,0.097400,0.000900,0.000700,0.001700,0.014800,0.046500,0.5792,0.001300,0.021000,0.001300,0.001500,0.049800,0.011800,0.000300,0.1273,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1423,0,39,0,0,0.4328,0.5751,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9815,12040.2656,5462.3633,6219.0156,0,17502.6289,0,0,0,0,0,0,482,323,0,0.091700,0,0,0,0,0,0,0,0,0,0,0,0
,2.8486,0.060700,0.012300,0.080800,0.011700,0.066500,0.002300,0.005200,0.003400,0.022200,0.001100,0.004000,0.029700,0.3565,0.2389,0.8500,0.014600,0.003200,0.094500,0.3505,0.016500,0.000400,0.067900,0.004200,0.099000,0.001100,0.000700,0.001500,0.014200,0.046700,0.6574,0.001400,0.021800,0.001300,0.001600,0.051400,0.012100,0.000100,1.6384,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1495,0,29,0,0,0.5040,0.6535,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1575,12040.2773,5462.3633,6219.0156,0,17502.6406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1435,0.074300,0.013300,0.085900,0.013800,0.068000,0.002200,0.005700,0.003400,0.022900,0.001200,0.004400,0.029700,0.5577,0.2416,0.8628,0.014800,0.003200,0.1007,0.2720,0.019200,0.000600,0.002200,0.004600,0.1075,0.001100,0.000700,0.001700,0.015600,0.048000,0.3987,0.001600,0.023900,0.001400,0.001600,0.063500,0.014300,0.000100,0.079600,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1036,0,20,0,0,0.2910,0.3946,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6224,12040.3516,5462.3633,6219.0156,0,17502.7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9874,0.068900,0.012500,0.082200,0.012500,0.075500,0.002400,0.005800,0.003600,0.023900,0.001200,0.004900,0.031800,0.3457,0.2541,0.8852,0.015300,0.003000,0.1015,0.3476,0.017100,0.000600,0.002300,0.004300,0.099800,0.001300,0.000900,0.001800,0.016300,0.047100,0.3894,0.001300,0.020000,0.001300,0.001700,0.052000,0.012300,0.000200,1.7434,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1052,0,24,0,0,0.2799,0.3851,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3127,12040.2891,5462.3633,6219.0156,0,17502.6523,0,0,0,0,0,0,432,323,0,0.086100,0,0,0,0,0,0,0,0,0,0,0,0
,0.1287,0.059500,0.013000,0.092500,0.012000,0.063700,0.002400,0.005800,0.003600,0.023100,0.001100,0.003900,0.029500,0.5753,0.3936,0.8486,0.016200,0.003200,0.095400,0.3460,0.019600,0.000600,0.002200,3.7898,3.8898,0.001600,0.000800,0.002500,0.018300,0.044200,0.4277,0.001400,0.020500,0.001200,0.001200,0.045400,0.012600,0.000100,0.1559,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1171,0,24,0,0,0.3062,0.4233,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1259,12040.8672,5462.3633,6219.0156,0,17503.2305,0,0,1,0,3.7855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9758,0.062900,0.010400,0.076400,0.011800,0.060800,0.002100,0.009300,0.003300,0.026900,0.001100,0.004500,0.025700,1.4913,0.2349,0.9127,0.015400,0.003700,0.5378,0.3675,0.018100,0.000700,0.002400,0.004200,0.099500,0.001100,0.000700,0.001900,0.015300,0.046200,0.087400,0.001400,0.020600,0.001400,0.001500,0.053800,0.012800,0.000300,0.1770,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,13,13,2,0,28,0,28,0,0,2,26,0,0,0,0,0,0,0,0.083398,0,0,0,0,0,0.083398,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2620,12040.7422,5462.3633,6219.0156,0,17503.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1265,0.061300,0.012800,0.079000,0.011900,0.070000,0.002000,0.005400,0.003500,0.022000,0.001300,0.004300,0.029000,0.5597,0.2254,0.8562,0.014900,0.003000,0.096100,0.2596,0.019600,0.000500,0.002200,0.004300,0.098900,0.001200,0.000900,0.001800,0.015700,0.046100,0.6336,0.001300,0.020700,0.001400,0.001600,0.057900,0.013500,0.000100,0.095900,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1478,0,40,0,0,0.4817,0.6295,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5915,12040.7422,5462.3633,6219.0156,0,17503.1055,0,0,0,0,0,0,482,323,0,0.098600,0,0,0,0,0,0,0,0,0,0,0,0
,2.8735,0.058300,0.011600,0.082300,0.012000,0.068700,0.002400,0.006000,0.003300,0.022700,0.001200,0.004300,0.031100,0.4774,0.2157,0.9259,0.016000,0.003000,0.1056,0.3454,0.018300,0.000500,0.061100,0.007300,0.1011,0.001700,0.001000,0.001900,0.015300,0.052200,0.7225,0.005700,0.035500,0.001400,0.001300,0.048800,0.012000,0.000100,1.6698,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1592,0,33.5000,0,0,0.5592,0.7184,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0284,12040.7422,5462.3633,6219.0156,0,17503.1055,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
,0.1924,0.069700,0.014800,0.088600,0.013000,0.080400,0.002400,0.006400,0.003400,0.024800,0.001300,0.005200,0.031300,0.7218,0.2750,0.8747,0.014600,0.002700,0.099400,0.2374,0.020000,0.000500,0.002300,0.004500,0.1039,0.001200,0.000800,0.001700,0.014900,0.047400,0.3693,0.001400,0.020300,0.001300,0.001600,0.4038,0.013600,0.000200,0.1353,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0.097610,0,18,0,0,0.2675,0.3651,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3368,12040.9922,5462.3633,6219.0156,0,17503.3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.8642,0.059200,0.012100,0.082000,0.011800,0.070700,0.002300,0.005700,0.003500,0.023500,0.001200,0.004600,0.027800,0.3542,0.2371,0.8832,0.015300,0.003000,0.1050,0.3228,0.016900,0.000500,0.002200,0.005500,0.1125,0.001500,0.000800,0.001900,0.016400,0.1072,0.5709,0.001000,0.021300,0.001400,0.001200,0.046400,0.012300,0.000100,1.5959,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,5,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1456,0,31.5000,0,0,0.4210,0.5666,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7849,12040.4297,5462.3633,6219.0156,0,17502.7930,0,0,0,0,0,0,432,325,0,0.088800,0,0,0,0,0,0,0,0,0,0,0,0
,0.1531,0.059200,0.013300,0.096100,0.011300,0.067300,0.002400,0.005500,0.003400,0.022400,0.001100,0.004200,0.029100,0.3113,0.2198,0.8876,0.013400,0.003000,0.090200,0.2674,0.019200,0.000700,0.002300,3.9160,4.0158,0.001600,0.000600,0.003000,0.019500,0.1357,0.3792,0.001100,0.020300,0.001200,0.001200,0.052400,0.011100,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1111,0,24,0,0,0.2638,0.3749,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2945,12036.2891,5462.3633,6219.0156,0,17498.6523,0,0,1,0,3.9116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.8640,0.068500,0.011900,0.081500,0.011300,0.068200,0.001800,0.005300,0.003100,0.020900,0.001200,0.004200,0.027300,1.6454,0.2189,0.8548,0.015000,0.003500,0.5257,0.3264,0.018000,0.000500,0.002100,0.004600,0.7048,0.001200,0.000700,0.001600,0.015200,0.045200,0.087400,0.001400,0.017000,0.001300,0.001300,0.071400,0.012200,0.000200,0.1625,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,49,3,99,0,7,13,13,2,0,28,0,28,0,0,1,26,0,0,0,0,0,0,0,0.083800,0,0,0,0,0,0.083800,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8596,12036.2891,5462.3633,6219.0156,0,17498.6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1489,0.064900,0.011700,0.081000,0.012300,0.075900,0.002000,0.005300,0.003100,0.021900,0.001100,0.004200,0.028100,0.3587,0.2383,0.8686,0.015400,0.003400,0.1032,0.3074,0.019500,0.000600,0.002000,0.004800,0.1053,0.001100,0.000700,0.001800,0.014400,0.1125,0.6564,0.001500,0.021200,0.001300,0.001600,0.051300,0.012200,0.000400,0.068000,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,12,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1516,0,39.5000,0,0,0.5005,0.6521,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9719,12036.4141,5462.3633,6219.0156,0,17498.7773,0,0,0,0,0,0,480,323,0,0.095900,0,0,0,0,0,0,0,0,0,0,0,0
,2.9765,0.065800,0.012700,0.082700,0.011800,0.081600,0.001900,0.005700,0.003700,0.023100,0.001200,0.005000,0.031100,0.5460,0.2334,0.9059,0.015500,0.002800,0.094700,0.3187,0.017700,0.000500,0.066600,0.004700,0.096900,0.001500,0.000800,0.001800,0.015500,0.042900,0.5549,0.001300,0.020000,0.001300,0.001300,0.063200,0.011200,0.000100,1.7534,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1309,0,35,0,0,0.4198,0.5507,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8963,12036.3867,5462.3672,6219.0156,0,17498.7539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1451,0.060400,0.011100,0.076500,0.010700,0.064800,0.001800,0.005500,0.003300,0.021500,0.001200,0.004400,0.028700,0.3048,0.2276,0.8385,0.013900,0.002700,0.1043,0.2692,0.017000,0.000500,0.001900,0.003800,0.099300,0.001200,0.000500,0.001600,0.013400,0.045000,0.3191,0.001200,0.022900,0.001200,0.001500,0.052400,0.011100,0.000200,0.001900,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.093080,0,18.5000,0,0,0.2217,0.3148,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5229,12036.3867,5462.3711,6219.0156,0,17498.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.8516,0.070100,0.010500,0.084200,0.011600,0.082600,0.002500,0.007100,0.003900,0.028800,0.000900,0.005000,0.035700,0.6310,0.2687,0.8834,0.017800,0.003300,0.1008,0.3522,0.017500,0.000600,0.002000,0.004600,0.097700,0.001400,0.000700,0.001600,0.015000,0.044000,0.4399,0.001400,0.019500,0.001300,0.002200,0.046000,0.012100,0.000100,1.5649,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1159,0,28.5000,0,0,0.3199,0.4358,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8778,12036.3867,5462.3750,6219.0156,0,17498.7617,0,0,0,0,0,0,432,323,0,0.090100,0,0,0,0,0,0,0,0,0,0,0,0
,0.1435,0.066600,0.013700,0.093300,0.012500,0.072900,0.002400,0.005800,0.003700,0.023100,0.001200,0.004200,0.040800,0.3711,0.2452,0.8838,0.014200,0.002800,0.1058,0.3482,0.018300,0.000600,0.002400,3.8020,3.9011,0.001600,0.000700,0.003000,0.018400,0.043300,0.3536,0.001100,0.022300,0.001400,0.001600,0.049000,0.012100,0.000100,0.081400,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1057,0,21.5000,0,0,0.2438,0.3495,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2214,12037.0938,5462.3750,6219.0156,0,17499.4688,0,0,1,0,3.7974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.8829,0.065000,0.011900,0.078000,0.010700,0.063200,0.001800,0.005400,0.003000,0.021900,0.001100,0.004500,0.027800,1.4820,0.2652,0.8920,0.013200,0.003300,0.5266,0.3338,0.017900,0.000500,0.001500,0.004000,0.085000,0.001100,0.000500,0.001500,0.013300,0.039100,0.081300,0.001100,0.016400,0.001200,0.001100,0.040300,0.010200,0.000100,0.1542,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,13,13,2,0,28,0,28,0,0,1,26,0,0,0,0,0,0,0,0.077698,0,0,0,0,0,0.077698,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9732,12037.0977,5462.3789,6219.0156,0,17499.4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1552,0.062600,0.011900,0.081400,0.012000,0.069700,0.001900,0.005700,0.003300,0.022500,0.001200,0.004900,0.028100,0.5662,0.2618,0.9266,0.015300,0.002800,0.099200,0.2649,0.018300,0.000600,0.002000,0.004700,0.1026,0.001100,0.000600,0.001500,0.014300,0.046900,0.6567,0.001500,0.019800,0.001400,0.001400,0.071000,0.011800,0.000100,0.082000,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1533,0,40,0,0,0.4992,0.6525,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0164,12037.1055,5462.3828,6219.0156,0,17499.4883,0,0,0,0,0,0,482,323,0,0.092300,0,0,0,0,0,0,0,0,0,0,0,0
,2.8270,0.062300,0.012800,0.084900,0.012900,0.072100,0.002100,0.005500,0.003400,0.022400,0.001200,0.004100,0.030700,0.3390,0.2241,0.8741,0.015000,0.003400,0.098000,0.3070,0.015400,0.000600,0.066700,0.004600,0.099300,0.001000,0.000900,0.002000,0.014700,0.044600,0.4538,0.001100,0.020300,0.001400,0.001300,0.054200,0.011700,0.000200,1.6362,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1171,0,29,0,0,0.3325,0.4496,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1158,12037.0430,5462.3867,6219.0156,0,17499.4297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1005,0.058400,0.012200,0.075900,0.011000,0.065900,0.002100,0.005600,0.003000,0.022300,0.001000,0.004000,0.025900,0.3314,0.2272,0.8420,0.014600,0.002900,0.1041,0.2550,0.019000,0.000800,0.001900,0.004000,0.097900,0.001000,0.000800,0.001600,0.014500,0.045800,0.3200,0.001400,0.020200,0.001300,0.001500,0.050100,0.011900,0.000100,0.1138,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.088204,0,17,0,0,0.2281,0.3163,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8584,12037.1445,5462.3867,6219.0156,0,17499.5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
