EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderSpacing/ConstraintMilliseconds,GuLiCommanderSpacing/CandidatePairs,GuLiCommanderSpacing/BlockedMoves,GuLiCommanderSpacing/Violations,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Camera,Exclusive/GameThread/Pathfinding,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/EventWait
,0.1113,0.068100,0.016900,0.078800,0.011200,0.031500,0.002200,0.007900,0.3908,0.4115,0.001000,0.006900,0.021600,0.2418,0.1589,0.011400,0.2045,0.2137,0.016100,0.001000,0.002400,0.003300,0.1169,0.001000,0.000900,0.005700,0.028500,0.000100,0.001200,0.011100,0.000700,0.001400,0.042200,0.007600,0,0,0,0,0,47,0,0,0.003400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1927,13123.4766,5591.9141,6353.5273,0,18715.3906,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071700,0.040400,0.009300,0.057500,0.009100,0.019300,0.001200,0.005100,0.3075,0.3215,0.000700,0.003500,0.014700,0.1592,0.1201,0.5188,0.1707,0.1721,0.009900,0.000500,0.001700,0.002300,0.1029,0.000500,0.000500,0.004500,0.036200,0,0.001400,0.011200,0.000700,0.001100,0.041700,0.006300,0.000100,0,0,0,0,47,0,0,0.002300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7947,13124.9258,5591.9258,6353.5273,0,18716.8516,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1151,0.048000,0.010800,0.067400,0.008800,0.022500,0.001700,0.005700,0.3788,0.3953,0.001000,0.004100,0.021500,0.2334,0.1684,0.010500,0.2642,0.2035,0.015500,0.000800,0.002500,1.9175,2.0209,0.001300,0.000400,0.004600,0.022700,0.000100,0.001400,0.010000,0.000900,0.001400,0.050300,0.008100,0.000200,0,0,0,0,48,0,0,0.6692,9527,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9160,13124.3711,5591.9258,6353.5273,0,18716.2969,0,0,0,0,1,402,353,0,0.040300,1.9136,0,0,0,0,0,0
,0.070500,0.041000,0.008600,0.054500,0.007500,0.018300,0.001100,0.004900,0.3056,0.3193,0.000800,0.003100,0.013800,0.2816,0.1180,0.5011,0.1718,0.2377,0.011500,0.000500,0.001800,0.002300,0.080400,0.000700,0.000400,0.004000,0.022500,0.000200,0.001000,0.009700,0.000800,0.001200,0.036800,0.006600,0.000100,0,0,0,0,47,0,0,0.001800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9463,13124.3711,5591.9258,6353.5273,0,18716.2969,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1339,0.048400,0.009100,0.061600,0.010500,0.019500,0.001300,0.005700,0.3206,0.3358,0.000800,0.003900,0.015900,0.1906,0.1380,0.009700,0.4010,0.1489,0.014300,0.000500,0.002600,0.003400,0.1082,0.000800,0.000400,0.004900,0.034600,0.000200,0.001400,0.010600,0.000800,0.001300,0.052300,0.008400,0.000200,0,0,0,0,47,0,0,0.002700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8369,13127.4258,5591.9258,6353.5273,0,18719.3516,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1187,0.067900,0.016000,0.075500,0.009400,0.030100,0.002400,0.009000,0.4234,0.4480,0.001500,0.006800,0.032300,0.2579,0.2028,0.5202,0.2069,0.2103,0.011500,0.000700,0.006400,0.002400,0.084200,0.000800,0.000600,0.004200,0.022800,0.000300,0.001100,0.009500,0.000500,0.000900,0.043700,0.007400,0.000100,0,0,0,0,48,0,0,0.003500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4472,13125.8750,5591.9258,6353.5273,0,18717.8008,0,0,0,0,1,404,2357,0,0.1213,0,0,0,0,0,0,0
,0.067000,0.044900,0.009800,0.057400,0.009000,0.019800,0.001400,0.004900,0.3086,0.3226,0.000800,0.004200,0.014400,0.1818,0.1279,0.009700,0.1803,0.1605,0.011800,0.000500,0.001900,0.003200,0.086100,0.000600,0.000300,0.004800,0.028900,0.000100,0.001100,0.010600,0.000600,0.001100,0.046100,0.008500,0.000200,0,0,0,0,47,0,0,0.002400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8496,13126.3594,5591.9883,6353.5273,0,18718.3477,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.085200,0.054100,0.029600,0.063800,0.011400,0.034200,0.002100,0.010400,0.4241,0.4494,0.001500,0.006200,0.020300,0.2275,0.2166,0.5472,0.1776,0.1903,0.010500,0.000600,0.001700,0.002400,0.2800,0.000600,0.000400,0.004000,0.020900,0,0.001100,0.008000,0.000600,0.001000,0.050800,0.006800,0.000100,0,0,0,0,47,0,0,0.002500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9391,13124.9375,5591.9883,6353.5273,0,18716.9258,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.088900,0.050500,0.009200,0.066200,0.009700,0.020200,0.001300,0.005200,0.3130,0.3281,0.001100,0.004600,0.015900,0.1781,0.1248,0.008900,0.1779,0.1571,0.011600,0.000600,0.001800,1.6782,1.7627,0.000900,0.000600,0.005100,0.026600,0.000100,0.001200,0.010800,0.000900,0.001500,0.052500,0.008800,0.000100,0,0,0,0,48,0,0,0.5401,9616,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5021,13128.7734,5591.9883,6353.5273,0,18720.7617,0,0,0.000100,0,1,402,353,0,0.059500,1.6752,0,0,0,0,0,0
,0.097300,0.053900,0.012300,0.075000,0.011200,0.027700,0.002200,0.008400,0.3533,0.3742,0.001000,0.005800,0.023500,0.3676,0.1746,0.5792,0.2408,0.2656,0.016700,0.000800,0.002200,0.003500,0.099900,0.000800,0.000600,0.004800,0.028000,0.000100,0.001000,0.010100,0.001000,0.001100,0.050100,0.008900,0.000100,0,0,0,0,47,0,0,0.003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7494,13125.2305,5591.9883,6353.5273,0,18717.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.060900,0.040800,0.008600,0.051200,0.008000,0.017700,0.001500,0.004700,0.3059,0.3202,0.000900,0.003800,0.014100,0.1711,0.1197,0.009000,0.1806,0.1454,0.011900,0.000600,0.001800,0.002700,0.079000,0.000700,0.000300,0.004300,0.021400,0.000100,0.001300,0.008700,0.000800,0.001500,0.038300,0.007100,0.000100,0,0,0,0,47,0,0,0.002600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5824,13124.8906,5591.9883,6353.5273,0,18716.8789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1102,0.054300,0.008800,0.072500,0.011000,0.018900,0.001200,0.004700,0.3152,0.3296,0.000900,0.004200,0.018700,0.2338,0.1649,0.5503,0.2261,0.2594,0.017800,0.000600,0.013400,0.004800,0.1460,0.000900,0.000700,0.006800,0.034500,0.000100,0.001300,0.013800,0.000700,0.001900,0.1280,0.008500,0,0,0,0,0,51,0,0,0.003500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4162,13126.1172,5591.9883,6353.5273,0,18718.1055,0,0,0,0,1,404,2357,0,0.1382,0,0,1,2,0,0,0
,0.068600,0.041800,0.010100,0.056300,0.008500,0.020700,0.001700,0.005400,0.3078,0.3241,0.001000,0.003900,0.015100,0.1822,0.1303,0.009800,0.1837,0.1525,0.011500,0.000500,0.001700,0.002900,0.081100,0.000600,0.000600,0.004200,0.022700,0.000100,0.001100,0.008900,0.000800,0.001000,0.041700,0.007500,0,0,0,0,0,47,0,0,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2579,13125.2773,5591.9883,6353.5273,0,18717.2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.077700,0.061400,0.010500,0.094100,0.012700,0.019300,0.001800,0.005900,0.3409,0.3573,0.000900,0.003900,0.017400,0.2355,0.1936,0.5950,0.2381,0.2439,0.014100,0.000700,0.002600,0.004100,0.1224,0.001200,0.001000,0.006400,0.038000,0.000100,0.001800,0.015200,0.001500,0.002600,0.057700,0.009900,0,0,0,0,0,47,0,0,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5987,13127.2617,5591.9883,6353.5273,0,18719.2500,0,0,0.000100,0,0,326,248,0,0.043800,0,0,0,0,0,0,0
,0.087500,0.043500,0.009500,0.064800,0.008800,0.018900,0.001300,0.005400,0.3087,0.3240,0.000900,0.004300,0.015900,0.1914,0.1346,0.009900,0.1986,0.2934,0.014000,0.000700,0.002100,1.7597,1.8546,0.000700,0.000400,0.004100,0.024000,0.000200,0.001600,0.009600,0.000800,0.001500,0.042100,0.007200,0.000100,0,0,0,0,48,0,0,0.5539,9690,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4341,13124.3164,5591.9883,6353.5273,0,18716.3047,0,0,0.000100,0,1,0,0,0,0,1.7561,0,0,0,0,0,0
,0.095800,0.071300,0.015100,0.085100,0.012100,0.033000,0.002200,0.007900,0.6084,0.6337,0.001500,0.005200,0.020400,0.3956,0.1950,0.5587,0.2125,0.2710,0.016900,0.000800,0.002700,0.003900,0.1113,0.000700,0.000500,0.004800,0.032500,0.000200,0.001400,0.012800,0.000900,0.001400,0.052900,0.010400,0.000300,0,0,0,0,47,0,0,0.003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8342,13123.8945,5591.9883,6353.5273,0,18715.8828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.069100,0.062400,0.016900,0.068600,0.009900,0.025200,0.002100,0.006700,0.3351,0.3543,0.001000,0.004400,0.016700,0.1811,0.1288,0.009300,0.1829,0.1563,0.010800,0.000500,0.001700,0.002600,0.084500,0.000600,0.000400,0.004400,0.022600,0.000100,0.001000,0.008900,0.000600,0.000900,0.041500,0.007200,0,0,0,0,0,47,0,0,0.002600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2261,13124.1289,5591.9883,6353.5273,0,18716.1172,0,0,0,0,0,346,2348,0,0.079200,0,0,0,0,0,0,0
,0.088500,0.055500,0.010800,0.072200,0.012000,0.022100,0.001800,0.006300,0.4195,0.4369,0.000900,0.004800,0.020400,0.2555,0.1597,0.7339,0.2655,0.3193,0.014400,0.000600,0.010300,0.004500,0.1154,0.001200,0.000700,0.006300,0.030600,0.000100,0.001200,0.013600,0.001100,0.001600,0.054100,0.010600,0.000300,0,0,0,0,48,0,0,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7457,13124.6328,5591.9883,6353.5273,0,18716.6211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,0.1182,0.049100,0.012100,0.061600,0.009200,0.023300,0.001600,0.006800,0.3647,0.3837,0.001200,0.005400,0.018200,0.2146,0.1407,0.009500,0.2829,0.1551,0.011400,0.000700,0.001500,0.002600,0.079700,0.000700,0.000400,0.004000,0.022100,0.000200,0.000900,0.008700,0.000800,0.001400,0.042000,0.007300,0.000100,0,0,0,0,47,0,0,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3408,13123.8359,5591.9883,6353.5273,0,18715.8242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1180,0.042900,0.009200,0.054600,0.007800,0.020900,0.001500,0.005400,0.3045,0.3192,0.001000,0.003700,0.015500,0.2180,0.1287,0.5676,0.1785,0.2469,0.012200,0.000700,0.002000,0.002700,0.087300,0.000700,0.000500,0.004800,0.023700,0.000300,0.001300,0.011400,0.000700,0.001100,0.040500,0.007200,0.000100,0,0,0,0,47,0,0,0.002400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3267,13123.8906,5591.9883,6353.5273,0,18715.8789,0,0,0,0,0,402,353,0,0.045700,0,0,0,0,0,0,0
,0.066300,0.043700,0.009300,0.062400,0.008700,0.019500,0.001500,0.004900,0.3375,0.3525,0.001400,0.004800,0.017000,0.2159,0.1464,0.009800,0.2667,0.1888,0.015500,0.000700,0.002400,1.7322,1.8288,0.001000,0.000600,0.004500,0.023800,0.000100,0.001200,0.009100,0.000900,0.001600,0.044100,0.008500,0.000100,0,0,0,0,48,0,0,0.5655,9807,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0255,13123.8945,5591.9883,6353.5273,0,18715.8828,0,0,0,0,1,0,0,0,0,1.7286,0,0,0,0,0,0
,0.080000,0.047400,0.010500,0.061000,0.008500,0.022800,0.001800,0.006000,0.3406,0.3576,0.001000,0.004100,0.016700,0.3021,0.1330,0.5161,0.1862,0.1871,0.011100,0.000400,0.001900,0.002800,0.081600,0.000800,0.000500,0.004500,0.022500,0.000100,0.000900,0.010100,0.000800,0.001200,0.042600,0.008100,0.000100,0,0,0,0,47,0,0,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7134,13123.7852,5591.9883,6353.5273,0,18715.7734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1165,0.048700,0.009200,0.061900,0.009100,0.019500,0.001500,0.005400,0.3327,0.3489,0.000800,0.004000,0.015300,0.1819,0.1296,0.010200,0.1806,0.1652,0.012300,0.000600,0.001800,0.003700,0.3186,0.001000,0.000600,0.005400,0.022000,0.000100,0.001300,0.010500,0.000900,0.001300,0.066700,0.006300,0.000100,0,0,0,0,47,0,0,0.003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3032,13123.7852,5591.9883,6353.5273,0,18715.7734,0,0,0,0,0,404,2357,0,0.068600,0,0,0,0,0,0,0
,0.078300,0.048400,0.013700,0.063200,0.009100,0.021800,0.001600,0.007000,0.3600,0.3775,0.000900,0.004100,0.018000,0.2236,0.1450,0.5393,0.2423,0.2702,0.012300,0.000500,0.008100,0.003100,0.092400,0.000800,0.000600,0.004600,0.026200,0.000200,0.001500,0.010600,0.000700,0.001100,0.045700,0.007400,0,0,0,0,0,48,0,0,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7912,13124.0469,5591.9883,6353.5273,0,18716.0352,0,0,0.000100,0,1,0,0,0,0,0,0,0,0,0,0,0
,0.062700,0.042400,0.009400,0.053500,0.007900,0.019100,0.001300,0.005100,0.3266,0.3405,0.001000,0.003500,0.014700,0.1902,0.1239,0.009700,0.1661,0.1545,0.011100,0.000400,0.010700,0.002600,0.077700,0.000600,0.000400,0.004300,0.021600,0.000100,0.000800,0.009000,0.000800,0.000900,0.039300,0.006500,0.000100,0,0,0,0,47,0,0,0.002900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5766,13124.2031,5591.9883,6353.5273,0,18716.1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.075900,0.047500,0.009100,0.063700,0.010600,0.019300,0.001400,0.005600,0.3620,0.3780,0.001300,0.005000,0.016900,0.2388,0.1430,0.5762,0.2444,0.2423,0.013100,0.000800,0.001900,0.003800,0.1089,0.001000,0.000800,0.005100,0.033400,0.000200,0.000700,0.011400,0.000700,0.001700,0.051200,0.008700,0.000200,0,0,0,0,47,0,0,0.003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0397,13124.1367,5591.9883,6353.5273,0,18716.1250,0,0,0,0,0,402,353,0,0.1237,0,0,0,0,0,0,0
