EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/AllWorkers/Physics,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Generic_RepNotifies,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Ticks/GuLiStrongholdNetworkPresentationComponent,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/EventWait/StartPhysics,FMsgLogf/FMsgLogfCount
,0.030600,0.2381,0.004900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005000,1,0.014000,0.098300,0.011800,0.9720,0.035200,0.1031,0.067700,0.001000,0.005000,0.030200,0.3834,0.6655,0.1843,0.005800,0.069900,0.051200,0.2172,0.028700,0.003600,0.002500,0.080400,0.021200,0.033200,0.007100,0.068500,0.7191,0.027800,0.1427,0.050100,0.092500,0.003100,0.022600,0.001400,0.007800,0.001500,0.011000,0.037000,0.069900,0.005100,0.000300,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1436,0.035900,4,0.011800,0.045800,16.7725,9383.4609,2481.2617,2448.7188,0,11874.1250,0,0,0,0,0,16.6667,0.4759,23.9386,0,0,0,0,0,0,0,0,0
,0.030300,0.3113,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004000,1,0.012800,0.078500,0.011000,0.8751,0.032200,0.2037,0.020200,0.001100,0.005100,0.029300,0.3720,0.4295,0.1491,0.003800,0.056900,0.041300,0.2978,0.019300,0.000700,0.048500,0.056500,0.013800,0.027900,0.006200,0.065500,0.6573,0.024100,0.1370,0.047500,0.070800,0.008500,0.019300,0.001400,0.005500,0.001400,0.030200,0.053200,0.042300,0.005000,0.000100,0.1570,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1432,0.035800,4,0.029600,0.051200,16.4452,9372.9492,2481.3242,2448.7188,0,11864.7852,0,0,0,0,0,16.6667,0.4396,24.2324,0,0,0,0,0,0,0,0,0
,0.034700,0.1744,0.004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013100,0.096900,0.011500,1.0295,0.031400,0.1605,0.098800,0.000900,0.004500,0.027300,0.2947,0.4885,0.1230,0.004200,0.057100,0.038600,0.2024,0.022600,0.000500,0.001900,0.070200,0.016600,0.029300,0.006300,0.067900,0.7897,0.028800,0.1421,0.049600,0.078200,0.002700,0.019900,0.001600,0.007500,0.001800,0.022100,0.048400,0.075300,0.005900,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1298,0.032450,4,0.022700,0.040000,16.6162,9356.2305,2481.3242,2448.7188,0,11854.2734,0,0,0,0,0,16.6667,0.4862,23.7071,0,0,0,534,384,0,0.088100,0,0
,0.031900,0.2110,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003400,1,0.013200,0.083400,0.011700,0.9362,0.034200,0.1282,0.053200,0.001200,0.005500,0.029000,0.3674,0.4389,0.1393,0.003900,0.059200,0.036700,0.1883,0.022500,0.000800,0.002100,0.064800,0.018400,0.030500,0.005400,0.066000,0.6991,0.024800,0.1392,0.041800,0.071900,0.002400,0.018400,0.001400,0.006000,0.001500,0.008600,0.030200,0.043200,0.004800,0,0.1572,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1509,0.037725,4,0.022400,0.068400,16.5830,9352.1562,2481.3281,2448.7188,0,11837.5586,0,0,0,0,0,16.6667,0.3903,23.7688,0,0,0,0,0,0,0,0,0
,0.021800,0.2393,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002200,1,0.013200,0.091200,0.012800,0.9737,0.027600,0.1523,0.090300,0.001200,0.004700,0.028100,0.2932,0.4856,0.1296,0.003900,0.056200,0.036200,0.2182,0.019700,0.000600,0.001700,0.068600,0.017000,0.031800,0.006100,0.066000,0.7448,0.025800,0.1409,0.046900,0.089100,0.003000,0.020500,0.001200,0.006900,0.001700,0.018900,0.041700,0.052900,0.005400,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1397,0.034925,4,0.023500,0.044900,16.6757,9342.2852,2481.3281,2448.7188,0,11833.4844,0,0,0,0,0,16.6667,0.4302,24.6604,0,0,0,0,0,0,0,0,0
,0.035100,0.2475,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012700,0.090200,0.010200,0.8802,0.027300,0.1915,0.1160,0.000900,0.004100,0.024700,0.2955,0.4208,0.1304,0.004000,0.063300,0.039600,0.2397,0.017500,0.000300,0.001600,0.088200,0.011400,0.024400,0.005100,0.047600,0.7109,0.026800,0.082600,0.042800,0.056700,0.001700,0.018200,0.000900,0.007000,0.001800,0.021800,0.045400,0.048500,0.004500,0.000100,0.1431,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1457,0.036425,4,0.025900,0.050700,16.6491,9333.1133,2481.3281,2448.7188,0,11823.6133,0,0,0,0,0,16.6667,0.4193,23.4710,0,0,0,540,384,0,0.1219,0,0
,0.042000,0.1745,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003700,1,0.012100,0.080400,0.011700,1.1393,0.030200,0.1700,0.054800,0.000800,0.004300,0.026500,0.3022,0.4394,0.1345,0.003900,0.061900,0.040500,0.1610,0.022600,0.000800,0.001900,0.069500,0.015800,0.036400,0.006300,0.065300,0.9068,0.024600,0.1410,0.047500,0.1006,0.002400,0.018800,0.001200,0.006100,0.001400,0.008700,0.030900,0.063600,0.004400,0.000100,0.1368,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1835,0.045875,4,0.039000,0.056100,16.8572,9324.3711,2481.3281,2448.7188,0,11814.4414,0,0,0,0,0,16.6667,0.4295,24.9861,0,0,0,0,0,0,0,0,0
,0.043500,0.1929,0.003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000,0.077000,0.011400,1.0718,0.032300,0.1243,0.089000,0.000800,0.004000,0.027100,0.2965,0.4766,0.1224,0.003900,0.060800,0.039200,0.1968,0.016300,0.000400,0.071400,0.052200,0.009900,0.022100,0.004200,0.094300,0.8437,0.025800,0.1452,0.041600,0.066100,0.002200,0.025600,0.001300,0.005000,0.001300,0.017300,0.041400,0.042600,0.004900,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1615,0.040375,4,0.025300,0.052600,16.5080,9315.2812,2481.3281,2448.7188,0,11805.6992,0,0,0,0,0,16.6667,0.4272,24.8984,0,0,0,0,0,0,0,0,0
,0.032300,0.2012,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003900,1,0.013000,0.081800,0.009900,0.9108,0.030100,0.1055,0.053900,0.001300,0.004400,0.029100,0.3350,0.4858,0.1385,0.003800,0.061800,0.043400,0.2349,0.020700,0.000700,0.001700,0.060800,0.017000,0.029800,0.005600,0.066000,0.6888,0.024300,0.1412,0.043100,0.072800,0.002100,0.019000,0.001300,0.006300,0.001200,0.020200,0.043300,0.044700,0.004700,0.000100,0.011300,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1759,0.043975,4,0.030400,0.057400,16.5181,9306.1758,2481.3281,2448.7188,0,11796.6094,0,0,0,0,0,16.6667,0.3393,24.6192,0,0,0,548,383,0,0.1616,0,0
,0.024900,0.3224,0.007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002100,1,0.013500,0.085600,0.011200,0.9734,0.034200,0.1772,0.097600,0.000700,0.004900,0.027300,0.4169,0.4281,0.1332,0.004000,0.063500,0.037500,0.3947,0.028000,0.000600,0.001800,0.066600,0.020300,0.031200,0.005700,0.066600,0.7506,0.025400,0.1398,0.041700,0.069700,0.002400,0.018200,0.001300,0.006500,0.001400,0.010300,0.034900,0.041300,0.004300,0.000100,0.1530,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1681,0.042025,4,0.010100,0.065300,17.1658,9298.4414,2481.3320,2448.7188,0,11787.5078,0,0,0,0,0,16.6667,0.4305,24.8478,0,0,0,0,0,0,0,0,0
,0.024400,0.2382,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004400,1,0.012700,0.087700,0.010900,0.9382,0.029800,0.089600,0.052800,0.001100,0.003800,0.027400,0.2880,0.4448,0.1232,0.003600,0.061400,0.036300,0.2188,0.019800,0.000600,0.010900,0.070200,0.017300,0.030900,0.006400,0.066500,0.7097,0.026500,0.1411,0.049500,0.095600,0.002800,0.019700,0.001300,0.007000,0.001800,0.020500,0.045200,0.053200,0.005500,0.000200,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1502,0.037550,4,0.009600,0.053700,16.1111,9290.7305,2481.3320,2448.7188,0,11779.7734,0,0,0,0,0,16.6667,0.4508,24.3995,0,0,0,0,0,0,0,0,0
,0.021400,0.2282,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002400,1,0.012800,0.081900,0.011700,0.9791,0.033200,0.2009,0.1277,0.001000,0.005500,0.032200,0.3589,0.6925,0.1625,0.005800,0.054900,0.037600,0.2105,0.017600,0.000500,0.001700,0.062600,0.014200,0.027500,0.005000,0.065400,0.7532,0.025800,0.1394,0.058900,0.068400,0.018300,0.018100,0.001300,0.005600,0.001200,0.014700,0.039400,0.042900,0.005000,0.000100,0.1657,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1560,0.039000,4,0.025300,0.058700,17.3404,9279.1250,2481.3320,2448.7188,0,11772.0625,0,0,0,0,0,16.6667,0.4449,23.7740,0,0,0,538,385,0,0.1357,0,0
,0.024900,0.2326,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002400,1,0.012800,0.080400,0.011000,0.9832,0.030600,0.1184,0.055500,0.000800,0.004500,0.031400,0.3018,0.4286,0.1280,0.003700,0.078000,0.039800,0.1871,0.024100,0.000700,0.002800,0.064200,0.015500,0.028700,0.006000,0.047800,0.7993,0.029900,0.084800,0.038800,0.090700,0.002900,0.020200,0.000900,0.005100,0.001400,0.010000,0.033200,0.050700,0.004900,0.000100,0.1457,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1973,0.049325,4,0.035400,0.065800,16.1228,9269.1602,2481.3320,2448.7188,0,11760.4570,0,0,0,0,0,16.6667,0.4621,23.1115,1,0,0,0,0,0,0,0,0
,0.026800,0.2436,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002400,1,0.011200,0.1008,0.010500,1.0488,0.033800,0.1244,0.093800,0.000900,0.004700,0.027200,0.3160,0.5369,0.1326,0.004500,0.056800,0.065500,0.2179,0.018300,0.000500,0.069500,0.076300,0.039300,0.029300,0.005300,0.065800,0.8017,0.023700,0.1628,0.047200,0.068900,0.002700,0.020300,0.001400,0.006200,0.001300,0.015000,0.035400,0.048100,0.005000,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1482,0.037050,4,0.025200,0.058700,16.9186,9259.7148,2481.3320,2448.7188,0,11750.4922,0,0,0,0,0,16.6667,0.3908,23.9094,0,0,0,0,0,0,0,0,0
,0.042700,0.1696,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012200,0.086800,0.010800,0.9376,0.031500,0.091400,0.049900,0.000900,0.004000,0.027300,0.3114,0.4627,0.1306,0.003800,0.071200,0.036800,0.2077,0.019500,0.000500,0.001600,0.061600,0.016700,0.029100,0.005200,0.066900,0.7174,0.024500,0.1434,0.042600,0.072300,0.002100,0.019800,0.001200,0.009000,0.001700,0.018700,0.040700,0.042500,0.004700,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1606,0.040150,4,0.035100,0.054500,16.2517,9249.7773,2481.3320,2448.7188,0,11741.0469,0,0,0,0,0,16.6667,0.4552,23.5214,0,0,0,546,386,0,0.1179,0,0
,0.026400,0.2460,0.007700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012500,0.086600,0.010600,0.9765,0.030200,0.1037,0,0.000800,0.003800,0.027300,0.3302,0.4261,0.1730,0.004800,0.066600,0.040500,0.2261,0.016600,0.000500,0.001700,0.062700,0.016000,0.029300,0.005400,0.066900,0.7322,0.043100,0.1424,0.044400,0.075000,0.002800,0.020200,0.001200,0.006700,0.001500,0.010900,0.035800,0.045300,0.004400,0.000100,0.1434,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1558,0.038950,4,0.012600,0.052700,16.9128,9241.7188,2481.3945,2448.7188,0,11731.1719,0,0,0,0,0,16.6667,0.4158,23.7948,0,0,0,0,0,0,0,0,0
,0.039800,0.2316,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013100,0.083800,0.011800,0.8912,0.025200,0.2476,0.079300,0.000900,0.005200,0.028400,0.2726,0.4888,0.1275,0.003700,0.056900,0.029400,0.2248,0.016700,0.000400,0.001800,0.060700,0.010000,0.027800,0.005200,0.048000,0.7077,0.027000,0.084200,0.047000,0.077700,0.008900,0.018900,0.001000,0.004800,0.001500,0.018600,0.041800,0.053100,0.005600,0.000200,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2314,0.057850,4,0.044200,0.069400,16.5487,9230.8086,2481.3945,2448.7188,0,11723.1133,0,0,0,0,0,16.6667,0.4072,18.8752,0,0,0,0,0,0,0,0,0
,0.037000,0.2188,0.004700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003900,1,0.013800,0.093700,0.012800,1.5120,0.039100,0.1328,0.053700,0.001000,0.006100,0.027700,0.3828,0.4384,0.1483,0.003800,0.078100,0.040900,0.1911,0.026500,0.000600,0.002000,0.074700,0.019700,0.041100,0.006900,0.1016,1.2006,0.040300,0.2114,0.048300,0.087200,0.002800,0.027200,0.002200,0.006100,0.001400,0.015400,0.037400,0.042800,0.005200,0.000100,0.1551,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1693,0.042325,4,0.013400,0.068400,17.5103,9221.7891,2481.3945,2448.7188,0,11712.2031,0,0,0,0,0,16.6667,0.4399,12.3424,0,0,0,526,382,0,0.1404,0,0
,0.036500,0.2218,0.005100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002200,1,0.013700,0.081900,0.012400,0.9299,0.038900,0.2780,0.1882,0.001000,0.009000,0.041500,0.3644,0.7451,0.1885,0.007100,0.070900,0.048800,0.1702,0.023300,0.000600,0.001900,0.056900,0.012600,0.029800,0.005300,0.046700,0.7427,0.029000,0.083500,0.036000,0.064000,0.002800,0.019300,0.000900,0.004400,0.001100,0.006800,0.026800,0.039400,0.004900,0.000100,0.2001,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1470,0.036750,4,0.028100,0.051800,16.5655,9210.4023,2481.3945,2448.7188,0,11703.1836,0,0,0,0,0,16.6667,0.4694,12.1790,0,0,0,0,0,0,0,0,0
,0.025200,0.2661,0.004400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003600,1,0.012300,0.072400,0.010700,0.8181,0.025800,0.1436,0.085600,0.001000,0.003700,0.027400,0.2680,0.4482,0.1701,0.004200,0.059100,0.026700,0.2894,0.015400,0.000400,0.069200,0.049200,0.010700,0.024500,0.004300,0.047000,0.6449,0.027400,0.082600,0.032900,0.055900,0.002100,0.017200,0.001000,0.004300,0.001000,0.014900,0.034700,0.036000,0.003400,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2141,0.053525,4,0.038300,0.068100,15.7491,9199.4844,2481.3945,2448.7188,0,11691.7969,0,0,0,0,0,16.6667,0.4613,13.8598,0,0,0,0,0,0,0,0,0
