EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1602,0.076300,0.088900,0.013300,0.1068,0.016700,0.065400,0.002800,0.008500,1.7027,1.7278,0.001300,0.006500,0.035800,1.1648,0.2542,0.1607,0.014000,0.003000,0.5075,0.032700,0.000700,0.002400,0.4631,0.5254,0.001600,0.001100,0.002400,0.014900,0.047800,0.7120,0.095600,0.004700,0.019700,0.001300,0.001700,0.1065,0.014600,0.000100,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,37,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1411,0,38,0,0,0.6485,0.7896,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3604,10404.2461,5557.4141,6281.4453,0,15961.6602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1720,0,0,1406,364,0,0.2510,2,0,0,0,0,0,0,0,0,0,0
,4.1849,0.062100,0.091800,0.013800,0.095900,0.015800,0.1235,0.002500,0.008600,1.6910,1.7178,0.001500,0.007800,0.036800,1.7463,0.3251,0.1658,0.020900,0.004600,0.3667,0.026700,0.000700,0.002200,0.2226,0.4123,0.001600,0.000900,0.001900,0.014000,0.1323,0.2704,0.2716,0.001400,0.018500,0.001300,0.001400,0.093500,0.014300,0.000100,0.092700,1.9211,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,4,4,0,0,14,0,14,1,0,2,4,0,0,0,0,0,0,0,0.077296,0,19,0,0,0.2096,0.2869,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0622,10401.2930,5557.4141,6281.4453,0,15958.7070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1920,0.082900,0.045500,0.016200,0.1016,0.016900,0.039900,0.003500,0.009800,1.9069,1.9352,0.001400,0.006400,0.035900,1.2739,0.2693,0.1598,0.016300,0.002800,0.4398,0.024000,0.000500,0.002600,0.2280,0.4205,0.001600,0.000800,0.002200,0.015400,0.046800,0.3865,0,0.001700,0.019600,0.001500,0.001600,0.1529,0.015800,0.000500,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1089,0,26,0,0,0.3143,0.4232,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4644,10404.5039,5557.4141,6281.4453,0,15961.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7127,0.072700,0.049200,0.017600,0.1021,0.016400,0.1038,0.002600,0.009100,1.6529,1.6807,0.002200,0.008800,0.035600,0.9942,0.5352,0.1724,0.018000,0.003800,0.3123,0.028600,0.000800,0.068500,0.2251,0.4291,0.001300,0.001100,0.002300,0.016000,0.043600,0.2737,0.095600,0.001300,0.022800,0.001400,0.001800,0.098200,0.014800,0.000100,0,4.2492,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.083413,0,22,0,0,0.2042,0.2876,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0298,10403.4336,5557.4141,6281.4453,0,15960.8477,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1520,352,0,0.1749,0,0,0,0,0,0,0,0,0,0,0
,0.2561,0.087000,0.1328,0.014800,0.1582,0.017500,0.037700,0.002400,0.009200,1.8528,1.8777,0.002000,0.009200,0.039000,1.3230,0.3272,0.1932,0.017900,0.005800,0.4293,0.023500,0.000600,0.001600,8.6904,8.7120,0.001700,0.000800,0.004100,0.020300,0.058900,0.6055,0.2439,0.002300,0.025900,0.001600,0.002300,0.8199,0.016700,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,2,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.1459,0,29,0,0,0.5194,0.6653,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3692,10401.6289,5557.4141,6281.4453,0,15959.0430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.2030,7.2985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6668,0.067000,0.1760,0.013300,0.1090,0.016500,0.063300,0.003100,0.008700,1.8740,1.8980,0.001500,0.005600,0.033200,2.4625,0.2458,0.1453,0.015200,0.003000,0.3618,0.032700,0.000700,0.002400,0.4116,0.4065,0.003000,0.001500,0.004300,0.024100,0.047200,0.9819,0.3204,0.001900,0.025100,0.001400,0.001700,0.098100,0.011300,0.000100,0,2.1676,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,10,10,0,1,713,0,13,0,0,1,10,0,0,0,0,0,0,0,0.1369,0,23,6.3643,0,1.1620,1.2989,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2474,10401.5742,5557.4141,6281.4453,0,15958.9883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1607,0.074800,0.1083,0.015100,0.1310,0.022100,0.1322,0.002800,0.007500,1.7817,1.8052,0.001500,0.008400,0.040700,0.8267,0.2867,0.1789,0.015000,0.003700,0.4534,0.029000,0.000900,0.002800,1.6744,0.5667,0.001600,0.000800,0.003500,0.018100,0.061000,0.3304,0.084500,0.001700,0.024000,0.001300,0.001800,0.1102,0.013500,0.000300,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.094607,0,23,0,0,0.3323,0.4269,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3113,10401.5664,5557.4141,6281.4453,0,15958.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1.3576,0,0,4714,365,0,0.3376,0,0,0,0,0,0,0,0,0,0,0
,4.1025,0.077200,0.069300,0.012700,0.1149,0.017600,0.1024,0.002200,0.007200,1.7967,1.8186,0.001800,0.009000,0.037100,0.8267,0.2988,0.1756,0.014800,0.003100,0.3002,0.027300,0.000800,0.002600,0.6587,0.7170,0.001800,0.001300,0.002600,0.018000,0.066600,0.5026,0.1691,0.002300,0.028100,0.001500,0.002500,0.1292,0.016200,0.000200,0.072200,3.0642,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.1055,0,25,0,0,0.4527,0.5582,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6653,10403.1758,5557.4141,6281.4453,0,15960.5898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1452,0.077500,0.1109,0.016400,0.1279,0.018100,0.083600,0.003000,0.008900,1.7615,1.7868,0.001700,0.008200,0.041500,1.8686,0.3383,0.2025,0.012900,0.005400,0.4637,0.027300,0.001000,0.002200,0.5607,0.5579,0.002500,0.001200,0.003500,0.021800,0.049100,0.5619,0.2184,0.001200,0.021700,0.001400,0.001500,0.1375,0.014100,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1419,0,31,0,0,0.4549,0.5968,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7872,10400.9805,5557.4141,6281.4453,0,15958.3945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2374,0.070200,0.095300,0.012100,0.099100,0.015400,0.064300,0.002300,0.006900,1.9270,1.9476,0.001600,0.009200,0.037500,1.6322,0.3681,0.1767,0.015900,0.003600,0.3154,0.032300,0.000800,0.064400,0.4380,0.4926,0.001600,0.001500,0.002700,0.018700,0.048900,0.3472,0.2642,0.001500,0.024300,0.001500,0.001700,0.1243,0.012300,0.000100,0,3.1676,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,1,13,0,13,1,0,2,4,0,0,0,0,0,0,0,0.087094,0,21,0,0,0.2787,0.3658,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6579,10403.0117,5557.4141,6281.4453,0,15960.4258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1599,0,0,1326,351,0,0.1592,0,0,0,0,0,0,0,0,0,0,0
,0.2085,0.072700,0.055400,0.017500,0.1701,0.015000,0.080400,0.002700,0.010000,1.8223,1.8482,0.002000,0.009700,0.039900,0.9796,0.2968,0.1621,0.015600,0.003100,0.3588,0.022600,0.000800,0.002000,7.1957,7.4043,0.002000,0.000900,0.004100,0.020800,0.048200,0.4251,0.1022,0.001700,0.032200,0.001200,0.001700,0.5484,0.011600,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1147,0,27,0,0,0.3534,0.4681,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6561,10402.7578,5557.4141,6281.4453,0,15960.1719,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.9650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.6061,0.066400,0.1259,0.016800,0.096200,0.016900,0.071600,0.002500,0.007400,1.7951,1.8163,0.001800,0.007300,0.034100,2.4586,0.2836,0.1617,0.013500,0.003700,0.3946,0.034900,0.001400,0.002700,0.2335,0.4370,0.001400,0.000900,0.002500,0.017100,0.043800,0.5830,0.2563,0.001800,0.020900,0.001500,0.001400,0.097900,0.013600,0.000100,0,2.8343,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,7,7,0,1,313,0,13,0,0,1,7,0,0,0,0,0,0,0,0.087798,0,21,2.8350,0,0.6743,0.7621,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3685,10400.7188,5557.4141,6281.4453,0,15958.1328,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1606,0.062500,0.051200,0.010700,0.091400,0.014300,0.059900,0.002400,0.007600,1.9480,1.9703,0.001600,0.007300,0.044400,1.1598,0.2682,0.1621,0.015600,0.003600,0.4195,0.026300,0.000800,0.002000,0.2300,0.4259,0.001500,0.001000,0.001700,0.013000,0.042900,0.3857,0.090000,0.001600,0.017400,0.001500,0.001400,0.094800,0.013600,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.089601,0,27,0,0,0.3367,0.4263,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5942,10400.3633,5557.4141,6281.4453,0,15957.7773,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,2812,365,0,0.1659,0,0,0,0,0,0,0,0,0,0,0
,5.0925,0.071600,0.1238,0.016100,0.1168,0.017700,0.1237,0.002300,0.008600,1.8732,1.8970,0.001900,0.008600,0.032600,1.6762,0.2596,0.1731,0.015600,0.002800,0.4021,0.036000,0.000900,0.002600,0.3799,0.6490,0.001600,0.001100,0.002800,0.019900,0.046500,0.4063,0.2115,0.001400,0.021500,0.001400,0.001500,0.1024,0.014000,0.000100,0.080100,3.3936,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,1,14,0,14,0,0,2,4,0,0,0,0,0,0,0,0.1168,0,25,0,0,0.3142,0.4310,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0761,10400.2344,5557.4141,6281.4453,0,15957.6484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1791,0.067400,0.062600,0.010600,0.1105,0.014800,0.063300,0.002200,0.007200,1.8046,1.8241,0.001400,0.008100,0.038300,1.0999,0.2518,0.1508,0.014900,0.003300,0.3359,0.023600,0.001300,0.002200,1.3410,2.3242,0.001800,0.000900,0.003000,0.017900,0.044800,0.4441,0.087800,0.001400,0.020200,0.001200,0.001600,0.1011,0.013600,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1014,0,33,0,0,0.3940,0.4954,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5529,10400.1406,5557.4141,6281.4453,0,15957.5547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9582,0.073100,0.1402,0.016400,0.1038,0.018400,0.086300,0.002800,0.008700,1.8493,1.8734,0.001700,0.007200,0.036100,1.9346,0.2779,0.1769,0.013800,0.002700,0.2988,0.031400,0.000700,0.061800,0.3648,0.4000,0.001300,0.001000,0.002000,0.014300,0.050400,0.6979,0.2503,0.005600,0.022600,0.001400,0.001700,0.1217,0.013500,0.000100,0,2.9270,0,0,0,0,0,57,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,5,5,0,34,17,0,13,1,0,2,5,0,0,0,0,0,0,0,0.1295,0,28,1,0,0.7025,0.8320,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1227,10399.5391,5557.4141,6281.4453,0,15956.9531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1632,0,0,1430,351,0,0.2019,2,0,0,0,0,0,0,0,0,0,0
,0.2243,0.079000,0.062900,0.011500,0.1156,0.013700,0.061200,0.002600,0.007900,1.6502,1.6725,0.001900,0.009400,0.038200,1.2253,0.2833,0.1806,0.015000,0.004300,0.3894,0.025000,0.000800,0.002000,8.2042,7.2985,0.001900,0.001000,0.004000,0.018500,0.040900,0.3574,0.094600,0.001200,0.020600,0.001600,0.001700,0.1040,0.013700,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.088997,0,23,0,0,0.3105,0.3995,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3932,10399.3711,5557.4141,6281.4453,0,15956.7852,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1.1303,6.7753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1317,0.070900,0.1589,0.016900,0.1038,0.016300,0.081800,0.002800,0.008200,1.8236,1.8467,0.001500,0.006500,0.034800,3.5483,0.2926,0.1681,0.013900,0.004200,0.2969,0.028900,0.000700,0.002300,0.4483,0.5060,0.001800,0.001100,0.002100,0.015800,0.1244,0.5476,0.2672,0.001400,0.019400,0.001500,0.001700,0.099200,0.014000,0.000100,0,1.3573,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,4,4,0,1,13,0,13,1,0,1,4,0,0,0,0,0,0,0,0.1159,0,30,0,0,0.5070,0.6229,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7594,10403.4414,5557.4141,6281.4453,0,15960.8555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1743,0.095700,0.055400,0.013400,0.1323,0.017100,0.065000,0.002400,0.008000,1.6616,1.6835,0.001100,0.006600,0.031600,1.2176,0.3434,0.2113,0.020000,0.005700,0.4149,0.030400,0.000700,0.003200,0.6373,0.7265,0.002600,0.001000,0.003800,0.022200,0.059300,0.3900,0.1237,0.002400,0.026500,0.001700,0.002300,0.1312,0.016600,0.000300,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,49,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1112,0,20,0,0,0.3200,0.4312,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6367,10399.1250,5557.4141,6281.4453,0,15956.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1523,0,0,1654,365,0,0.1728,0,0,0,0,0,0,0,0,0,0,0
,4.9632,0.072500,0.086500,0.016800,0.1190,0.015800,0.1322,0.002700,0.008000,1.8697,1.8926,0.001700,0.008000,0.037200,1.9181,0.2887,0.1912,0.018300,0.004800,0.2852,0.031000,0.001000,0.001900,0.4781,0.5669,0.002000,0.000900,0.003500,0.020500,0.046600,0.3550,0.2127,0.001600,0.020600,0.001300,0.001700,0.1095,0.013300,0.000100,0.079200,2.8544,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,0,14,0,14,0,0,2,4,0,0,0,0,0,0,0,0.099905,0,25,0,0,0.2755,0.3754,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0288,10398.9531,5557.4141,6281.4453,0,15956.3672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1771,0.076200,0.055300,0.013800,0.1081,0.015800,0.072200,0.002500,0.007300,1.7907,1.8123,0.001800,0.007100,0.034800,0.8900,0.2449,0.1538,0.013900,0.003200,0.3590,0.024300,0.000900,0.002400,0.5151,0.6858,0.001700,0.001200,0.003000,0.017500,0.054600,0.3951,0.1075,0.002200,0.021400,0.001400,0.001500,0.1111,0.016200,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1056,0,26,0,0,0.3328,0.4384,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1153,10398.4805,5557.4141,6281.4453,0,15955.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
