EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1483,0.075800,0.089700,0.013500,0.1412,0.015900,0.088800,0.003000,0.010300,0.004400,0.032700,0.001400,0.005900,0.038800,0.3804,0.2356,0.8531,0.016900,0.004000,0.2747,0.019400,0.000700,0.067100,7.9755,8.1191,0.001800,0.000800,0.005000,0.021000,0.045700,0.3484,0.095400,0.001500,0.020600,0.001400,0.001400,0.6480,0.018000,0.000200,0.017100,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1070,0,17.5000,0,0,0.2836,0.3906,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5821,4801.3398,5503.1992,6242.0781,0,10304.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,7.7242,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.7384,0.068000,0.2487,0.031400,0.096000,0.016200,0.085300,0.002500,0.007400,0.003600,0.024600,0.001500,0.004500,0.034700,2.6985,0.2507,0.9885,0.018100,0.006200,0.3618,0.031700,0.000700,0.002000,0.2182,0.3408,0.001500,0.000900,0.002200,0.016800,0.046000,1.0849,0.5924,0.001200,0.021000,0.001400,0.001400,0.092700,0.014700,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,13,14,1,3,726,0,26,0,0,3,27,0,0,0,0,0,0,0,0.1888,0,16.5000,5.2861,0,1.2205,1.4093,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0787,4801.3047,5503.1992,6242.0781,0,10304.5039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1774,0.071400,0.1747,0.013100,0.094200,0.015500,0.086500,0.003000,0.008800,0.003600,0.028600,0.001600,0.004800,0.038000,0.4692,0.3483,1.3944,0.021100,0.006900,0.4629,0.031100,0.000900,0.003100,0.2395,0.3584,0.001200,0.000900,0.002500,0.017600,0.050000,0.8955,0.1723,0.001700,0.021900,0.001300,0.001600,0.092300,0.013700,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,1,300,0,0,0,0,2,4,0,0,0,0,0,0,0,0.1578,0,37.5000,1.9395,0,1.0235,1.1813,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6939,4801.3438,5503.1992,6242.0781,0,10304.5430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,5734,391,0,0.3816,0,0,0,0,0,0,0,0,0
,3.3557,0.065400,0.1661,0.012100,0.097900,0.015500,0.073100,0.002900,0.007600,0.003200,0.024000,0.001300,0.004000,0.033600,1.2924,0.2424,0.9743,0.013400,0.005200,0.2432,0.029100,0.000600,0.002100,1.4594,1.4101,0.002000,0.000800,0.002700,0.017500,0.052100,0.4415,0.5016,0.001600,0.021600,0.001400,0.001500,0.096600,0.014400,0.000100,0.9443,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,8,9,1,2,23,0,23,0,0,2,17,0,0,0,0,0,0,0,0.1294,0,16.5000,0,0,0.3566,0.4860,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1286,4801.3672,5503.1992,6242.0781,0,10304.5664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0.1575,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
,0.1791,0.065400,0.1364,0.009900,0.1004,0.015100,0.068500,0.002700,0.009200,0.003800,0.026600,0.001500,0.005200,0.034000,0.4930,0.2948,1.2971,0.023200,0.005300,0.4577,0.029200,0.000600,0.002300,0.1519,0.2754,0.001800,0.001200,0.003100,0.022000,0.047900,1.0403,0.1225,0.001500,0.019700,0.001400,0.001500,0.1139,0.011900,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2378,0,38.5000,0,0,0.9200,1.1578,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6389,4801.5742,5503.1992,6242.0781,0,10304.7734,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2147,0.071200,0.1868,0.011400,0.091700,0.016100,0.077800,0.002600,0.008500,0.003400,0.025700,0.001100,0.004400,0.031500,0.9637,0.2578,0.8524,0.011600,0.005300,0.2996,0.026100,0.000500,0.018800,0.1481,0.2570,0.001200,0.000900,0.002300,0.016200,0.048300,0.7441,0.4205,0.001600,0.022700,0.001500,0.001700,0.096900,0.013300,0.000100,2.9739,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,9,9,0,0,26,0,26,0,0,3,18,0,0,0,0,0,0,0,0.1622,0,36,0,0,0.6641,0.8263,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9831,4801.8867,5503.1992,6242.0781,0,10305.0859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,4000,367,0,0.2212,0,0,0,0,0,0,0,0,0
,0.1631,0.078100,0.1001,0.015100,0.1698,0.018600,0.1063,0.002800,0.009700,0.003900,0.030000,0.001700,0.005300,0.041600,0.8618,0.3360,0.9186,0.015900,0.004400,0.6173,0.032200,0.000500,0.074800,7.2893,7.4181,0.002500,0.001100,0.005800,0.029600,0.051200,0.4484,0.1268,0.001400,0.025500,0.001600,0.002100,0.6310,0.013500,0.000300,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0.1336,0,16.5000,0,0,0.3687,0.5023,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4212,4801.8672,5503.1992,6242.0781,0,10305.0664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,7.1260,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9442,0.066100,0.3527,0.011200,0.093300,0.016600,0.050200,0.002300,0.009300,0.003300,0.028200,0.001400,0.007100,0.032900,2.2667,0.3653,0.9181,0.017300,0.007300,0.3581,0.034100,0.001000,0.002900,0.1862,0.3168,0.001600,0.000800,0.002600,0.018100,0.055400,1.3515,0.6808,0.002000,0.024400,0.001800,0.001700,0.096600,0.014300,0.000100,1.1426,0,0,0,0,59,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,12,12,0,6,626,0,26,0,0,0,24,0,0,0,0,0,0,0,0.2010,0,29.5000,5.5967,0,1.5743,1.7753,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1391,4801.8867,5503.1992,6242.0781,0,10305.0859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1537,0.081100,0.1836,0.016400,0.1462,0.018400,0.087000,0.002000,0.008000,0.003700,0.024400,0.001300,0.004800,0.034900,0.8002,0.2789,0.9654,0.018000,0.004600,0.8111,0.028400,0.000800,0.002300,0.3133,1.4449,0.002700,0.001400,0.004600,0.022800,0.062700,1.2174,0.1941,0.001300,0.020200,0.001500,0.001600,0.1013,0.014000,0.000300,0.038600,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,16,400,0,0,0,0,2,5,0,0,0,0,0,0,0,0.2014,0,30,2.9229,0,1.3255,1.5269,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5156,4801.9102,5503.1992,6242.0781,0,10305.1094,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,5552,391,0,0.2721,0,0,0,0,0,0,0,0,0
,3.4717,0.071400,0.1689,0.013000,0.099200,0.014900,0.093600,0.003200,0.008200,0.004000,0.028400,0.001600,0.005900,0.041600,1.1460,0.2814,1.0383,0.020000,0.006900,0.3588,0.038200,0.000600,0.002100,0.2235,0.3425,0.001200,0.000900,0.002500,0.017200,0.049800,0.4788,0.4580,0.005000,0.019000,0.001400,0.002100,0.1046,0.012200,0.000100,1.0290,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,98,0,6,9,10,1,34,27,0,23,1,0,2,18,0,0,0,0,0,0,0,0.1231,0,10,0,0,0.3977,0.5208,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5071,4801.9336,5503.1992,6242.0781,0,10305.1328,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
,0.1420,0.066600,0.1250,0.012800,0.086400,0.015100,0.076700,0.002600,0.008700,0.003600,0.026700,0.001100,0.004500,0.033400,0.4282,0.2749,1.4323,0.019900,0.005800,0.4368,0.026200,0.000600,0.002200,0.2213,0.3237,0.001300,0.000800,0.002200,0.016900,0.050300,0.8764,0.088600,0.004400,0.017800,0.001200,0.001300,0.090800,0.013600,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,36,6,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1844,0,38,0,0,0.7998,0.9842,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1117,4801.9805,5503.1992,6242.0781,0,10305.1797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1393,0.078500,0.1415,0.012400,0.1138,0.017500,0.079400,0.002200,0.006400,0.002900,0.020200,0.000900,0.004400,0.027700,0.7472,0.2511,0.8300,0.012000,0.003100,0.3191,0.029000,0.000700,0.002700,1.4612,1.4536,0.001500,0.000800,0.002400,0.020200,0.058800,0.6694,0.1061,0.002500,0.026500,0.001600,0.002000,0.099400,0.012700,0.000100,3.9480,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,6,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1573,0,30.5000,0,0,0.6338,0.7911,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9525,4801.9648,5503.1992,6242.0781,0,10305.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1466,0,0,4500,368,0,0.3112,0,0,0,0,0,0,0,0,0
,0.1596,0.068400,0.1911,0.014000,0.1615,0.017800,0.082000,0.002200,0.007700,0.003500,0.024600,0.001100,0.003900,0.037800,0.9432,0.2632,0.9698,0.016400,0.006000,0.4518,0.031100,0.000700,0.068500,7.7748,7.8982,0.002000,0.001100,0.010300,0.024000,0.1389,0.5474,0.4545,0.001700,0.022100,0.001500,0.001800,0.7076,0.012700,0.000200,0,0,0,0,0,60,0,0,0,0,0,0,2,2,2,2,50,2,100,0,10,9,9,0,0,26,0,26,1,0,4,18,0,0,0,0,0,0,0,0.1826,0,24.5000,0,0,0.4200,0.6026,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5619,4801.9531,5503.1992,6242.0781,0,10305.1523,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,7.6521,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.1557,0.067200,0.2267,0.011800,0.083000,0.014700,0.075600,0.002300,0.008000,0.003400,0.023600,0.001100,0.004100,0.032600,2.1071,0.2665,0.8322,0.011800,0.003100,0.3627,0.031400,0.000900,0.002500,0.1478,0.2540,0.001400,0.000700,0.002300,0.016100,0.047100,0.8705,0.6143,0.001500,0.019700,0.001200,0.001500,0.089500,0.014900,0.000200,3.1040,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,100,0,8,13,14,2,1,726,0,26,0,0,2,27,0,0,0,0,0,0,0,0.1787,0,3,5.2568,0,1.0174,1.1961,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3748,4801.9102,5503.1992,6242.0781,0,10305.1094,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1308,0.073200,0.1157,0.011700,0.094400,0.015100,0.082900,0.001900,0.007600,0.002900,0.021900,0.001000,0.004400,0.028900,0.3450,0.2477,0.8373,0.013900,0.003600,0.3927,0.024200,0.000900,0.004800,0.1971,0.3159,0.001300,0.001100,0.002200,0.017400,0.1311,0.6881,0.1841,0.001600,0.023900,0.001700,0.001800,0.095200,0.013200,0.000100,0.1099,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,98,0,8,2,3,1,1,300,0,0,1,0,2,4,0,0,0,0,0,0,0,0.1382,0,20,1.9395,0,0.7655,0.9037,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666,4801.9219,5503.1992,6242.0781,0,10305.1211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,5608,391,0,0.2729,0,0,0,0,0,0,0,0,0
,4.8439,0.066300,0.1861,0.012700,0.089000,0.016200,0.086500,0.001900,0.007200,0.003400,0.022700,0.001300,0.004800,0.032300,1.4023,0.4005,1.3811,0.026000,0.007500,0.3175,0.029100,0.000600,0.002100,0.2026,0.3135,0.001600,0.001100,0.002400,0.016900,0.048500,0.5828,0.4853,0.001500,0.022100,0.001400,0.001500,0.093700,0.014400,0.000100,1.7038,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,7,9,1,3,18,0,18,0,0,2,14,0,0,0,0,0,0,0,0.1475,0,20.5000,0,0,0.4911,0.6386,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9919,4801.8672,5503.1992,6242.0781,0,10305.0664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,0.1662,0.071800,0.1877,0.010600,0.087600,0.018600,0.059700,0.002100,0.006800,0.003000,0.021000,0.001100,0.004700,0.028900,0.2987,0.2329,0.8388,0.011700,0.002800,0.3143,0.020500,0.000600,0.002100,0.1781,0.2736,0.000900,0.000900,0.001500,0.012700,0.1254,0.9195,0.1256,0.001800,0.024200,0.002300,0.001700,0.1163,0.016100,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,49,3,97,0,7,1,1,0,5,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1999,0,40.5000,0,0,0.8775,1.0774,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4397,4801.7812,5503.1992,6242.0781,0,10304.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3518,0.075400,0.1951,0.010000,0.1218,0.015900,0.1016,0.003200,0.010600,0.004700,0.032300,0.004200,0.003800,0.027700,1.2174,0.2359,0.8434,0.013300,0.003100,0.3457,0.029800,0.000700,0.002900,6.6744,6.7977,0.001800,0.000900,0.004500,0.021700,0.070900,0.6513,0.4616,0.001800,0.024700,0.001400,0.002500,0.1048,0.015400,0.000300,3.1869,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,9,9,0,0,26,0,26,0,0,3,18,0,0,0,0,0,0,0,0.1547,0,38,0,0,0.5710,0.7257,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1763,4801.7617,5503.1992,6242.0781,0,10304.9609,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,6.4486,0,3722,372,0,0.1990,0,0,0,0,0,0,0,0,0
,0.1385,0.067400,0.1541,0.011700,0.087700,0.015700,0.078700,0.003400,0.008400,0.003200,0.026500,0.001200,0.003700,0.030900,1.9448,0.2575,0.8273,0.012200,0.004800,0.5486,0.025500,0.000600,0.055800,0.2311,0.3493,0.001200,0.000800,0.001900,0.015100,0.060200,0.3551,0.4133,0.001700,0.019400,0.001300,0.001600,0.093400,0.014100,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,9,9,0,0,26,0,26,1,0,3,18,0,0,0,0,0,0,0,0.077616,0,10,0,0,0.3028,0.3804,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8547,4800.5938,5503.1992,6242.0781,0,10303.7930,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3558,0.077500,0.092700,0.014900,0.1125,0.015800,0.099300,0.002700,0.008300,0.004200,0.028300,0.001500,0.004900,0.039600,0.4581,0.4125,1.0395,0.021200,0.005100,0.3290,0.028100,0.000700,0.002600,1.6175,1.5034,0.001700,0.000700,0.004100,0.023300,0.060500,0.6125,0.1213,0.001800,0.021000,0.001700,0.001700,0.1117,0.012100,0.000300,2.6941,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1469,0,31,0,0,0.5396,0.6865,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7212,4800.6172,5503.1992,6242.0781,0,10303.8164,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1700,0.069100,0.075700,0.014100,0.093800,0.016000,0.074900,0.002300,0.008100,0.003700,0.025400,0.001400,0.004900,0.037300,0.7607,0.2582,0.8859,0.016400,0.004100,0.3611,0.027300,0.000700,0.002300,0.1191,0.2260,0.001200,0.000800,0.002400,0.015900,0.051000,0.4524,0.1145,0.001900,0.020800,0.001500,0.001900,0.3387,0.013800,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1045,0,20,0,0,0.4056,0.5101,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2792,4800.6055,5503.1992,6242.0781,0,10303.8047,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,2616,390,0,0.2364,0,0,0,0,0,0,0,0,0
,3.3112,0.074700,0.3129,0.015700,0.1049,0.017200,0.088700,0.002400,0.008800,0.004300,0.028800,0.001800,0.005800,0.040300,1.3329,0.3536,1.4335,0.019900,0.009200,0.4316,0.036000,0.000900,0.002700,0.1682,0.2865,0.001500,0.000900,0.002400,0.015500,0.053700,0.5752,0.7083,0.001800,0.023000,0.001600,0.001600,0.1153,0.014900,0.000500,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,1,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1377,0,29.5000,0,0,0.5066,0.6443,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3968,4800.6016,5503.1992,6242.0781,0,10303.8008,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
