EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,MassEntities/GameThread/BatchedCommand,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/SkeletalMeshActor,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,GuLiCommanderPresentation/InstanceAndMirrorCacheBytes,GuLiCommanderPresentation/RosterCacheBytes,MassEntitiesCounters/BatchedCommand,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderMiniMap/DataCacheBytes,GuLiCommanderHealthBars/DataCacheBytes,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait/StartPhysics,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,0.025700,0.004500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077200,0.013600,0.068800,0.014200,0.2119,0.021100,0.1541,0.079800,0,0,0.000700,0.003100,0.017600,0.2522,0.094100,0.083500,0.002300,0.053700,0.017600,0.037200,0.007200,0.000300,0.001700,0.048000,0.011900,0.018000,0.004500,0.023100,0.1568,0.030700,0.045000,0.004900,0.010000,0.000700,0.003800,0.000800,0.010900,0.023800,0.073800,0.003400,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1038,0.025950,4,0.017700,0.042600,16.3046,10467.9727,2594.0547,2588.6562,0,13063.7227,0,0,0,0,0,16.6667,0.2901,27.1881,0,0,0,0.002500,1,502,376,0,0.045000,0,0,0,0,0,0
,0.022300,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076700,0.008200,0.048100,0.006600,0.1794,0.014500,0.051300,0,0.008700,0,0.000600,0.002800,0.015300,0.1815,0.072300,0.067700,0.001900,0.041000,0.014100,0.069600,0.005800,0.000100,0.001400,0.040400,0.009600,0.014500,0.003900,0.019800,0.1425,0.025600,0.046000,0.001800,0.010300,0.000700,0.003400,0.000700,0.004400,0.015700,0.046100,0.002700,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079500,0.019875,4,0.014500,0.029600,16.2299,10469.3984,2594.0547,2588.6562,0,13062.0273,0,0,0,0,0,16.6667,0.2820,27.8168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.021400,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092800,0.011100,0.077000,0.011500,0.3015,0.023000,0.1096,0.071000,0,0,0.000700,0.003400,0.020700,0.2600,0.1000,0.1036,0.003500,0.073400,0.019500,0.075300,0.010000,0,0.009200,0.060900,0.015200,0.022500,0.006700,0.023000,0.2086,0.040400,0.056300,0.002400,0.014500,0.001000,0.005300,0.001200,0.012400,0.027700,0.061500,0.003500,0.000100,0.030500,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1210,0.030250,4,0.016700,0.050600,17.2954,10469.5352,2594.0547,2588.6562,0,13063.4531,0,0,0,0,0,16.6667,0.2627,27.6826,334068,144788,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.024000,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084800,0.008600,0.049600,0.007700,0.1912,0.017400,0.036800,0,0,0,0.000700,0.003700,0.017800,0.2714,0.073500,0.067900,0.002400,0.049100,0.017000,0.072600,0.007400,0.000200,0.001300,0.045000,0.010900,0.018000,0.004100,0.019600,0.1465,0.025600,0.037100,0.001700,0.009900,0.000900,0.003600,0.000900,0.009000,0.022200,0.052200,0.003100,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084100,0.021025,4,0.014900,0.030400,16.1649,10469.8477,2594.0547,2588.6562,0,13063.5898,0,0,0,0,0,16.6667,0.2987,28.5512,0,0,0,0,0,524,377,0,0.050300,0,0,0,0,0,0
,0.026700,0.003800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074900,0.008300,0.059800,0.007800,0.3113,0.020000,0.1332,0.068100,0,0,0.000700,0.003100,0.018600,0.2791,0.091900,0.081100,0.002600,0.055500,0.022400,0.058400,0.008700,0,0.003900,0.091700,0.015500,0.025700,0.007300,0.027200,0.2549,0.036700,0.060200,0.002500,0.014600,0.001000,0.004400,0.001200,0.007900,0.024400,0.060500,0.003300,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1043,0.026075,4,0.018300,0.042100,17.1291,10469.2422,2594.0586,2588.6562,0,13063.9062,0,0,0,0,0,16.6667,0.2540,28.3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.023600,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088000,0.010100,0.055000,0.008600,0.1945,0.018300,0.056700,0.013200,0,0,0.000800,0.002600,0.064400,0.2627,0.073500,0.084400,0.002700,0.052900,0.018400,0.048500,0.006500,0.000100,0.2676,0.1242,0.010400,0.017600,0.003600,0.019400,0.1447,0.029200,0.039600,0.001500,0.010500,0.000700,0.003500,0.000900,0.008900,0.021000,0.048300,0.003100,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098500,0.024625,4,0.019300,0.035100,16.6285,10468.7930,2594.0586,2588.6562,0,13063.3008,0,0,0,0,0,16.6667,0.2663,27.9372,0,0,0,0,0,0,0,0,0,27384,64,0,0,0,0
,0.017600,0.002700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054300,0.008100,0.054300,0.007000,0.1825,0.015300,0.032400,0,0,0,0.000800,0.002700,0.015600,0.1914,0.064800,0.074600,0.002200,0.059000,0.014600,0.044800,0.005000,0.000100,0.001300,0.037300,0.009200,0.014300,0.003500,0.019500,0.1442,0.024500,0.040300,0.001400,0.011400,0.000800,0.003800,0.000700,0.007700,0.018800,0.051700,0.003000,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070100,0.017525,4,0.006000,0.029500,16.0989,10468.8555,2594.0586,2588.6562,0,13062.8516,0,0,0,0,0,16.6667,0.2557,28.0335,0,0,0,0,0,506,375,0,0.1782,0,0,0,0,0,0
,0.029300,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1144,0.013000,0.064100,0.011900,0.2309,0.020600,0.092700,0.085200,0,0,0.001200,0.003400,0.022700,0.2539,0.089000,0.090700,0.002300,0.063100,0.019500,0.1027,0.008000,0.000300,0.002300,0.052400,0.013500,0.021800,0.004300,0.024800,0.1758,0.033900,0.057000,0.002400,0.012300,0.000900,0.004200,0.000900,0.005900,0.019300,0.059600,0.003300,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098900,0.024725,4,0.018500,0.037400,17.1755,10468.7930,2594.0664,2588.6562,0,13062.9219,0,0,0,0,0,16.6667,0.2597,27.9074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.019900,0.003800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071000,0.008500,0.052500,0.007600,0.2547,0.018800,0.070000,0.057200,0.006200,0,0.000800,0.002300,0.016100,0.2464,0.067400,0.073900,0.002000,0.046000,0.016700,0.053800,0.007100,0.000300,0.001500,0.044200,0.011900,0.017300,0.003900,0.030800,0.1901,0.027200,0.041300,0.001800,0.010900,0.000900,0.004300,0.000800,0.009400,0.023200,0.049600,0.003000,0.000400,0.029500,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097600,0.024400,4,0.014400,0.033700,16.4334,10468.7930,2594.0703,2588.6562,0,13062.8633,0,0,0,0,0,16.6667,0.2993,28.2277,334068,144788,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.025600,0.004400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1057,0.010700,0.067500,0.008900,0.2303,0.019400,0.037800,0,0,0,0.001000,0.003100,0.018200,0.2232,0.080400,0.086300,0.002400,0.050000,0.017200,0.090900,0.008100,0.000100,0.002200,0.055400,0.012200,0.020400,0.006000,0.023900,0.1786,0.038100,0.064400,0.002200,0.014500,0.000900,0.004600,0.001000,0.011100,0.025400,0.070000,0.003900,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098800,0.024700,4,0.017300,0.042600,16.6974,10469.1836,2594.0703,2588.6562,0,13062.8633,0,0,0,0,0,16.6667,0.2811,28.2642,0,0,0,0,0,520,376,0,0.050300,0,0,0,0,0,0
,0.025800,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071300,0.009700,0.056100,0.009100,0.1974,0.018900,0.067700,0.063500,0,0,0.000700,0.002300,0.016000,0.2147,0.074300,0.081900,0.002000,0.049300,0.016700,0.058800,0.007300,0.000300,0.001600,0.045200,0.010900,0.017600,0.004300,0.020000,0.1527,0.027200,0.040800,0.001800,0.009700,0.000900,0.003800,0.000800,0.005800,0.017800,0.049000,0.002900,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099200,0.024800,4,0.017400,0.038800,16.5545,10468.8672,2594.0703,2588.6562,0,13063.2539,0,0,0,0,0,16.6667,0.2813,28.4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.022000,0.002700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071300,0.008300,0.048700,0.007700,0.1800,0.014400,0.048200,0.012200,0,0,0.000800,0.002500,0.014800,0.1817,0.061400,0.071700,0.001900,0.043500,0.014400,0.065000,0.005100,0.000100,0.043400,0.1227,0.010500,0.015800,0.003600,0.019500,0.1401,0.025500,0.037700,0.001500,0.010400,0.000800,0.003800,0.000700,0.008500,0.019600,0.047800,0.002900,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069000,0.017250,4,0.005200,0.030900,16.6153,10468.8633,2594.1328,2588.6562,0,13063,0,0,0,0,0,16.6667,0.3057,28.5841,0,0,0,0,0,0,0,0,0,27384,64,0,0,0,0
,0.034800,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091200,0.012500,0.078600,0.016400,0.2240,0.028500,0.1438,0.099000,0,0,0.001100,0.004400,0.023300,0.3260,0.1090,0.1517,0.003200,0.071900,0.022900,0.036200,0.007900,0.000200,0.002000,0.054900,0.014500,0.019500,0.004400,0.020900,0.1569,0.029300,0.044700,0.001700,0.011800,0.000700,0.003700,0.000900,0.012100,0.025900,0.069000,0.003600,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1174,0.029350,4,0.007000,0.062400,17.2206,10469.1016,2594.1328,2588.6562,0,13062.9961,0,0,0,0,0,16.6667,0.3536,27.9135,0,0,0,0,0,506,375,0,0.053300,0,0,0,0,0,0
,0.023600,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070800,0.008500,0.047700,0.007500,0.1811,0.015900,0.032500,0,0,0,0.000500,0.002300,0.016000,0.2412,0.066400,0.079000,0.002300,0.049100,0.015700,0.059000,0.005600,0.000100,0.001100,0.043400,0.009500,0.013800,0.003800,0.019200,0.1417,0.024800,0.039300,0.001700,0.012800,0.001000,0.003500,0.000700,0.003500,0.014800,0.045100,0.003100,0.000100,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085700,0.021425,4,0.015500,0.029900,16.0240,10468.8633,2594.1367,2588.6562,0,13063.2383,0,0,0,0,0,16.6667,0.2621,28.9610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0.021900,0.004600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070800,0.008300,0.068800,0.007200,0.3159,0.017400,0.1082,0.057300,0,0,0.000500,0.002400,0.016600,0.2150,0.074000,0.079600,0.002200,0.056800,0.015800,0.057900,0.007400,0.000100,0.001600,0.061000,0.013300,0.017000,0.005300,0.030600,0.2306,0.049200,0.066400,0.006900,0.014600,0.001000,0.005300,0.001200,0.012800,0.029400,0.069100,0.004600,0.000100,0.034900,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089800,0.022450,4,0.014600,0.034800,17.1016,10470.5820,2594.1367,2588.6562,0,13063,0,0,0,0,0,16.6667,0.2415,28.4122,334068,144788,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.025100,0.003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090600,0.010500,0.056000,0.008100,0.1987,0.018400,0.079200,0,0.010500,0,0.000800,0.003500,0.016300,0.2264,0.076000,0.081600,0.002000,0.055700,0.017400,0.080200,0.009800,0.000200,0.001600,0.046600,0.012000,0.018300,0.004400,0.020400,0.1547,0.027600,0.045600,0.001700,0.011000,0.000800,0.003600,0.000800,0.010300,0.023700,0.053300,0.004500,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1057,0.026425,4,0.017800,0.042800,16.4057,10468.8008,2594.1367,2588.6562,0,13064.7188,0,0,0,0,0,16.6667,0.2945,28.1830,0,0,0,0,0,518,377,0,0.045700,0,0,0,0,0,0
,0.018000,0.002700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060600,0.007100,0.047500,0.006900,0.1848,0.013600,0.071300,0.055400,0,0,0.000400,0.002200,0.015300,0.1898,0.063300,0.066700,0.002000,0.043600,0.014000,0.050900,0.006000,0.000100,0.001400,0.038500,0.009100,0.014000,0.003500,0.018800,0.1481,0.024000,0.038700,0.001300,0.011000,0.001000,0.003400,0.000700,0.003900,0.015900,0.051900,0.003000,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083400,0.020850,4,0.013600,0.031400,16.4979,10468.8008,2594.1406,2588.6562,0,13062.9414,0,0,0,0,0,16.6667,0.2953,27.9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.021800,0.003500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1166,0.017400,0.070900,0.013400,0.2061,0.022300,0.070600,0.019500,0,0,0.001200,0.003500,0.021700,0.3220,0.1086,0.1335,0.002100,0.066600,0.020300,0.069000,0.008800,0.000200,0.4037,0.1312,0.012200,0.017600,0.003600,0.020200,0.1520,0.028400,0.047400,0.001500,0.010500,0.000700,0.004100,0.001000,0.010300,0.022500,0.047100,0.003200,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069800,0.017450,4,0.004500,0.041500,17.5722,10468.9219,2594.1406,2588.6562,0,13062.9414,0,0,0,0,0,16.6667,0.2693,28.2065,0,0,0,0,0,451,263,0,0.055000,27384,64,0,0,0,0
,0.022100,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060700,0.008200,0.048000,0.007300,0.2289,0.014900,0.034900,0,0,0,0.000600,0.002600,0.016400,0.1900,0.064800,0.070400,0.002000,0.044400,0.014100,0.050900,0.005400,0.000100,0.001400,0.039800,0.008600,0.014600,0.003800,0.020400,0.1865,0.026700,0.040100,0.001400,0.011300,0.000800,0.003600,0.000700,0.007700,0.018500,0.046100,0.002800,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087900,0.021975,4,0.018800,0.030400,15.7375,10468.8008,2594.1406,2588.6562,0,13063.0625,0,0,0,0,0,16.6667,0.2852,28.3416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.026600,0.004200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1002,0.009400,0.064000,0.007800,0.2821,0.018800,0.085000,0.069200,0,0,0.001000,0.002500,0.017600,0.2826,0.074200,0.082300,0.002200,0.052500,0.019300,0.085000,0.010100,0.000200,0.001800,0.056000,0.013800,0.020100,0.007200,0.030600,0.2367,0.038200,0.064300,0.002100,0.013600,0.000800,0.004800,0.001100,0.007600,0.022500,0.066000,0.003500,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089600,0.022400,4,0.010900,0.040100,17.1458,10469.4883,2594.1406,2588.6562,0,13062.9414,0,0,0,0,0,16.6667,0.2681,28.3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
