EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/HandleRPC,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1747,0.064900,0.097700,0.011600,0.096400,0.015800,0.061000,0.002200,0.006600,1.8816,1.9037,0.001900,0.009700,0.041900,1.7122,0.3311,0.2536,0.022900,0.006300,0.080400,0,0.5308,0.031300,0.000800,0.019800,0.006100,0.2353,0.001500,0.001100,0.002700,0.018500,0.048600,0.6938,0.001600,0.024900,0.001200,0.001400,0.1253,0.011600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1799,0,24.5000,0,0,0.5910,0.7709,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7213,5498.9844,5571.3477,6284.4219,0,11070.3320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2428,0.079000,0.2569,0.013800,0.1141,0.018900,0.094400,0.002700,0.010700,2.2548,2.2832,0.002500,0.011500,0.042700,2.0706,0.4087,0.1586,0.017600,0.006500,0.3468,1.8372,0.3143,0.032900,0.000600,0.002300,0.005000,0.2319,0.001400,0.001000,0.002600,0.019500,0.1057,0.8514,0.001400,0.024900,0.001100,0.001600,0.1189,0.015400,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,10,3,3,0,5,27,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1967,0,27,0,0,0.7630,0.9597,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4272,5494.6992,5571.3477,6284.4219,0,11066.0469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1577,0.1116,0.1159,0.024200,0.1667,0.020700,0.1860,0.002500,0.008800,2.0311,2.0575,0.001800,0.008900,0.035200,0.8822,0.2823,0.1610,0.016500,0.004200,0.1137,0,0.4396,0.027800,0.001200,0.085900,7.3159,7.5753,0.001900,0.000900,0.006500,0.024700,0.1582,0.5991,0.001300,0.027000,0.001400,0.001400,0.1262,0.016900,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,9,1,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0.1609,0,26,0,0,0.5011,0.6620,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9836,5493.0938,5571.3477,6284.4219,0,11064.4414,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0.080300,7.3092,0,2790,391,0,0.2342,0,0,0,0,0,0,0,0
,5.2743,0.074900,0.1869,0.013000,0.1093,0.017700,0.080000,0.002200,0.007300,2.1621,2.1831,0.002000,0.009200,0.065100,4.5321,0.6310,0.3837,0.025500,0.010400,0.3343,0,0.4867,0.031200,0.000900,0.002300,0.006200,0.2427,0.001900,0.000800,0.002800,0.019300,0.069700,0.5306,0.001800,0.029200,0.001700,0.002200,0.1517,0.011900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,49,3,99,0,7,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1320,0,20.5000,0,0,0.4600,0.5920,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9572,5497.6562,5571.3477,6284.4219,0,11069.0039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1590,0.090300,0.085800,0.019400,0.1107,0.018400,0.1263,0.003000,0.010400,1.9083,1.9362,0.001800,0.008600,0.039600,1.4275,0.2887,0.1733,0.014300,0.004100,0.1197,0,0.3718,0.026200,0.000700,0.002500,0.004000,0.1911,0.001300,0.000700,0.002700,0.014800,0.1132,0.5365,0.001700,0.023000,0.001300,0.002100,0.1839,0.015200,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1278,0,27.5000,0,0,0.4740,0.6018,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9288,5496.6328,5571.3477,6284.4219,0,11067.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.6830,0.074800,0.2943,0.009100,0.1191,0.018400,0.029200,0.001900,0.009400,1.8275,1.8513,0.001800,0.012300,0.049100,2.3295,0.4115,0.2246,0.017800,0.008500,0.3071,2.7694,0.3683,0.035600,0.000900,0.003000,0.005600,0.2815,0.002400,0.000900,0.003900,0.026000,0.058500,1.0031,0.001900,0.027200,0.001400,0.001800,0.1263,0.020400,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,0,48,4,97,0,6,3,3,0,4,26,0,26,0,0,0,6,0,0,0,0,0,0,0,0.2527,0,29,0,0,0.9232,1.1759,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3076,5491.7969,5571.3477,6284.4219,0,11063.1445,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,2092,364,0,0.1549,0,0,0,0,0,0,0,0
,0.2219,0.085900,0.072200,0.016000,0.1345,0.018900,0.1445,0.002400,0.010100,2.3482,2.3760,0.002500,0.014400,0.049200,1.2669,0.4567,0.1792,0.017100,0.005200,0.1094,0,0.3726,0.027100,0.000800,0.002500,0.005000,0.2190,0.001600,0.001000,0.002600,0.017300,0.054600,0.4378,0.001800,0.027700,0.001600,0.002000,0.1257,0.016000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1139,0,20,0,0,0.3778,0.4917,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0059,5501.2891,5571.3477,6284.4219,0,11072.6367,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.087900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5415,0.071200,0.2011,0.012500,0.1241,0.017700,0.1941,0.001900,0.007100,1.8467,1.8690,0.001600,0.007100,0.034100,1.8242,0.2993,0.1604,0.015200,0.005400,0.2957,2.3736,0.4236,0.033100,0.000700,0.003000,0.006400,0.3114,0.002500,0.001300,0.004400,0.027400,0.056000,0.7454,0.001600,0.024100,0.001300,0.001800,0.1160,0.014500,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1900,0,29,0,0,0.6446,0.8346,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9924,5503.2891,5571.3477,6284.4219,0,11074.6367,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.079600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1995,0.1135,0.1144,0.014900,0.1661,0.019500,0.1264,0.003500,0.011400,2.5472,2.5835,0.001900,0.010500,0.064600,2.0326,0.3906,0.3499,0.022800,0.007900,0.1129,0,0.5116,0.026900,0.001000,0.086500,6.1806,6.4190,0.002400,0.001200,0.008600,0.031900,0.055700,0.5447,0.001800,0.023300,0.001500,0.001800,0.1676,0.015300,0.000300,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1514,0,26,0,0,0.4530,0.6044,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1895,5502.3828,5571.3477,6284.4219,0,11073.7305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,6.1756,0,2444,390,0,0.2450,0,0,0,0,0,0,0,0
,5.4582,0.073900,0.1841,0.010900,0.091600,0.017900,0.083000,0.001700,0.008400,1.4174,1.4394,0.001500,0.006100,0.033500,2.4689,0.4042,0.1775,0.014800,0.006100,0.2730,2.4669,0.3197,0.032100,0.000800,0.002200,0.004400,0.2245,0.001400,0.000700,0.002200,0.019400,0.046700,0.5399,0.001400,0.022000,0.001300,0.001400,0.1368,0.013700,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,4,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1302,0,22.5000,0,0,0.4798,0.6100,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6324,5507.3867,5571.3477,6284.4219,0,11078.7344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4233,0.080800,0.1205,0.012200,0.1277,0.019100,0.072500,0.002600,0.007700,1.9897,2.0133,0.002300,0.013900,0.044400,1.9456,0.4884,0.2147,0.016600,0.007000,0.1461,3.6634,0.6088,0.051500,0.001100,0.003700,0.006400,0.3911,0.002200,0.001100,0.005200,0.023200,0.065600,0.8357,0.002000,0.036000,0.001700,0.002200,0.2095,0.017400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1978,0,25.5000,0,0,0.7371,0.9349,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5865,5506.8945,5571.3477,6284.4219,0,11078.2422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1689,0.082400,0.2872,0.015000,0.1255,0.020400,0.097800,0.002800,0.009500,2.1631,2.1919,0.001600,0.008500,0.038400,1.7723,0.2994,0.1758,0.018600,0.005500,0.2677,0,0.3477,0.028900,0.000700,0.003000,0.006400,1.2309,0.001900,0.001000,0.003800,0.022900,0.061600,0.9008,0.002200,0.023900,0.001300,0.003300,0.1301,0.012700,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,16,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1798,0,35,1.0205,0,0.9516,1.1314,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5142,5505.9062,5571.3477,6284.4219,0,11077.2539,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,2124,364,0,0.1442,0,0,0,0,0,0,0,0
,5.2851,0.082200,0.063700,0.014200,0.1260,0.018100,0.1118,0.002300,0.008000,1.9780,2.0008,0.002700,0.013700,0.058900,2.0549,0.4825,0.2067,0.023100,0.006700,0.094200,3.2859,0.5590,0.029200,0.000900,0.002800,0.004800,0.2542,0.002000,0.000900,0.003000,0.021000,0.052100,0.4318,0.001600,0.027100,0.002000,0.002000,0.1220,0.016900,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1203,0,20,0,0,0.3631,0.4834,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9494,5508.9453,5571.3477,6284.4219,0,11080.2930,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.079900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1813,0.095200,0.3024,0.017200,0.1539,0.024100,0.1285,0.002900,0.009000,2.0777,2.1029,0.001700,0.008400,0.041700,2.0900,0.2915,0.1669,0.015500,0.004900,0.3484,0,0.4417,0.048500,0.001400,0.1018,6.6216,6.9766,0.001700,0.001300,0.006300,0.027200,0.058800,1.1589,0.005000,0.024500,0.001300,0.001600,0.1187,0.014800,0.000100,0,0,0,0,0,64,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,4,4,0,72,35,0,27,1,0,2,8,0,0,0,0,0,0,0,0.2542,0,32,1.8809,0,1.1771,1.4313,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8197,5511.4180,5571.3477,6284.4219,0,11082.7656,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0.080900,6.6117,0,1995,292,0,0.1912,2,0,0,0,0,0,0,0
,5.3945,0.071100,0.1847,0.012000,0.1084,0.018700,0.067500,0.002000,0.007500,1.9251,1.9473,0.001800,0.008700,0.041700,2.8132,0.3073,0.1881,0.016200,0.005100,0.3087,2.5861,0.4427,0.029300,0.001100,0.002900,0.004900,0.2467,0.001600,0.000700,0.002900,0.020500,0.063900,0.6402,0.002300,0.028800,0.001300,0.001900,0.1303,0.017300,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,2,28,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1612,0,23,0,0,0.5498,0.7110,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0639,5509.7930,5571.3477,6284.4219,0,11081.1406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2069,0.090900,0.1053,0.016100,0.1092,0.020600,0.041000,0.003400,0.010500,1.6374,1.6685,0.001900,0.006500,0.045900,1.1393,0.2700,0.2130,0.018100,0.003700,0,0,0.2798,0.026900,0.000600,0.002500,0.004700,0.2178,0.001000,0.000700,0.002200,0.014100,0.052900,0.7464,0.001600,0.024500,0.001500,0.001900,0.1420,0.018400,0.000400,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1893,0,28,0,0,0.6530,0.8423,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1751,5514.2266,5571.3477,6284.4219,0,11085.5742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7474,0.1027,0.2342,0.015100,0.1456,0.028800,0.1063,0.002500,0.008300,2.2178,2.2451,0.002700,0.013600,0.051500,2.3499,0.3086,0.2063,0.017100,0.006600,0.3348,3.1732,0.4577,0.028600,0.000700,0.003200,0.005300,0.2424,0.002500,0.001500,0.004900,0.025400,0.1311,0.6389,0.001900,0.044700,0.002500,0.003300,0.1034,0.012900,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,1,27,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1666,0,21,0,0,0.5750,0.7416,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4001,5512.3164,5571.3477,6284.4219,0,11083.6641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,2877,391,0,0.2393,0,0,0,0,0,0,0,0
,0.1662,0.092000,0.2528,0.021000,0.1145,0.018900,0.044600,0.002200,0.010300,1.9180,1.9448,0.001900,0.011200,0.049800,1.4798,0.2939,0.2005,0.021600,0.006300,0.1368,0,0.2510,0.024000,0.001000,0.003200,0.004500,0.2719,0.001500,0.000800,0.002300,0.018100,0.1365,0.8608,0.002600,0.028900,0.001300,0.002200,0.1417,0.017100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,9,1,1,0,7,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0.1937,0,30.5000,0,0,0.8900,1.0837,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5840,5510.5391,5571.3477,6284.4219,0,11081.8867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3727,0.081500,0.1875,0.016400,0.099800,0.016700,0.1449,0.004200,0.008900,1.7731,1.7994,0.002000,0.007200,0.038000,1.4224,0.3037,0.1675,0.014200,0.004900,0.2806,3.5372,0.4295,0.025700,0.000900,0.002200,0.004200,0.2254,0.001300,0.000700,0.002300,0.016000,0.055800,0.5989,0.001800,0.024300,0.001400,0.001900,0.3619,0.015700,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,2,3,0,0,27,0,27,0,0,2,5,0,0,0,0,0,0,0,0.1744,0,29,0,0,0.4899,0.6643,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5889,5513,5571.3477,6284.4219,0,11084.3477,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1677,0.075200,0.1082,0.011800,0.1337,0.017800,0.1117,0.002100,0.008500,1.5432,1.5672,0.002100,0.009300,0.041600,1.2850,0.3288,0.1884,0.018700,0.004000,0.1107,0,0.3604,0.033600,0.000800,0.074600,6.2546,6.4755,0.001800,0.000900,0.004900,0.024600,0.1103,0.4977,0.001500,0.021600,0.001300,0.001700,0.1085,0.014800,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1297,0,24,0,0,0.4268,0.5565,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3349,5502.6133,5571.3477,6284.4219,0,11073.9609,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0.1003,6.2497,0,2247,364,0,0.1909,0,0,0,0,0,0,0,0
,5.1762,0.071800,0.1607,0.010200,0.1274,0.015400,0.029800,0.002300,0.011400,1.9872,2.0151,0.001200,0.008100,0.032900,2.6763,0.3620,0.2217,0.014100,0.005200,0.2408,2.0006,0.4086,0.025400,0.000900,0.002800,0.004600,0.2117,0.001700,0.000700,0.002500,0.017100,0.1064,0.4680,0.001400,0.022100,0.001100,0.001600,0.1343,0.013800,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,49,3,98,0,7,3,3,0,0,26,0,26,1,0,0,6,0,0,0,0,0,0,0,0.1221,0,25.5000,0,0,0.4018,0.5239,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1347,5499.1953,5571.3477,6284.4219,0,11070.5430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1563,0.079700,0.095000,0.014300,0.1119,0.019200,0.086400,0.002300,0.007600,2.0293,2.0524,0.002200,0.009200,0.039000,1.1153,0.3890,0.2597,0.021200,0.008400,0.1340,0,0.3799,0.034800,0.001800,0.004300,0.003800,0.2500,0.001500,0.001200,0.003000,0.021000,0.059100,0.6388,0.001600,0.024000,0.001400,0.001600,0.1324,0.014900,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1633,0,21,0,0,0.5500,0.7133,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7282,5498.0703,5571.3477,6284.4219,0,11069.4180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
