EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,Exclusive/AllWorkers/MassProcessorTask,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FMsgLogf/FMsgLogfCount,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush
,0.058400,0.2432,0.012400,0.1298,0.014800,0.1359,0.1116,0.002300,0.006700,0,0,0,0,0,129.5506,129.5701,0.002200,0.012400,0.050000,2.1631,0.3847,62,0,0,10.2939,3917,213,0,0.2940,0.3078,0.021800,0.008900,0.5110,7.6540,0.3505,0.017700,0.000700,0.089200,14.5311,14.7567,15.8117,0.003200,0.001100,0.005400,0.026700,0.060900,0.1659,0.001900,0.028200,0.001700,0.002000,0.1751,0.016800,0.000200,52,0,0,0,0,2,2,3,4,50,2,100,0,10,7,8,2,0,44,0,44,2,0,7,14,0,0,0,0,0,0,0,0.1602,0,0,0,0,0,0.1602,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.4443,2730.7812,5540.5352,6261.6836,0,8271.3164,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.043500,12,0,0,0,0,0,0
,0.062100,0.3426,0.014300,0.1171,0.014300,0.1991,0.1739,0.002600,0.008400,0,0,0,0,0,139.3979,139.4226,0.002000,0.011700,0.045900,25.5460,0.2818,64,0,0,8.8657,973,1136,0,0.2783,0.2562,0.016100,0.006100,0.3571,0,0.3884,0.024700,0.000800,0.096400,7.0529,9.0641,9.0207,0.003100,0.000900,0.004500,0.022800,0.1176,1.2897,0.000800,0.020000,0.001000,0.001500,0.1830,0.014800,0.000200,26,0,0,0,0,2,2,3,4,50,2,100,0,10,5,5,0,28,36,0,30,2,0,7,10,0,0,0,0,0,0,0,0.2588,0,46,2.0498,0,1.3689,1.6277,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,178.6495,2727.6719,5540.5352,6261.6836,0,8268.2070,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.3252,0,0,0,0,0,0,0
,0.066500,0.4682,0.011900,0.1609,0.016800,0.1179,0.051900,0.033100,0.009200,0,0,0,0,0,144.3662,144.4213,0.002100,0.013000,0.051400,2.3225,0.3782,64,0,0,9.7642,1161,116,0,0.2631,0.3013,0.017900,0.007100,0.6683,7.0611,0.4824,0.018300,0.000800,0.089100,16.5591,17.0372,17.7999,0.001700,0.000900,0.005500,0.024200,0.074100,1.8768,0.006400,0.027200,0.001300,0.001700,1.1276,0.012800,0.000100,52,0,0,0,0,2,2,2,3,50,2,102,0,8,9,9,0,62,64,0,54,2,0,5,18,0,0,0,0,0,0,0,0.3572,0,46,2.0156,0,2.0159,2.3731,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178.2226,2726.6680,5540.5352,6261.6836,0,8267.2031,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.2699,0,0,0,0,0,0,0
,0.056700,0.2809,0.013300,0.1467,0.015900,0.1465,0.083500,0.002300,0.007400,0,0,0,0,0,143.5456,143.5666,0.001900,0.013200,0.051600,25.9306,0.4173,62,0,0,8.2632,2017,794,0,0.2427,0.3975,0.021700,0.009000,0.4704,0,0.3193,0.022300,0.000600,0.080600,15.7459,15.9906,16.1833,0.003700,0.001300,0.005300,0.028500,0.048900,1.0940,0.001500,0.022000,0.001400,0.001800,0.1104,0.013700,0.000100,26,0,0,0,0,2,2,3,4,50,2,100,0,10,7,8,2,2,731,0,30,2,0,7,15,0,0,0,0,0,0,0,0.2012,0,5,6.7129,0,1.2862,1.4874,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,189.8204,2727.8828,5540.5352,6261.6836,0,8268.4180,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.041400,0,0,0,0,0,0,0
,0.055700,0.2039,0.012900,0.1183,0.014500,0.1371,0.1122,0.002400,0.006500,0,0,0,0,0,155.3904,155.4095,0.002300,0.011500,0.046500,1.8686,0.2838,64,0,0,8.2639,4238,487,0,0.3806,0.2706,0.017800,0.005300,0.3606,6.1915,0.4078,0.020000,0.000400,0.083900,13.3943,13.6590,14.7925,0.002200,0.000800,0.005000,0.026600,0.050500,0.1208,0.001400,0.021200,0.001600,0.001700,0.1284,0.013200,0.000200,52,0,0,0,0,2,2,4,4,50,2,100,0,10,5,7,2,0,36,0,36,2,0,8,11,0,0,0,0,0,0,0,0.1159,0,0,0,0,0,0.1159,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0369,2728.0117,5540.5352,6261.6836,0,8268.5469,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,20,0,0,0,0,0,0
,0.070900,0.2926,0.013000,0.1383,0.019600,0.1428,0.084200,0.002100,0.006700,0,0,0,0,0,172.9306,172.9494,0.002100,0.010300,0.042500,34.9116,0.2684,64,0,0,6.5611,146,620,0,0.2682,0.2548,0.016200,0.006300,0.4222,0,0.2428,0.017000,0.000500,0.095500,13.0344,13.2744,13.5133,0.003100,0.000800,0.005700,0.029400,0.1537,1.0767,0.001900,0.032600,0.001500,0.002200,0.3732,0.015200,0.000100,26,0,0,0,0,2,2,4,4,50,2,100,0,10,5,7,1,11,330,0,30,2,0,8,11,0,0,0,0,0,0,0,0.2369,0,28,2.8721,0,1.1298,1.3667,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,225.4605,2724.8008,5540.5352,6261.6836,0,8265.3359,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0
,0.065100,0.2733,0.014700,0.1488,0.015600,0.1529,0.1006,0.002300,0.007700,0,0,0,0,0,54.8704,54.8906,0.002000,0.011500,0.046400,1.9033,0.3002,64,0,0,8.3667,2906,771,0,0.2461,0.2763,0.018300,0.005200,0.4363,6.2299,0.3340,0.018600,0.000800,0.085500,14.4060,14.7354,16.0541,0.002100,0.000700,0.005400,0.024600,0.058000,0.8549,0.005500,0.024300,0.001300,0.001800,0.1447,0.014200,0.000200,52,0,0,0,0,2,2,4,4,50,2,102,0,8,7,9,1,43,51,0,47,2,0,8,15,0,0,0,0,0,0,0,0.2221,0,22.5000,0.9424,0,0.8032,1.0253,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7763,2713.1055,5540.5352,6261.6836,0,8253.6406,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,9,0,0,0,0,0,0
,0.061000,0.3595,0.012600,0.1231,0.015100,0.1319,0.073500,0.002200,0.007400,0,0,0,0,0,67.4315,67.4508,0.001900,0.010000,0.043400,31.1130,0.3071,62,0,0,6.9918,818,453,0,0.1501,0.2578,0.016400,0.007400,0.4562,0,0.3027,0.020400,0.000900,0.077900,6.7507,8.2451,8.1332,0.002600,0.001100,0.005300,0.025700,0.059400,1.2442,0.002000,0.024400,0.001200,0.001700,0.1552,0.017400,0.000300,26,0,0,0,0,2,2,3,3,50,2,100,0,10,5,5,0,27,42,0,28,2,0,6,10,0,0,0,0,0,0,0,0.2692,0,47,2.0391,0,1.3473,1.6165,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,111.0957,2720.0781,5540.5352,6261.6836,0,8260.6133,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.3415,0,0,0,0,0,0,0
,0.067700,0.2728,0.014200,0.1594,0.017800,0.1560,0.1288,0.002200,0.007200,0,0,0,0,0,84.3479,84.3700,0.001800,0.009600,0.042800,2.5498,0.2688,64,0,0,10.3227,1493,868,0,0.1864,0.2598,0.014800,0.004500,0.5109,7.5890,0.4262,0.022400,0.000600,0.072700,8.9092,9.5287,9.4735,0.002400,0.000900,0.005800,0.024200,0.1367,0.6102,0.001600,0.021400,0.001400,0.001700,0.6781,0.014300,0.000100,52,0,0,0,0,2,2,2,2,50,2,100,0,10,9,9,1,3,54,0,54,2,0,4,18,0,0,0,0,0,0,0,0.1598,0,23,0,0,0.4955,0.6553,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108.6394,2719.5703,5540.5352,6261.6836,0,8260.1055,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.3626,0,0,0,0,0,0,0
,0.067600,0.3059,0.012500,0.1322,0.017700,0.1683,0.095900,0.002600,0.008100,0,0,0,0,0,93.3129,93.3369,0.001700,0.013100,0.044500,2.5234,0.3533,62,0,0,6.1951,1537,213,0,0.2635,0.7082,0.018700,0.006600,0.5682,3.3960,0.3713,0.025000,0.000600,0.1134,7.5332,7.7176,8.8718,0.001900,0.001100,0.004800,0.024200,0.079200,1.1195,0.002100,0.032400,0.002300,0.002500,0.1982,0.012300,0.000300,26,0,0,0,0,2,2,3,4,50,2,100,0,8,7,8,2,3,728,0,28,2,0,7,15,0,0,0,0,0,0,0,0.1793,0,5.5000,6.7842,0,1.4057,1.5850,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.8805,2743.4062,5540.5352,6261.6836,0,8283.9414,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0
,0.066000,0.1861,0.012600,0.1274,0.016000,0.1961,0.1497,0.002700,0.008800,0,0,0,0,0,99.5489,99.5741,0.001900,0.012300,0.041200,2.0525,0.2986,62,0,0,10.1013,3495,111,0,0.3704,0.5411,0.019200,0.006000,0.3622,7.6261,0.3808,0.027100,0.000900,0.093900,7.0438,7.2515,7.5424,0.002800,0.000800,0.004900,0.023200,0.054400,0.1342,0.001800,0.020900,0.001400,0.001700,0.3300,0.013900,0.000100,52,0,0,0,0,2,2,2,2,50,2,98,0,8,6,7,2,0,38,0,38,2,0,4,12,0,0,0,0,0,0,0,0.1297,0,0,0,0,0,0.1297,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.1910,2744.1055,5540.5352,6261.6836,0,8284.6406,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,16,0,0,0,0,0,0
,0.060600,0.3657,0.012100,0.1286,0.015900,0.1322,0.092900,0.002200,0.006200,0,0,0,0,0,114.2058,114.2248,0.002100,0.011000,0.056500,3.0082,0.3648,64,0,0,10.4963,863,223,0,0.2004,0.3992,0.022800,0.008400,0.4044,7.1635,0.3330,0.026300,0.000800,0.067300,7.7591,8.0271,8.2451,0.001900,0.001000,0.005400,0.022500,0.1280,1.2164,0.005200,0.023300,0.001100,0.001600,0.1222,0.016500,0.000200,26,0,0,0,0,2,2,3,3,50,2,100,0,8,6,8,1,56,333,0,29,2,0,6,13,0,0,0,0,0,0,0,0.2346,0,29.5000,4.2344,0,1.3082,1.5428,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.9224,2743.2656,5540.5352,6261.6836,0,8283.8008,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0
,0.059600,0.3168,0.012200,0.1244,0.015100,0.1247,0.078700,0.002100,0.006700,0,0,0,0,0,120.6469,120.6661,0.001700,0.010600,0.046200,2.0678,0.2407,64,0,0,9.2956,2960,189,0,0.3931,0.2551,0.012800,0.007200,0.5207,7.1006,0.4304,0.027300,0.000900,0.090100,13.9001,14.2666,15.4459,0.001900,0.000900,0.005100,0.023100,0.055100,0.8434,0.004700,0.021400,0.001200,0.001700,0.1294,0.014100,0.000200,52,0,0,0,0,2,2,3,3,50,2,102,0,8,7,9,1,43,51,0,47,2,0,6,15,0,0,0,0,0,0,0,0.2159,0,23,0.9453,0,0.8237,1.0396,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9814,2753.0625,5540.5352,6261.6836,0,8293.5977,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,8,0,0,0,0,0,0
,0.062500,0.3622,0.012100,0.1555,0.016900,0.1300,0.071800,0.002100,0.006500,0,0,0,0,0,141.5019,141.5209,0.002200,0.013000,0.049600,25.0902,0.3074,62,0,0,7.4082,709,116,0,0.1612,0.2918,0.020700,0.008700,0.3987,0,0.2581,0.019900,0.000600,0.1191,7.6257,9.5257,9.5249,0.002600,0.001100,0.005500,0.023200,0.062400,1.0011,0.002000,0.039300,0.001600,0.001800,0.7490,0.016000,0.000200,26,0,0,0,0,2,2,3,3,50,2,100,0,10,4,4,0,12,30,0,28,2,0,6,8,0,0,0,0,0,0,0,0.2112,0,46,0,0,0.9627,1.1739,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,180.8301,2753.3320,5540.5352,6261.6836,0,8293.8672,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.2437,0,0,0,0,0,0,0
,0.065600,0.4036,0.011600,0.1388,0.018200,0.1406,0.1072,0.002500,0.008000,0,0,0,0,0,135.9497,135.9727,0.002000,0.010600,0.042200,1.9645,0.3053,64,0,0,10.4208,1969,1104,0,0.4114,0.2562,0.017000,0.006700,0.5952,8.0672,0.3387,0.018600,0.000600,0.089800,12.4901,12.6110,13.7653,0.001900,0.001100,0.006100,0.027000,0.059000,1.3347,0.002200,0.028400,0.001600,0.001800,0.3738,0.013200,0.000100,52,0,0,0,0,2,2,3,4,50,2,100,0,10,9,11,1,9,456,0,56,2,0,7,18,0,0,0,0,0,0,0,0.2495,0,23.5000,3.4648,0,1.4583,1.7078,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.4731,2750.7578,5540.5352,6261.6836,0,8291.2930,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0
,0.062500,0.2112,0.014600,0.1252,0.015600,0.1678,0.1403,0.003300,0.011200,0,0,0,0,0,147.1143,147.1416,0.001900,0.010200,0.040400,24.3569,0.2724,62,0,0,10.5649,2425,116,0,0.2625,0.2401,0.014700,0.006500,0.3415,0,0.4975,0.020900,0.001200,0.076500,12.3684,12.5148,12.6718,0.002800,0.001000,0.005200,0.026900,0.071800,0.6339,0.001700,0.022700,0.001500,0.001800,0.1427,0.014800,0.000300,26,0,0,0,0,2,2,3,4,50,2,100,0,10,6,8,2,6,330,0,28,2,0,7,12,0,0,0,0,0,0,0,0.1453,0,5.5000,2.3623,0,0.6698,0.8151,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,187.6943,2742.5117,5540.5352,6261.6836,0,8283.0469,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.083600,2,0,0,0,0,0,0
,0.060100,0.1854,0.012600,0.1304,0.014700,0.1390,0.1140,0.002000,0.006300,0,0,0,0,0,136.2863,136.3053,0.002600,0.016000,0.048100,2.1876,0.2905,64,0,0,10.2767,2567,1081,0,0.5044,0.2693,0.015500,0.005900,0.4044,7.7414,0.3809,0.021900,0.001000,0.099200,12.6152,12.8178,13.9926,0.002000,0.001100,0.005800,0.024900,0.054600,0.1288,0.001900,0.022900,0.001400,0.001900,0.1736,0.010600,0.000100,52,0,0,0,0,2,2,3,4,50,2,100,0,10,7,7,2,0,43,0,43,2,0,7,14,0,0,0,0,0,0,0,0.1240,0,0,0,0,0,0.1240,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.1994,2742.6250,5540.5352,6261.6836,0,8283.1602,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.1002,13,0,0,0,0,0,0
,0.071400,0.3794,0.015800,0.1357,0.018100,0.1625,0.084700,0.002600,0.008700,0,0,0,0,0,153.3077,153.3325,0.001600,0.010400,0.043700,31.3885,0.3327,64,0,0,10.4572,382,1209,0,0.2058,1.0490,0.023600,0.008000,0.5353,0,0.4355,0.022800,0.000600,0.081200,7.1636,7.3684,7.5893,0.002100,0.000900,0.005400,0.024900,0.1184,1.2037,0.001900,0.023600,0.001300,0.001600,0.3570,0.014800,0.000200,26,0,0,0,0,2,2,3,3,50,2,100,0,10,6,8,1,32,334,0,28,2,0,6,13,0,0,0,0,0,0,0,0.2532,0,30,4.0664,0,1.3125,1.5657,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,197.7293,2742.8320,5540.8320,6261.6836,0,8283.6641,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.029000,0,0,0,0,0,0,0
,0.059700,0.4340,0.012000,0.1278,0.015600,0.1129,0.1033,0.002400,0.007600,0,0,0,0,0,159.0077,159.0275,0.002300,0.011900,0.040700,3.4188,0.3012,64,0,0,10.4434,2958,195,0,0.2986,1.4015,0.016100,0.011000,0.8148,5.1785,0.4166,0.027800,0.000500,0.084400,14.1309,14.4621,15.5819,0.001900,0.001200,0.005200,0.024400,0.058900,0.8635,0.005500,0.023000,0.001200,0.001700,0.1329,0.013400,0.000100,52,0,0,0,0,2,2,2,3,50,2,102,0,8,7,9,1,48,51,0,47,2,0,5,15,0,0,0,0,0,0,0,0.2013,0,23,0,0,0.7416,0.9429,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.6016,2747.9492,5540.8398,6261.6836,0,8288.7891,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.037100,9,0,0,0,0,0,0
,0.071500,0.4103,0.012100,0.1501,0.018800,0.1560,0.097600,0.001900,0.006400,0,0,0,0,0,162.6185,162.6362,0.002000,0.012000,0.069800,28.6690,0.4616,62,0,0,10.9925,1100,1010,0,0.2158,0.8850,0.017200,0.007000,0.4470,0,0.3337,0.031800,0.000500,0.080300,15.6168,15.8594,15.9598,0.002900,0.001300,0.005700,0.028400,0.088100,1.5015,0.002900,0.032900,0.001500,0.002400,0.1589,0.016900,0.000300,26,0,0,0,0,2,2,4,5,50,2,100,0,10,4,4,0,21,32,0,30,2,0,9,8,0,0,0,0,0,0,0,0.3007,0,46,0,0,1.4529,1.7536,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,212.7394,2724.4453,5540.9297,6261.6836,0,8265.3750,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.1218,0,0,0,0,0,0,0
,0.068200,0.3423,0.017400,0.1387,0.016800,0.4914,0.1508,0.002400,0.008700,0,0,0,0,0,59.7740,59.7980,0.002200,0.012100,0.040700,2.1226,0.2874,64,0,0,10.2052,1724,172,0,0.2846,0.7845,0.018200,0.007700,0.4887,7.2987,0.4172,0.030800,0.000500,0.081500,15.0741,15.3004,16.2643,0.002100,0.000900,0.004800,0.022900,0.1238,0.9334,0.001700,0.023500,0.001300,0.001800,0.1289,0.014900,0.000100,52,0,0,0,0,2,2,3,4,50,2,100,0,10,9,9,0,20,56,0,56,2,0,7,18,0,0,0,0,0,0,0,0.2023,0,45,0,0,0.8556,1.0579,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6068,2724.4336,5540.9297,6261.6836,0,8265.3633,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.2003,0,0,0,0,0,0,0
