EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Networking/GameThread/FastArray_Apply,Ticks/GuLiStrongholdNetworkPresentationComponent,FMsgLogf/FMsgLogfCount
,0.051100,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2409,0,0,0.012300,0.080000,0.011900,1.0552,0.031900,0.1944,0.000900,0.003500,0.028500,0.4280,0.5279,0.1078,0.004400,0.068400,0.049400,0.2754,0.021100,0.000400,0.001900,0.063400,0.018100,0.030400,0.005000,0.067300,0.8299,0.026200,0.1399,0.045400,0.076400,0.002700,0.020000,0.001300,0.006100,0.001800,0.018500,0.042900,0.046800,0.005500,0.000200,0.1086,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2219,0.055475,4,0.047500,0.068600,16.7632,12044.4609,2467.3828,2439.0820,0,14511.8438,0,0,0,0,0,16.6667,0.4943,29.5533,518,383,0,0.099700,0.1707,0,0,0,0
,0.058400,0.007400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2190,0,0,0.013200,0.087900,0.012700,1.3033,0.036400,0.2104,0.001300,0.005900,0.034800,0.4303,0.4544,0.1112,0.004200,0.068700,0.050200,0.2495,0.025400,0.000500,0.001800,0.064800,0.017100,0.030900,0.005700,0.092100,1.0744,0.028500,0.1470,0.084100,0.082000,0.009600,0.019600,0.001300,0.006600,0.001300,0.010700,0.042400,0.055800,0.006100,0.000200,0.1412,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2693,0.067325,4,0.051000,0.087200,16.9993,12051.1250,2467.3828,2439.0820,0,14511.8438,0,0,0,0,0,16.6667,0.4452,28.1813,0,0,0,0,0.020600,0.1651,0,0,0
,0.036300,0.006800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2698,0,0,0.013700,0.091700,0.012600,0.8971,0.053000,0.1092,0.001000,0.003900,0.028300,0.4681,0.4800,0.1153,0.004500,0.073700,0.048500,0.2922,0.022300,0.000700,0.010700,0.063200,0.028800,0.030700,0.005600,0.066000,0.6756,0.023600,0.1412,0.045100,0.081200,0.002900,0.020100,0.001400,0.006900,0.001400,0.019200,0.043100,0.047600,0.005200,0.000100,0.070300,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2308,0.057700,4,0.044900,0.079400,15.9667,12051.2969,2467.4453,2439.0820,0,14518.5703,0,0,0,0,0,16.6667,0.3873,28.1815,0,0,0,0,0,0,0,0,0
,0.047600,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2175,0,0,0.011600,0.082700,0.010300,1.0258,0.030800,0.088600,0.001300,0.004800,0.029500,0.3881,0.4207,0.1052,0.003900,0.071800,0.044300,0.2405,0.025200,0.000500,0.001900,0.071300,0.017700,0.030200,0.006500,0.068300,0.7874,0.027400,0.1423,0.045200,0.079000,0.002500,0.021400,0.001400,0.006000,0.001600,0.018000,0.042700,0.048600,0.005100,0.000100,0.1099,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2029,0.050725,4,0.045500,0.062900,16.7238,12051.2969,2467.4453,2439.0820,0,14518.7422,0,0,0,0,0,16.6667,0.4850,29.5630,540,382,0,0.1074,0,0.1710,0,0,0
,0.030100,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2456,0,0,0.012000,0.080900,0.009700,0.9046,0.027500,0.078700,0.000900,0.003400,0.025600,0.4562,0.4255,0.1059,0.004500,0.061900,0.046000,0.2098,0.029800,0.000400,0.001800,0.064600,0.017500,0.030700,0.005200,0.065900,0.6807,0.024100,0.1412,0.046600,0.072300,0.002300,0.020000,0.001300,0.006800,0.001500,0.010100,0.033900,0.049100,0.005700,0.000100,0.043500,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1957,0.048925,4,0.038100,0.061300,16.3257,12051.2969,2467.4492,2439.0820,0,14518.7461,0,0,0,0,0,16.6667,0.4332,29.0547,0,0,0,0,0,0.016000,0,0,0
,0.028200,0.006600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2402,0,0,0.013000,0.082800,0.011400,0.8884,0.028700,0.031100,0.001000,0.004200,0.030800,0.4174,0.5097,0.1122,0.004700,0.062200,0.050000,0.2711,0.022200,0.000600,0.057600,0.067900,0.018400,0.033800,0.006100,0.066700,0.6424,0.024500,0.1404,0.044300,0,0.002300,0.018500,0.001300,0.007200,0.001400,0.019000,0.041700,0.060300,0.004800,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2450,0.061250,4,0.059300,0.063200,16.6941,12051.3906,2467.4492,2439.0820,0,14518.7461,0,0,0,0,0,16.6667,0.4098,28.9805,0,0,0,0,0,0,0,0,0
,0.045300,0.007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3040,0,0,0.012800,0.086200,0.011600,1.1782,0.031900,0.2388,0.000600,0.004700,0.025900,0.4492,0.4465,0.1146,0.004400,0.073400,0.049100,0.3227,0.021700,0.000400,0.001800,0.068000,0.017200,0.032200,0.005400,0.066700,0.9515,0.024500,0.1385,0.044600,0.079600,0.002400,0.019600,0.001300,0.017500,0.001600,0.019500,0.056400,0.049200,0.004800,0.000100,0.1255,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2142,0.053550,4,0.048600,0.067000,17.6641,12051.3281,2467.4492,2439.0820,0,14518.8398,0,0,0,0,0,16.6667,0.4323,28.8210,510,382,0,0.1301,0.1727,0.1579,0,0,0
,0.038200,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2006,0,0,0.012500,0.079400,0.009500,0.9232,0.030100,0.026300,0.001000,0.003600,0.028300,0.3446,0.4945,0.1073,0.004000,0.059200,0.039200,0.2309,0.022800,0.000300,0.002000,0.058400,0.016200,0.028700,0.005000,0.073000,0.6840,0.027600,0.1608,0.042600,0,0.002600,0.018000,0.001300,0.006300,0.001400,0.009000,0.031800,0.042700,0.004300,0.000100,0.097600,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2037,0.050925,4,0.043900,0.068700,15.5118,12048.9922,2467.4492,2439.0820,0,14518.7773,0,0,0,0,0,16.6667,0.3860,29.2903,0,0,0,0,0,0,0,1,0
,0.040200,0.007800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2415,0,0,0.013600,0.080600,0.011200,0.8850,0.029600,0.1836,0.000700,0.005800,0.025600,0.4516,0.4193,0.1092,0.004100,0.068700,0.052800,0.2909,0.019700,0.000500,0.001800,0.060200,0.017300,0.030200,0.005600,0.065900,0.6685,0.023100,0.1408,0.039200,0.064600,0.002000,0.017500,0.001300,0.005800,0.001400,0.018000,0.039700,0.040400,0.004600,0.000100,0.1072,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2128,0.053200,4,0.048700,0.065700,17.1413,12049.7891,2467.4492,2439.0820,0,14516.4414,0,0,0,0,0,16.6667,0.4062,28.7396,0,0,0,0,0.023000,0.1328,0,0,0
,0.043500,0.007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2679,0.005500,1,0.012700,0.084800,0.011000,0.8664,0.033900,0.028500,0.001000,0.004100,0.055800,0.5475,0.4981,0.1072,0.004900,0.067800,0.050800,0.2700,0.021300,0.000600,0.018500,0.062300,0.016500,0.030500,0.005100,0.065300,0.6372,0.024000,0.1391,0.044000,0,0.002500,0.018900,0.001300,0.006500,0.001400,0.019100,0.041900,0.066400,0.004500,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2281,0.057025,4,0.045800,0.064500,16.4329,12049.7930,2467.4492,2439.0820,0,14517.2383,0,0,0,0,0,16.6667,0.4684,28.8994,542,383,0,0.1128,0,0,0,0,0
,0.034700,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2502,0,0,0.012700,0.076200,0.011000,0.8960,0.030300,0.098800,0.000900,0.004500,0.029900,0.4399,0.4280,0.1060,0.003900,0.064800,0.050200,0.2706,0.021000,0.000400,0.001500,0.063100,0.015000,0.030400,0.005900,0.067800,0.6780,0.025300,0.1380,0.041400,0.070100,0.002300,0.018600,0.001300,0.006400,0.001300,0.009100,0.032600,0.040400,0.004000,0.000100,0.072000,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1947,0.048675,4,0.042700,0.059900,16.7646,12049.7930,2467.4531,2439.0820,0,14517.2461,0,0,0,0,0,16.6667,0.3909,29.6676,0,0,0,0,0,0.1664,0,0,0
,0.038300,0.008400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2357,0.004100,1,0.013000,0.084100,0.010600,1.0357,0.033600,0.2040,0.001000,0.004000,0.028700,0.3768,0.4963,0.1076,0.004300,0.067500,0.050800,0.2052,0.021200,0.000400,0.050500,0.066900,0.017500,0.030300,0.006100,0.066500,0.8080,0.025000,0.1397,0.047100,0.083700,0.002800,0.020100,0.001300,0.006400,0.001500,0.019800,0.044200,0.048200,0.021800,0.000100,0.1360,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2040,0.051000,4,0.045700,0.060300,17.0691,12049.7930,2467.4531,2439.0820,0,14517.2461,0,0,0,0,0,16.6667,0.4606,28.7849,0,0,0,0,0.1850,0,0,0,0
,0.044600,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581,0.003700,1,0.012600,0.086100,0.012900,0.8855,0.032300,0.1082,0.000700,0.004300,0.028400,0.4809,0.6285,0.1187,0.015000,0.069100,0.052600,0.2888,0.019900,0.000300,0.001600,0.060300,0.016200,0.029100,0.005800,0.067000,0.6677,0.025000,0.1402,0.042700,0.072000,0.002400,0.019000,0.001300,0.006400,0.001300,0.022200,0.044800,0.046900,0.005100,0.000100,0.1052,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2211,0.055275,4,0.051400,0.064800,16.6127,12049.7930,2467.4531,2439.0820,0,14517.2461,0,0,0,0,0,16.6667,0.4138,29.4587,542,384,0,0.1132,0,0.1534,0,0,0
,0.051700,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2007,0,0,0.013700,0.085100,0.012700,0.9101,0.031500,0.045900,0.001000,0.004300,0.030000,0.4048,0.4629,0.1136,0.004700,0.080900,0.045500,0.2322,0.023900,0.000400,0.001900,0.065200,0.019200,0.032700,0.006000,0.075600,0.6879,0.026200,0.1424,0.044400,0,0.002500,0.019000,0.001300,0.007200,0.001400,0.009900,0.034200,0.046200,0.004800,0.000100,0.1041,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2252,0.056300,4,0.048600,0.066800,16.1221,12050.1406,2467.4570,2439.0820,0,14517.2500,0,0,0,0,0,16.6667,0.4270,28.3572,0,0,0,0,0,0,0,0,0
,0.046300,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2424,0,0,0.013500,0.086700,0.010600,0.8954,0.033300,0.1562,0.001000,0.006900,0.030400,0.4396,0.5379,0.1087,0.004100,0.063500,0.041800,0.2564,0.019000,0.000300,0.002000,0.086500,0.017800,0.031700,0.006000,0.070100,0.6582,0.026000,0.1389,0.045100,0.079800,0.002700,0.018900,0.001300,0.006800,0.001600,0.019900,0.043900,0.049800,0.005500,0.000200,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2220,0.055500,4,0.049900,0.060400,17.2983,12050.1406,2467.4570,2439.0820,0,14517.5977,0,0,0,0,0,16.6667,0.4059,28.8161,0,0,0,0,0.022700,0.4063,0,0,0
,0.049200,0.005100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2144,0,0,0.012200,0.076600,0.010100,0.8903,0.028900,0.025900,0.001200,0.003500,0.028300,0.3948,0.4548,0.1077,0.004200,0.070100,0.053000,0.2108,0.022200,0.000500,0.001800,0.057900,0.016500,0.029000,0.005200,0.074800,0.6772,0.028100,0.1461,0.041500,0,0.001900,0.017500,0.001300,0.005500,0.001300,0.021600,0.043500,0.043700,0.004900,0,0.1211,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2220,0.055500,4,0.040100,0.083000,15.9102,12050.1602,2467.4570,2439.0820,0,14517.5977,0,0,0,0,0,16.6667,0.4541,29.4218,518,383,0,0.1113,0,0,0,0,0
,0.050700,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2134,0.004100,1,0.012300,0.085700,0.010100,0.8647,0.034000,0.051000,0.001000,0.003500,0.027500,0.4603,0.5050,0.1179,0.004200,0.065000,0.047200,0.2271,0.020700,0.000400,0.001700,0.066200,0.019000,0.032500,0.006300,0.066700,0.6420,0.024500,0.1379,0.048300,0.087600,0.002700,0.019400,0.001200,0.006500,0.001600,0.009300,0.032700,0.049800,0.005800,0.000100,0.093700,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1978,0.049450,4,0.044400,0.057700,16.8972,12050.1758,2467.4570,2439.0820,0,14517.6172,0,0,0,0,0,16.6667,0.3958,28.7414,0,0,0,0,0,0,0,0,0
,0.046500,0.007900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2812,0.004100,1,0.013600,0.086500,0.011500,0.8767,0.029400,0.1992,0.001200,0.004700,0.031800,0.3716,0.5256,0.1065,0.004400,0.063100,0.043400,0.3471,0.024600,0.000700,0.070500,0.068100,0.017200,0.033400,0.006400,0.066900,0.6559,0.024900,0.1403,0.054600,0.068700,0.009000,0.019100,0.001400,0.006800,0.001600,0.020100,0.044400,0.044200,0.005100,0.000100,0.1111,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2293,0.057325,4,0.049800,0.072500,17.1302,12050.3750,2467.4570,2439.0820,0,14517.6328,0,0,0,0,0,16.6667,0.3980,28.7474,0,0,0,0,0,0.1821,0,0,0
,0.051000,0.005500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2954,0.006900,1,0.012100,0.078100,0.010800,1.0829,0.030300,0.1977,0.001100,0.004300,0.026800,0.4355,0.4792,0.097700,0.004500,0.065200,0.044500,0.3323,0.019300,0.000400,0.001900,0.062700,0.017300,0.030400,0.005300,0.066000,0.8221,0.059600,0.1399,0.043600,0.073800,0.002400,0.018100,0.001500,0.006200,0.001600,0.018800,0.042600,0.046700,0.004800,0.000100,0.050900,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2225,0.055625,4,0.048100,0.061100,16.7138,12050.3398,2467.4570,2439.0820,0,14517.8320,0,0,0,0,0,16.6667,0.4613,29.0788,514,384,0,0.1434,0.1784,0,0,0,0
,0.052200,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2014,0,0,0.012600,0.084600,0.010000,0.8768,0.030200,0.1414,0.000700,0.004600,0.028900,0.4157,0.4219,0.1177,0.004000,0.072800,0.047500,0.2173,0.022800,0.000600,0.002100,0.068700,0.016400,0.030400,0.006300,0.068600,0.6568,0.028000,0.1374,0.046300,0.080100,0.002400,0.019100,0.001300,0.007000,0.001500,0.010500,0.035500,0.049800,0.005200,0.000100,0.070700,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2484,0.062100,4,0.054400,0.066200,16.3166,12050.2383,2467.4648,2439.0820,0,14517.8047,0,0,0,0,0,16.6667,0.4454,29.1762,0,0,0,0,0,0.1519,0,0,0
