EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Pathfinding,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,Exclusive/GameThread/EventWait
,2.0725,0.063800,0.010600,0.080100,0.012400,0.063300,0.001800,0.005300,0.002700,0.019400,0.001000,0.003500,0.028000,1.3946,0.2601,0.8141,0.010100,0.003400,0.3211,0,0.3386,0.018200,0.000700,0.002700,0.004600,0.1008,0.001800,0.000600,0.001900,0.013200,0.049400,0.8031,0.004200,0.023800,0.001300,0,0,0,0,62,0,0,18,0,0,0,0,2,2,1,1,50,2,100,0,6,6,6,0,71,26,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1786,0,28,0,0,0.6205,0.7991,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0.001500,0.054200,0.012600,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5823,1212.8555,5490.9219,6247.4297,0,6703.7773,0,0,1,452,341,0,0.066700,0,0,2,0,0,0,0,0,0,0
,0.1362,0.071600,0.013800,0.098700,0.016400,0.073400,0.002200,0.007200,0.003200,0.025900,0.001500,0.004600,0.033100,0.5906,0.2285,0.9014,0.014200,0.003000,0.091500,0,0.3025,0.026700,0.000700,0.004300,0.005300,0.1352,0.001900,0.000900,0.002600,0.018900,0.060300,0.6664,0.001600,0.027200,0.001800,0,0,0,0,59,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1688,0,25,0,0,0.4921,0.6609,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002000,0.056400,0.013800,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0658,1221.7500,5490.9219,6247.4297,0,6712.6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9859,0.071400,0.013700,0.091800,0.014300,0.073100,0.001800,0.005900,0.003000,0.021700,0.001300,0.004900,0.027400,0.3871,0.2733,0.9122,0.016300,0.004000,0.1375,1.6246,0.3870,0.016500,0.000500,0.002000,0.004500,0.1105,0.001200,0.000900,0.002300,0.015700,0.056700,0.4753,0.002300,0.026800,0.001700,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1210,0,25.5000,0,0,0.3497,0.4707,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002000,0.061700,0.016400,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7129,1219.4062,5490.9219,6247.4297,0,6710.3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1432,0.068700,0.014600,0.085500,0.014000,0.068700,0.002400,0.006500,0.003600,0.024900,0.001100,0.004600,0.031200,0.7085,0.2628,0.8930,0.015400,0.004000,0.3113,0,0.2902,0.021000,0.000700,0.050600,0.004800,0.099100,0.001400,0.001000,0.002000,0.014600,0.1603,0.4087,0.001300,0.020400,0.001200,0,0,0,0,60,0,0,18,0,0,0,0,2,2,0,1,50,2,100,0,10,6,6,0,0,18,0,18,1,0,1,12,0,0,0,0,0,0,0,0.1126,0,27.5000,0,0,0.2920,0.4046,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001700,0.049600,0.013600,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3309,1220.7578,5490.9844,6247.4297,0,6711.7422,0,0,1,446,342,0,0.1261,0,0,0,0,0,0,0,0,0,0
,1.9431,0.071400,0.014200,0.093400,0.012900,0.095400,0.001900,0.005900,0.003200,0.023000,0.001400,0.004400,0.028400,0.6303,0.3257,0.8527,0.016100,0.003800,0.1453,0.5868,0.2978,0.020000,0.000500,0.001600,0.004700,0.1041,0.001700,0.000700,0.002600,0.016300,0.060800,0.6661,0.002200,0.022500,0.001200,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1791,0,24,0,0,0.4826,0.6617,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002100,0.054300,0.014400,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3207,1221.0625,5490.9844,6247.4297,0,6712.0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1121,0.070000,0.007600,0.1197,0.026700,0.087000,0.002700,0.006900,0.003700,0.026900,0.001200,0.005500,0.028500,0.8180,0.2566,1.2355,0.014800,0.005800,0.4831,0,0.2793,0.019300,0.000600,0.002500,3.8660,3.9866,0.002200,0.001100,0.003900,0.021600,0.066700,0.4872,0.002500,0.030400,0.001700,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,0,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1373,0,23.5000,0,0,0.3442,0.4815,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002400,0.2150,0.015400,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8123,1225.3086,5490.9844,6247.4297,0,6716.2930,0,0,0,0,0,0,0,3.8600,0,0,0,0,0,0,0,0,0
,1.9057,0.066200,0.012900,0.091400,0.014500,0.078900,0.002000,0.005400,0.003700,0.023000,0.001300,0.004400,0.029800,1.5034,0.2345,1.1447,0.013800,0.004500,0.3253,0,0.4066,0.021400,0.000800,0.002700,0.004800,0.1108,0.001300,0.000700,0.002000,0.015400,0.047800,0.5245,0.001600,0.021400,0.001400,0,0,0,0,60,0,0,18,0,0,0,0,2,2,1,2,48,4,96,0,6,6,6,0,2,18,0,18,0,0,3,12,0,0,0,0,0,0,0,0.1326,0,27.5000,0,0,0.3870,0.5196,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001600,0.052000,0.013400,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4111,1225.2188,5490.9844,6247.4297,0,6716.2031,0,0,1,470,359,0,0.1183,0,0,0,0,0,0,0,0,0,0
,0.2003,0.069800,0.014700,0.086000,0.013900,0.070600,0.002100,0.005700,0.003700,0.023000,0.001200,0.004600,0.031600,0.3217,0.2319,0.8741,0.016400,0.003300,0.1049,0,0.2721,0.019800,0.000600,0.002400,0.004500,0.1134,0.001500,0.000700,0.002200,0.014500,0.049300,0.3904,0.001200,0.023500,0.001300,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1072,0,25.5000,0,0,0.2779,0.3851,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001700,0.054200,0.013900,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5738,1224.3633,5490.9844,6247.4297,0,6715.3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.8272,0.072100,0.015100,0.093900,0.015100,0.069200,0.002100,0.005700,0.003500,0.022900,0.001400,0.004500,0.030100,0.3795,0.2659,0.9077,0.013900,0.002900,0.1511,0.6583,0.4610,0.024800,0.000700,0.002300,0.004700,0.1275,0.001600,0.000900,0.002300,0.018900,0.059400,0.5573,0.002400,0.022700,0.001400,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1482,0,20.5000,0,0,0.4043,0.5525,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002400,0.056400,0.015500,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4632,1224.7148,5490.9844,6247.4297,0,6715.6992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1281,0.062400,0.010700,0.1002,0.013000,0.062300,0.001600,0.005000,0.002700,0.018400,0.000900,0.003700,0.026300,0.8804,0.2312,0.9483,0.015800,0.004100,0.3319,0,0.2669,0.020300,0.000600,0.044400,0.004600,0.7350,0.001900,0.000800,0.002900,0.016600,0.053500,0.5051,0.001500,0.021900,0.001300,0,0,0,0,60,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,6,18,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1231,0,33,0,0,0.3780,0.5011,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001700,0.055000,0.014400,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3823,1224.6133,5490.9844,6247.4297,0,6715.5977,0,0,1,448,341,0,0.1103,0,0,0,0,0,0,0,0,0,0
,3.0322,0.070600,0.010700,0.1142,0.015600,0.076500,0.001800,0.005600,0.002500,0.019400,0.001000,0.004400,0.028200,0.3281,0.2784,0.8085,0.010600,0.002300,0.1024,1.8406,0.3485,0.018200,0.001000,0.002500,0.005600,0.1380,0.002600,0.001000,0.002600,0.021600,0.053300,0.3915,0.001800,0.026100,0.001600,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1138,0,18.5000,0,0,0.2726,0.3864,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002200,0.041800,0.010700,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6249,1224.5000,5490.9844,6247.4297,0,6715.4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1217,0.077100,0.011400,0.1245,0.016100,0.095600,0.002400,0.005500,0.003400,0.024000,0.001400,0.007500,0.029100,0.6580,0.2429,0.9130,0.015300,0.003700,0.3551,0,0.3065,0.021300,0.000700,0.002200,4.3480,4.4737,0.002100,0.000900,0.004600,0.025000,0.069400,0.7323,0.002600,0.033800,0.001900,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,0,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1806,0,27.5000,0,0,0.5461,0.7267,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002500,0.062800,0.014700,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5579,1224.2852,5490.9844,6247.4297,0,6715.2695,0,0,0,0,0,0,0,4.3426,0,0,0,0,0,0,0,0,0
,2.8581,0.070900,0.012100,0.088600,0.013600,0.070200,0.002000,0.005700,0.003200,0.021300,0.001100,0.004400,0.027800,1.5239,0.2510,1.0518,0.010000,0.004600,0.3468,0.2435,0.3940,0.019100,0.000600,0.002300,0.004300,0.1057,0.001400,0.000600,0.002200,0.015200,0.052000,0.4047,0.002000,0.019900,0.001300,0,0,0,0,60,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1020,0,20.5000,0,0,0.2976,0.3996,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001900,0.052600,0.015500,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0722,1215.3633,5490.9844,6247.4297,0,6706.3477,0,0,1,470,359,0,0.1153,0,0,0,0,0,0,0,0,0,0
,0.1202,0.069700,0.015200,0.091900,0.014100,0.090100,0.002500,0.006300,0.003300,0.026700,0.001300,0.005000,0.035400,0.3418,0.2528,0.8830,0.015900,0.003300,0.1146,0,0.2398,0.018200,0.000600,0.002300,0.004200,0.1016,0.001500,0.000900,0.001700,0.014600,0.046300,0.3993,0.001500,0.021300,0.001300,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1100,0,26,0,0,0.2846,0.3946,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001900,0.049600,0.013500,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0488,1215.1836,5490.9844,6247.4297,0,6706.1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0654,0.076600,0.022700,0.098100,0.017500,0.075900,0.002100,0.005900,0.003500,0.023000,0.001500,0.005000,0.028100,1.0800,0.2482,1.0866,0.015700,0.005500,0.3969,0,0.4177,0.019400,0.000700,0.002600,0.004700,0.1189,0.001500,0.000700,0.002200,0.015200,0.054300,0.4261,0.001800,0.030000,0.001800,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1154,0,24.5000,0,0,0.3056,0.4210,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002200,0.084300,0.015500,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3050,1215.1641,5490.9844,6247.4297,0,6706.1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1316,0.068400,0.016200,0.084300,0.014300,0.077400,0.002000,0.005700,0.003100,0.021700,0.001200,0.004700,0.032200,0.3960,0.2322,0.8614,0.013500,0.002900,0.096000,0,0.2694,0.019400,0.000800,0.062700,0.003700,0.1054,0.001300,0.000700,0.001900,0.013800,0.049500,0.7024,0.004400,0.020200,0.001300,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1497,0,28.5000,0,0,0.5487,0.6984,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0.001600,0.055200,0.012900,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2611,1215.0703,5490.9844,6247.4297,0,6706.0547,0,0,1,468,359,0,0.1821,0,0,2,0,0,0,0,0,0,0
,3.1354,0.063500,0.013500,0.088300,0.013200,0.074500,0.002200,0.005600,0.003500,0.022300,0.001200,0.004600,0.030000,0.7141,0.2339,0.8709,0.014000,0.003500,0.3840,1.3010,0.3827,0.024400,0.000700,0.002100,0.004300,0.1095,0.001200,0.000600,0.002100,0.015600,0.1593,0.6383,0.001600,0.021400,0.001300,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,50,2,100,0,10,6,6,0,6,20,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1770,0,25.5000,0,0,0.4551,0.6321,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001800,0.043200,0.011800,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8105,1215.1719,5490.9844,6247.4297,0,6706.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1307,0.077200,0.011000,0.1104,0.016500,0.076700,0.001700,0.005400,0.002900,0.020000,0.001200,0.004100,0.027500,0.5427,0.3241,1.0111,0.017900,0.003800,0.1277,0,0.2440,0.019500,0.000500,0.002600,3.8900,4.0122,0.001500,0.000900,0.003600,0.020400,0.1402,0.4194,0.002100,0.032400,0.001700,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1231,0,23.5000,0,0,0.2917,0.4148,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002100,0.065700,0.016600,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7201,1215.1758,5490.9844,6247.4297,0,6706.1602,0,0,0,0,0,0,0,3.8857,0,0,0,0,0,0,0,0,0
,3.0539,0.070500,0.014100,0.076200,0.011400,0.057500,0.001900,0.006200,0.003100,0.021400,0.001200,0.004000,0.028700,1.2301,0.2424,1.0083,0.014900,0.004200,0.3257,0.5083,0.4306,0.018300,0.000700,0.002200,0.003800,0.094000,0.001300,0.000400,0.002000,0.012800,0.097700,0.6491,0.001500,0.017800,0.000900,0,0,0,0,60,0,0,18,0,0,0,0,2,2,0,1,49,3,98,0,7,6,6,0,2,18,0,18,1,0,1,12,0,0,0,0,0,0,0,0.1543,0,31.5000,0,0,0.4911,0.6454,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001200,0.048000,0.011900,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6924,1215,5490.9844,6247.4297,0,6705.9844,0,0,1,450,342,0,0.084200,0,0,0,0,0,0,0,0,0,0
,0.1351,0.068600,0.015500,0.089600,0.013800,0.088800,0.002600,0.006600,0.003400,0.024400,0.001500,0.005500,0.031800,0.5922,0.2606,0.8717,0.016200,0.003400,0.1177,0,0.2472,0.021000,0.000600,0.002400,0.005000,0.1096,0.001600,0.000700,0.002300,0.014400,0.049100,0.3859,0.001800,0.022900,0.001300,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1073,0,23,0,0,0.2742,0.3815,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001600,0.052700,0.013500,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4790,1215.0352,5490.9844,6247.4297,0,6706.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.9771,0.079900,0.011300,0.089600,0.013600,0.070800,0.002100,0.006000,0.003400,0.023500,0.001300,0.004400,0.028300,0.7104,0.2548,0.9974,0.015900,0.004100,0.2987,0,0.4196,0.020200,0.000600,0.002300,0.004900,0.1023,0.001200,0.000900,0.002200,0.016000,0.045000,0.4039,0.001400,0.020500,0.001400,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1104,0,23,0,0,0.2892,0.3996,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001600,0.1658,0.012800,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3022,1214.9531,5490.9844,6247.4297,0,6705.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1287,0.070400,0.014800,0.093900,0.014600,0.084800,0.002100,0.006400,0.003600,0.025500,0.001600,0.005900,0.030700,0.5909,0.2284,0.8545,0.015200,0.003800,0.1190,0,0.2490,0.020700,0.000600,0.074600,0.005400,0.1178,0.001800,0.000900,0.002400,0.019400,0.046700,0.3992,0.001600,0.021300,0.001500,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1122,0,27,0,0,0.2825,0.3947,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001700,0.054800,0.013800,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4410,1215.0078,5490.9883,6247.4297,0,6705.9961,0,0,1,468,359,0,0.094600,0,0,0,0,0,0,0,0,0,0
,2.9014,0.054700,0.012000,0.075000,0.010800,0.071700,0.002000,0.005700,0.003000,0.021800,0.001200,0.004600,0.027500,0.6616,0.2584,0.9354,0.015600,0.003800,0.3036,1.0964,0.3078,0.017900,0.000700,0.001800,0.003700,0.080700,0.001000,0.000500,0.001900,0.010800,0.036600,0.4777,0.001100,0.013200,0.000900,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1140,0,22.5000,0,0,0.3606,0.4746,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001200,0.044100,0.011500,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7671,1215.0117,5490.9883,6247.4297,0,6706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
