EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1641,0.072000,0.093700,0.013300,0.094300,0.014300,0.095900,0.003000,0.008300,2.3482,2.3753,0.001800,0.008600,0.047500,0.8918,0.3322,0.2281,0.018600,0.006700,0,0.3008,0.021300,0.000900,0.072900,0.004200,0.2178,0.001100,0.000700,0.001900,0.014800,0.097000,0.5130,0.1096,0.001300,0.019600,0.001000,0.001700,0.1325,0.013500,0.000300,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,2,50,2,100,0,10,1,1,0,2,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0.1189,0,19.5000,0,0,0.4423,0.5612,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9611,5592.3672,5505.9688,6215.8164,0,11098.3359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.4798,0.076700,0.2515,0.012100,0.1186,0.015700,0.087900,0.002300,0.007700,2.0564,2.0796,0.002200,0.008500,0.049300,2.2584,0.4092,0.2459,0.020100,0.008500,3.9160,0.4407,0.028000,0.001100,0.002400,0.006800,0.2891,0.001900,0.001300,0.003200,0.024500,0.065300,0.8207,0.4003,0.002200,0.028500,0.001700,0.001900,0.1323,0.016600,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,50,2,100,0,8,3,3,0,2,26,0,26,0,0,3,6,0,0,0,0,0,0,0,0.2000,0,24.5000,0,0,0.7234,0.9234,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2430,5587.8945,5505.9688,6215.8164,0,11093.8633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2442,366,0,0.2472,0,0,0,0,0,0,0,0,0,0
,0.1498,0.069300,0.1289,0.016300,0.1631,0.020800,0.1546,0.002600,0.008100,2.1829,2.2076,0.001400,0.009300,0.044100,0.9340,0.2888,0.2203,0.018500,0.006800,0,0.2838,0.022300,0.000800,0.002200,8.7771,9.0432,0.002300,0.001000,0.005300,0.028400,0.1556,0.8969,0.1504,0.001800,0.024800,0.001400,0.001900,0.1494,0.012800,0.000300,0.099200,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,50,2,98,0,8,1,1,0,2,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0.2460,0,25,0,0,0.7527,0.9987,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1377,5587.3477,5505.9688,6215.8164,0,11093.3164,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,8.7715,0,0,0,0,0,0,0,0,0
,6.6154,0.073100,0.1963,0.013200,0.1199,0.017600,0.083200,0.003400,0.008600,2.1681,2.1959,0.002000,0.010200,0.047400,3.1343,0.3861,0.2358,0.014800,0.008100,3.3750,0.4974,0.030200,0.000800,0.003000,0.006100,0.2852,0.002200,0.001000,0.003400,0.025100,0.059300,0.6236,0.3495,0.002600,0.026000,0.001300,0.001700,0.1225,0.016400,0.000200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1606,0,22.5000,0,0,0.5310,0.6916,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9642,5587.3203,5505.9688,6215.8164,0,11093.2891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1664,0.072900,0.1402,0.016400,0.1087,0.016400,0.1109,0.003000,0.008900,2.2461,2.2729,0.002200,0.009500,0.045700,0.6603,0.2453,0.1650,0.012100,0.006300,0,0.3867,0.022700,0.000700,0.001800,0.005100,0.2326,0.001600,0.001000,0.002600,0.018500,0.053400,0.6229,0.1110,0.001600,0.025700,0.001500,0.001800,0.1672,0.017700,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1596,0,24,0,0,0.5787,0.7383,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2081,5587.2812,5505.9688,6215.8164,0,11093.2500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2329,376,0,0.2636,0,0,0,0,0,0,0,0,0,0
,6.7890,0.074300,0.2300,0.015300,0.1343,0.020300,0.1487,0.002800,0.008700,2.2178,2.2444,0.002300,0.010900,0.049000,2.1736,0.3218,0.2438,0.015700,0.009500,4.5553,0.4817,0.027500,0.000600,0.002600,0.005200,0.2738,0.001800,0.001100,0.003300,0.025300,0.066700,0.7945,0.3123,0.002300,0.031500,0.001500,0.002500,0.1381,0.013300,0.000200,0.098400,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,0,27,0,27,0,0,3,6,0,0,0,0,0,0,0,0.2029,0,22.5000,0,0,0.6772,0.8801,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7915,5587.2227,5505.9688,6215.8164,0,11093.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1837,0.076000,0.1382,0.013500,0.1196,0.019600,0.085400,0.003100,0.008400,2.1241,2.1512,0.001900,0.008100,0.045500,0.7529,0.3692,0.1811,0.017700,0.006000,0,0.3849,0.027400,0.000900,0.092000,0.005200,0.2812,0.001700,0.000900,0.002700,0.020600,0.061200,0.7378,0.1281,0.002200,0.032400,0.001800,0.002400,0.1286,0.012500,0.000200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1720,0,23.5000,0,0,0.6445,0.8165,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7610,5587.1992,5505.9688,6215.8164,0,11093.1680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.4779,0.072500,0.2428,0.014800,0.1106,0.017200,0.1268,0.002300,0.008000,2.3267,2.3522,0.002000,0.011600,0.048900,1.8437,0.3843,0.2247,0.019300,0.009600,4.0260,0.4624,0.020800,0.000600,0.002200,0.005000,0.2305,0.001200,0.000900,0.002600,0.019800,0.057100,0.8330,0.3484,0.001700,0.026800,0.001500,0.002000,0.1667,0.024500,0.000200,0.1011,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1882,0,29,0,0,0.7438,0.9320,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8110,5591.5195,5505.9688,6215.8164,0,11097.4883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2013,378,0,0.2530,0,0,0,0,0,0,0,0,0,0
,0.2702,0.081800,0.1741,0.014900,0.1632,0.018500,0.076600,0.003100,0.008000,2.2990,2.3242,0.006600,0.018900,0.058300,1.3459,0.4302,0.2106,0.018700,0.006700,0,0.3397,0.028000,0.000700,0.002100,7.3809,8.8432,0.002200,0.001000,0.005400,0.028400,0.063000,0.9007,0.1448,0.002400,0.030600,0.001400,0.002200,0.1561,0.014700,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.2013,0,33,0,0,0.8161,1.0174,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9683,5586.0625,5505.9688,6215.8164,0,11092.0312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,7.3733,0,0,0,0,0,0,0,0,0
,5.2541,0.067500,0.1599,0.014300,0.1127,0.017500,0.075000,0.002900,0.007600,2.2188,2.2428,0.001500,0.010800,0.047700,2.7210,0.3373,0.1998,0.018100,0.009600,2.1958,0.5537,0.032400,0.001100,0.004300,0.005200,0.2943,0.002300,0.001100,0.003000,0.022900,0.059400,0.4021,0.2956,0.001900,0.027700,0.001400,0.002000,0.2309,0.012000,0.000400,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1203,0,15.5000,0,0,0.3276,0.4479,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4408,5586.9688,5505.9688,6215.8164,0,11092.9375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1860,0.082800,0.2012,0.011900,0.1099,0.017100,0.072700,0.003000,0.009000,2.1967,2.2235,0.002100,0.008500,0.038500,1.0132,0.3616,0.2156,0.020400,0.006800,0,0.2861,0.029700,0.000700,0.002200,0.005100,0.2537,0.001500,0.000900,0.002400,0.018300,0.057000,0.9059,0.1186,0.001900,0.026600,0.001500,0.001600,0.1404,0.076900,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2439,0,27,0,0,0.7631,1.0070,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2887,5588.3438,5505.9688,6215.8164,0,11094.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2458,390,0,0.2365,0,0,0,0,0,0,0,0,0,0
,6.1956,0.079700,0.2383,0.017300,0.1231,0.018400,0.1497,0.003100,0.008400,2.3151,2.3415,0.001700,0.010300,0.047300,2.1984,0.2908,0.2360,0.015400,0.007900,3.8887,0.4742,0.031800,0.001100,0.003100,0.005000,0.2829,0.002100,0.001000,0.003200,0.022300,0.068100,0.7504,0.3669,0.003000,0.028300,0.002100,0.002200,0.1131,0.014000,0.000200,0.098600,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,0,27,0,27,0,0,3,6,0,0,0,0,0,0,0,0.2137,0,23.5000,0,0,0.6281,0.8418,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7230,5586.5664,5505.9688,6215.8164,0,11092.5352,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1659,0.084600,0.2126,0.022600,0.1331,0.021600,0.1283,0.003100,0.009600,2.1219,2.1506,0.001600,0.010700,0.045800,0.7909,0.2211,0.1691,0.011400,0.004100,0,0.3398,0.024600,0.000900,0.085600,0.005400,0.2616,0.001700,0.001000,0.002800,0.019100,0.054300,1.3013,0.1078,0.005300,0.024400,0.001200,0.001800,0.1418,0.017200,0.000300,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2553,0,29,0,0,1.1951,1.4504,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0306,5598.1992,5505.9688,6215.8164,0,11104.1680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,6.4056,0.070400,0.2294,0.011800,0.1162,0.015400,0.1215,0.002600,0.010200,2.2112,2.2390,0.001700,0.008700,0.050200,1.6994,0.2567,0.2613,0.022600,0.009900,4.1386,0.4134,0.024800,0.000800,0.002500,0.005600,0.2551,0.002000,0.001000,0.003100,0.023200,0.065900,0.6281,0.3362,0.003100,0.028000,0.001500,0.001800,0.1151,0.014300,0.000300,0.093000,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1430,0,22,0,0,0.5602,0.7032,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9712,5595.1211,5505.9688,6215.8164,0,11101.0898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2502,365,0,0.3055,0,0,0,0,0,0,0,0,0,0
,0.1606,0.080500,0.1763,0.015100,0.1501,0.019600,0.090100,0.002900,0.009100,2.2435,2.2703,0.001800,0.009300,0.046400,1.3031,0.3315,0.2116,0.017900,0.006400,0,0.3132,0.025000,0.000500,0.001900,8.2263,8.4846,0.001900,0.000900,0.006100,0.023500,0.1558,1.1713,0.1637,0.002300,0.029800,0.001500,0.002200,0.1638,0.016900,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,6,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2465,0,29,0,0,1.0668,1.3133,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1809,5593.8984,5505.9688,6215.8164,0,11099.8672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,8.2210,0,0,0,0,0,0,0,0,0
,7.0570,0.072100,0.2109,0.013500,0.1222,0.017700,0.076300,0.003100,0.008400,2.0676,2.0934,0.002200,0.008800,0.045100,3.1286,0.3104,0.2214,0.018800,0.009000,3.4355,0.5095,0.025000,0.000800,0.002600,0.005100,0.2836,0.001600,0.001100,0.003300,0.023600,0.066700,0.6306,0.3220,0.002100,0.033000,0.001600,0.002100,0.1536,0.014200,0.000200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1746,0,20,0,0,0.5296,0.7042,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5833,5595.6953,5505.9688,6215.8164,0,11101.6641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2321,376,0,0.1602,0,0,0,0,0,0,0,0,0,0
,0.1893,0.073100,0.1524,0.016200,0.1178,0.015900,0.1141,0.003200,0.010100,2.2251,2.2547,0.002400,0.012100,0.049800,1.2496,0.4191,0.2132,0.015000,0.006200,0,0.3496,0.023900,0.000200,0.001600,0.005200,0.2677,0.001900,0.001000,0.002600,0.019500,0.1538,0.8195,0.1137,0.002200,0.024700,0.001400,0.001500,0.1351,0.015800,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,50,2,98,0,8,1,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0.1878,0,25.5000,0,0,0.7605,0.9483,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2396,5592.1562,5505.9688,6215.8164,0,11098.1250,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.9920,0.071600,0.1423,0.012200,0.1265,0.020500,0.1223,0.002900,0.008800,2.2562,2.2841,0.001900,0.009700,0.040900,0.9355,0.4265,0.2500,0.019300,0.008000,5.7390,0.5391,0.026500,0.000800,0.003400,0.005300,0.2853,0.002000,0.001000,0.003300,0.023300,0.1167,0.6506,0.1452,0.002500,0.030000,0.001500,0.002200,0.1263,0.012400,0.000200,0.090200,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1716,0,22,0,0,0.5952,0.7668,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6939,5594.0352,5505.9688,6215.8164,0,11100.0039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1517,0.076500,0.2518,0.015300,0.1239,0.017900,0.1081,0.002900,0.008500,2.2800,2.3077,0.002300,0.010400,0.053500,1.5792,0.2396,0.2084,0.011400,0.007200,0,0.3079,0.024500,0.001000,0.066600,0.005700,0.2765,0.001800,0.001000,0.003100,0.019300,0.062400,0.7945,0.3101,0.002100,0.026300,0.001500,0.002100,0.4535,0.017600,0.000300,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,2,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1823,0,27,0,0,0.6948,0.8771,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1711,5591.3984,5505.9688,6215.8164,0,11097.3672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.3800,0.085700,0.2002,0.016800,0.1301,0.017600,0.1210,0.002500,0.008300,2.2251,2.2494,0.002400,0.009900,0.049400,1.9208,0.3215,0.2271,0.019500,0.007600,4.2240,0.3331,0.020300,0.000500,0.002300,0.006400,0.2847,0.002200,0.001200,0.003700,0.024900,0.062300,0.6141,0.3581,0.002000,0.025500,0.001400,0.002400,0.1315,0.014700,0.000200,0.071100,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,0,27,0,27,0,0,3,6,0,0,0,0,0,0,0,0.1549,0,22,0,0,0.5313,0.6862,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7335,5590.9297,5505.9688,6215.8164,0,11096.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2145,378,0,0.2848,0,0,0,0,0,0,0,0,0,0
,0.1619,0.071100,0.1205,0.011600,0.1393,0.017000,0.066300,0.002700,0.007400,2.0242,2.0468,0.001700,0.008800,0.042800,0.7775,0.2994,0.2177,0.022600,0.005700,0,0.3947,0.026900,0.000800,0.002900,8.7299,9.0501,0.002700,0.001300,0.006100,0.030100,0.072500,0.7801,0.1622,0.002400,0.034000,0.001400,0.002400,0.1447,0.014500,0.000400,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2013,0,25,0,0,0.6651,0.8664,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5919,5590.4805,5505.9688,6215.8164,0,11096.4492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,8.7233,0,0,0,0,0,0,0,0,0
