EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1673,0.069200,0.1840,0.012200,0.1134,0.016500,0.1086,0.071700,0.002700,0.006800,1.8562,1.8775,0.002000,0.010500,0.045800,1.0076,0.2848,0.4548,0.016100,0.004500,0,0,0.4446,0.022300,0.001000,0.002500,0.3722,1.2819,0.001700,0.000900,0.004500,0.022700,0.053400,1.1317,0.1884,0.001600,0.022800,0.001400,0.001800,0.2563,0.012400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,2,4,0,19,402,0,1,0,0,2,5,0,0,0,0,0,0,0,0.1643,0,36,2.9238,0,1.2640,1.4283,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4897,4802.3047,5528.2070,6243.9570,0,10330.5117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1985,0.067000,0.074500,0.014400,0.094900,0.015500,0.081100,0,0.002400,0.006900,1.8556,1.8773,0.001700,0.007600,0.038200,0.5123,0.2791,0.2481,0.014600,0.003900,0,4.4223,0.3604,0.021900,0.000600,0.001900,0.2708,0.4668,0.001800,0.001000,0.002200,0.017900,0.1167,0.4658,0.1059,0.001400,0.021100,0.001300,0.001500,0.1141,0.013800,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1148,0,22,0,0,0.4068,0.5216,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2286,4802.7461,5528.2070,6243.9570,0,10330.9531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1611,0.079500,0.1632,0.013400,0.1071,0.018900,0.077900,0,0.002500,0.007700,1.7043,1.7274,0.001500,0.007800,0.039500,1.1455,0.2923,0.2514,0.019200,0.006100,0,0,0.3692,0.025000,0.000700,0.002600,0.2680,0.4891,0.001600,0.001000,0.002500,0.017100,0.1688,0.5470,0.3173,0.001800,0.026600,0.001800,0.002400,0.1295,0.014400,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,4,4,0,0,26,0,26,1,0,2,8,0,0,0,0,0,0,0,0.1224,0,29,0,0,0.4803,0.6027,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7799,4802.6836,5528.2070,6243.9570,0,10330.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,7496,366,0,0.4683,0,0,0,0,0,0,0,0,0,0,0,0
,3.5367,0.065100,0.081700,0.013800,0.090100,0.013200,0.086900,0,0.002500,0.007600,1.8503,1.8722,0.001900,0.007600,0.039100,0.8703,0.2884,0.2441,0.014400,0.003600,0,2.7871,0.3085,0.014000,0.000700,0.001700,0.2468,0.4350,0.001600,0.000700,0.002200,0.015400,0.091600,0.5830,0.082800,0.000800,0.020400,0.000900,0.001100,0.1180,0.009900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,49,3,98,0,7,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1395,0,23,0,0,0.5055,0.6450,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4514,4805.1602,5528.2070,6243.9570,0,10333.3672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1418,0.077000,0.2402,0.015600,0.1526,0.016900,0.1412,0.074200,0.002600,0.008500,2.1147,2.1401,0.002000,0.010500,0.039000,1.1391,0.3111,0.2496,0.015500,0.006200,0.1899,0,0.3015,0.021300,0.001100,0.022500,8.4897,8.5219,0.002300,0.001300,0.004700,0.026200,0.066900,0.8988,0.3727,0.002400,0.030200,0.001600,0.002400,0.1480,0.015700,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,2,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.2181,0,31.5000,0,0,0.7871,1.0052,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7830,4805.9766,5528.2070,6243.9570,0,10334.1836,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,7.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2269,0.063600,0.2242,0.010200,0.1015,0.013600,0.059400,0,0.001800,0.006100,1.6625,1.6798,0.001700,0.008100,0.037000,2.4766,0.2994,0.2446,0.014400,0.005300,1.0948,2.7004,0.3177,0.023900,0.001100,0.087400,1.3052,0.4319,0.001800,0.000900,0.003900,0.021100,0.061900,0.4414,0.2749,0.001600,0.020700,0.001500,0.001300,0.1085,0.014000,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,26,0,26,1,0,2,8,0,0,0,0,0,0,0,0.1077,0,22,0,0,0.3813,0.4890,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4349,4806.3086,5528.2070,6243.9570,0,10334.5156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,2538,390,0,0.2137,0,0,0,0,0,0,0,0,0,0,0,0
,0.1573,0.068500,0.076300,0.014200,0.1301,0.014500,0.1078,0.068900,0.002200,0.006900,1.7414,1.7617,0.001700,0.008100,0.039400,0.4924,0.2670,0.2470,0.016200,0.004300,0.1229,0,0.3773,0.021000,0.000500,0.002200,0.6180,0.6976,0.001700,0.000900,0.003400,0.022000,0.048400,0.4898,0.1259,0.001500,0.020900,0.001500,0.001600,0.1595,0.012100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1213,0,25.5000,0,0,0.4262,0.5475,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1567,4806.3047,5528.2070,6243.9570,0,10334.5117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0797,0.073000,0.075000,0.015500,0.1094,0.016600,0.087900,0,0.002700,0.008200,1.7808,1.8068,0.001700,0.008000,0.037600,0.5468,0.4354,0.3895,0.020100,0.006500,0.087400,3.9431,0.2812,0.014300,0.000500,0.002300,0.3135,0.4292,0.002500,0.000800,0.003100,0.019000,0.049300,0.4732,0.1258,0.001200,0.023900,0.001400,0.001600,0.1104,0.013900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1172,0,23.5000,0,0,0.4123,0.5295,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8662,4805.5273,5528.2070,6243.9570,0,10333.7344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1586,0.067900,0.1687,0.013300,0.1029,0.016100,0.061200,0,0.002200,0.007000,1.8354,1.8558,0.001900,0.007300,0.041000,1.3711,0.2836,0.2419,0.014300,0.004600,0,0,0.2890,0.016000,0.001000,0.002600,0.2203,0.4524,0.001600,0.000900,0.002800,0.016400,0.047400,0.4600,0.2862,0.001600,0.021500,0.001300,0.001700,0.099100,0.010800,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,4,4,0,0,26,0,26,0,0,1,8,0,0,0,0,0,0,0,0.1183,0,24.5000,0,0,0.4092,0.5275,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7562,4806.3984,5528.2070,6243.9570,0,10334.6055,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,2068,364,0,0.1530,0,0,0,0,0,0,0,0,0,0,0,0
,5.3336,0.065000,0.1067,0.013500,0.1097,0.015500,0.074600,0,0.002200,0.007100,1.8203,1.8412,0.001300,0.006400,0.039500,0.4738,0.2784,0.2603,0.014300,0.003500,0,4.5636,0.2998,0.015700,0.000700,0.003200,0.3202,0.5894,0.003900,0.001000,0.003500,0.023300,0.048700,0.8117,0.094100,0.001500,0.022200,0.001400,0.001700,0.1065,0.012400,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1901,0,28.5000,0,0,0.7058,0.8959,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6133,4806.2539,5528.2070,6243.9570,0,10334.4609,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1489,0.070700,0.2098,0.013500,0.1541,0.016900,0.1311,0.095900,0.002400,0.008200,1.8293,1.8551,0.001900,0.009000,0.038200,1.4550,0.2925,0.3324,0.019100,0.006200,0,0,0.3352,0.018000,0.000600,0.002500,7.6857,7.9463,0.001600,0.001000,0.005500,0.022800,0.054400,0.5430,0.2887,0.001600,0.025600,0.001300,0.001700,0.1224,0.011000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.1388,0,22,0,0,0.5059,0.6447,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1634,4806.2852,5528.2070,6243.9570,0,10334.4922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,7.3877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.6290,0.068100,0.3243,0.010500,0.093600,0.014400,0.068200,0,0.002000,0.007400,1.7734,1.7942,0.001700,0.008800,0.037700,2.0124,0.2880,0.2502,0.015500,0.005400,0,3.0864,0.3203,0.016100,0.000600,0.074400,0.2390,0.4373,0.002200,0.000800,0.002500,0.017100,0.045500,1.1128,0.3856,0.001500,0.020400,0.001400,0.001800,0.1141,0.012900,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,7,7,0,4,626,0,26,1,0,2,14,0,0,0,0,0,0,0,0.1590,0,32,5.8535,0,1.3101,1.4691,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5613,4806.1562,5528.2070,6243.9570,0,10334.3633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,2362,391,0,0.1999,0,0,0,0,0,0,0,0,0,0,0,0
,0.1604,0.073200,0.1308,0.013300,0.099000,0.016600,0.062100,0,0.002700,0.008700,2.1982,2.2250,0.001800,0.008600,0.042500,0.9786,0.2834,0.3446,0.019000,0.005600,0,0,0.3670,0.017700,0.000600,0.002600,0.2655,0.4611,0.001600,0.000900,0.002400,0.017200,0.047000,0.8394,0.1920,0.001700,0.023400,0.001400,0.002200,0.1009,0.011900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,2,4,0,0,400,0,0,0,0,1,5,0,0,0,0,0,0,0,0.1369,0,23.5000,2.9082,0,0.9517,1.0886,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2224,4806.1562,5528.2070,6243.9570,0,10334.3633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1437,0.071200,0.1614,0.014000,0.1088,0.015500,0.1793,0.072900,0.002300,0.007800,1.6901,1.7121,0.001700,0.007700,0.038800,1.0155,0.2799,0.2499,0.014500,0.004800,0.1283,3.6032,0.3454,0.017200,0.000700,0.003100,1.3459,1.5009,0.001600,0.000900,0.003700,0.022000,0.045100,0.5050,0.2714,0.001300,0.022000,0.001300,0.001400,0.1085,0.014200,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,4,4,0,0,27,0,27,0,0,3,8,0,0,0,0,0,0,0,0.1245,0,25.5000,0,0,0.4383,0.5628,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1934,4806.1016,5527.8320,6243.5820,0,10333.9336,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1512,0.068400,0.1317,0.010000,0.1026,0.014900,0.1047,0,0.002300,0.007300,1.6438,1.6665,0.001500,0.006400,0.054500,0.9205,0.2715,0.2485,0.014600,0.003600,1.0412,0,0.3429,0.017900,0.000600,0.002400,1.1270,0.3201,0.001500,0.000800,0.003300,0.018300,0.052500,0.9325,0.1153,0.004700,0.021900,0.001300,0.001600,0.1042,0.013500,0.000200,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1593,0,23.5000,0,0,0.8856,1.0449,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7281,4806.0430,5527.8320,6243.5820,0,10333.8750,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,7226,390,0,0.7011,2,0,0,0,0,0,0,0,0,0,0,0
,4.6139,0.072000,0.2205,0.012400,0.1205,0.016100,0.078800,0,0.002400,0.007100,1.7507,1.7720,0.001900,0.008400,0.036600,1.0562,0.3169,0.2538,0.015400,0.004600,0.1626,2.9508,0.2691,0.014300,0.000900,0.002400,0.3986,1.5229,0.001800,0.000900,0.003500,0.037500,0.1525,0.8794,0.3180,0.002100,0.026800,0.001600,0.001800,0.1578,0.047900,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,50,2,100,0,10,4,4,0,6,28,0,26,1,0,3,8,0,0,0,0,0,0,0,0.1823,0,37.5000,0,0,0.8029,0.9852,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1033,4806.0391,5527.8320,6243.5820,0,10333.8711,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1482,0.066000,0.1502,0.013200,0.1802,0.017100,0.096600,0.072600,0.002500,0.007400,1.7750,1.7973,0.002000,0.008500,0.039000,0.4188,0.2531,0.2408,0.014800,0.004200,0.066400,0,0.2656,0.014500,0.000500,0.002000,9.2953,9.4486,0.002500,0.001300,0.005800,0.027600,0.063100,0.6762,0.097900,0.002200,0.029300,0.001600,0.001700,0.4856,0.014200,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1778,0,19.5000,0,0,0.6360,0.8138,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0859,4806.2500,5527.8320,6243.5820,0,10334.0820,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,9.2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8199,0.069900,0.2820,0.011800,0.094600,0.016100,0.079800,0,0.002300,0.007200,1.8007,1.8209,0.001000,0.005500,0.037800,2.3805,0.2710,0.2585,0.014200,0.005100,0,3.3685,0.2927,0.016500,0.000700,0.071100,0.004500,0.1995,0.002300,0.000800,0.003100,0.017200,0.1061,1.1315,0.4825,0.001500,0.023100,0.001300,0.001600,0.1124,0.014000,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,9,11,1,2,1026,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1256,0,15.5000,9.2324,0,1.4217,1.5473,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7576,4806.1875,5527.8320,6243.5820,0,10334.0195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,2628,366,0,0.1681,0,0,0,0,0,0,0,0,0,0,0,0
,0.1521,0.062600,0.099600,0.009400,0.096000,0.014100,0.054800,0,0.002300,0.008100,1.9665,1.9882,0.001600,0.008200,0.037400,0.4855,0.3254,0.2763,0.016700,0.004600,0,0,0.3861,0.019000,0.000900,0.002600,0.004700,0.2606,0.002100,0.001200,0.002300,0.019400,0.097400,0.7041,0.1297,0.001600,0.018600,0.001200,0.001300,0.1021,0.013500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,49,3,98,0,7,1,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1692,0,38,0,0,0.6166,0.7858,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4573,4806.0625,5527.8320,6243.5820,0,10333.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1577,0.064800,0.1637,0.010500,0.099900,0.015200,0.1171,0.073000,0.001900,0.006300,1.5045,1.5224,0.001500,0.007100,0.036500,1.3892,0.2719,0.2373,0.014500,0.004400,0,3.6556,0.2762,0.018000,0.000800,0.002500,0.006000,0.2670,0.002700,0.001200,0.002700,0.019600,0.051000,0.5730,0.2885,0.001500,0.020600,0.001400,0.002400,0.099800,0.011800,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,4,4,0,0,27,0,27,0,0,3,8,0,0,0,0,0,0,0,0.1346,0,29.5000,0,0,0.5018,0.6364,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9499,4806.0625,5527.8320,6243.5820,0,10333.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1302,0.086100,0.070100,0.020000,0.1043,0.015800,0.078300,0,0.002200,0.007900,1.7012,1.7241,0.002100,0.008000,0.040400,0.4300,0.2844,0.2433,0.015600,0.004900,0,0,0.2644,0.014000,0.000600,0.002600,0.004800,0.2107,0.001900,0.000800,0.002400,0.015200,0.048000,0.4586,0.1160,0.001500,0.020700,0.001500,0.001400,0.1043,0.013100,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1103,0,22.5000,0,0,0.4008,0.5111,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5627,4806.0391,5527.8320,6243.5820,0,10333.8711,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,7230,390,0,0.4531,0,0,0,0,0,0,0,0,0,0,0,0
