EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.067800,0.013400,0.080800,0.012200,0.073500,0.001900,0.005800,0.003100,0.022300,0.001400,0.004700,0.028200,1.2713,0.2417,0.009700,0.8407,0.004900,1.2090,0.4412,0.022300,0.001000,0.002700,0.004100,0.1015,0.001300,0.000700,0.001800,0.014000,0.044000,0.4352,0.4225,0.001400,0.020100,0.001100,0.001500,0.076800,0.012600,0.000300,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,6,6,0,0,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1121,0,31,0,0,0.3189,0.4310,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7318,9718.6836,5455.3945,6211.1875,0,15174.0781,0,0,18,3.3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.075100,0.014100,0.093000,0.013400,0.087500,0.002500,0.007000,0.003800,0.027300,0.001500,0.005400,0.035000,0.4058,0.2901,0.015800,1.0897,0.004900,0,0.3705,0.019800,0.000700,0.002100,0.004400,0.1100,0.001300,0.000700,0.001600,0.015100,0.1403,0.5557,0.1092,0.001700,0.025400,0.001700,0.001900,0.059000,0.013800,0.000300,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,4,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1481,0,25,0,0,0.4024,0.5505,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6451,9717.9414,5455.3945,6211.1875,0,15173.3359,0,0,0,0.1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064700,0.012600,0.081200,0.012200,0.095900,0.002100,0.006800,0.003100,0.025600,0.001500,0.005000,0.033300,0.3881,0.2687,0.013700,1.1869,0.004000,1.4469,0.4145,0.018300,0.000600,0.002300,0.004000,0.1000,0.001100,0.000800,0.002300,0.015400,0.047700,0.4654,0.1107,0.001400,0.020400,0.001300,0.001400,0.055100,0.015700,0.000200,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1199,0,27.5000,0,0,0.3409,0.4608,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2335,9716.8789,5455.3945,6211.1875,0,15172.2734,0,0,0,3.1142,0,0,0,0,0,448,344,0,0.098200,0,0,0,0,0,0,0,0,0,0,0
,0.070700,0.014700,0.1185,0.015200,0.076400,0.002400,0.005900,0.003500,0.025500,0.001300,0.005000,0.029800,1.1364,0.2605,0.009600,1.1061,0.005900,0,0.3006,0.019500,0.000800,0.019000,3.9150,4.0229,0.002300,0.001100,0.003500,0.023400,0.1636,0.3975,0.4496,0.001700,0.027300,0.001400,0.001800,0.051900,0.014600,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,6,6,0,0,18,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1211,0,22,0,0,0.2717,0.3928,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5954,9715.2539,5455.3945,6211.1875,0,15170.6484,0,0,18,0.1001,0,3.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064100,0.012200,0.083500,0.014100,0.069200,0.001900,0.005400,0.003400,0.021600,0.001200,0.003900,0.026500,1.4906,0.2576,0.012800,0.8609,0.004100,0.5281,0.5119,0.027900,0.001100,0.002900,0.004700,0.1154,0.001100,0.000900,0.001800,0.014800,0.061200,0.4378,0.2979,0.001400,0.019600,0.001400,0.001600,0.052200,0.013300,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1114,0,25.5000,0,0,0.3220,0.4334,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7546,9713.8672,5455.3945,6211.1875,0,15169.2617,0,0,18,3.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.057300,0.010500,0.068300,0.009500,0.073900,0.001500,0.004700,0.002700,0.020200,0.001100,0.003800,0.026900,0.4729,0.2328,0.008300,0.7922,0.002600,0.053600,0.1999,0.015000,0.000600,0.052000,0.003400,0.080100,0.000900,0.000800,0.001300,0.010100,0.036400,0.5050,0.087900,0.001000,0.014600,0.000900,0.001300,0.046100,0.010000,0.000200,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1199,0,25.5000,0,0,0.3817,0.5016,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0405,9702.2969,5455.3945,6211.1875,0,15157.6914,0,0,0,0.093500,0,0,0,0,0,472,359,0,0.1377,0,0,0,0,0,0,0,0,0,0,0
,0.067800,0.015900,0.083600,0.012400,0.083700,0.002500,0.007200,0.003900,0.029200,0.001900,0.008800,0.034900,0.7443,0.3098,0.016000,1.2298,0.004200,0,0.3985,0.017800,0.000800,0.002100,0.003900,0.085000,0.001300,0.000700,0.001800,0.010900,0.036500,0.4675,0.3081,0.001000,0.014600,0.000800,0.000900,0.1968,0.012000,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1163,0,22.5000,0,0,0.3481,0.4644,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9498,9700.6719,5455.3945,6211.1875,0,15156.0664,0,0,18,2.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.072100,0.014700,0.1006,0.016100,0.089400,0.002600,0.006900,0.003700,0.028100,0.001500,0.005200,0.033400,0.6405,0.2942,0.015400,0.9804,0.004700,0,0.3533,0.028800,0.000900,0.002500,0.005600,0.1278,0.001100,0.000800,0.002400,0.016400,0.060200,0.4806,0.1654,0.001900,0.027000,0.001500,0.001900,0.062200,0.014000,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1299,0,25,0,0,0.3454,0.4753,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5344,9699.5000,5455.3945,6211.1875,0,15154.8945,0,0,0,0.1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.078900,0.014700,0.1067,0.015800,0.087000,0.002700,0.007100,0.003900,0.029800,0.001500,0.005800,0.036500,1.0202,0.3395,0.017700,1.3941,0.005800,0.4943,0.4648,0.025800,0.000800,0.002800,0.005100,0.1460,0.001600,0.001000,0.002700,0.019800,0.061200,0.6365,0.4631,0.001900,0.027300,0.001800,0.001900,0.065000,0.016400,0.000200,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,4,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1628,0,25,0,0,0.4683,0.6311,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9105,9690.1836,5455.3945,6211.1875,0,15145.5781,0,0,18,3.2870,0,0,0,0,0,448,341,0,0.066800,0,0,0,0,0,0,0,0,0,0,0
,0.079100,0.018700,0.1275,0.016800,0.093000,0.002300,0.006500,0.003200,0.026000,0.001300,0.005200,0.030500,0.3877,0.3090,0.014800,0.8897,0.003700,0,0.3525,0.021800,0.000800,0.002600,4.1132,4.2298,0.002500,0.000900,0.003800,0.024100,0.056700,0.5602,0.1232,0.001500,0.025200,0.001700,0.001800,0.060800,0.013200,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1536,0,24.5000,0,0,0.4005,0.5541,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0565,9660.5469,5455.3945,6211.1875,0,15115.9414,0,0,0,0.1513,0,4.1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070900,0.014200,0.091200,0.015200,0.084000,0.002300,0.006900,0.003700,0.027700,0.001500,0.005400,0.035400,2.1662,0.3355,0.019600,1.3197,0.006100,0,0.5332,0.019700,0.001000,0.002300,0.005100,0.1011,0.001300,0.000800,0.001900,0.015000,0.048500,0.4417,0.4369,0.001500,0.021100,0.001500,0.001600,0.050900,0.012600,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1256,0,26,0,0,0.3116,0.4372,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0166,9658.7734,5455.3945,6211.1875,0,15114.1680,0,0,18,1.7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.074400,0.016200,0.1050,0.015100,0.1025,0.002400,0.006900,0.003500,0.027300,0.001700,0.004700,0.033600,0.4377,0.3303,0.017900,1.3198,0.004400,0,0.3250,0.026900,0.001000,0.086600,0.005400,0.1343,0.001800,0.001100,0.002600,0.020200,0.071000,0.4814,0.1713,0.001700,0.025000,0.001600,0.001700,0.056900,0.013600,0.000300,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1362,0,18,0,0,0.3398,0.4760,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6672,9655.9883,5455.3945,6211.1875,0,15111.3828,0,0,0,0.1319,0,0,0,0,0,470,359,0,0.066400,0,0,0,0,0,0,0,0,0,0,0
,0.065700,0.012500,0.091700,0.013200,0.066100,0.002300,0.006300,0.003600,0.025500,0.001300,0.004100,0.032800,0.4090,0.2484,0.011400,0.8395,0.003300,1.6912,0.5163,0.026300,0.001200,0.002900,0.005500,0.1369,0.002300,0.001100,0.002500,0.020400,0.070100,0.9028,0.1181,0.001600,0.026000,0.001500,0.001700,0.061200,0.015200,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1930,0,24.5000,0,0,0.7043,0.8973,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0212,9652.5859,5455.3945,6211.1875,0,15107.9805,0,0,0,2.8959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.073100,0.012700,0.099800,0.014000,0.082800,0.002500,0.006300,0.003300,0.025400,0.001600,0.004900,0.034200,1.3070,0.2870,0.017500,1.3976,0.005300,0,0.3273,0.028900,0.000900,0.002600,0.005100,0.1228,0.001600,0.000800,0.003000,0.017300,0.054700,0.5761,0.4395,0.001800,0.024900,0.001600,0.001700,0.060600,0.014900,0.000300,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,1,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1507,0,24,0,0,0.4199,0.5706,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4510,9651.9023,5455.3945,6211.1875,0,15107.2969,0,0,18,0.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.072300,0.014700,0.095800,0.015000,0.087400,0.002400,0.007500,0.004200,0.029100,0.001500,0.005600,0.035200,0.5498,0.2647,0.015500,1.1252,0.004900,1.7350,0.4365,0.019300,0.000700,0.002500,0.004500,0.6775,0.001300,0.000900,0.002300,0.015100,0.055600,0.7981,0.1157,0.005000,0.023200,0.001500,0.002100,0.071400,0.012600,0.000100,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,74,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1613,0,34,0,0,0.6319,0.7932,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7227,9648.2539,5455.3945,6211.1875,0,15103.6484,0,0,0,3.3894,0,0,0,2,2,448,341,0,0.088400,0,0,0,0,0,0,0,0,0,0,0
,0.076700,0.013600,0.1170,0.015900,0.081500,0.001900,0.005200,0.003300,0.022600,0.001300,0.004700,0.029100,0.9903,0.2569,0.011600,0.8565,0.003800,0,0.3091,0.022800,0.000700,0.002400,4.8447,4.9672,0.001900,0.001000,0.003700,0.020700,0.1343,0.5429,0.3492,0.001600,0.030300,0.001500,0.002100,0.063500,0.015500,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,6,6,0,3,19,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1477,0,21,0,0,0.3903,0.5380,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6063,9646.4492,5455.3945,6211.1875,0,15101.8438,0,0,18,0.1079,0,4.8395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.069500,0.014000,0.093500,0.015400,0.077600,0.002500,0.006200,0.003400,0.023800,0.001100,0.004900,0.027600,1.9137,0.3479,0.014000,1.2850,0.004900,0.1776,0.3852,0.023700,0.000900,0.002400,0.004600,0.1098,0.001200,0.000800,0.002500,0.015500,0.1267,0.5306,0.4477,0.001800,0.024700,0.001500,0.001900,0.058100,0.015800,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,6,6,0,3,19,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1334,0,32,0,0,0.3922,0.5256,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8947,9645.5273,5455.3945,6211.1875,0,15100.9219,0,0,18,3.7711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065500,0.014400,0.085800,0.012800,0.092400,0.002100,0.006100,0.003300,0.025900,0.001300,0.005000,0.033500,0.6092,0.3461,0.015900,0.9264,0.003900,0,0.3066,0.021100,0.000700,0.063500,0.004600,0.098000,0.001400,0.000700,0.002100,0.014300,0.1030,0.3372,0.1012,0.001300,0.020400,0.001300,0.001600,0.046700,0.011400,0.000100,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.090484,0,19.5000,0,0,0.2425,0.3330,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0438,9644.5156,5455.3945,6211.1875,0,15099.9102,0,0,0,0.1164,0,0,0,0,0,472,361,0,0.1285,0,0,0,0,0,0,0,0,0,0,0
,0.078200,0.016000,0.1002,0.015200,0.092600,0.002200,0.006600,0.003900,0.025800,0.001300,0.004800,0.031900,0.9588,0.3746,0.017700,1.2984,0.004600,0.9936,0.4161,0.022800,0.001000,0.002600,0.005700,0.1382,0.001500,0.001100,0.002500,0.018100,0.1295,0.6718,0.4209,0.001400,0.024500,0.001600,0.002100,0.062500,0.013700,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,6,6,0,2,18,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1690,0,29.5000,0,0,0.4977,0.6667,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4995,9642.6641,5455.3945,6211.1875,0,15098.0586,0,0,18,3.7128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070900,0.014100,0.093100,0.014200,0.094400,0.002400,0.006700,0.003800,0.027400,0.001300,0.004900,0.033300,0.6236,0.3304,0.017800,1.2181,0.005100,0,0.3325,0.019600,0.000900,0.002500,0.004200,0.1064,0.001000,0.000700,0.002100,0.017600,0.050300,0.3911,0.1035,0.001500,0.019900,0.001400,0.001600,0.054700,0.013100,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1156,0,21,0,0,0.2707,0.3863,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6578,9644.0117,5455.3945,6211.1875,0,15099.4062,0,0,0,0.1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.073500,0.013700,0.1009,0.015100,0.079100,0.002500,0.006000,0.003500,0.025300,0.001500,0.004900,0.032800,0.9437,0.2798,0.015900,1.0459,0.004400,0.8690,0.5032,0.026000,0.000800,0.002800,0.005000,0.1250,0.001900,0.000900,0.002400,0.018300,0.056800,0.7117,0.4127,0.001700,0.023800,0.001600,0.001900,0.063200,0.014700,0.000300,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1754,0,28,0,0,0.5310,0.7064,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8891,9642.7852,5455.4570,6211.1875,0,15098.2422,0,0,18,3.2156,0,0,0,0,0,448,341,0,0.1183,0,0,0,0,0,0,0,0,0,0,0
,0.071600,0.014700,0.1245,0.015300,0.095800,0.002600,0.007100,0.003700,0.027900,0.001400,0.005400,0.035600,0.4132,0.2862,0.017200,1.3595,0.004300,0,0.3463,0.019100,0.000600,0.002300,4.7920,4.9176,0.002200,0.001200,0.005300,0.029500,0.057700,0.4931,0.1040,0.001600,0.025800,0.001600,0.002200,0.065300,0.015100,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1642,0,22.5000,0,0,0.3239,0.4881,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9478,9634.1250,5455.4570,6211.1875,0,15089.5820,0,0,0,0.1496,0,4.7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070400,0.013400,0.1083,0.016000,0.035600,0.002700,0.007700,0.003600,0.028100,0.001200,0.004700,0.030700,2.1913,0.2788,0.012700,1.2968,0.004900,0.076600,0.5340,0.028900,0.000900,0.003200,0.005900,0.1471,0.001400,0.000800,0.002700,0.022100,0.055700,0.5670,0.4332,0.002200,0.043400,0.001400,0.001800,0.062100,0.015100,0.000400,0,0,0,0,59,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,6,6,0,4,18,0,18,0,0,0,12,0,0,0,0,0,0,0,0.1500,0,27.5000,0,0,0.4114,0.5614,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2221,9621.3867,5455.4570,6211.1875,0,15076.8438,0,0,18,3.6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
