EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgeConnectionBootstrap,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Pathfinding,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,Exclusive/GameThread/EventWait
,0.1115,0.068700,0.015300,0.1183,0.015300,0.1012,0.002300,0.007100,0.003700,0.026700,0.001200,0.005800,0.034900,0.5256,0.2560,0.9141,0.017900,0.003100,0,0.3359,0.017900,0.000600,0.002300,2.0915,2.1991,0.001600,0.000600,0.003200,0.019100,0.051000,0.4448,0.1188,0.001500,0.023000,0.001500,0.001800,0.055300,0,0,0,0,0,59,0,0,0,0,0,0,2,2,2,2,48,4,96,0,6,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.1289,0,27.5000,0,0,0.3112,0.4401,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013700,0.000300,0,19.4479,4629.9219,5467.2617,6226.9062,0,10097.1836,0,0,0,0,0,0,2.0866,0,0,0,0,0,0,0,0,0
,1.6354,0.068700,0.013100,0.085000,0.013700,0.067000,0.002400,0.006300,0.003400,0.022800,0.001400,0.004500,0.031400,1.1853,0.2729,0.9186,0.013600,0.004000,0,0.2653,0.019200,0.000700,0.002500,0.005600,0.1079,0.001500,0.000800,0.001900,0.014300,0.045800,0.5501,0.5042,0.001500,0.020900,0.001200,0.001400,0.053000,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,12,12,0,4,38,0,32,0,0,2,24,0,0,0,0,0,0,0,0.1265,0,23.5000,0,0,0.4189,0.5454,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013800,0.000100,0,14.9800,4631.3398,5467.2617,6226.9062,0,10098.6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1015,0.060600,0.010600,0.089100,0.011900,0.065700,0.001300,0.005800,0.003000,0.020400,0.001200,0.004500,0.027100,0.4511,0.2307,0.9853,0.015500,0.003200,0,0.3230,0.017600,0.000500,0.1494,0.004600,0.1019,0.001300,0.000600,0.002100,0.016400,0.049000,0.4551,0.1108,0.001500,0.019600,0.001400,0.001200,0.053200,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1100,0,26,0,0,0.3412,0.4512,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000,0.000100,0,16.5656,4626.7148,5467.2617,6226.9062,0,10093.9766,0,0,472,323,0,0.3269,0,0,0,0,0,0,0,0,0,0
,1.6256,0.067900,0.014600,0.086900,0.014500,0.073100,0.002200,0.005800,0.003400,0.022700,0.001100,0.004900,0.030900,0.3524,0.2342,0.8836,0.015100,0.003300,0.3851,0.3542,0.020200,0.000700,0.002400,0.004600,0.1125,0.001400,0.000900,0.002000,0.015600,0.047700,0.4767,0.1068,0.001500,0.020700,0.001300,0.001600,0.052000,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1241,0,26,0,0,0.3472,0.4713,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014000,0.000100,0,17.2016,4626.3594,5467.2617,6226.9062,0,10093.6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1312,0.067500,0.010700,0.092500,0.013500,0.070400,0.001800,0.005200,0.002700,0.020500,0.001000,0.004000,0.028400,0.5114,0.3836,0.8933,0.015600,0.003000,0,0.3907,0.023800,0.000600,0.002400,0.004300,0.1119,0.001300,0.000800,0.002200,0.016200,0.046800,0.4230,0.099500,0.001600,0.021000,0.001500,0.001400,0.053100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1346,0,25.5000,0,0,0.2836,0.4182,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014200,0.000200,0,16.9230,4629,5467.2617,6226.9062,0,10096.2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0437,0.071800,0.014900,0.097100,0.013500,0.081600,0.002200,0.006700,0.003500,0.024200,0.001200,0.005100,0.027800,0.3117,0.2378,0.8866,0.013500,0.003100,0,0.2530,0.019000,0.000600,0.002600,0.005000,0.1106,0.001500,0.001000,0.002200,0.014800,0.050200,0.5061,0.1041,0.001400,0.020900,0.001400,0.001600,0.054400,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1294,0,27.5000,0,0,0.3722,0.5016,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013800,0.000100,0,16.7910,4631.3672,5467.2617,6226.9062,0,10098.6289,0,0,428,324,0,0.1099,0,0,0,0,0,0,0,0,0,0
,0.1243,0.069100,0.012100,0.1083,0.013700,0.077100,0.001800,0.005600,0.002700,0.020300,0.001300,0.004200,0.028600,0.4606,0.2439,0.8350,0.009800,0.002600,0,0.4136,0.019600,0.000700,0.002500,2.0798,2.1944,0.001800,0.000800,0.004100,0.020100,0.047000,0.4254,0.1130,0.001500,0.020200,0.001300,0.002000,0.047700,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1172,0,25.5000,0,0,0.3040,0.4212,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014300,0.000300,0,18.8867,4630.8984,5467.2617,6226.9062,0,10098.1602,0,0,0,0,0,0,2.0754,0,0,0,0,0,0,0,0,0
,0.9455,0.065300,0.012900,0.092200,0.013000,0.070700,0.002400,0.005800,0.003800,0.023000,0.001300,0.005100,0.032400,1.4085,0.2316,0.8655,0.014800,0.004800,0,0.3448,0.027200,0.000800,0.050200,0.004600,0.1060,0.001000,0.000600,0.002400,0.014000,0.053500,0.9833,0.5569,0.005000,0.023100,0.001300,0.001700,0.048200,0,0,0,0,0,65,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,12,12,0,72,52,0,32,1,0,2,24,0,0,0,0,0,0,0,0.1851,0,28,0,0,0.7939,0.9790,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,65,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012500,0.000100,0,17.1491,4626.6016,5467.2617,6226.9062,0,10093.8633,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
,0.1296,0.098500,0.013100,0.1060,0.016600,0.086600,0.002300,0.006100,0.003600,0.024500,0.001300,0.004900,0.031100,0.5512,0.2710,1.0576,0.019600,0.005200,0.035600,0.3907,0.019500,0.000900,0.002400,0.005500,0.1451,0.002000,0.000800,0.002800,0.019800,0.065400,0.8008,0.1623,0.002200,0.028700,0.001600,0.002300,0.056200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1888,0,27,0,0,0.6063,0.7951,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015200,0.000100,0,16.1267,4628.0859,5467.2617,6226.9062,0,10095.3477,0,0,472,326,0,0.077900,0,0,0,0,0,0,0,0,0,0
,1.6737,0.074400,0.013900,0.1114,0.016900,0.076900,0.002100,0.005600,0.003300,0.021700,0.001200,0.005100,0.031000,0.3908,0.2997,1.0093,0.017600,0.004000,0.1638,0.3482,0.057700,0.001300,0.002900,0.005500,0.1536,0.002000,0.001100,0.003000,0.022000,0.1801,0.8696,0.1803,0.001800,0.029400,0.001700,0.002000,0.063600,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,4,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1931,0,29.5000,0,0,0.6698,0.8629,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017400,0.000200,0,17.2023,4630.6289,5467.2617,6226.9062,0,10097.8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1398,0.069300,0.014700,0.095300,0.014900,0.040400,0.002000,0.008400,0.003900,0.026700,0.001500,0.005300,0.033100,0.6620,0.3204,1.1402,0.018700,0.005000,0.027800,0.3937,0.027000,0.000700,0.002400,0.004900,0.1264,0.001600,0.000700,0.002600,0.017100,0.046900,0.3784,0,0.001300,0.020300,0.001400,0.001600,0.053000,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,0,50,2,100,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1039,0,21,0,0,0.2694,0.3733,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016200,0.000200,0,16.0092,4630.9414,5467.2617,6226.9062,0,10098.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.9833,0.062300,0.008600,0.081100,0.012300,0.079200,0.002000,0.005300,0.003100,0.020700,0.001200,0.003800,0.026500,0.3083,0.2642,0.8927,0.014700,0.003300,0,0.2536,0.054100,0.000500,0.001700,0.004700,0.5049,0.001500,0.000700,0.001900,0.015600,0.1310,0.9641,0.1260,0.001700,0.019200,0.001100,0.001600,0.063800,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,18,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1884,0,37,0,0,0.7705,0.9589,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012400,0.000200,0,16.6079,4626.3164,5467.2617,6226.9062,0,10093.5781,0,0,428,323,0,0.087900,0,0,0,0,0,0,0,0,0,0
,0.1198,0.052900,0.008400,0.074000,0.009500,0.029300,0.002000,0.006500,0.002700,0.021400,0.001000,0.004100,0.025900,0.2686,0.2464,0.8520,0.010700,0.002700,0,0.2787,0.015400,0.000400,0.001800,1.5185,1.6119,0.001300,0.000600,0.002100,0.014600,0.093800,0.5429,0.087900,0.000900,0.018700,0.001100,0.000800,0.050000,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,0,49,3,98,0,7,1,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.1389,0,21.5000,0,0,0.4003,0.5392,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000,0.000100,0,17.4107,4627.7539,5467.2617,6226.9062,0,10095.0156,0,0,0,0,0,0,1.5141,0,0,0,0,0,0,0,0,0
,0.9390,0.067000,0.013500,0.090200,0.014400,0.085600,0.002400,0.005900,0.004500,0.024700,0.001400,0.005200,0.032100,1.3542,0.2585,0.8943,0.015500,0.003700,0,0.2645,0.020100,0.000600,0.039100,0.005100,0.1024,0.001300,0.001000,0.002200,0.014500,0.047600,0.6434,0.4983,0.001400,0.023100,0.001500,0.001600,0.052500,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,48,4,97,0,6,12,12,0,4,38,0,32,1,0,3,24,0,0,0,0,0,0,0,0.1569,0,26,0,0,0.4826,0.6395,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015400,0.000100,0,17.0740,4630.4414,5467.2617,6226.9062,0,10097.7031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1021,0.064500,0.013700,0.077400,0.011900,0.070500,0.002100,0.005800,0.003500,0.023200,0.001000,0.004300,0.027700,0.3227,0.1931,0.8381,0.014500,0.003000,0.062500,0.2940,0.017500,0.000600,0.002100,0.005200,0.099600,0.001300,0.000600,0.002000,0.014900,0.041400,0.3310,0.069400,0.001000,0.020900,0.001200,0.001600,0.073700,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.099897,0,19.5000,0,0,0.2269,0.3268,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011300,0.000100,0,14.1304,4630.9414,5467.2617,6226.9062,0,10098.2031,0,0,472,323,0,0.068700,0,0,0,0,0,0,0,0,0,0
,1.5616,0.066200,0.013100,0.089500,0.015300,0.079600,0.002200,0.005700,0.003500,0.022100,0.001300,0.004400,0.030700,0.3741,0.2485,0.9573,0.016300,0.004200,0.2514,0.2830,0.021000,0.000900,0.002900,0.004800,0.1218,0.002200,0.001100,0.003000,0.019500,0.047100,0.5287,0.1070,0.001400,0.022500,0.001400,0.001500,0.058500,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0.1394,0,26,0,0,0.3841,0.5235,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014000,0.000100,0,16.7302,4626.3008,5467.2617,6226.9062,0,10093.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.097400,0.061700,0.013600,0.084600,0.013300,0.074300,0.002500,0.006000,0.003300,0.023100,0.001200,0.004200,0.029200,0.4884,0.2291,0.9054,0.014000,0.003000,0,0.4058,0.018800,0.000500,0.002500,0.004400,0.1071,0.001900,0.000600,0.002100,0.014600,0.049700,0.3911,0.098500,0.001400,0.021100,0.001600,0.001700,0.050600,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1121,0,25,0,0,0.2748,0.3869,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013500,0.000200,0,17.1753,4627.3867,5467.2617,6226.9062,0,10094.6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5685,0.066900,0.012500,0.088200,0.014100,0.070300,0.002400,0.005800,0.003400,0.023500,0.001300,0.004200,0.028800,0.3611,0.2532,0.8810,0.015200,0.003100,0.3041,0.3191,0.021300,0.000500,0.003000,0.005900,0.1340,0.001400,0.000900,0.003000,0.017900,0.051200,0.5312,0.1180,0.001400,0.021400,0.001300,0.001700,0.1519,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1321,0,31.5000,0,0,0.3942,0.5263,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014100,0.000100,0,17.4693,4629.5195,5467.2617,6226.9062,0,10096.7812,0,0,428,323,0,0.085400,0,0,0,0,0,0,0,0,0,0
,0.1197,0.074300,0.015700,0.1045,0.015000,0.093800,0.002900,0.007800,0.004000,0.031800,0.001700,0.006200,0.039600,0.5265,0.2711,0.9097,0.012600,0.003700,0,0.3290,0.018600,0.000900,0.015300,1.9676,2.0745,0.001600,0.000600,0.003100,0.017200,0.059600,0.3059,0.1055,0.001200,0.023800,0.001300,0.001900,0.053900,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1006,0,18,0,0,0.2011,0.3017,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014200,0.000200,0,18.1729,4630.7070,5467.3242,6226.9062,0,10098.0312,0,0,0,0,0,0,1.9630,0,0,0,0,0,0,0,0,0
,1.5623,0.065100,0.014700,0.087300,0.013000,0.075800,0.002400,0.005500,0.003300,0.023100,0.001400,0.005000,0.029900,1.1680,0.2768,0.8457,0.014600,0.003400,0,0.3027,0.032900,0.001600,0.057300,0.004500,0.090000,0.001100,0.000600,0.002000,0.013900,0.043400,0.6633,0.4772,0.001300,0.017100,0.000900,0.001400,0.054400,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,12,12,0,4,32,0,32,1,0,2,24,0,0,0,0,0,0,0,0.1563,0,31,0,0,0.5032,0.6595,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013400,0.000100,0,15.9787,4630.8320,5467.3242,6226.9062,0,10098.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1188,0.069600,0.014300,0.090000,0.013800,0.083200,0.002000,0.005400,0.003500,0.022600,0.001500,0.005900,0.031400,0.5070,0.2476,0.8564,0.013300,0.003300,0,0.3468,0.020200,0.000900,0.003400,0.004400,0.1155,0.001400,0.000600,0.002200,0.016100,0.049400,0.3706,0.1229,0.001600,0.022500,0.001600,0.002200,0.054000,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.098091,0,22,0,0,0.2681,0.3662,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014200,0.000100,0,16.2511,4626.1172,5467.3242,6226.9062,0,10093.4414,0,0,474,323,0,0.089100,0,0,0,0,0,0,0,0,0,0
,1.5590,0.069600,0.014900,0.090100,0.014500,0.074000,0.001900,0.005600,0.003100,0.022500,0.001300,0.004800,0.028600,0.4065,0.2684,0.8824,0.012200,0.003700,0.2223,0.3396,0.018900,0.000800,0.002200,0.005000,0.1119,0.001300,0.000900,0.002500,0.014800,0.053600,0.5847,0.1082,0.001500,0.024900,0.001600,0.002200,0.052200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1407,0,29,0,0,0.4389,0.5796,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014700,0.000100,0,16.7809,4631.4102,5467.3242,6226.9062,0,10098.7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1002,0.063100,0.013000,0.095500,0.013500,0.069600,0.002400,0.005600,0.003300,0.022400,0.001100,0.005000,0.035100,0.5173,0.2483,1.0547,0.015500,0.004700,0,0.3984,0.025600,0.001200,0.003100,0.006100,0.1385,0.001600,0.000700,0.003200,0.017100,0.057600,0.6482,0.1280,0.004800,0.022700,0.001500,0.001500,0.047300,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1603,0,24,0,0,0.4828,0.6431,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012500,0.000200,0,16.6718,4631.8867,5467.3242,6226.9062,0,10099.2109,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
