EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,5.2540,0.077700,0.1848,0.015300,0.1243,0.019600,0.1258,0.077200,0.002400,0.007400,1.7728,1.7945,0.002300,0.009000,0.042900,1.1389,0.3419,0.2584,0.015600,0.005300,3.5358,0.4176,0.023100,0.000800,0.003200,0.3524,0.6940,0.001700,0.001000,0.004600,0.025000,0.075600,0.6147,0.3883,0.002300,0.031000,0.001600,0.002200,0.1291,0.015000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.2421,0,22,0,0,0.4328,0.6749,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9801,5361.4375,5524.6094,6228.8672,0,10886.0469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1678,0.1171,0.075200,0.019300,0.1407,0.043400,0.086800,0,0.002700,0.008200,1.6277,1.6520,0.001900,0.007400,0.040300,0.7861,0.2705,0.2390,0.013100,0.003700,0,0.2445,0.015700,0.000800,0.002300,1.3544,1.4414,0.002300,0.001800,0.007000,0.030700,0.059900,0.5770,0.1166,0.002000,0.024400,0.001400,0.002200,0.3842,0.018500,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1588,0,24.5000,0,0,0.4732,0.6320,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4291,5365.8320,5524.6133,6228.8672,0,10890.4453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,7153,404,0,0.4850,0.1762,0,0,0,0,0,0,0,0,0,0
,5.0452,0.096400,0.1544,0.011500,0.1064,0.017600,0.068200,0,0.002400,0.007000,1.6849,1.7062,0.001400,0.006700,0.041300,1.0453,0.3337,0.2725,0.016700,0.005700,3.3976,0.3112,0.016200,0.000500,0.002700,0.3662,0.4148,0.001700,0.000800,0.003200,0.017600,0.056900,0.4888,0.2969,0.001700,0.023600,0.001500,0.001500,0.1202,0.014000,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,4,4,0,0,26,0,26,0,0,1,8,0,0,0,0,0,0,0,0.1324,0,22.5000,0,0,0.4090,0.5414,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1903,5365.2930,5524.6133,6228.8672,0,10889.9062,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0.1583,0,0,0,0,0,0,0,0,0,0
,0.1676,0.086500,0.1265,0.016600,0.1322,0.018600,0.077800,0,0.003700,0.010300,1.9155,1.9447,0.001700,0.007800,0.041700,0.8455,0.3165,0.2499,0.015200,0.003700,0,0.2392,0.017600,0.000500,0.002800,7.8294,6.9880,0.001900,0.000800,0.004800,0.021500,0.078400,0.5214,0.1057,0.001900,0.023700,0.001500,0.002300,0.1285,0.016400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1303,0,24.5000,0,0,0.5006,0.6309,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8159,5366.5703,5524.6133,6228.8672,0,10891.1836,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1577,266,0,0.1563,1.0532,6.4693,0,0,0,0,0,0,0,0,0
,3.3180,0.098000,0.2338,0.009900,0.1137,0.016000,0.1090,0.073000,0.002700,0.006800,1.6524,1.6730,0.001500,0.007300,0.041400,2.3337,0.3284,0.2781,0.017500,0.007900,0.2346,0.4650,0.019600,0.000900,0.002600,0.4458,1.4401,0.001100,0.001000,0.003300,0.019900,0.052800,0.7102,0.4224,0.002000,0.022600,0.001200,0.001700,0.1343,0.016800,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,6,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.1524,0,37,0,0,0.6449,0.7973,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8879,5362.5352,5524.6133,6228.8672,0,10887.1484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0.1501,0,0,0,0,0,0,0,0,0,0
,0.1570,0.073000,0.090800,0.016500,0.1101,0.017000,0.1143,0.077000,0.003000,0.007900,1.8702,1.8936,0.001500,0.007900,0.043100,0.8699,0.2906,0.3019,0.019700,0.006600,0,0.2497,0.017500,0.000700,0.071700,0.5002,0.5695,0.001800,0.000800,0.003100,0.016500,0.048800,0.4775,0.1127,0.001600,0.020300,0.001500,0.001500,0.1123,0.013700,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1364,0,22.5000,0,0,0.3849,0.5213,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8405,5365.5352,5524.6133,6228.8672,0,10890.1484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0.1426,0,0,0,0,0,0,0,0,0,0
,4.3830,0.072100,0.2759,0.010200,0.1011,0.016300,0.1058,0,0.003100,0.009400,1.8263,1.8528,0.001600,0.007400,0.038900,1.7725,0.2817,0.3631,0.022600,0.015500,1.6924,0.3922,0.017500,0.000700,0.003000,0.4182,0.5176,0.001600,0.001000,0.003100,0.019200,0.050400,0.6142,0.5118,0.001500,0.023800,0.001300,0.001600,0.1078,0.014400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,4,4,0,0,26,0,26,0,0,1,8,0,0,0,0,0,0,0,0.1484,0,31,0,0,0.5341,0.6825,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9736,5364.8672,5524.6133,6228.8672,0,10889.4805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0.1375,0,0,0,0,0,0,0,0,0,0
,0.1607,0.081900,0.087900,0.011400,0.1239,0.018000,0.067900,0,0.003500,0.009100,1.8261,1.8528,0.001800,0.011000,0.048300,0.9846,0.3821,0.3587,0.022500,0.006600,0,0.3251,0.019300,0.000600,0.002500,0.6272,0.7343,0.002500,0.001300,0.005000,0.023300,0.063200,0.6322,0.1119,0.001900,0.028900,0.001500,0.001900,0.1578,0.015300,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1591,0,21,0,0,0.5414,0.7005,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6140,5361.2500,5524.6172,6228.8672,0,10885.8672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,3239,488,0,0.2769,0.1568,0,0,0,0,0,0,0,0,0,0
,5.2678,0.070700,0.2681,0.014400,0.1042,0.015400,0.079900,0,0.002600,0.007800,1.6368,1.6600,0.001800,0.007000,0.040200,1.1637,0.2788,0.2448,0.014700,0.005100,3.6703,0.3509,0.015500,0.000600,0.002300,0.2299,0.4351,0.002000,0.000900,0.002800,0.018100,0.052100,0.8241,0.3736,0.005000,0.023700,0.001300,0.001800,0.1143,0.016800,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,5,5,0,68,34,0,26,1,0,2,10,0,0,0,0,0,0,0,0.1792,0,28,1.8232,0,0.9324,1.1116,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4800,5361.1836,5524.6172,6228.8672,0,10885.8008,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,0.1882,0.062400,0.051800,0.014300,0.1546,0.015900,0.1097,0.064300,0.002900,0.007700,1.7603,1.7852,0.002600,0.012700,0.052600,0.4695,0.3198,0.2697,0.018000,0.005000,0,0.3187,0.016300,0.000800,0.003100,7.9583,8.2145,0.001700,0.001000,0.004500,0.020900,0.045000,0.3745,0.073700,0.001300,0.022700,0.001300,0.001400,0.7395,0.017400,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1052,0,16,0,0,0.3102,0.4154,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7516,5364.6406,5524.6172,6228.8672,0,10889.2578,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1903,268,0,0.2526,0,7.6980,1,0,0,0,0,0,0,0,0
,5.7605,0.1040,0.3799,0.020700,0.1422,0.020600,0.090000,0,0.003200,0.007500,1.5823,1.6045,0.001700,0.008000,0.037200,3.0645,0.2994,0.2669,0.015300,0.008100,2.4285,0.4123,0.048600,0.000600,0.002900,1.6177,1.7165,0.001700,0.000900,0.004100,0.022400,0.1256,1.7678,0.6696,0.001700,0.025600,0.001500,0.001900,0.1172,0.021000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,9,11,0,6,1028,0,26,1,0,2,18,0,0,0,0,0,0,0,0.2119,0,33.5000,7.9824,0,2.1605,2.3724,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9425,5360.3789,5524.6172,6228.8672,0,10884.9961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0.1793,0,0,0,0,0,0,0,0,0,0
,0.1887,0.063100,0.1053,0.013000,0.1009,0.015500,0.1011,0.058100,0.002400,0.007100,1.9066,1.9276,0.001800,0.008100,0.043600,0.4579,0.3045,0.2498,0.015800,0.004200,0,0.2454,0.018700,0.001000,0.089000,1.4459,0.4704,0.001500,0.000900,0.003400,0.017300,0.051100,0.4856,0.1119,0.002000,0.022700,0.001300,0.001700,0.1046,0.014700,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1311,0,25,0,0,0.4054,0.5365,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3127,5363.9023,5524.6172,6228.8672,0,10888.5195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,1.2389,0,0,0,0,0,0,0,0,0,0
,4.9428,0.078000,0.1639,0.012000,0.1093,0.017500,0.064500,0,0.003000,0.007700,2.1005,2.1242,0.001800,0.008000,0.042700,1.6029,0.3272,0.3330,0.017300,0.005500,3.2739,0.3468,0.021200,0.000500,0.002800,0.4457,0.5170,0.001800,0.000700,0.002800,0.020400,0.1292,0.5973,0.2753,0.001600,0.021100,0.001300,0.001600,0.1029,0.013000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,4,4,0,0,26,0,26,1,0,1,8,0,0,0,0,0,0,0,0.1580,0,30,0,0,0.5032,0.6612,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3259,5363.5898,5524.6211,6228.8672,0,10888.2109,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,7257,390,0,0.4832,0.1414,0,0,0,0,0,0,0,0,0,0
,0.1968,0.067000,0.074100,0.013900,0.1165,0.016900,0.087900,0,0.002600,0.007500,1.8816,1.9045,0.002700,0.011800,0.052500,0.6187,0.4155,0.4075,0.019500,0.006200,0,0.3786,0.021800,0.000500,0.003200,0.4334,0.5469,0.001400,0.001200,0.004800,0.020500,0.049600,0.5368,0.1059,0.001500,0.020600,0.001300,0.001600,0.1303,0.014500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1348,0,24.5000,0,0,0.4574,0.5922,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0222,5359.3633,5524.6211,6228.8672,0,10883.9844,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0.1227,0,0,0,0,0,0,0,0,0,0
,6.2462,0.084400,0.3351,0.017000,0.1205,0.017600,0.078900,0,0.003300,0.008500,2.2748,2.3001,0.002200,0.012500,0.064500,1.8961,0.5562,0.3491,0.023200,0.009300,3.7280,0.4281,0.017700,0.000600,0.002700,0.4950,0.5799,0.001900,0.000900,0.003200,0.020600,0.050700,0.4919,0.4023,0.001600,0.024300,0.001500,0.001600,0.1084,0.013400,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,4,4,0,0,26,0,26,0,0,1,8,0,0,0,0,0,0,0,0.1293,0,24,0,0,0.5570,0.6863,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2773,5374.7461,5524.6211,6228.8672,0,10899.3672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0.1309,0,0,0,0,0,0,0,0,0,0
,0.1624,0.082100,0.1246,0.014600,0.1900,0.020900,0.1108,0.074100,0.002300,0.008300,1.8960,1.9195,0.001600,0.008300,0.037600,0.4427,0.2402,0.2375,0.014200,0.004600,0,0.2857,0.017000,0.000600,0.002900,8.6423,8.9318,0.003200,0.001600,0.007900,0.031000,0.1014,0.7857,0.2301,0.003200,0.049900,0.001900,0.003200,0.8759,0.015700,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.2042,0,24,0,0,0.6703,0.8745,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7208,5375.2031,5524.6211,6228.8672,0,10899.8242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2117,365,0,0.2603,0,8.3993,1,0,0,0,0,0,0,0,0
,5.9136,0.064300,0.2833,0.010800,0.094000,0.015800,0.054400,0,0.002300,0.007300,1.3562,1.3750,0.001600,0.004800,0.034800,2.7659,0.3175,0.2796,0.014200,0.004300,2.9870,0.3257,0.018700,0.001200,0.003400,0.2521,0.4998,0.002000,0.001300,0.003100,0.020800,0.052300,1.2733,0.4732,0.001700,0.022800,0.001500,0.001500,0.1060,0.015100,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,9,11,0,2,1026,0,26,0,0,1,18,0,0,0,0,0,0,0,0.1406,0,21,8.6230,0,1.5617,1.7023,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0417,5379.2578,5524.6211,6228.8672,0,10903.8789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1539,0.073900,0.1412,0.009900,0.1172,0.015900,0.059200,0,0.002900,0.007500,1.9904,2.0118,0.001300,0.008000,0.038900,0.4308,0.2760,0.3129,0.016600,0.004300,0,0.2296,0.013100,0.000600,0.068700,0.4075,0.6151,0.001900,0.001100,0.005000,0.025100,0.051300,0.7380,0.091700,0.001400,0.023100,0.001400,0.001600,0.3010,0.014300,0.000800,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1709,0,27,0,0,0.6624,0.8333,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2328,5378.2617,5524.6211,6228.8672,0,10902.8828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,4.5060,0.080000,0.1810,0.014500,0.1201,0.018800,0.1212,0.077700,0.003300,0.007000,1.8427,1.8653,0.001800,0.009400,0.046700,1.8359,0.3154,0.2708,0.015000,0.007900,2.6383,0.3563,0.027100,0.000800,0.003800,0.2765,0.5969,0.001800,0.001000,0.004700,0.023600,0.061700,0.6322,0.3745,0.001700,0.025400,0.001800,0.002000,0.1332,0.015600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.1387,0,21.5000,0,0,0.5556,0.6943,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0015,5379.2148,5524.6250,6228.8672,0,10903.8398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,7075,391,0,0.3695,0,0,0,0,0,0,0,0,0,0,0
,0.1741,0.089900,0.1113,0.014500,0.1106,0.018200,0.090300,0,0.002900,0.008800,1.9929,2.0198,0.001700,0.009700,0.043000,0.4486,0.2710,0.2384,0.013700,0.004300,0,0.2399,0.016100,0.000600,0.002400,0.2552,1.2940,0.001200,0.000800,0.002700,0.016300,0.054700,0.6866,0.093600,0.001900,0.023400,0.001200,0.001900,0.1375,0.014600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1459,0,32,0,0,0.6263,0.7722,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1462,5378.8086,5524.6250,6228.8672,0,10903.4336,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1840,0.078500,0.2014,0.014600,0.1324,0.019900,0.074600,0,0.002700,0.007400,1.8158,1.8382,0.001900,0.008700,0.046300,1.5027,0.3202,0.2574,0.016700,0.005300,3.6642,0.3370,0.016700,0.000700,0.002200,1.3833,1.4149,0.002700,0.002100,0.004400,0.027200,0.068900,0.5405,0.3017,0.002300,0.025600,0.001800,0.001900,0.1430,0.015700,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,26,0,26,0,0,2,8,0,0,0,0,0,0,0,0.1545,0,21,0,0,0.4760,0.6305,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4176,5373.6875,5524.6250,6228.8672,0,10898.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0.1864,0,0,0,0,0,0,0,0,0,0
