EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/Generic_RepNotifies,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait/StartPhysics,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.053300,0.006500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3419,0.005300,1,0.012200,0.080400,0.012400,1.4490,0.032600,0.1859,0,0.001000,0.004300,0.030400,0.3513,0.4941,0.1597,0.004300,0.056600,0.037600,0.4448,0.019800,0.000700,0.072800,0.057200,0.017300,0.028400,0.005000,0.1223,1.1872,0.039200,0.2238,0.043500,0.072400,0.002300,0.019400,0.001400,0.006600,0.001400,0.018400,0.040300,0.045500,0.004600,0.000100,0.2018,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1725,0.043125,4,0.010000,0.064600,16.9196,8548.2031,2463.9453,2438.6680,0,11012.1484,0,0,0,0,0,16.6667,0.4605,28.6826,0,0,0,0,0,0,0,0,0,0
,0.045100,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2369,0.004600,1,0.011600,0.085500,0.011100,1.3114,0.030900,0.1415,0.1957,0.001300,0.005500,0.036300,0.3603,0.4523,0.1090,0.004000,0.058600,0.040700,0.2367,0.021900,0.000700,0.002200,0.061800,0.014400,0.028300,0.005300,0.1405,1.0750,0.041600,0.2117,0.063300,0.091600,0.019300,0.020900,0.001400,0.006800,0.001500,0.019800,0.044300,0.042000,0.004600,0.000100,0.022300,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2101,0.052525,4,0.041600,0.074700,16.2173,8548.2031,2463.9453,2438.6680,0,11012.1484,0,0,0,0,0,16.6667,0.4480,29.4068,0,0,0,0,0,0,0,0,0,0
,0.053700,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2213,0,0,0.013300,0.089000,0.012500,1.6066,0.033000,0.1801,0,0.001200,0.004400,0.027000,0.3746,0.4909,0.1468,0.004700,0.062900,0.039900,0.2813,0.021800,0.001000,0.002000,0.069100,0.018500,0.033900,0.005600,0.1325,1.3401,0.043200,0.2284,0.046700,0.075900,0.002500,0.020400,0.001400,0.006800,0.001500,0.019700,0.044200,0.046200,0.005300,0.000100,0.1523,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1980,0.049500,4,0.010000,0.074600,17.0501,8548.2031,2463.9453,2438.6680,0,11012.1484,0,0,0,0,0,16.6667,0.5055,28.4440,0,0,558,384,0,0.1607,0,0,0,0
,0.053300,0.007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2075,0.003900,1,0.014800,0.096900,0.014400,1.3746,0.030600,0.1120,0.1716,0.001000,0.004700,0.027300,0.3901,0.4243,0.1358,0.004100,0.060800,0.041600,0.1913,0.024000,0.000700,0.021300,0.075800,0.017500,0.031600,0.005800,0.1356,1.0867,0.046300,0.2177,0.046000,0.075900,0.002400,0.019300,0.001300,0.007500,0.001900,0.021300,0.068200,0.056500,0.006200,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2062,0.051550,4,0.040700,0.071700,16.3663,8548.0977,2463.9492,2438.6680,0,11012.1523,0,0,0,0,0,16.6667,0.4763,28.8472,0,0,0,0,0,0,0,0,0,0
,0.047000,0.010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3094,0.003600,1,0.013700,0.087400,0.013600,1.8180,0.030500,0.2833,0,0.001400,0.004600,0.026800,0.3611,0.4637,0.1374,0.004500,0.060100,0.040500,0.3596,0.022400,0.000900,0.002600,0.065800,0.018100,0.031600,0.005600,0.1263,1.3458,0.045200,0.4077,0.065300,0.079500,0.009200,0.023100,0.001500,0.006200,0.001300,0.010200,0.035400,0.049900,0.005100,0.000100,0.1556,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2037,0.050925,4,0.041100,0.067600,17.3197,8548.0352,2464.0117,2438.6680,0,11012.1094,0,0,0,0,0,16.6667,0.4731,28.9363,0,0,0,0,0,0,0,0,0,0
,0.038800,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2707,0.006300,1,0.011600,0.078200,0.010700,1.4101,0.028300,0.099800,0.1507,0.001100,0.004100,0.036400,0.3520,0.4645,0.1054,0.004100,0.056800,0.036400,0.2480,0.026000,0.000900,0.002400,0.065900,0.018200,0.034000,0.005600,0.1436,1.1558,0.044000,0.2348,0.046900,0.075100,0.002600,0.021000,0.001300,0.006200,0.001200,0.018300,0.041100,0.043400,0.004300,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.050625,4,0.042300,0.062300,15.8865,8547.9805,2464.0742,2438.7930,0,11012.1094,0,0,0,0,0,16.6667,0.5407,28.5877,0,0,542,385,0,0.1046,0,0,0,0
,0.047900,0.006500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3309,0.003700,1,0.012400,0.082700,0.012200,1.5719,0.046300,0.1998,0,0.000900,0.004000,0.027400,0.3235,0.4768,0.1353,0.004400,0.057200,0.039000,0.3307,0.018000,0.000700,0.084000,0.064500,0.016300,0.030300,0.006000,0.1909,1.3426,0.051700,0.2284,0.044000,0.083000,0.002300,0.022600,0.001300,0.006100,0.001600,0.019000,0.042300,0.047300,0.005200,0.000100,0.1489,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2067,0.051675,4,0.042100,0.066200,17.1757,8547.9844,2464.0742,2438.7930,0,11012.0547,0,0,0,0,0,16.6667,0.4606,29.3961,0,0,0,0,0,0,0,0,0,0
,0.055500,0.007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2368,0,0,0.013200,0.086600,0.012700,1.4412,0.029500,0.1167,0.1597,0.001100,0.005600,0.030000,0.3763,0.4472,0.1095,0.004700,0.065900,0.043900,0.2888,0.024400,0.000700,0.002400,0.070200,0.016800,0.032400,0.005700,0.1226,1.1414,0.042500,0.2474,0.046900,0.082900,0.002600,0.018400,0.001300,0.006600,0.001600,0.010600,0.035300,0.063600,0.005700,0.000100,0.021800,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2495,0.062375,4,0.047800,0.089700,16.3329,8557.1055,2464.0742,2438.7930,0,11012.0586,0,0,0,0,0,16.6667,0.4974,28.1520,0,0,0,0,0,0,0,0,0,0
,0.040200,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2782,0.002800,1,0.012500,0.088300,0.012300,1.3767,0.032000,0.092000,0,0.001100,0.004600,0.036300,0.4109,0.4831,0.1465,0.004500,0.065600,0.041100,0.2765,0.023300,0.000700,0.002400,0.072700,0.019300,0.036500,0.007200,0.1233,1.1140,0.043000,0.2052,0.046400,0.078200,0.002800,0.020200,0.001300,0.006400,0.001700,0.020100,0.044300,0.048200,0.005400,0.000100,0,0,0,63,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2370,0.059250,4,0.044500,0.076900,16.4987,8557.0430,2464.0742,2438.7930,0,11021.1797,0,0,0,0,0,16.6667,0.4469,28.3618,0,0,538,384,0,0.1181,1,0,0,0
,0.048700,0.006900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2246,0,0,0.013300,0.086800,0.012400,1.6163,0.045400,0.1835,0,0.001200,0.004500,0.029500,0.4275,0.4957,0.1176,0.004700,0.065900,0.055400,0.2602,0.025800,0.000800,0.002600,0.068100,0.017200,0.031700,0.005400,0.1268,1.3155,0.046300,0.2301,0.048900,0.089500,0.002400,0.019900,0.001400,0.006400,0.001600,0.018400,0.042900,0.051000,0.005300,0.000100,0.1554,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2456,0.061400,4,0.048400,0.078100,17.2110,8557.0430,2464.0781,2438.7930,0,11021.1211,0,0,0,0,0,16.6667,0.4747,29.0439,0,0.037700,0,0,0,0,0,0,0,0
,0.048800,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3075,0.004200,1,0.011600,0.078500,0.016600,1.3520,0.031100,0.096100,0.1464,0.000800,0.003800,0.026500,0.4444,0.4361,0.1146,0.004500,0.059300,0.050800,0.2609,0.022000,0.000600,0.002300,0.064900,0.016900,0.031100,0.005800,0.1233,1.0805,0.040800,0.2325,0.044300,0.068600,0.002700,0.019500,0.001300,0.006000,0.001400,0.009500,0.031500,0.057300,0.005100,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2487,0.062175,4,0.052600,0.071600,16.2017,8557.0430,2464.0781,2438.7930,0,11021.1211,0,0,0,0,0,16.6667,0.5009,28.9568,0,0.080500,0,0,0,0,0,0,0,0
,0.028000,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2331,0,0,0.012300,0.081200,0.012800,1.6874,0.027900,0.2007,0.1562,0.001000,0.004300,0.029000,0.3261,0.4283,0.1393,0.004500,0.058000,0.040000,0.2849,0.027300,0.000900,0.002400,0.076900,0.018100,0.031300,0.005900,0.1258,1.3233,0.045200,0.3047,0.051400,0.1321,0.002800,0.025100,0.001300,0.005900,0.001300,0.018100,0.041200,0.043200,0.004400,0.000100,0.1651,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2050,0.051250,4,0.041100,0.067900,17.2070,8556.9805,2464.0781,2438.7930,0,11021.1211,0,0,0,0,0,16.6667,0.4601,29.0491,0,0,568,384,0,0.1078,0,0,0,0
,0.045500,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2648,0,0,0.013400,0.086000,0.012900,1.5285,0.030600,0.1802,0,0.001400,0.004500,0.029200,0.3539,0.5325,0.1708,0.004500,0.064000,0.042600,0.2818,0.017900,0.000500,0.068000,0.067500,0.015400,0.030700,0.005600,0.1239,1.2668,0.042500,0.2069,0.043100,0.082100,0.002300,0.044200,0.001400,0.006200,0.001400,0.018700,0.042200,0.045700,0.005600,0.000100,0.1686,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2101,0.052525,4,0.009800,0.084900,16.5243,8556.9531,2464.0781,2438.7930,0,11021.0586,0,0,0,0,0,16.6667,0.5411,28.6257,0,0,0,0,0,0,0,0,0,0
,0.052200,0.007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2337,0,0,0.012900,0.090200,0.011400,1.4081,0.028800,0.087300,0,0.001200,0.004300,0.028300,0.3502,0.5503,0.1313,0.004300,0.059800,0.039000,0.2373,0.022600,0.000600,0.002400,0.074200,0.016200,0.030800,0.005800,0.1291,1.1400,0.045700,0.2161,0.051300,0.082300,0.002900,0.020700,0.001300,0.006800,0.001800,0.010300,0.034600,0.049900,0.006100,0.000100,0.021300,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2328,0.058200,4,0.049400,0.068800,16.1917,8556.9531,2464.0781,2438.7930,0,11021.0312,0,0,0,0,0,16.6667,0.4893,29.4300,0,0,0,0,0,0,0,0,0,0
,0.043300,0.006600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2489,0.002400,1,0.013200,0.091400,0.012800,1.3770,0.033200,0.1033,0.1739,0.001200,0.005000,0.033000,0.3790,0.4701,0.1126,0.004600,0.076600,0.042800,0.3074,0.019000,0.000900,0.002100,0.070100,0.016200,0.033600,0.006200,0.1250,1.1036,0.047400,0.2153,0.052600,0.097100,0.002600,0.020500,0.001300,0.007100,0.001700,0.020400,0.046000,0.050500,0.005600,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2343,0.058575,4,0.043900,0.086300,16.8309,8557.3633,2464.0781,2438.7930,0,11021.0312,0,0,0,0,0,16.6667,0.4875,28.3674,0,0,542,383,0,0.1233,0,0,0,0
,0.051600,0.006600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3570,0.011200,1,0.012800,0.085000,0.012900,1.5993,0.030700,0.2013,0.1690,0.001100,0.004900,0.033500,0.3432,0.4608,0.1564,0.004700,0.076500,0.041000,0.3302,0.026000,0.001000,0.002200,0.067900,0.017600,0.031600,0.006300,0.1232,1.2431,0.039800,0.2896,0.057200,0.2008,0.003300,0.034700,0.001400,0.006800,0.001500,0.018200,0.041400,0.048100,0.005200,0.000100,0.1496,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2518,0.062950,4,0.058600,0.073700,17.2682,8557.4336,2464.0781,2438.7930,0,11021.4414,0,0,0,0,0,16.6667,0.5050,28.6616,0,0,0,0,0,0,0,0,0,0
,0.047100,0.007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2604,0.004200,1,0.025900,0.087200,0.025100,1.5712,0.035200,0.2028,0,0.001100,0.004500,0.027200,0.3432,0.5174,0.1496,0.004500,0.060900,0.040800,0.3450,0.018500,0.001000,0.002100,0.069100,0.017900,0.034400,0.005900,0.1462,1.3149,0.047000,0.2154,0.049200,0.085800,0.002300,0.020700,0.001400,0.007700,0.001500,0.010000,0.033800,0.047600,0.005500,0.000100,0.1535,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2172,0.054300,4,0.043300,0.068500,16.4214,8557.4414,2464.0781,2438.7930,0,11021.5117,0,0,0,0,0,16.6667,0.4887,28.8382,0,0,0,0,0,0,0,0,0,0
,0.053500,0.007400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2461,0,0,0.013200,0.086100,0.011900,1.3104,0.030700,0.087600,0.017700,0.001200,0.004500,0.027900,0.3937,0.6860,0.1106,0.004600,0.064200,0.048700,0.2793,0.020800,0.000900,0.002100,0.065300,0.015400,0.028800,0.005200,0.1388,1.0626,0.044300,0.2101,0.043800,0.076400,0.002500,0.033000,0.001300,0.006400,0.001300,0.018900,0.041500,0.045400,0.005000,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3058,0.076450,4,0.074300,0.077800,16.2955,8557.3164,2464.0781,2438.7930,0,11021.5195,0,0,0,0,0,16.6667,0.4988,28.1491,0,0.035600,561,384,0,0.1114,0,0,0,0
,0.048200,0.007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2316,0,0,0.013100,0.087900,0.012600,1.5391,0.028200,0.2394,0.1689,0.000900,0.004900,0.030100,0.3652,0.4770,0.1479,0.004100,0.061600,0.042100,0.2365,0.019600,0.000900,0.073600,0.068100,0.015300,0.030600,0.005700,0.1226,1.2852,0.040000,0.2105,0.049300,0.078200,0.002200,0.020300,0.001600,0.006500,0.001500,0.020700,0.045600,0.049100,0.005500,0.000100,0.1566,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1991,0.049775,4,0.009000,0.068200,17.1071,8557.9219,2464.0781,2438.7930,0,11021.3945,0,0,0,0,0,16.6667,0.4805,28.8061,0,0,0,0,0,0,0,0,0,0
,0.033400,0.006600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2390,0,0,0.013500,0.088200,0.012600,1.3950,0.036400,0.1995,0.1511,0.001100,0.004700,0.028700,0.3307,0.4320,0.1500,0.004500,0.066500,0.043400,0.2636,0.026000,0.000600,0.002300,0.071800,0.016700,0.031100,0.006000,0.1437,1.1464,0.050700,0.2181,0.073700,0.079400,0.009000,0.020400,0.001300,0.006400,0.001600,0.010500,0.039900,0.049700,0.005500,0.000100,0.023000,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2874,0.071850,4,0.061100,0.087600,16.2854,8557.9219,2464.0781,2438.7930,0,11022,0,0,0,0,0,16.6667,0.4974,28.9365,0,0,0,0,0,0,0,0,0,0
