EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,5.7699,0.075700,0.1559,0.013600,0.1068,0.015200,0.086800,0.002800,0.008000,0.003500,0.025000,0.001300,0.004500,0.034000,1.3814,0.3126,0.019100,1.0530,0.006900,0.4088,0.032600,0.000800,0.002600,0.1653,0.2865,0.001700,0.000900,0.002800,0.017600,0.050300,0.4091,0.4234,0.001300,0.021000,0.001300,0.001400,0.1085,0.013600,0.000100,3.2334,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,49,3,98,0,7,9,9,0,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1074,0,17,0,0,0.3465,0.4539,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1200,4406.7422,5483.2891,6219.1602,0,9890.0312,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,2946,365,0,0.2242,0,0,0,0,0,0,0,0,0
,0.1763,0.1024,0.082800,0.012100,0.1804,0.016900,0.087100,0.002200,0.007200,0.003000,0.022800,0.001300,0.004700,0.029400,0.4978,0.2776,0.015800,0.8978,0.004600,0.4101,0.021700,0.001000,0.002700,9.2843,9.5633,0.001900,0.000800,0.005300,0.022800,0.055200,0.5518,0.1069,0.002000,0.024500,0.001300,0.001900,0.1214,0.013800,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1469,0,30,0,0,0.4688,0.6157,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3338,4406.0547,5483.2891,6219.1602,0,9889.3438,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,9.0916,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.7925,0.078300,0.3586,0.010900,0.1102,0.018300,0.057600,0.002400,0.007300,0.003400,0.024000,0.001200,0.004400,0.029000,2.4579,0.2586,0.015800,0.8840,0.006500,0.3690,0.030700,0.000700,0.003300,0.2000,0.3314,0.001200,0.000900,0.002400,0.017900,0.069800,1.0749,0.7868,0.002500,0.030900,0.002100,0.002200,0.1224,0.016300,0.000200,0.1825,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,49,3,97,0,7,12,13,1,2,726,0,26,0,0,1,25,0,0,0,0,0,0,0,0.1395,0,11,6.5605,0,1.3588,1.4983,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8057,4406.0352,5483.2891,6219.1602,0,9889.3242,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2164,0.088500,0.2314,0.019200,0.1091,0.017300,0.1178,0.003300,0.010700,0.004300,0.033700,0.001700,0.005900,0.043500,0.4467,0.3105,0.024900,0.9883,0.005600,0.3983,0.031100,0.000200,0.067300,0.2119,0.3210,0.001700,0.000900,0.002300,0.019000,0.1084,1.1118,0.1609,0.001600,0.021900,0.001400,0.001800,0.096500,0.015500,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,49,3,97,0,7,2,3,0,5,300,0,0,1,0,3,4,0,0,0,0,0,0,0,0.2037,0,41,1.9932,0,1.1868,1.3905,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0009,4405.8672,5483.2891,6219.1602,0,9889.1562,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,5492,391,0,0.3058,0,0,0,0,0,0,0,0,0
,5.5086,0.065300,0.1408,0.011900,0.092700,0.015300,0.080900,0.002500,0.007200,0.003300,0.023700,0.001100,0.004500,0.035200,1.2837,0.2338,0.012400,0.8625,0.005400,0.3609,0.035500,0.000800,0.002800,0.2145,0.3480,0.001600,0.001000,0.002700,0.019700,0.053100,0.3253,0.4198,0.001800,0.020400,0.001300,0.002600,0.091900,0.012100,0.000100,3.3436,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,8,9,1,0,23,0,23,0,0,2,17,0,0,0,0,0,0,0,0.1066,0,12.5000,0,0,0.2384,0.3450,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3920,4405.6602,5483.2891,6219.1602,0,9888.9492,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
,0.1497,0.074300,0.093800,0.015200,0.1012,0.016300,0.094600,0.002400,0.007800,0.003600,0.026300,0.001100,0.004900,0.034000,0.3864,0.2531,0.017300,0.9216,0.004300,0.4335,0.029800,0.000700,0.002500,0.2614,0.3862,0.001400,0.001000,0.002500,0.018800,0.053800,0.6402,0.1331,0.001800,0.021900,0.001400,0.001700,0.090900,0.014400,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1520,0,36.5000,0,0,0.5625,0.7145,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9456,4405.4023,5483.2891,6219.1602,0,9888.6914,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.8650,0.070100,0.2271,0.014600,0.1056,0.015100,0.081300,0.002100,0.008000,0.003100,0.023900,0.001200,0.004800,0.035300,1.3882,0.2560,0.014400,0.8893,0.004500,0.4855,0.033600,0.000800,0.002400,1.4294,1.4104,0.001300,0.000800,0.003200,0.019300,0.049100,0.6544,0.4586,0.001300,0.024200,0.001400,0.001500,0.097300,0.013900,0.000100,2.5314,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,10,10,0,4,26,0,26,0,0,3,20,0,0,0,0,0,0,0,0.1500,0,32.5000,0,0,0.6180,0.7680,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4410,4405.0117,5483.2891,6219.1602,0,9888.3008,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0.1412,0,0,3916,367,0,0.2875,0,0,0,0,0,0,0,0,0
,0.1773,0.067900,0.075200,0.014900,0.1571,0.017400,0.084600,0.002700,0.007200,0.003100,0.024100,0.001300,0.005700,0.034800,0.5058,0.2711,0.014200,1.4281,0.009500,0.4966,0.038200,0.001100,0.002800,9.1093,9.2653,0.001900,0.000900,0.005300,0.024500,0.055200,0.4654,0.1050,0.001700,0.024500,0.001400,0.001900,0.1145,0.014300,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1193,0,19.5000,0,0,0.4012,0.5205,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2902,4404.6836,5483.2891,6219.1602,0,9887.9727,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,9.1018,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.0946,0.070500,0.2919,0.013300,0.084100,0.015300,0.074000,0.002100,0.006500,0.003600,0.022500,0.001200,0.005400,0.030500,2.4553,0.3107,0.021300,1.0769,0.007600,0.3262,0.029900,0.000600,0.001900,0.004800,0.1135,0.002100,0.001100,0.002200,0.016200,0.045100,0.9478,0.5482,0.001200,0.021100,0.001400,0.001400,0.1118,0.012500,0.000200,0.2975,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,12,13,1,1,726,0,26,0,0,2,25,0,0,0,0,0,0,0,0.1276,0,15,6.4014,0,1.1831,1.3107,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7436,4404.6211,5483.2891,6219.1602,0,9887.9102,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1796,0.071700,0.1531,0.009800,0.079100,0.011800,0.063700,0.002500,0.006700,0.002800,0.022000,0.001100,0.003900,0.028000,0.3410,0.2227,0.017600,0.9858,0.004400,0.3297,0.022600,0.000500,0.073100,0.004700,0.099200,0.001300,0.000600,0.001500,0.013100,0.053900,1.0045,0.1169,0.000800,0.019200,0.000900,0.001100,0.097600,0.014000,0.000200,0.1153,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,1,300,0,0,1,0,2,4,0,0,0,0,0,0,0,0.1821,0,38,1.9502,0,0.9968,1.1789,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8761,4404.3086,5483.2891,6219.1602,0,9887.5977,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,5736,391,0,0.3972,0,0,0,0,0,0,0,0,0
,4.9375,0.080000,0.2024,0.014300,0.1038,0.018500,0.095900,0.002600,0.007800,0.003900,0.026400,0.001500,0.005000,0.040800,1.4416,0.3487,0.019700,1.0770,0.006500,0.3332,0.029600,0.000800,0.002900,0.004500,0.1307,0.001500,0.000800,0.002200,0.017300,0.067100,0.5870,0.5904,0.002500,0.026900,0.001600,0.002500,0.1272,0.017400,0.000100,2.0500,0,0,0,0,59,0,0,0,0,0,0,2,2,2,2,48,4,96,0,6,9,10,1,1,23,0,23,0,0,4,18,0,0,0,0,0,0,0,0.1476,0,16.5000,0,0,0.4958,0.6434,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5044,4403.7891,5483.2891,6219.1602,0,9887.0781,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
,0.1479,0.069200,0.1025,0.014500,0.091500,0.015500,0.082600,0.002400,0.007000,0.003500,0.023900,0.001400,0.004900,0.036400,0.3810,0.2778,0.016100,0.9640,0.004400,0.4101,0.025400,0.000600,0.002300,0.004200,0.1135,0.001200,0.000800,0.002100,0.015300,0.064800,0.7026,0.1166,0.001600,0.018800,0.001400,0.001700,0.1076,0.014400,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1469,0,39,0,0,0.6407,0.7876,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8201,4403.5742,5483.2891,6219.1602,0,9886.8633,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.5789,0.075800,0.3776,0.015700,0.1066,0.017300,0.090200,0.002700,0.008600,0.004100,0.029400,0.001300,0.005700,0.039800,1.7313,0.3275,0.017500,1.1512,0.007400,0.2808,0.035200,0.001000,0.017800,0.005100,0.1312,0.001700,0.001000,0.002500,0.019800,0.055400,1.1596,0.5894,0.005400,0.020800,0.001300,0.001500,0.094300,0.013600,0.000200,2.7294,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,10,10,0,68,34,0,26,1,0,2,20,0,0,0,0,0,0,0,0.2474,0,36,1.9307,0,1.2481,1.4955,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6113,4403.3672,5483.2891,6219.1602,0,9886.6562,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,4004,367,0,0.3877,0,2,0,0,0,0,0,0,0
,0.1368,0.080300,0.1514,0.013700,0.1503,0.020900,0.093600,0.002700,0.008400,0.004100,0.026900,0.001800,0.005600,0.036100,0.4081,0.2787,0.013300,1.1316,0.004900,0.3864,0.026800,0.000500,0.001600,8.1722,8.3161,0.002300,0.001100,0.005200,0.027300,0.066900,0.9528,0.1371,0.002200,0.029600,0.001700,0.002100,0.1462,0.015400,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,6,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2166,0,26.5000,0,0,0.8559,1.0725,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8732,4403.1523,5483.2891,6219.1602,0,9886.4414,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,8.1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6242,0.063600,0.2836,0.008900,0.084300,0.013100,0.069700,0.002700,0.008200,0.003700,0.025100,0.001100,0.004200,0.035500,2.8401,0.3884,0.023400,1.4623,0.010300,0.4142,0.036000,0.000700,0.002000,0.004100,0.7720,0.001000,0.000800,0.002500,0.014100,0.1098,0.8879,0.5968,0.001300,0.020700,0.001200,0.001400,0.1051,0.013900,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,9,9,0,12,28,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1721,0,37,0,0,0.8202,0.9923,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8452,4402.6875,5483.2891,6219.1602,0,9885.9766,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1606,0.072800,0.089400,0.012300,0.087500,0.013400,0.1235,0.002100,0.008200,0.003700,0.026000,0.001300,0.006900,0.036400,0.4124,0.2775,0.015500,0.9763,0.003900,0.4000,0.026900,0.000500,0.065100,0.003700,0.091500,0.001100,0.000600,0.002100,0.014400,0.045500,0.4958,0.1104,0.000900,0.016600,0.000900,0.001000,0.079000,0.011900,0.000200,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1250,0,19,0,0,0.4153,0.5403,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0725,4402.9727,5483.2891,6219.1602,0,9886.2617,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,3446,391,0,0.3955,0,0,0,0,0,0,0,0,0
,5.3499,0.072000,0.093000,0.011400,0.1020,0.017800,0.1004,0.002300,0.007900,0.004100,0.025900,0.001000,0.004100,0.032800,0.4085,0.2691,0.015600,0.9024,0.004200,0.3892,0.031700,0.000700,0.002300,0.004600,0.1290,0.001900,0.000700,0.002700,0.017500,0.1536,0.6412,0.1377,0.002200,0.030400,0.001600,0.002200,0.1017,0.011500,0.000300,4.0331,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,50,2,98,0,8,1,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0.2029,0,28.5000,0,0,0.5041,0.7070,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2530,4402.9102,5483.2891,6219.1602,0,9886.1992,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1498,0.071000,0.2111,0.012800,0.098700,0.016700,0.070000,0.002300,0.007000,0.003300,0.023800,0.001200,0.004600,0.032700,1.1999,0.2488,0.019800,1.2406,0.005400,0.3631,0.025000,0.000400,0.002200,0.004100,0.1111,0.001300,0.000800,0.002100,0.014700,0.1412,0.5392,0.4647,0.002300,0.026800,0.001500,0.002000,0.091600,0.012900,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,49,3,98,0,7,9,9,0,2,26,0,26,1,0,1,18,0,0,0,0,0,0,0,0.1104,0,20.5000,0,0,0.5249,0.6353,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5000,4402.8086,5483.2891,6219.1602,0,9886.0977,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.8505,0.077400,0.081100,0.014600,0.1055,0.016500,0.1049,0.002500,0.008800,0.003900,0.028200,0.001600,0.004600,0.039100,0.4714,0.3793,0.022800,1.5376,0.005200,0.3432,0.028800,0.000900,0.002000,0.003600,0.1283,0.001200,0.000500,0.002400,0.016200,0.051600,0.6102,0.1271,0.001900,0.018700,0.001000,0.001600,0.3237,0.012600,0.000200,2.7893,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1381,0,24.5000,0,0,0.5327,0.6708,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3266,4402.7578,5483.2891,6219.1602,0,9886.0469,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2098,364,0,0.2750,0,0,0,0,0,0,0,0,0
,0.1516,0.073500,0.1672,0.014500,0.1187,0.016200,0.092500,0.002400,0.007200,0.003500,0.024400,0.001500,0.005300,0.038700,1.2490,0.2658,0.015200,0.9194,0.005100,0.3995,0.023900,0.000600,0.001800,6.0786,6.1941,0.002200,0.000800,0.004100,0.022400,0.054700,0.4619,0.4727,0.001800,0.022700,0.001400,0.001800,0.092900,0.014800,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1190,0,20,0,0,0.4007,0.5197,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8631,4402.5781,5483.2891,6219.1602,0,9885.8672,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,6.0740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8746,0.070300,0.2142,0.009100,0.1029,0.016500,0.065200,0.002200,0.007000,0.003100,0.021600,0.001100,0.003600,0.029800,2.0238,0.2771,0.014800,0.8376,0.004700,0.4562,0.036600,0.000700,0.002800,0.005500,0.1454,0.001900,0.001200,0.002900,0.020100,0.083200,0.7438,0.4702,0.001800,0.029100,0.001700,0.001800,0.1114,0.015000,0.000200,2.6956,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1765,0,25.5000,0,0,0.6615,0.8380,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4972,4402.5156,5483.2891,6219.1602,0,9885.8047,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1695,0.069800,0.094000,0.011200,0.2015,0.016300,0.1699,0.002200,0.006900,0.003000,0.021800,0.001200,0.004300,0.030700,0.9454,0.2505,0.020700,1.4453,0.005000,0.5117,0.036300,0.000600,0.079200,0.005000,0.1195,0.001200,0.000800,0.002200,0.016500,0.050400,0.4692,0.1082,0.001600,0.021300,0.001300,0.001700,0.086400,0.013100,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1089,0,21.5000,0,0,0.4036,0.5125,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8973,4402.2422,5483.2891,6219.1602,0,9885.5312,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2458,390,0,0.3034,0,0,0,0,0,0,0,0,0
