EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GuLiBuildingShieldComponent,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1362,0.068100,0.011200,0.1211,0.013200,0.077500,0.001900,0.005700,0.003100,0.022400,0.001100,0.003700,0.027500,0.3703,0.1982,0.9579,0.017400,0.003800,0.1254,0.3217,0.016700,0.000600,0.001800,7.3239,7.4264,0.001500,0.000600,0.003900,0.019700,0.047800,0.4686,0.001400,0.023600,0.001400,0.001700,0.5876,0.014100,0.000100,0.038700,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1285,0,27.5000,0,0,0.3352,0.4637,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3298,8595.5352,5458.3203,6222.0859,0,14053.8555,0,0,0,7.1283,0,1,521,380,0,0.097300,0,0,0,0,0,0,0,0,0,0,0
,5.6257,0.056300,0.009800,0.081600,0.011600,0.057800,0.001500,0.005100,0.002700,0.020400,0.001000,0.003400,0.026000,2.1805,0.2153,0.8520,0.014800,0.003500,0.5516,0.2685,0.017300,0.000600,0.001900,0.2608,1.3809,0.001300,0.000800,0.002000,0.017800,0.044600,0.6506,0.001600,0.018700,0.001400,0.001400,0.059800,0.011700,0.000300,2.6257,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,12,13,2,2,726,0,26,0,0,2,25,0,0,0,0,0,0,0,0.1030,0,3.5000,6.5322,0,0.7187,0.8217,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1255,8595.6523,5458.3203,6222.0859,0,14053.9727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1418,0.051200,0.010900,0.089300,0.011100,0.058300,0.001900,0.005600,0.002800,0.021000,0.001000,0.003800,0.026800,0.3297,0.2142,0.8352,0.014000,0.002800,0.1403,0.4161,0.017900,0.000800,0.064100,1.3322,1.2816,0.001200,0.000900,0.001900,0.015300,0.046600,0.8435,0.001400,0.017600,0.001300,0.001100,0.049300,0.010700,0.000100,0.1370,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,21,300,0,0,1,0,2,4,0,0,0,0,0,0,0,0.1579,0,41,1.9941,0,0.7773,0.9352,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2814,8595.6523,5458.3203,6222.0859,0,14053.9727,0,0,0.1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1083,0.063200,0.011900,0.077300,0.011300,0.069000,0.002200,0.006000,0.003600,0.024000,0.001200,0.004300,0.033200,0.3253,0.1943,0.8304,0.015300,0.003100,0.097300,0.3261,0.016100,0.000600,0.001700,0.1154,0.2109,0.001100,0.000800,0.001900,0.014500,0.046500,0.4601,0.001400,0.019900,0.001600,0.001300,0.053500,0.010700,0.000100,3.9640,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1169,0,34,0,0,0.3391,0.4560,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2376,8595.7305,5458.3203,6222.0859,0,14054.0508,0,0,0,0,0,0,474,345,0,0.1310,0,0,0,0,0,0,0,0,0,0,0
,0.1347,0.082700,0.010300,0.076800,0.010700,0.064500,0.001800,0.006000,0.003400,0.022900,0.001200,0.003700,0.026500,1.2745,0.2302,0.8474,0.014500,0.003500,0.5092,0.2930,0.016800,0.000600,0.002100,0.1718,0.2813,0.001300,0.000900,0.001900,0.013900,0.039800,0.3741,0.001100,0.019400,0.001400,0.001400,0.045400,0.011700,0.000200,0,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,0,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1089,0,21,0,0,0.2610,0.3699,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9184,8595.7305,5458.3203,6222.0859,0,14054.0508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4981,0.056600,0.009800,0.074900,0.011300,0.062500,0.001800,0.005300,0.003300,0.021600,0.001200,0.003500,0.027400,0.8460,0.2185,0.9178,0.015200,0.004400,0.5165,0.2991,0.017800,0.000700,0.002100,0.1986,0.2929,0.001100,0.000800,0.001900,0.014400,0.043900,0.4525,0.001600,0.021000,0.001500,0.001300,0.049000,0.012100,0.000100,3.3068,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1192,0,26.5000,0,0,0.3284,0.4476,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8446,8595.7656,5458.3203,6222.0859,0,14054.0859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1499,0.059700,0.009300,0.1310,0.012500,0.060000,0.002200,0.005600,0.003500,0.022300,0.001000,0.003600,0.026600,0.6659,0.2125,1.0010,0.016000,0.003300,0.1029,0.3400,0.017700,0.000500,0.001900,7.0286,7.1443,0.004400,0.000900,0.005200,0.029100,0.047300,0.4629,0.001400,0.022600,0.001400,0.001900,0.5788,0.014500,0.000100,0.094600,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1266,0,24,0,0,0.3317,0.4583,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5897,8595.8672,5458.3203,6222.0859,0,14054.1875,0,0,0,6.8208,0,1,516,380,0,0.1031,0,0,0,0,0,0,0,0,0,0,0
,5.8174,0.061800,0.010600,0.091500,0.012000,0.068000,0.002100,0.005900,0.003400,0.023800,0.001200,0.004900,0.025800,1.9848,0.2260,0.8357,0.015800,0.004100,0.5535,0.2770,0.020900,0.000500,0.002400,0.2162,0.3147,0.001200,0.000700,0.001700,0.015500,0.061900,0.8833,0.001800,0.022700,0.001400,0.001400,0.048000,0.012600,0.000100,2.6790,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,12,12,0,4,626,0,26,0,0,2,24,0,0,0,0,0,0,0,0.1285,0,26.5000,5.5010,0,0.8284,0.9569,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2164,8595.6406,5458.3242,6222.0859,0,14053.9648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1414,0.055200,0.009900,0.080800,0.010800,0.059600,0.001800,0.005800,0.003400,0.021900,0.001000,0.003900,0.028100,0.7916,0.2285,0.8768,0.014800,0.003100,0.1604,0.2979,0.017700,0.000400,0.062000,1.4388,1.3610,0.001200,0.000800,0.002700,0.015700,0.044800,0.9252,0.004100,0.019800,0.001300,0.001300,0.051900,0.013400,0.000100,0.020800,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,3,5,0,68,408,0,0,1,0,2,6,0,0,0,0,0,0,0,0.1677,0,32,3.1943,0,0.8669,1.0346,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4153,8595.6406,5458.3242,6222.0859,0,14053.9648,0,0,0.1693,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1282,0.064300,0.011600,0.083700,0.012500,0.075800,0.002100,0.006400,0.003700,0.025500,0.001100,0.004900,0.033000,0.8452,0.2541,0.8748,0.017500,0.003600,0.3801,0.2969,0.018900,0.000700,0.002200,0.1268,0.2251,0.001300,0.000700,0.002300,0.014600,0.046300,0.3048,0.001500,0.021500,0.001400,0.001400,0.2956,0.012200,0.000100,3.0401,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,8,9,1,1,22,0,22,0,0,2,16,0,0,0,0,0,0,0,0.095412,0,10,0,0,0.2050,0.3004,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2118,8595.7031,5458.3242,6222.0859,0,14054.0273,0,0,0,0,0,0,498,376,0,0.092600,4,0,0,0,0,0,0,0,0,0,0
,0.1554,0.056700,0.010800,0.076900,0.011100,0.067300,0.001800,0.006400,0.003200,0.024100,0.001100,0.004200,0.028900,0.6960,0.2013,0.8830,0.015900,0.003200,0.092500,0.2823,0.017100,0.000500,0.001800,0.1725,0.2673,0.001300,0.000800,0.001700,0.014100,0.1186,0.7306,0.001100,0.018100,0.001400,0.001200,0.041400,0.011200,0.000100,0.068400,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,6,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1600,0,40.5000,0,0,0.5657,0.7257,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5465,8595.7656,5458.3242,6222.0859,0,14054.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1962,0.057500,0.009800,0.099300,0.011300,0.059300,0.002100,0.005100,0.002800,0.034100,0.000900,0.004000,0.028200,0.8390,0.2362,0.8674,0.016200,0.004200,0.4071,0.3218,0.017300,0.000600,0.002000,0.1839,0.2726,0.001500,0.000900,0.001600,0.014300,0.1318,0.5063,0.001100,0.019900,0.001700,0.001500,0.048600,0.012000,0.000100,3.1685,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,9,9,0,0,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1169,0,27.5000,0,0,0.3850,0.5019,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4566,8595.8594,5458.3242,6222.0859,0,14054.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1303,0.062500,0.028200,0.1120,0.012400,0.074900,0.002300,0.006300,0.003600,0.024600,0.001200,0.004300,0.028700,0.7069,0.1953,0.8890,0.017100,0.003200,0.098200,0.3002,0.018400,0.000600,0.001900,6.8451,6.9485,0.001300,0.000700,0.003000,0.018900,0.048300,0.4006,0.001400,0.020800,0.001300,0.001700,0.5764,0.012800,0.000100,0.097600,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1116,0,21.5000,0,0,0.2842,0.3958,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9039,8596.1055,5458.3242,6222.0859,0,14054.4297,0,0,0,6.6132,0,1,486,353,0,0.095900,0,0,0,0,0,0,0,0,0,0,0
,5.8612,0.059500,0.008500,0.074800,0.012300,0.053800,0.001600,0.005100,0.002800,0.020500,0.001000,0.003900,0.025800,1.7991,0.1911,0.8388,0.012800,0.003100,0.6079,0.2747,0.018600,0.000800,0.002000,0.2085,0.3028,0.001400,0.000700,0.001800,0.013300,0.057700,0.8973,0.001800,0.024000,0.001500,0.001600,0.061000,0.014900,0.000300,2.9076,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,12,12,0,4,626,0,26,0,0,2,24,0,0,0,0,0,0,0,0.1656,0,29,5.5850,0,0.8801,1.0457,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8156,8596.1055,5458.3242,6222.0859,0,14054.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1345,0.050800,0.009300,0.076300,0.010200,0.062200,0.002300,0.006900,0.003200,0.024600,0.000900,0.003700,0.030400,0.3126,0.2460,0.9116,0.013300,0.003200,0.082600,0.2852,0.015100,0.000600,0.067800,1.4631,1.4224,0.001300,0.000800,0.002100,0.014500,0.039400,0.4525,0.001100,0.037400,0.001500,0.001500,0.043600,0.011200,0.000100,0.090500,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1079,0,23.5000,0,0,0.3407,0.4486,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0677,8596.1602,5458.3242,6222.0859,0,14054.4844,0,0,0.1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1138,0.060100,0.010100,0.080800,0.011900,0.063200,0.001900,0.005500,0.003500,0.021900,0.000900,0.004200,0.029700,1.2434,0.2067,0.8995,0.015500,0.003900,0.4645,0.2677,0.019600,0.000700,0.002500,0.1142,0.2116,0.001500,0.000800,0.001900,0.015600,0.041400,0.5418,0.001200,0.019500,0.001400,0.001300,0.078800,0.011800,0.000200,3.0132,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,11,13,1,0,426,0,26,0,0,2,22,0,0,0,0,0,0,0,0.1008,0,13,3.7402,0,0.5533,0.6541,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2653,8596.2227,5458.3242,6222.0859,0,14054.5469,0,0,0,0,0,0,440,346,0,0.1335,0,0,0,0,0,0,0,0,0,0,0
,0.1391,0.059300,0.011000,0.078900,0.011600,0.060400,0.001900,0.005600,0.003300,0.021700,0.001000,0.003800,0.029200,0.3067,0.1899,0.9081,0.014500,0.003600,0.087900,0.2930,0.014900,0.000600,0.001900,0.1540,1.1438,0.001200,0.000800,0.001800,0.016200,0.046200,0.7545,0.001500,0.019800,0.001700,0.001400,0.066900,0.010900,0.000100,0.074900,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1920,0,39,0,0,0.5571,0.7491,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8593,8596.2578,5458.3242,6222.0859,0,14054.5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2776,0.060700,0.010300,0.084500,0.012200,0.067700,0.002000,0.005900,0.003300,0.022900,0.004900,0.004500,0.028900,1.2925,0.2328,0.9795,0.020800,0.004600,0.4054,0.2841,0.020100,0.000600,0.002400,0.2248,0.3236,0.001600,0.000700,0.002000,0.015900,0.045000,0.5270,0.001400,0.020100,0.001300,0.001700,0.051700,0.013300,0.000100,3.0612,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,2,48,4,96,0,6,9,9,0,2,26,0,26,0,0,3,18,0,0,0,0,0,0,0,0.1528,0,29,0,0,0.3698,0.5226,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8503,8596.2617,5458.3242,6222.0859,0,14054.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1688,0.067000,0.011900,0.1237,0.013500,0.066300,0.002000,0.006600,0.003500,0.024000,0.001100,0.004500,0.031300,0.3467,0.2349,0.8421,0.015100,0.003100,0.098700,0.3764,0.015800,0.000600,0.002500,7.0620,7.1752,0.001900,0.000800,0.003500,0.021400,0.048400,0.4731,0.001400,0.021500,0.001500,0.001500,0.5691,0.014500,0.000200,0.083400,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1239,0,25,0,0,0.3441,0.4680,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4004,8596.3242,5458.3242,6222.0859,0,14054.6484,0,0,0,6.8770,0,1,449,366,0,0.1070,0,0,0,0,0,0,0,0,0,0,0
,5.8506,0.067400,0.010700,0.076600,0.012000,0.049100,0.001800,0.005400,0.003000,0.036100,0.001000,0.003600,0.027000,2.0384,0.2077,0.8380,0.014700,0.003700,0.5288,0.2818,0.018800,0.000500,0.002200,0.1996,0.2976,0.001200,0.000900,0.001900,0.015000,0.045200,0.8246,0.001400,0.020900,0.001500,0.001400,0.052600,0.041900,0.000100,2.7168,0,0,0,0,59,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,12,12,0,2,626,0,26,0,0,1,24,0,0,0,0,0,0,0,0.1121,0,23,5.4385,0,0.8647,0.9768,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1462,8596.1992,5458.4492,6222.0859,0,14054.6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1217,0.075600,0.010800,0.074100,0.010600,0.063500,0.002100,0.005800,0.003100,0.022600,0.001000,0.003900,0.027800,0.7013,0.2134,0.8486,0.014100,0.003000,0.1457,0.3485,0.019000,0.000600,0.061100,0.2280,0.3185,0.001100,0.000800,0.002300,0.015900,0.038600,0.7891,0.001100,0.017500,0.001400,0.001300,0.045300,0.010900,0.000200,0,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,0,400,0,0,1,0,2,5,0,0,0,0,0,0,0,0.1760,0,31,2.9180,0,0.7165,0.8925,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0113,8596.1992,5458.4492,6222.0859,0,14054.6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1903,0.061500,0.011000,0.093100,0.012900,0.069800,0.001900,0.006100,0.003700,0.024100,0.001200,0.004300,0.031300,0.8027,0.2145,0.8649,0.016000,0.003200,0.4009,0.2864,0.019400,0.000800,0.002400,1.3208,1.2783,0.001500,0.000800,0.003600,0.020200,0.044800,0.3364,0.001500,0.021000,0.001400,0.001600,0.055700,0.012900,0.000100,3.2041,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,10,1,2,23,0,23,0,0,2,18,0,0,0,0,0,0,0,0.097416,0,11,0,0,0.2347,0.3321,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2758,8596.2578,5458.4492,6222.0859,0,14054.7070,0,0,0.1432,0,0,0,482,350,0,0.089300,3,0,0,0,0,0,0,0,0,0,0
,0.1487,0.069300,0.011200,0.1136,0.011800,0.079800,0.002900,0.006800,0.003500,0.027100,0.001100,0.004700,0.032200,0.7705,0.3092,1.2502,0.018800,0.004200,0.1043,0.3075,0.017300,0.000500,0.002300,0.1464,0.2445,0.001200,0.000700,0.002000,0.013800,0.044300,0.6365,0.001400,0.021000,0.001600,0.001600,0.051700,0.013300,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1507,0,42,0,0,0.4811,0.6318,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4920,8591.3359,5458.4492,6222.0859,0,14049.7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
