EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1379,0.064400,0.089200,0.010700,0.089500,0.014400,0.078700,0.002400,0.007600,0.003400,0.025000,0.000900,0.004200,0.033400,0.7826,0.2553,0.9467,0.016600,0.004700,0.2621,0.030300,0.000500,0.001900,0.1220,0.2280,0.001800,0.000900,0.002200,0.016700,0.1297,0.5795,0.090000,0.001100,0.020900,0.001300,0.001300,0.1061,0.013700,0.000100,0.072300,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1336,0,29.5000,0,0,0.5143,0.6479,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9813,4609.0820,5471.9883,6198.2383,0,10081.0703,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2542,366,0,0.1668,0,0,0,0,0,0,0,0
,5.2432,0.066600,0.1555,0.012200,0.087500,0.016400,0.086300,0.001900,0.006700,0.003200,0.021400,0.001400,0.003800,0.028000,0.9014,0.2611,1.1310,0.017000,0.005000,0.4082,0.029900,0.000700,0.002400,0.2482,0.3682,0.001800,0.001000,0.003100,0.016900,0.049500,0.4789,0.2565,0.001600,0.018600,0.001400,0.001300,0.1283,0.014600,0.000200,3.0111,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,2,26,0,26,0,0,3,6,0,0,0,0,0,0,0,0.1166,0,21,0,0,0.4207,0.5373,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6268,4608.8477,5471.9883,6198.2383,0,10080.8359,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1686,0.069700,0.065800,0.013000,0.088200,0.014800,0.039200,0.003600,0.018600,0.004100,0.040500,0.001300,0.005900,0.040300,0.4572,0.2912,1.3427,0.018100,0.006300,0.3549,0.032700,0.000700,0.002200,0.2156,0.3276,0.001400,0.000700,0.001900,0.015500,0.049100,0.4719,0,0.001300,0.019100,0.001300,0.001500,0.1272,0.014700,0.000200,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1149,0,24.5000,0,0,0.4145,0.5294,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3847,4608.8477,5471.9883,6198.2383,0,10080.8359,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8696,0.078900,0.2191,0.015700,0.1246,0.016900,0.1536,0.003300,0.010600,0.004500,0.032200,0.001700,0.006800,0.049300,1.4666,0.4443,1.1987,0.022700,0.006700,0.4529,0.036000,0.001300,0.1007,1.7474,1.7406,0.002200,0.001200,0.006100,0.022900,0.065200,0.6057,0.3117,0.002100,0.032100,0.001600,0.002400,0.1350,0.015700,0.000300,3.3462,0.1628,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,2,28,0,28,1,0,3,6,0,0,0,0,0,0,0,0.1617,0,21,0,0,0.5172,0.6789,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7250,4609.2422,5471.9883,6198.2383,0,10081.2305,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0.1632,0,0,2042,364,0,0.1511,0,0,0,0,0,0,0,0
,0.1353,0.068500,0.1483,0.012700,0.1359,0.015100,0.075200,0.002000,0.006600,0.003600,0.023300,0.001200,0.004500,0.032800,0.3965,0.2507,0.8781,0.015300,0.004000,0.4429,0.029500,0.000700,0.002000,7.5180,8.5277,0.002000,0.001000,0.004300,0.022100,0.051200,0.6679,0.098000,0.001500,0.023100,0.001300,0.001500,0.6742,0.015300,0.000300,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1501,0,35,0,0,0.6468,0.7969,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1253,4608.1562,5471.9883,6198.2383,0,10080.1445,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,7.3979,1,0,0,0,0,0,0,0,0,0,0,0,0
,6.2696,0.087900,0.3143,0.012800,0.1056,0.017500,0.075100,0.002100,0.006800,0.003100,0.022500,0.001400,0.004100,0.036200,1.8818,0.2551,0.8780,0.015200,0.005000,0.3983,0.031100,0.001000,0.002300,0.2841,0.4168,0.001600,0.000800,0.003800,0.019700,0.060700,1.3172,0.5093,0.001400,0.027500,0.001500,0.001700,0.1541,0.016900,0.000400,3.3376,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,6,626,0,26,0,0,2,12,0,0,0,0,0,0,0,0.1834,0,25,5.7559,0,1.6483,1.8317,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5952,4607.9922,5471.9883,6198.2383,0,10079.9805,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1567,0.069200,0.1116,0.011300,0.1001,0.1381,0.095800,0.002600,0.006900,0.003700,0.025900,0.001600,0.006000,0.038000,0.7708,0.2545,0.9519,0.014400,0.004800,0.3475,0.031600,0.000800,0.002600,0.2624,0.3799,0.002000,0.000900,0.002300,0.017400,0.051400,0.6774,0.1457,0.001700,0.021700,0.001600,0.001400,0.1046,0.012000,0.000100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,0,400,0,0,0,0,2,5,0,0,0,0,0,0,0,0.1044,0,19.5000,2.9082,0,0.7756,0.8800,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9633,4608.2188,5470.8633,6197.1133,0,10079.0820,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,5498,391,0,0.7076,0,0,0,0,0,0,0,0
,3.3136,0.063500,0.1814,0.010400,0.096400,0.013800,0.072800,0.002200,0.007400,0.003600,0.024200,0.001200,0.004200,0.032000,0.8842,0.2711,0.8611,0.016400,0.004300,0.4779,0.039900,0.000800,0.003000,1.3441,1.3414,0.001700,0.000900,0.015200,0.020000,0.054900,0.5684,0.2504,0.001500,0.020400,0.001300,0.001500,0.1333,0.012700,0.000100,1.3181,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1340,0,28,0,0,0.5009,0.6349,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1484,4607.8906,5470.8633,6197.1133,0,10078.7539,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1771,0.071800,0.1598,0.012000,0.1048,0.015800,0.1105,0.002400,0.007000,0.003400,0.022400,0.001100,0.005200,0.029400,0.8601,0.2481,0.8162,0.010700,0.003200,0.2843,0.031500,0.000300,0.017800,0.2262,0.3736,0.002200,0.001000,0.002200,0.020000,0.077800,0.7270,0.1720,0.002300,0.026100,0.001400,0.001700,0.1402,0.016900,0.000200,0,0.069200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1664,0,26,0,0,0.6466,0.8130,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4314,4607.6680,5470.8633,6197.1133,0,10078.5312,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4998,0.075800,0.2420,0.010500,0.096800,0.018500,0.1086,0.002100,0.007000,0.003100,0.022500,0.000900,0.004100,0.031600,0.9378,0.2573,0.9170,0.017400,0.005300,0.4981,0.040200,0.001000,0.1004,0.2042,0.3347,0.001700,0.001000,0.002500,0.018700,0.068100,0.4798,0.2849,0.001800,0.024000,0.001500,0.002200,0.1358,0.013600,0.000100,3.4316,0.070200,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,2,27,0,27,1,0,3,6,0,0,0,0,0,0,0,0.1207,0,23,0,0,0.4608,0.5815,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5509,4608.7109,5470.8633,6197.1133,0,10079.5742,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,3883,355,0,0.2879,0,0,0,0,0,0,0,0
,0.1778,0.065800,0.083600,0.013300,0.1404,0.015900,0.080500,0.002400,0.007900,0.004000,0.025600,0.001200,0.004100,0.037100,0.7238,0.2653,0.9110,0.014700,0.004200,0.2778,0.030300,0.000500,0.002300,7.1490,7.2720,0.001900,0.000800,0.004800,0.021100,0.054800,0.5078,0.1392,0.001900,0.022800,0.001300,0.001700,0.6614,0.012700,0.000100,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0.1222,0,21,0,0,0.4476,0.5698,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2186,4607.9297,5470.8633,6197.1133,0,10078.7930,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,6.9425,1,0,0,0,0,0,0,0,0,0,0,0,0
,6.1232,0.075000,0.2613,0.012400,0.092600,0.017700,0.059600,0.002100,0.008100,0.004200,0.024700,0.001400,0.004100,0.031300,2.2449,0.3455,1.2408,0.018300,0.007300,0.3757,0.025400,0.000600,0.002500,0.2203,0.3379,0.001600,0.000800,0.002200,0.015700,0.065000,1.0874,0.5048,0.001900,0.026500,0.001400,0.001900,0.1185,0.014100,0.000200,2.2076,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,6,6,0,4,626,0,26,0,0,1,12,0,0,0,0,0,0,0,0.1579,0,28.5000,5.5283,0,1.2464,1.4043,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0375,4608.7031,5470.8633,6197.1133,0,10079.5664,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1598,0.075100,0.1502,0.014100,0.1187,0.018800,0.071800,0.002500,0.007100,0.003800,0.024000,0.001400,0.004100,0.035500,0.4804,0.2678,1.0101,0.013200,0.005100,0.2895,0.036500,0.001000,0.003400,1.7801,1.8065,0.001800,0.001100,0.005000,0.024800,0.063300,1.0259,0.1122,0.005600,0.023600,0.001400,0.002400,0.1150,0.013300,0.000200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2853,0,26.5000,0,0,0.8683,1.1536,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3972,4608.4453,5470.8633,6197.1133,0,10079.3086,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0.1341,0,0,5182,391,0,0.4671,2,0,0,0,0,0,0,0
,4.4410,0.071000,0.1661,0.009800,0.1051,0.017600,0.075500,0.002200,0.006900,0.003800,0.023500,0.001100,0.004900,0.032700,0.7790,0.3278,0.9087,0.017100,0.003800,0.5250,0.030600,0.000600,0.002600,0.1783,0.3044,0.002800,0.001500,0.004600,0.024100,0.1096,1.0677,0.2727,0.001500,0.023000,0.001300,0.001500,0.1183,0.012000,0.000100,3.0688,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,2,4,0,3,401,0,0,1,0,2,5,0,0,0,0,0,0,0,0.2240,0,21,2.9082,0,1.1552,1.3792,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8170,4608.2461,5470.8633,6197.1133,0,10079.1094,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1467,0.069600,0.1900,0.010900,0.1040,0.016200,0.086500,0.001800,0.006600,0.002800,0.020100,0.001100,0.003900,0.028300,0.9249,0.2214,1.1268,0.010300,0.005000,0.3491,0.040300,0.000500,0.002500,0.2341,0.3582,0.002900,0.001300,0.003300,0.022600,0.1218,0.6466,0.3357,0.001400,0.024400,0.001300,0.001800,0.1112,0.014400,0.000100,0,0.071200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,50,2,100,0,9,3,3,0,1,28,0,27,1,0,1,6,0,0,0,0,0,0,0,0.1809,0,24.5000,0,0,0.5408,0.7217,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5026,4608.4570,5470.8633,6197.1133,0,10079.3203,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2335,0.091800,0.2729,0.019000,0.1082,0.017900,0.1627,0.002400,0.007700,0.004100,0.027900,0.001400,0.006800,0.039700,1.6465,0.4094,1.3719,0.021700,0.007300,0.5564,0.032700,0.001100,0.081700,0.2298,0.3474,0.002000,0.000900,0.002900,0.019300,0.057300,0.5758,0.3853,0.001700,0.024000,0.001500,0.001900,0.1111,0.011500,0.000200,2.0579,0.090600,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,50,2,99,0,8,3,3,0,3,28,0,27,1,0,3,6,0,0,0,0,0,0,0,0.1322,0,24,0,0,0.4982,0.6304,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8818,4608.2422,5470.8633,6197.1133,0,10079.1055,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,4252,365,0,0.4252,0,0,0,0,0,0,0,0
,0.1335,0.077200,0.078200,0.015100,0.1558,0.017100,0.097500,0.002600,0.008100,0.003900,0.026500,0.001400,0.005100,0.031700,0.3833,0.2195,0.8508,0.016400,0.004400,0.3371,0.030400,0.000900,0.002000,7.6763,7.8037,0.001800,0.000900,0.004200,0.022300,0.1141,0.5071,0.1162,0.001200,0.021100,0.001400,0.001500,0.6425,0.013600,0.000200,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1267,0,24,0,0,0.4385,0.5652,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6238,4608.1406,5470.8633,6197.1133,0,10079.0039,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,7.3935,1,0,0,0,0,0,0,0,0,0,0,0,0
,3.7157,0.070000,0.2474,0.012600,0.087100,0.013900,0.068700,0.002300,0.007200,0.003200,0.023300,0.001200,0.003900,0.035800,1.8968,0.2219,0.9029,0.021100,0.006900,0.3766,0.032200,0.000600,0.002300,0.2229,0.3255,0.001300,0.000600,0.001900,0.015100,0.1024,1.0989,0.3452,0.001700,0.019400,0.001300,0.001400,0.1232,0.014700,0.000100,0.7165,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,49,3,98,0,7,6,6,0,4,626,0,26,1,0,1,12,0,0,0,0,0,0,0,0.1865,0,27.5000,5.8828,0,1.2395,1.4260,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5650,4608.0352,5470.8633,6197.1133,0,10078.8984,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1607,0.081300,0.1275,0.014700,0.1326,0.016100,0.098000,0.002800,0.009100,0.004500,0.029900,0.001700,0.006300,0.041200,0.9232,0.2895,0.9885,0.018800,0.005500,0.3845,0.038900,0.000700,0.002800,1.5843,1.5740,0.001600,0.000900,0.004000,0.018700,0.053700,0.7834,0.1558,0.001900,0.030200,0.001400,0.001700,0.1129,0.014200,0.000200,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,2,4,0,0,400,0,0,0,0,2,5,0,0,0,0,0,0,0,0.1373,0,27.5000,2.9082,0,0.8709,1.0082,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6184,4607.7305,5470.8633,6197.1133,0,10078.5938,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0.1484,0,0,5294,391,0,0.6764,0,0,0,0,0,0,0,0
,5.3719,0.065300,0.1887,0.009000,0.093700,0.014100,0.078400,0.002100,0.006800,0.002900,0.020300,0.001400,0.004500,0.030500,0.9079,0.2642,1.0316,0.011200,0.004500,0.5327,0.038000,0.000900,0.002600,0.1241,1.2844,0.001600,0.000900,0.003500,0.020100,0.051000,0.7073,0.3337,0.001700,0.021000,0.001200,0.001500,0.1300,0.014000,0.000200,3.1370,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,4,4,0,20,26,0,26,0,0,3,8,0,0,0,0,0,0,0,0.1456,0,32.5000,2.0361,0,0.7838,0.9294,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0135,4607.6484,5470.8633,6197.1133,0,10078.5117,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2011,0.066600,0.1102,0.012200,0.088700,0.014500,0.1081,0.002000,0.006400,0.003000,0.019900,0.001400,0.004100,0.029200,0.8212,0.2406,0.8056,0.011100,0.003000,0.2971,0.030000,0.000400,0.002200,0.2064,0.3164,0.001600,0.000800,0.002200,0.016700,0.051400,0.3500,0.1000,0.001400,0.017500,0.001100,0.001700,0.1231,0.051600,0.000200,0.091200,0.076600,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0.093598,0,17,0,0,0.3497,0.4433,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9575,4607.4141,5470.8633,6197.1133,0,10078.2773,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
