EVENTS,Exclusive/AllWorkers/Physics,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,0.1641,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037900,0.024900,0.075700,0.009900,0.9114,0.024100,0.076200,0.019200,0,0.000900,0.003400,0.025900,0.2772,0.4644,0.1260,0.003800,0.056500,0.035100,0.1988,0.023200,0.000400,0.001600,0.057200,0.015200,0.029900,0.005100,0.073500,0.6876,0.027900,0.1586,0.040100,0.064800,0.001800,0.019100,0.001400,0.005900,0.001400,0.017300,0.038500,0.039300,0.004100,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1497,0.037425,4,0.008200,0.052900,15.9791,12044.1406,2473.5977,2442.2969,0,14514.5039,0,0,0,0,0,16.6667,0.4089,27.2503,0,0,0,0,0,0,0,0,0,0,0
,0.2566,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039800,0.010500,0.075700,0.008900,0.8788,0.025700,0.044900,0,0,0.000800,0.003500,0.024600,0.3159,0.4379,0.1176,0.003900,0.054100,0.034400,0.2881,0.019200,0.000500,0.001900,0.065300,0.016900,0.029100,0.005400,0.066000,0.6704,0.025000,0.1392,0.043900,0.067400,0.002100,0.021600,0.001200,0.006000,0.001600,0.009200,0.031400,0.042500,0.004700,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1500,0.037500,4,0.010400,0.051000,16.6531,12045.3125,2473.5977,2442.2969,0,14517.7383,0,0,0,0,0,16.6667,0.4179,27.2204,0.004300,1,0,0,544,384,0,0.1019,0,0,0
,0.1847,0.005800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040200,0.010400,0.074800,0.009900,0.8886,0.024700,0.097800,0,0.2447,0.000800,0.006000,0.030200,0.2788,0.4276,0.1232,0.003500,0.052700,0.033900,0.2148,0.021600,0.000400,0.001500,0.058300,0.015300,0.028000,0.005100,0.064900,0.6805,0.023500,0.1386,0.040800,0.070800,0.002300,0.019700,0.001300,0.005500,0.001300,0.017300,0.038200,0.1223,0.004600,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1537,0.038425,4,0.010100,0.054200,16.9485,12045.2305,2473.6016,2442.2969,0,14518.9141,0,0,0,0,0,16.6667,0.3848,27.8006,0.003400,1,0,0,0,0,0,0,0,0,0
,0.2132,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021200,0.010500,0.076600,0.008800,1.0486,0.026700,0.3122,0.1861,0.1289,0.000700,0.005300,0.026200,0.3361,0.4458,0.1189,0.003700,0.052500,0.034200,0.2367,0.018700,0.000400,0.046300,0.057800,0.015600,0.028300,0.005300,0.064900,0.8175,0.023400,0.1403,0.042000,0.066100,0.002400,0.019800,0.001200,0.007200,0.001500,0.017600,0.039600,0.042800,0.004500,0.000100,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1771,0.044275,4,0.040600,0.050900,17.1687,12045.1016,2473.6016,2442.2969,0,14518.8320,0,0,0,0,0,16.6667,0.3988,27.1446,0,0,0,0,510,340,0,0.1193,1,0,0
,0.2001,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040800,0.012700,0.1067,0.009700,0.9973,0.028500,0.083300,0.048700,0,0.001000,0.004200,0.025500,0.2781,0.4795,0.1315,0.004000,0.058900,0.039100,0.2075,0.019800,0.000400,0.001700,0.059400,0.013600,0.027700,0.004800,0.067800,0.7687,0.025400,0.1393,0.040900,0.069600,0.002100,0.020100,0.001500,0.005700,0.001300,0.009700,0.032200,0.040600,0.004700,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1817,0.045425,4,0.040900,0.050300,16.0773,12044.1992,2473.6641,2442.2969,0,14518.7656,0,0,0,0,0,16.6667,0.4052,27.0898,0.004300,1,0,0,0,0,0,0,0,0,0
,0.2530,0.004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041900,0.010700,0.069700,0.009000,0.8799,0.024600,0.075900,0,0.015200,0.000800,0.003500,0.024000,0.3504,0.4445,0.096800,0.003900,0.055100,0.036600,0.2224,0.019900,0.000500,0.002100,0.058400,0.014500,0.027000,0.005800,0.066200,0.6774,0.023700,0.1377,0.042300,0.069900,0.002000,0.019700,0.001400,0.005100,0.001400,0.016500,0.036300,0.056500,0.004100,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1795,0.044875,4,0.041100,0.049900,16.4806,12044.1953,2473.6641,2442.2969,0,14517.8633,0,0,0,0,0,16.6667,0.4195,27.5712,0,0,0,0.001700,0,0,0,0,0,0,0
,0.2141,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045600,0.011700,0.077200,0.009900,0.8744,0.025300,0.1676,0.018900,0.1337,0.000600,0.004000,0.027200,0.3275,0.4221,0.1020,0.004100,0.053500,0.042200,0.1966,0.018800,0.000500,0.001800,0.057800,0.013900,0.026900,0.004900,0.066100,0.6636,0.023700,0.1414,0.047300,0.071200,0.007500,0.017900,0.001200,0.005600,0.001400,0.017700,0.039400,0.041600,0.004300,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1857,0.046425,4,0.040600,0.053400,16.8885,12043.9961,2473.6641,2442.2969,0,14517.8594,0,0,0,0,0,16.6667,0.4157,27.3403,0.003100,1,0,0.046900,0,0,0,0,0,0,0
,0.2061,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041200,0.011000,0.076100,0.009900,0.8619,0.024100,0.1020,0,0.1431,0.000700,0.004800,0.027900,0.3176,0.4182,0.1414,0.003800,0.059300,0.036500,0.2102,0.016500,0.000400,0.001700,0.056700,0.013700,0.026700,0.004900,0.065300,0.6613,0.022300,0.1385,0.039300,0.066900,0.002100,0.018600,0.001200,0.005600,0.001400,0.009000,0.031100,0.040300,0.004100,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1536,0.038400,4,0.008800,0.056700,16.5389,12044.6484,2473.6641,2442.2969,0,14517.6602,0,0,0,0,0,16.6667,0.4120,27.3019,0,0,0,0,548,429,0,0.1016,0,0,0
,0.1610,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043600,0.011800,0.073900,0.009700,0.8931,0.025800,0.076300,0,0,0.000800,0.003800,0.024900,0.2697,0.4816,0.1235,0.003700,0.054400,0.034000,0.1907,0.023600,0.000400,0.001500,0.059300,0.014800,0.027000,0.005300,0.065500,0.6817,0.025000,0.1385,0.043500,0.071400,0.002300,0.019000,0.001300,0.005500,0.001500,0.016100,0.036900,0.044800,0.004600,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1748,0.043700,4,0.040500,0.050700,16.5306,12044.5391,2473.6641,2442.2969,0,14518.3125,0,0,0,0,0,16.6667,0.3744,27.4768,0,0,0,0,0,0,0,0,0,0,0
,0.2188,0.006500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031900,0.011100,0.079600,0.010100,1.1198,0.030000,0.1960,0.1555,0,0.000900,0.004000,0.027000,0.3137,0.4755,0.1254,0.004500,0.055100,0.036200,0.2090,0.018300,0.000400,0.041800,0.059000,0.014500,0.028300,0.004700,0.066100,0.9018,0.023600,0.1401,0.041500,0.090300,0.002400,0.019200,0.001400,0.006100,0.001300,0.018300,0.041000,0.041100,0.004100,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2045,0.051125,4,0.041600,0.057200,17.3022,12044.2461,2473.6641,2442.2969,0,14518.2031,0,0,0,0,0,16.6667,0.3564,27.0096,0,0,0,0,500,305,0,0.1041,0,0,0
,0.1608,0.005300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043500,0.012300,0.075000,0.009900,0.9017,0.024700,0.082400,0.047600,0,0.001000,0.003600,0.025500,0.2797,0.4613,0.1257,0.003700,0.056100,0.037000,0.2730,0.019300,0.000400,0.001600,0.056900,0.015600,0.028100,0.005400,0.066100,0.6921,0.024200,0.1390,0.040300,0.065700,0.001700,0.019500,0.001200,0.006200,0.001200,0.008100,0.029200,0.040000,0.004600,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1532,0.038300,4,0.010500,0.055400,16.1478,12042.9141,2473.6680,2442.2969,0,14517.9141,0,0,0,0,0,16.6667,0.4414,28.1347,0,0,0,0,0,0,0,0,0,0,0
,0.1935,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041900,0.011200,0.079100,0.009300,0.8995,0.024100,0.2153,0,0.2049,0.000900,0.009200,0.029400,0.3304,0.4722,0.1264,0.004000,0.054000,0.057400,0.2434,0.039400,0.000400,0.002100,0.063200,0.014700,0.027600,0.005600,0.066000,0.6896,0.024500,0.1394,0.043900,0.079300,0.002600,0.020900,0.001300,0.006000,0.001500,0.017700,0.039200,0.048800,0.005000,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1140,0.028500,4,0.007800,0.050800,17.0847,12042.8984,2473.6680,2442.2969,0,14516.5820,0,0,0,0,0,16.6667,0.4077,28.2770,0,0,0,0,0,0,0,0,0,0,0
,0.1735,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033600,0.009200,0.076600,0.009000,0.9318,0.024000,0.1024,0.018400,0,0.000700,0.003000,0.025400,0.3012,0.4884,0.1594,0.003800,0.050700,0.036700,0.2141,0.024800,0.000500,0.010200,0.063900,0.016500,0.030600,0.005400,0.066400,0.7160,0.025300,0.1424,0.041800,0.071500,0.002100,0.021100,0.001400,0.006200,0.001400,0.020000,0.044000,0.041900,0.004500,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2044,0.051100,4,0.033300,0.069000,16.3170,12042.6953,2473.6680,2442.2969,0,14516.5664,0,0,0,0,0,16.6667,0.4325,29.8136,0,0,0,0,544,457,0,0.1078,0,0,0
,0.2548,0.008000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050200,0.012600,0.089500,0.011200,0.9274,0.029400,0.064800,0,0,0.000900,0.004100,0.026400,0.3476,0.4770,0.1330,0.004200,0.062500,0.040200,0.2363,0.019900,0.000500,0.001800,0.066800,0.015800,0.029400,0.005500,0.066400,0.6980,0.025900,0.1384,0.047200,0.085400,0.002400,0.019700,0.001400,0.006900,0.001500,0.009100,0.033500,0.050700,0.005300,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2095,0.052375,4,0.047600,0.058200,16.7235,12042.6953,2473.6680,2442.2969,0,14516.3633,0,0,0,0,0,16.6667,0.4091,28.5720,0.004900,1,0,0,0,0,0,0,0,0,0
,0.2161,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057800,0.012200,0.089900,0.010500,0.9288,0.033300,0.099000,0,0.1386,0.000600,0.004500,0.026100,0.3181,0.4840,0.1547,0.004100,0.062500,0.044100,0.2118,0.024600,0.000600,0.002400,0.073800,0.018400,0.033000,0.007400,0.067400,0.6963,0.026300,0.1414,0.049400,0.1003,0.002900,0.022500,0.001300,0.006400,0.001500,0.020200,0.045400,0.053700,0.006300,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2249,0.056225,4,0.054700,0.059700,16.8852,12042.1250,2473.6680,2442.2969,0,14516.3633,0,0,0,0,0,16.6667,0.3650,29.0308,0.003700,1,0,0,0,0,0,0,0,0,0
,0.3402,0.008100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051000,0.012900,0.094500,0.011600,0.9010,0.054800,0.096300,0,0.1667,0.000800,0.004700,0.030600,0.3371,0.4361,0.1379,0.004200,0.060700,0.041600,0.3206,0.032800,0.000500,0.052200,0.071200,0.016000,0.032200,0.008300,0.066100,0.6795,0.023800,0.1374,0.044400,0.081400,0.002500,0.063300,0.001300,0.006000,0.001500,0.016700,0.040200,0.049800,0.005500,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2165,0.054125,4,0.048500,0.063100,16.8146,12043.1133,2473.6680,2442.2969,0,14515.7930,0,0,0,0,0,16.6667,0.4942,28.4351,0.004200,1,0,0,500,343,0,0.1158,0,0,0
,0.2987,0.005500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041100,0.012300,0.081900,0.011800,1.0866,0.033400,0.2472,0.1970,0,0.001000,0.004800,0.026400,0.3168,0.4928,0.1645,0.004100,0.058600,0.041000,0.2780,0.025400,0.000400,0.002200,0.070600,0.018600,0.032900,0.006700,0.066600,0.8643,0.024900,0.1407,0.047600,0.090900,0.002700,0.021500,0.001300,0.011500,0.001800,0.009400,0.032300,0.065900,0.005300,0.000200,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818,0.045450,4,0.009200,0.059900,16.9376,12043.0469,2473.6719,2442.2969,0,14516.7852,0,0,0,0,0,16.6667,0.4770,29.0625,0.010000,1,0,0,0,0,0,0,0,0,0
,0.2432,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052000,0.012300,0.083000,0.011500,0.9301,0.027300,0.085500,0.020400,0,0.000900,0.003900,0.026400,0.3533,0.4750,0.1408,0.004700,0.057600,0.038800,0.3627,0.021600,0.000500,0.002100,0.065700,0.017100,0.030200,0.006000,0.067400,0.7071,0.026100,0.1395,0.046600,0.079600,0.002500,0.021600,0.001300,0.007000,0.001800,0.017900,0.041000,0.047900,0.005000,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1764,0.044100,4,0.008500,0.063400,16.2061,12043.0469,2473.6719,2442.2969,0,14516.7188,0,0,0,0,0,16.6667,0.4465,29.6078,0,0,0,0,0,0,0,0,0,0,0
,0.2101,0.030100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045100,0.013100,0.1010,0.011100,0.9521,0.026400,0.1012,0,0.1562,0.000900,0.004600,0.028200,0.3072,0.4917,0.1425,0.004100,0.078500,0.035000,0.2408,0.021300,0.000400,0.001800,0.062200,0.014900,0.031900,0.006000,0.079100,0.7395,0.025000,0.1410,0.043400,0.073000,0.002400,0.019800,0.001400,0.005700,0.001500,0.021200,0.044500,0.047500,0.005000,0.000100,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2162,0.054050,4,0.010700,0.082700,16.7085,12043.0469,2473.6719,2442.2969,0,14516.7188,0,0,0,0,0,16.6667,0.4531,29.1296,0,0,0,0,558,423,0,0.1168,1,0,0
,0.2605,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035700,0.012700,0.084400,0.024600,0.9235,0.028700,0.091000,0,0.1451,0.000700,0.004200,0.026700,0.4618,0.4351,0.1409,0.004600,0.058900,0.048800,0.2468,0.020300,0.000500,0.019200,0.068900,0.015800,0.030500,0.006900,0.065900,0.6875,0.025300,0.1453,0.051800,0.089800,0.002500,0.021200,0.001200,0.006800,0.001700,0.009700,0.035100,0.071000,0.005100,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1723,0.043075,4,0.012700,0.058600,16.7743,12043.0469,2473.6719,2442.2969,0,14516.7188,0,0,0,0,0,16.6667,0.4216,29.2916,0.004100,1,0,0,0,0,0,0,0,0,0
