EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1410,0.060700,0.064300,0.009700,0.1110,0.014400,0.030400,0.002200,0.007200,1.3289,1.3497,0.001400,0.006900,0.036600,0.3969,0.3006,0.2473,0.016000,0.003800,0.2853,0.013900,0.000400,0.058200,7.0497,7.2462,0.003100,0.000900,0.003800,0.018500,0.041900,0.3209,0.086100,0.001200,0.019800,0.001300,0.001400,0.1285,0.015000,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.089899,0,23,0,0,0.2486,0.3385,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3511,7571.7812,5564.8594,6278.7500,0,13136.6406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,7.0450,0,1266,355,0,0.1407,0,0,0,0,0,0,0,0,0,0,0
,4.1722,0.066300,0.090100,0.013500,0.098300,0.015000,0.069400,0.002700,0.007600,1.7838,1.8073,0.001800,0.006900,0.036700,1.6480,0.2684,0.2505,0.014500,0.002900,0.3162,0.016200,0.000700,0.002600,0.003900,0.1949,0.001400,0.000900,0.001800,0.015300,0.045900,0.3964,0.1912,0.001500,0.020100,0.001200,0.001500,0.091000,0.011200,0.000100,0,2.1833,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1005,0,29,0,0,0.3232,0.4237,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0769,7572.5234,5564.8594,6278.7500,0,13137.3828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1526,0.095600,0.043500,0.010000,0.1069,0.014300,0.088300,0.001700,0.007100,1.9197,1.9400,0.001600,0.007200,0.034700,0.5932,0.2515,0.2899,0.016900,0.003500,0.2474,0.014500,0.000500,0.002000,0.004200,0.1938,0.001400,0.000900,0.001500,0.012600,0.039500,0.3163,0.065700,0.001300,0.018800,0.001400,0.001300,0.095200,0.013300,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.090495,0,26,0,0,0.2599,0.3504,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1378,7572.4766,5564.8594,6278.7500,0,13137.3359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1332,0.062200,0.047200,0.012800,0.094600,0.016400,0.1053,0.002100,0.007000,1.8615,1.8824,0.002100,0.008000,0.037300,0.4918,0.2857,0.2466,0.014400,0.003600,0.3120,0.014800,0.000600,0.002200,0.004100,0.1995,0.001600,0.000800,0.001900,0.015700,0.044700,0.3610,0.084600,0.001400,0.019400,0.002100,0.001400,0.095200,0.013400,0.000100,0.069600,4.3694,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.1058,0,26,0,0,0.2920,0.3978,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6235,7572.2852,5564.8594,6278.7500,0,13137.1445,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,1258,347,0,0.1474,0,0,0,0,0,0,0,0,0,0,0
,0.1326,0.065300,0.075800,0.013900,0.089900,0.014300,0.064200,0.002800,0.007800,1.8917,1.9153,0.001400,0.007500,0.037100,0.7186,0.2801,0.2659,0.016100,0.003200,0.2970,0.014800,0.000700,0.002500,0.004600,0.1928,0.001200,0.001000,0.001800,0.013800,0.044500,0.3404,0.1728,0.001500,0.018500,0.001300,0.001500,0.091700,0.011200,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.089403,0,25,0,0,0.2689,0.3583,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7271,7572.0859,5564.8594,6278.7500,0,13136.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1992,0.060300,0.082300,0.013300,0.093300,0.014700,0.066100,0.002200,0.007100,1.8563,1.8787,0.001700,0.009200,0.037400,0.6369,0.2691,0.2576,0.014500,0.003300,0.2214,0.013700,0.000500,0.001900,0.005500,1.0601,0.001600,0.000800,0.002200,0.015100,0.040700,0.4462,0.096800,0.001400,0.020500,0.001300,0.001400,0.1017,0.014300,0.000200,0,4.4898,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1144,0,32,0,0,0.4033,0.5177,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8469,7571.9375,5564.8594,6278.7500,0,13136.7969,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1488,0.067800,0.1200,0.011800,0.1244,0.015700,0.031200,0.002300,0.008300,1.8251,1.8484,0.001900,0.007300,0.038900,0.7986,0.2667,0.2703,0.015700,0.003100,0.2985,0.014900,0.000600,0.043200,8.3888,8.5963,0.002900,0.000900,0.004200,0.024000,0.052600,0.6322,0.1688,0.005900,0.026100,0.001200,0.001600,0.1314,0.015700,0.000200,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,3,3,0,34,17,0,13,1,0,0,3,0,0,0,0,0,0,0,0.1453,0,20,0,0,0.5434,0.6887,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7525,7571.8555,5564.8594,6278.7500,0,13136.7148,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,0,8.3845,0,1544,368,0,0.2124,2,0,0,0,0,0,0,0,0,0,0
,5.0634,0.065500,0.087600,0.010500,0.1107,0.014200,0.1150,0.002500,0.006600,1.6073,1.6296,0.001000,0.006300,0.039700,1.9588,0.3912,0.3223,0.017400,0.004800,0.2675,0.015800,0.000500,0.002600,0.004200,0.1971,0.001800,0.000900,0.002000,0.016300,0.046800,0.3773,0.1942,0.001400,0.020700,0.001500,0.001700,0.1018,0.014600,0.000100,0,2.6281,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,4,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.1020,0,30,0,0,0.3002,0.4022,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8775,7571.7266,5564.8594,6278.7500,0,13136.5859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1527,0.062800,0.1052,0.013200,0.091400,0.015000,0.072100,0.002200,0.007000,1.7138,1.7341,0.001800,0.006900,0.035300,0.4813,0.3078,0.3836,0.019800,0.005300,0.3286,0.016500,0.000700,0.002600,0.004800,0.2089,0.001400,0.000800,0.002100,0.014600,0.1197,0.4120,0.086200,0.001600,0.022400,0.001300,0.001500,0.090600,0.011800,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1057,0,26,0,0,0.3991,0.5048,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0639,7571.7227,5564.8594,6278.7500,0,13136.5820,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4418,0.065800,0.044900,0.009100,0.088100,0.014500,0.079800,0.001900,0.006000,1.2806,1.2987,0.001300,0.005000,0.028700,0.3859,0.2574,0.2399,0.011000,0.002200,0.2681,0.014000,0.000600,0.002400,0.004400,0.2139,0.001500,0.001100,0.001900,0.014300,0.048600,0.3193,0.1000,0.001500,0.021100,0.001300,0.001500,0.099700,0.014100,0.000300,0.077300,4.7553,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,49,0,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.097897,0,23,0,0,0.2559,0.3538,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2468,7571.5977,5564.8594,6278.7500,0,13136.4570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,1406,348,0,0.1560,0,0,0,0,0,0,0,0,0,0,0
,0.1574,0.075100,0.1175,0.017900,0.1052,0.017300,0.082100,0.002100,0.007300,1.8486,1.8709,0.002200,0.008800,0.039400,1.2432,0.3180,0.3427,0.018200,0.004200,0.2962,0.017200,0.000700,0.002700,0.004900,0.2596,0.002100,0.001100,0.001800,0.016100,0.042800,0.3506,0.2007,0.001200,0.033200,0.001300,0.001200,0.1046,0.013100,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.090398,0,24,0,0,0.2816,0.3720,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1463,7571.5430,5564.8594,6278.7500,0,13136.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7090,0.066100,0.045000,0.014900,0.090300,0.015400,0.071000,0.002500,0.006700,1.8182,1.8400,0.001600,0.007100,0.036800,0.4740,0.3041,0.2588,0.018300,0.003600,0.3505,0.016800,0.000600,0.002600,0.004800,0.1977,0.001300,0.000700,0.001900,0.014500,0.041400,0.2982,0.072000,0.001400,0.018700,0.001200,0.001300,0.098700,0.014400,0.000100,0,4.9137,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.087403,0,22,0,0,0.2457,0.3331,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4925,7571.4844,5564.8594,6278.7500,0,13136.3438,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1569,0.067300,0.088800,0.015100,0.1175,0.014700,0.064700,0.002500,0.006600,1.8348,1.8572,0.002000,0.010100,0.037200,0.9723,0.2731,0.2588,0.014600,0.003100,0.3068,0.015500,0.000600,0.042200,6.5839,6.8003,0.001700,0.000800,0.003400,0.018300,0.044700,0.3316,0.1783,0.001600,0.021600,0.001400,0.001600,0.1072,0.014700,0.000300,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.091910,0,25,0,0,0.2581,0.3500,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0468,7571.3594,5564.8594,6278.7500,0,13136.2188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,0,6.5791,0,1326,368,0,0.1465,0,0,0,0,0,0,0,0,0,0,0
,5.0970,0.066100,0.089800,0.010700,0.083800,0.014100,0.065200,0.001900,0.006100,1.2988,1.3179,0.001300,0.006900,0.032800,1.7114,0.2658,0.2755,0.015900,0.003400,0.2827,0.013300,0.000800,0.002300,0.003700,0.2130,0.001400,0.000700,0.001700,0.013800,0.046900,0.3673,0.2054,0.001600,0.020200,0.001400,0.001700,0.1010,0.011900,0.000100,0,2.9744,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.094391,0,20,0,0,0.2949,0.3893,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6600,7571.3047,5564.8594,6278.7500,0,13136.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1524,0.071500,0.049500,0.012000,0.083500,0.014200,0.060200,0.002800,0.008100,1.8778,1.9024,0.001300,0.006800,0.036700,0.6204,0.2823,0.2525,0.014800,0.003500,0.3287,0.014700,0.000500,0.002200,0.004100,0.1828,0.001200,0.001100,0.001600,0.012300,0.038500,0.3677,0.067600,0.001100,0.018400,0.001400,0.001200,0.095000,0.013700,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.095300,0,31,0,0,0.3121,0.4074,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0914,7571.3047,5564.8594,6278.7500,0,13136.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2492,0.062600,0.051500,0.013900,0.092900,0.014900,0.1101,0.002000,0.006700,2.0179,2.0389,0.002100,0.009200,0.036800,0.4421,0.2959,0.2422,0.015200,0.003600,0.2859,0.014700,0.000600,0.002500,0.004400,0.1989,0.001500,0.000900,0.002200,0.015200,0.042700,0.3775,0.088700,0.001300,0.020200,0.001300,0.001400,0.1123,0.013500,0.000100,0.071800,3.5174,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.098694,0,26,0,0,0.3194,0.4181,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7749,7571.0586,5564.8594,6278.7500,0,13135.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,1234,347,0,0.1107,0,0,0,0,0,0,0,0,0,0,0
,0.1569,0.064300,0.080700,0.012300,0.091800,0.014600,0.060600,0.002200,0.007200,1.8104,1.8316,0.001500,0.007400,0.037000,0.7926,0.2881,0.3071,0.018700,0.004200,0.3496,0.041500,0.000800,0.002600,0.004500,0.1966,0.001500,0.000700,0.002000,0.014500,0.044200,0.3487,0.1852,0.001800,0.018800,0.001300,0.001400,0.094800,0.012100,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.086095,0,24,0,0,0.2816,0.3677,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6349,7571.0586,5564.8594,6278.7500,0,13135.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2099,0.068800,0.079300,0.011400,0.1303,0.039700,0.062400,0.001700,0.006600,1.9829,2.0024,0.002000,0.007800,0.039200,0.9696,0.2858,0.2763,0.017900,0.003200,0.2626,0.014500,0.000700,0.002000,0.004100,0.1890,0.001700,0.000800,0.002200,0.013800,0.046700,0.2697,0.1776,0.001900,0.021200,0.001100,0.001700,0.1030,0.015700,0.000100,0,3.9714,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.080295,0,23,0,0,0.2089,0.2892,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4465,7570.9297,5564.8594,6278.7500,0,13135.7891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1386,0.068500,0.051900,0.011400,0.1186,0.015400,0.064800,0.002300,0.007700,1.8318,1.8540,0.001400,0.006400,0.037800,0.3868,0.2457,0.2332,0.014600,0.003200,0.2741,0.014600,0.000700,0.059700,6.6505,6.8636,0.001900,0.000900,0.004400,0.020400,0.048100,0.3629,0.1016,0.001600,0.021300,0.001400,0.001900,0.1097,0.012900,0.000300,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.094198,0,23,0,0,0.2882,0.3824,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0459,7570.8477,5564.8594,6278.7500,0,13135.7070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,6.6451,0,1380,368,0,0.1525,0,0,0,0,0,0,0,0,0,0,0
,3.6812,0.072300,0.1040,0.015100,0.1013,0.016700,0.067800,0.002400,0.006800,1.7457,1.7672,0.001400,0.006600,0.033500,1.8950,0.2348,0.2305,0.014700,0.003400,0.3310,0.016500,0.000500,0.002600,0.005300,0.2184,0.001700,0.000700,0.002000,0.016200,0.069100,0.3847,0.2673,0.002100,0.022100,0.001300,0.001600,0.1076,0.030700,0.000100,0,1.6972,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1052,0,28,0,0,0.3030,0.4082,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9036,7569.6367,5564.8594,6278.7500,0,13134.4961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1676,0.065600,0.057900,0.013800,0.1021,0.014900,0.070900,0.002200,0.006500,2.0221,2.0438,0.002000,0.010600,0.041600,0.4461,0.3391,0.2537,0.015000,0.005500,0.3025,0.015400,0.000600,0.016400,0.004600,1.0508,0.001400,0.000800,0.002300,0.014800,0.045500,0.4339,0.086200,0.001600,0.020600,0.001400,0.001700,0.095700,0.014200,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.094999,0,32,0,0,0.3861,0.4811,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1066,7569.5586,5564.8594,6278.7500,0,13134.4180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
