EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Pathfinding,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush
,0.061200,0.3025,0.008800,0.1255,0.014700,0.1131,0.091300,0.001700,0.006100,0,0,0,0,0,688,124,0,0.2195,134.1596,134.1770,0.002500,0.011800,0.045900,26.0235,0.2673,0.2522,0.013900,0.006800,64,0,0,897,12.9205,0.3896,0.4499,0.043600,0.000600,0.086600,14.7719,15.0085,15.1378,0.002000,0.001000,0.004700,0.021200,0.1520,1.1232,0.005900,0.024700,0.001200,0.002300,0.1176,0.014700,0.000100,26,0,0,0,0,2,2,2,3,50,2,100,0,8,5,5,0,49,38,0,29,2,0,5,10,0,0,0,0,0,0,0,0.2299,0,46,0.9395,0,1.1395,1.3694,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.3912,3961.8047,5568.1562,6290.9258,0,9529.9609,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.095300,0,0,0,0,0,0
,0.062300,0.5153,0.013300,0.1401,0.016400,0.1453,0.079700,0.002300,0.007300,0,0,0,0,0,2107,1104,0,0.3321,147.3253,147.3444,0.001900,0.012000,0.055200,2.5955,0.3912,0.3912,0.023100,0.015800,64,0,0,0,11.1301,0.6781,0.2970,0.019000,0.000600,0.077500,6.7340,6.9717,8.1817,0.004200,0.001000,0.007100,0.031500,0.081000,1.4017,0.006000,0.023700,0.001400,0.001700,0.1373,0.014000,0.000200,52,0,0,0,0,2,2,4,5,50,2,102,0,8,9,9,0,54,61,0,55,2,0,8,18,0,0,0,0,0,0,0,0.3045,0,45,0,0,1.3248,1.6293,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.8114,3949.7148,5568.1562,6290.9258,0,9517.8711,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,7.8169,0,0,0,0,0,0,0
,0.062500,0.2536,0.013100,0.1861,0.017400,0.1392,0.082700,0.002800,0.008900,0,0,0,0,0,1546,1040,0,0.3122,155.7043,155.7291,0.002500,0.013000,0.050100,26.3858,0.3325,0.3408,0.021500,0.008900,62,0,0,886,9.6265,0.3087,0.4296,0.014900,0.001100,0.071700,13.6323,14.9112,14.6603,0.001800,0.001000,0.005800,0.026700,0.053900,1.0478,0.001800,0.023700,0.001400,0.001800,0.9452,0.019600,0.000300,26,0,0,0,0,2,2,3,3,50,2,100,0,10,4,5,0,15,38,0,30,2,0,6,9,0,0,0,0,0,0,0,0.2466,0,46,1,0,1.0231,1.2697,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0318,3938.3203,5568.1562,6290.9258,0,9506.4766,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.5055,0,0,0,0,0,0
,0.059800,0.4655,0.012900,0.1337,0.016500,0.1572,0.1085,0.002200,0.006600,0,0,0,0,0,1764,185,0,0.3930,159.3439,159.3637,0.002300,0.013000,0.048400,2.9769,0.3802,1.1026,0.018100,0.008900,65,0,0,0,6.6049,0.7651,0.4044,0.033800,0.000700,0.1105,15.4508,15.6609,16.5646,0.002300,0.000800,0.005200,0.023000,0.1317,0.9584,0.002100,0.025300,0.001400,0.001700,0.1331,0.014400,0.000300,52,0,0,0,0,2,2,4,5,50,2,100,0,10,10,12,1,10,456,0,56,2,0,9,21,0,0,0,0,0,0,0,0.1707,0,23,3.8457,0,1.0800,1.2507,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,65,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.1225,3929.7617,5568.1562,6290.9258,0,9497.9180,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,2.3359,0.4975,0,1,0,0,0,0
,0.061000,0.4022,0.012500,0.1349,0.015900,0.1604,0.093100,0.002000,0.007500,0,0,0,0,0,2758,1201,0,0.3701,155.1701,155.1899,0.001900,0.010800,0.040900,33.3400,0.2717,0.7667,0.015100,0.006600,64,0,0,1049,11.0104,0.5283,0.3916,0.022500,0.000700,0.095100,14.4862,14.7269,14.8014,0.002400,0.001200,0.006600,0.029900,0.059800,1.9877,0.006400,0.024500,0.001400,0.001700,0.1546,0.013200,0.000100,26,0,0,0,0,2,2,4,5,50,2,102,0,8,7,8,1,40,634,0,30,2,0,8,15,0,0,0,0,0,0,0,0.3424,0,28.5000,6.1377,0,2.2124,2.5548,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0335,3922.8008,5568.1562,6290.9258,0,9490.9570,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.1609,0,0,0,0,0,0
,0.067400,0.2063,0.012400,0.1209,0.014700,0.1411,0.092800,0.002200,0.006900,0,0,0,0,0,4112,200,0,0.7028,175.5805,175.5995,0.002100,0.011800,0.041600,2.4980,0.3032,1.0982,0.025700,0.008700,64,0,0,0,11.6361,0.4597,0.2684,0.027200,0.000600,0.083500,13.6075,13.8089,14.6812,0.002300,0.000900,0.004700,0.023100,0.058000,0.1368,0.002400,0.025000,0.001600,0.002000,0.4181,0.017300,0.000200,52,0,0,0,0,2,2,3,3,50,2,100,0,10,5,7,2,0,37,0,37,2,0,6,11,0,0,0,0,0,0,0,0.1318,0,0,0,0,0,0.1318,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.1056,3931.4844,5568.1562,6290.9258,0,9499.6406,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,8.1371,0.2895,19,0,0,0,0,0
,0.059900,0.3651,0.013200,0.1141,0.013400,0.1521,0.089500,0.002500,0.006900,0,0,0,0,0,204,887,0,0.1724,53.6645,53.6843,0.002100,0.010600,0.042400,29.0530,0.2943,1.3913,0.018200,0.005900,64,0,0,1097,11.5368,0.4207,0.5326,0.031400,0.000600,0.085600,13.4271,13.6595,13.5846,0.002000,0.000600,0.004300,0.022900,0.1184,1.3488,0.002300,0.030200,0.001500,0.002000,0.1168,0.011200,0.000200,26,0,0,0,0,2,2,4,5,50,2,100,0,10,5,5,0,36,38,0,30,2,0,8,10,0,0,0,0,0,0,0,0.2536,0,46,0,0,1.2556,1.5092,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1614,3927.2148,5568.1562,6290.9258,0,9495.3711,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.2941,0,0,0,0,0,0
,0.059600,0.2987,0.006700,0.1187,0.013900,0.094400,0.073800,0.001500,0.005700,0,0,0,0,0,2118,530,0,0.5312,60.5824,60.5977,0.002000,0.045400,0.042600,1.8329,0.3182,1.1170,0.017400,0.006000,62,0,0,0,11.1002,0.4501,0.3740,0.036700,0.000700,0.074700,6.4718,6.7036,7.6821,0.002400,0.000800,0.004900,0.023400,0.053900,0.7046,0.001500,0.023100,0.001300,0.001500,0.1305,0.013600,0.000100,52,0,0,0,0,2,2,2,3,50,2,100,0,8,9,9,1,16,54,0,54,2,0,5,18,0,0,0,0,0,0,0,0.1638,0,28,0,0,0.6450,0.8088,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7555,3918.7266,5568.1562,6290.9258,0,9486.8828,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,8.0725,0.2755,0,0,0,0,0,0
,0.063300,0.2830,0.012700,0.1238,0.015600,0.1266,0.043800,0.001700,0.006400,0,0,0,0,0,786,508,0,0.2092,76.8208,76.8383,0.001600,0.010100,0.040200,25.8696,0.2408,0.7787,0.015400,0.007800,62,0,0,916,5.8101,0.4330,0.4620,0.033800,0.000900,0.083000,5.4237,5.6431,5.8633,0.001900,0.000900,0.004900,0.022400,0.1534,0.8290,0.001500,0.024200,0.001400,0.002000,0.1183,0.013100,0.000200,26,0,0,0,0,2,2,3,3,50,2,98,0,8,4,5,0,10,27,0,27,2,0,6,9,0,0,0,0,0,0,0,0.1811,0,41,0,0,0.7474,0.9285,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.7522,3918.1172,5568.5508,6290.9258,0,9486.6680,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0
,0.068200,0.4439,0.014000,0.1388,0.016800,0.1421,0.1140,0.002700,0.008000,0,0,0,0,0,1205,669,0,0.1674,99.6524,99.6735,0.001700,0.010100,0.042000,2.1159,0.3166,1.6531,0.023300,0.007600,64,0,0,0,10.0961,0.4311,0.3681,0.050500,0.000700,0.075300,6.3933,6.6578,6.7888,0.003000,0.001400,0.005500,0.032500,0.056300,1.5523,0.005400,0.022500,0.001400,0.002200,0.1546,0.019100,0.000200,52,0,0,0,0,2,2,2,3,50,2,102,0,6,7,7,0,75,63,0,55,2,0,5,14,0,0,0,0,0,0,0,0.3400,0,46,0.9385,0,1.4966,1.8366,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.1480,3916.2461,5568.5508,6290.9258,0,9484.7969,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,6.4362,0.1048,0,0,0,0,0,0
,0.069900,0.3604,0.015400,0.1657,0.018800,0.1476,0.069200,0.002300,0.007500,0,0,0,0,0,1854,177,0,0.2386,117.9920,118.0140,0.001800,0.011300,0.041000,2.7039,0.2865,1.1358,0.015800,0.008500,62,0,0,1,12.1715,0.4115,0.4901,0.027400,0.000600,0.072600,7.8526,8.8911,9.1769,0.003000,0.001000,0.004800,0.027300,0.053800,1.4935,0.001700,0.024200,0.001400,0.001600,0.8947,0.014600,0.000100,26,0,0,0,0,2,2,2,3,50,2,100,0,10,4,5,0,24,30,0,28,2,0,5,9,0,0,0,0,0,0,0,0.3030,0,45,1.0117,0,1.4872,1.7902,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9591,3905.9570,5568.5508,6290.9258,0,9474.5078,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,8.3826,0.5660,0,0,0,0,0,0
,0.050800,0.4855,0.013000,0.1251,0.015200,0.1359,0.1023,0.002000,0.006600,0,0,0,0,0,2102,216,0,0.2870,131.6350,131.6540,0.002000,0.010500,0.044900,2.1934,0.3864,1.3793,0.024000,0.008200,64,0,0,0,10.5730,0.6471,0.4624,0.033000,0.000700,0.086200,13.5363,13.6971,13.4373,0.001900,0.000900,0.005100,0.024900,0.1013,1.1160,0.001100,0.021600,0.000900,0.001400,0.1090,0.012100,0.000100,52,0,0,0,0,2,2,3,4,50,2,100,0,10,10,12,1,3,455,0,55,2,0,7,20,0,0,0,0,0,0,0,0.2151,0,23.5000,3.7920,0,1.3091,1.5242,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.2036,3902.7031,5568.5508,6290.9258,0,9471.2539,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,6.8024,0.4722,0,0,0,0,0,0
,0.085900,0.3312,0.008500,0.1400,0.017100,0.1123,0.065100,0.001700,0.006500,0,0,0,0,0,2455,725,0,0.3959,125.9244,125.9411,0.001600,0.011200,0.041700,23.8687,0.3677,2.1392,0.023300,0.009100,64,0,0,873,10.8152,0.4971,0.5053,0.025800,0.000700,0.083500,6.1961,6.4215,7.3046,0.015800,0.001000,0.006200,0.028600,0.069300,1.2859,0.007200,0.039600,0.001700,0.002700,0.2038,0.014100,0.000500,26,0,0,0,0,2,2,3,3,50,2,102,0,8,6,8,1,48,333,0,29,2,0,6,13,0,0,0,0,0,0,0,0.2175,0,24.5000,2.4727,0,1.4110,1.6285,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.4546,3927.6797,5568.5938,6290.9258,0,9496.2734,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0
,0.069800,0.2200,0.012900,0.1432,0.017300,0.1988,0.1713,0.003100,0.010000,0,0,0,0,0,2535,415,0,0.2479,140.0859,140.1137,0.001800,0.011300,0.043900,1.9837,0.3088,1.1500,0.016700,0.007200,62,0,0,0,10.1441,0.5276,0.3808,0.034000,0.000700,0.086300,13.9790,14.6111,14.2564,0.002200,0.001100,0.006100,0.025800,0.067100,0.1467,0.002700,0.031900,0.001900,0.002100,0.1331,0.011700,0.000300,52,0,0,0,0,2,2,2,3,50,2,100,0,10,7,8,2,0,47,0,47,2,0,5,14,0,0,0,0,0,0,0,0.1418,0,0,0,0,0,0.1418,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0988,3929.1797,5568.5938,6290.9258,0,9497.7734,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,7.0060,0.5859,9,0,0,0,0,0
,0.064500,0.3802,0.009400,0.1237,0.015500,0.1509,0.1257,0.002500,0.008700,0,0,0,0,0,687,1065,0,0.3491,136.5573,136.5799,0.002200,0.010200,0.040800,26.3611,0.2904,1.4392,0.026000,0.007300,64,0,0,938,11.3074,0.4717,0.4422,0.030200,0.000500,0.077000,13.5826,13.7991,14.7512,0.002400,0.000800,0.005100,0.022600,0.1345,1.2065,0.002000,0.024800,0.001200,0.001700,0.3472,0.013400,0.000100,26,0,0,0,0,2,2,3,4,50,2,100,0,10,5,7,1,15,329,0,29,2,0,7,11,0,0,0,0,0,0,0,0.2067,0,28.5000,2.9170,0,1.2704,1.4771,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.6223,3930.1055,5568.5938,6290.9258,0,9498.6992,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.2228,0,0,0,0,0,0
,0.066000,0.3567,0.012600,0.1338,0.018300,0.1278,0.074500,0.001800,0.007200,0,0,0,0,0,2443,213,0,0.3347,131.6907,131.7098,0.001800,0.011900,0.047100,2.5015,0.3529,2.0954,0.030900,0.009000,64,0,0,0,7.1405,0.5651,0.3994,0.031700,0.000600,0.080800,13.8613,14.0790,13.9057,0.002500,0.004500,0.005900,0.024500,0.1295,0.7662,0.006500,0.024700,0.001400,0.002700,0.1497,0.015700,0.000300,52,0,0,0,0,2,2,3,4,50,2,102,0,8,7,8,1,37,52,0,48,2,0,7,14,0,0,0,0,0,0,0,0.1876,0,22.5000,0,0,0.6480,0.8356,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.6471,3940.3320,5568.5938,6290.9258,0,9508.9258,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,2.3372,0.4200,7,0,0,0,0,0
,0.064100,0.3434,0.011900,0.1369,0.018100,0.1929,0.1148,0.002600,0.007000,0,0,0,0,0,1295,683,0,0.3107,153.2764,153.2961,0.001700,0.010600,0.040100,30.4140,0.2849,1.2196,0.015000,0.007600,62,0,0,1132,10.0806,0.4533,0.4231,0.028500,0.000500,0.074400,6.9949,7.2369,8.1486,0.003200,0.001800,0.005900,0.028400,0.061400,1.4710,0.001900,0.029500,0.001400,0.001900,0.1619,0.016500,0.000200,26,0,0,0,0,2,2,3,3,50,2,100,0,10,5,5,0,27,32,0,30,2,0,6,10,0,0,0,0,0,0,0,0.3003,0,46,2.0332,0,1.5869,1.8872,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.5305,3931.4414,5568.8281,6290.9258,0,9500.2695,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.1858,0,0,0,0,0,0
,0.073200,0.4587,0.017400,0.1597,0.016700,0.1418,0.075200,0.002500,0.006900,0,0,0,0,0,2062,853,0,0.2829,139.9026,139.9235,0.002100,0.012500,0.049200,8.4203,0.4811,1.2665,0.020100,0.008500,64,0,0,1,11.6769,0.5230,0.2794,0.044100,0.000800,0.089100,15.8577,17.8394,17.0121,0.002100,0.000900,0.004900,0.027400,0.1593,1.2017,0.001900,0.028100,0.001600,0.002300,1.1689,0.013700,0.000300,52,0,0,0,0,2,2,3,3,50,2,100,0,10,7,7,0,20,58,0,56,2,0,6,14,0,0,0,0,0,0,0,0.2666,0,47,0,0,1.0926,1.3592,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.8828,3917.7344,5569.0078,6290.9258,0,9486.7422,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,1.7902,1.0550,0,0,0,0,0,0
,0.070800,0.2958,0.014000,0.1338,0.018400,0.1621,0.086500,0.002200,0.007100,0,0,0,0,0,1390,1051,0,0.2374,163.8290,163.8482,0.001800,0.010600,0.056400,33.5001,0.2662,0.2387,0.015500,0.006800,64,0,0,900,11.7326,0.5041,0.5968,0.028600,0.000700,0.099300,14.6686,14.8025,15.3263,0.002500,0.000900,0.005100,0.023200,0.053700,0.9285,0.001700,0.024500,0.001600,0.002000,0.1810,0.014400,0.000100,26,0,0,0,0,2,2,3,4,50,2,100,0,8,7,8,2,7,730,0,29,2,0,7,15,0,0,0,0,0,0,0,0.1712,0,5,6.8672,0,1.1261,1.2973,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.3688,3915.6992,5569.0312,6290.9258,0,9484.7305,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.6110,0,0,0,0,0,0
,0.075000,0.1905,0.014900,0.1390,0.018500,0.1837,0.1124,0.002500,0.007600,0,0,0,0,0,4098,198,0,0.3984,152.3518,152.3964,0.002100,0.012600,0.051100,12.7900,0.3575,0.2214,0.018200,0.006300,64,0,0,0,11.9900,0.3941,0.3752,0.029400,0.000600,0.085100,13.7282,13.9772,13.9656,0.001900,0.000900,0.005100,0.024800,0.054200,0.1240,0.001600,0.022000,0.001300,0.001800,0.1177,0.015200,0.000100,52,0,0,0,0,2,2,3,4,50,2,98,0,8,6,7,2,0,44,0,44,2,0,7,13,0,0,0,0,0,0,0,0.1188,0,0,0,0,0,0.1188,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3352,3928.4805,5569.0312,6290.9258,0,9497.5117,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.2335,13,0,0,0,0,0
,0.063200,0.3815,0.012600,0.1310,0.017400,0.1263,0.096800,0.002000,0.007500,0,0,0,0,0,398,1258,0,0.1976,50.5994,50.6193,0.001900,0.012400,0.046100,38.1328,0.2675,0.1722,0.015000,0.008300,62,0,0,1115,11.7629,0.4806,0.7640,0.1777,0.000800,0.090700,15.4184,15.5940,15.9969,0.002400,0.001000,0.005100,0.024000,0.1718,1.3556,0.001600,0.026500,0.001400,0.001500,0.3660,0.011800,0.000100,26,0,0,0,0,2,2,3,3,50,2,98,0,8,6,7,1,18,339,0,29,2,0,6,12,0,0,0,0,0,0,0,0.2121,0,28.5000,3.3936,0,1.5833,1.7954,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.5428,3927.9844,5569.0312,6290.9258,0,9497.0156,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0.7351,0,0,0,0,0,0
