EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,0.054700,0.010300,0.080900,0.012600,0.024000,0.001500,0.005100,0.4007,0.4146,0.001100,0.005100,0.017900,0.2413,0.1658,0.2316,0.008800,0.3322,0.021400,0.000300,0.001700,0.005400,0.1683,0.000900,0.000900,0,0.007900,0.034000,0.000200,0.001700,0.014800,0.001300,0.000900,0.059700,0.012800,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4214,538.7148,5529.4570,6301.6836,0,6068.1719,0,0,0,0.083400,0,0,0,402,305,0,0.047100,0,0,0,0,0
,0.073100,0.024200,0.087300,0.015200,0.035700,0.003600,0.007600,0.4896,0.5112,0.001200,0.007200,0.029200,0.2453,0.2505,0.2645,0.012700,0.2342,0.019100,0.000800,0.002500,0.004000,0.1127,0.001500,0.000600,0,0.006200,0.029400,0.000200,0.001300,0.013400,0.001000,0.001600,0.047300,0.009100,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5323,538.7148,5529.4609,6301.6836,0,6068.1758,0,0,0,0.5122,0,0,0,0,0,0,0,0,0,0,0,0
,0.047200,0.009400,0.065400,0.011000,0.023900,0.001700,0.006000,0.3913,0.4067,0.001100,0.004600,0.017100,0.1856,0.1333,0.1880,0.006700,0.2106,0.012600,0.000700,0.007600,0.8149,0.9055,0.000700,0.000600,0,0.006400,0.026800,0.000200,0.001300,0.010100,0.000800,0.001200,0.046800,0.009000,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2831,538.7148,5529.4609,6301.6836,0,6068.1758,0,0,1,0.070700,0,0.8118,0,0,0,0,0,0,0,0,0,0
,0.063600,0.013700,0.085300,0.011900,0.038900,0.002300,0.008200,0.7124,0.7346,0.001600,0.006800,0.034700,0.5191,0.2768,0.4128,0.011100,0.2486,0.019300,0.000700,0.002100,0.003400,0.1165,0.001000,0.000800,0.000100,0.005200,0.026100,0,0.001200,0.010400,0.000800,0.000700,0.046700,0.008400,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9134,538.9102,5529.4609,6301.6836,0,6068.3711,0,0,0,0.5008,0,0,0,404,305,0,0.050400,0,0,0,0,0
,0.042900,0.009600,0.058800,0.009300,0.023700,0.001300,0.004500,0.4005,0.4137,0.001100,0.006100,0.017800,0.1845,0.1415,0.2681,0.007100,0.2340,0.013600,0.000500,0.002000,0.003300,0.1022,0.000400,0.000300,0,0.004600,0.025300,0.000100,0.001200,0.011500,0.000700,0.001000,0.046900,0.009500,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9041,539.7734,5529.4609,6301.6836,0,6069.2344,0,0,0,0.066600,0,0,0,0,0,0,0,0,0,0,0,0
,0.044000,0.008000,0.052700,0.007800,0.023000,0.001200,0.004100,0.3870,0.3989,0.000500,0.003800,0.015200,0.2520,0.1443,0.2021,0.008000,0.1949,0.015900,0.000600,0.001800,0.003400,0.091000,0.000700,0.000400,0,0.004700,0.028300,0.000100,0.001200,0.011900,0.001000,0.000900,0.090000,0.009600,0.000200,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9135,539.7734,5529.4609,6301.6836,0,6069.2344,0,0,1,0.4158,0,0,0,0,0,0,0,0,0,0.041100,0,0
,0.070600,0.021500,0.1173,0.014300,0.071900,0.003400,0.009200,0.8474,0.8741,0.001500,0.010600,0.058400,0.3537,0.3438,0.3289,0.010700,0.3371,0.018200,0.000200,0.001400,0.003400,0.1254,0.000900,0.000600,0.000100,0.005000,0.034000,0.000200,0.001900,0.012000,0.000900,0.001300,0.051800,0.011200,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3336,539.7773,5529.5273,6301.6836,0,6069.3047,0,0,0,0.1325,0,0,0,404,305,0,0.1259,0,0,0,0,0
,0.068400,0.015700,0.088100,0.012100,0.039700,0.002500,0.009700,0.7141,0.7400,0.001600,0.007300,0.026800,0.2708,0.2475,0.3645,0.012300,0.2218,0.016800,0.000600,0.001700,0.002600,0.1279,0.001200,0.000600,0.000100,0.005600,0.032800,0.000100,0.001800,0.013200,0.000700,0.001200,0.089400,0.018600,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8753,540.0625,5529.5352,6301.6836,0,6069.5977,0,0,0,0.5934,0,0,0,0,0,0,0,0,0,0,0,0
,0.088300,0.012200,0.1003,0.014500,0.034100,0.002300,0.008000,0.7759,0.7987,0.001200,0.006800,0.029000,0.3911,0.2619,0.5298,0.010200,0.3828,0.019300,0.000800,0.007400,1.0271,1.1659,0.001800,0.000600,0,0.007200,0.040900,0.000100,0.002200,0.016200,0.001300,0.001500,0.066700,0.011000,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6160,540.2812,5529.5352,6301.6836,0,6069.8164,0,0,1,0.1430,0,1.0227,0,0,0,0,0,1,2,0,0,0
,0.062800,0.011600,0.076900,0.012000,0.034300,0.002100,0.008800,0.6732,0.6957,0.001200,0.004700,0.022900,0.5026,0.2239,0.3553,0.009700,0.2421,0.017200,0.000900,0.002000,0.003200,0.1224,0.001200,0.000600,0,0.005400,0.031300,0.000200,0.001800,0.012800,0.000800,0.001200,0.050400,0.012100,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9890,540.5156,5529.5352,6301.6836,0,6070.0508,0,0,0,0.5759,0,0,0,404,307,0,0.063100,0,0,0,0,0
,0.086500,0.015800,0.096100,0.015200,0.047700,0.003000,0.011000,0.7868,0.8161,0.001400,0.007400,0.031200,0.2872,0.2462,0.3992,0.010500,0.3664,0.022000,0.001100,0.002600,0.004700,0.1673,0.002000,0.000800,0,0.006200,0.041800,0.000100,0.002700,0.013700,0.001000,0.001600,0.071000,0.015500,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6224,497.9141,5529.5352,6301.6836,0,6027.4492,0,0,0,0.1133,0,0,0,0,0,0,0,0,0,0,0,0
,0.077600,0.015300,0.092300,0.012400,0.042900,0.002000,0.007500,0.4514,0.4735,0.001200,0.006800,0.020600,0.2438,0.1980,0.2421,0.011700,0.2607,0.020800,0.000800,0.002400,0.003000,0.1402,0.001000,0.000400,0,0.005500,0.033200,0.000100,0.001700,0.017200,0.000800,0.001300,0.058400,0.012300,0.000300,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9286,517.8477,5529.5430,6301.6836,0,6047.3906,0,0,1,0.6143,0,0,0,0,0,0,0,0,0,0.012000,0,0
,0.072900,0.010200,0.083800,0.011500,0.028900,0.001900,0.006500,0.8177,0.8362,0.001700,0.006600,0.027500,0.2750,0.2344,0.3911,0.009000,0.3504,0.023200,0.000500,0.001800,0.003600,0.1573,0.001400,0.000700,0.000200,0.004400,0.032100,0.000100,0.001500,0.020900,0.000900,0.001200,0.041100,0.007700,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2794,512.0117,5529.5430,6301.6836,0,6041.5547,0,0,0,0.1125,0,0,0,404,305,0,0.061800,0,0,0,0,0
,0.056100,0.011300,0.071100,0.009800,0.031600,0.001800,0.007300,0.6630,0.6834,0.000800,0.006000,0.018100,0.3210,0.3041,0.3207,0.010800,0.2354,0.016900,0.000600,0.001800,0.003500,0.1297,0.001100,0.000600,0.000200,0.005300,0.029900,0.000100,0.001400,0.012300,0.000900,0.001200,0.050200,0.010600,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8142,505.8672,5529.5430,6301.6836,0,6035.4102,0,0,0,0.5738,0,0,0,0,0,0,0,0,0,0,0,0
,0.057500,0.012900,0.096300,0.013800,0.037000,0.002600,0.009900,0.7260,0.7518,0.001400,0.005600,0.029100,0.3199,0.2677,0.4431,0.010500,0.3879,0.022400,0.001000,0.009400,1.6059,1.7464,0.001600,0.000600,0,0.007200,0.043000,0.000200,0.002100,0.015600,0.000800,0.001300,0.053100,0.011400,0.000100,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8451,522.2461,5529.5430,6301.6836,0,6051.7891,0,0,1,0.1633,0,1.6001,0,0,0,0,0,0,0,0,0,0
,0.054700,0.010800,0.078000,0.010900,0.048500,0.001800,0.006600,0.7843,0.8053,0.000900,0.006000,0.025800,0.6135,0.2923,0.3660,0.010800,0.2584,0.016400,0.000800,0.001500,0.004300,0.4603,0.000900,0.000600,0.000200,0.005900,0.028700,0.000100,0.001500,0.010100,0.000900,0.001200,0.051600,0.007300,0.000300,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9357,522.3086,5529.5430,6301.6836,0,6051.8516,0,0,0,0.5757,0,0,0,404,305,0,0.069000,0,0,0,0,0
,0.063900,0.015800,0.081000,0.011100,0.033600,0.002500,0.008500,0.7867,0.8103,0.001700,0.007800,0.032500,0.2927,0.2932,0.4295,0.011400,0.3609,0.018600,0.000800,0.003000,0.004000,0.1510,0.001300,0.000700,0.000100,0.005400,0.032000,0.000100,0.001800,0.013400,0.000700,0.001100,0.056700,0.012800,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8548,522.3086,5529.5430,6301.6836,0,6051.8516,0,0,0,0.1205,0,0,0,0,0,0,0,0,0,0,0,0
,0.066500,0.016000,0.080700,0.010100,0.038000,0.001800,0.009600,0.7630,0.7874,0.001300,0.005900,0.027000,0.2901,0.2343,0.3334,0.034200,0.2445,0.016200,0.000500,0.001900,0.003200,0.1241,0.000900,0.000500,0,0.004400,0.026300,0.000100,0.001600,0.009400,0.000700,0.000900,0.044100,0.011200,0.000200,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7525,522.3086,5529.5430,6301.6836,0,6051.8516,0,0,1,0.6288,0,0,0,0,0,0,0,0,0,0,0,0
,0.062100,0.010300,0.075600,0.012400,0.039800,0.001800,0.007000,0.6790,0.6987,0.001000,0.004900,0.021200,0.2616,0.2271,0.3638,0.009900,0.3002,0.017400,0.000900,0.002500,0.003900,0.1187,0.001500,0.000700,0,0.006900,0.031900,0.000100,0.001000,0.011000,0.000900,0.001000,0.062400,0.011900,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0222,522.3086,5529.5430,6301.6836,0,6051.8516,0,0,0,0.086200,0,0,0,402,305,0,0.084500,0,0,0,0,0
,0.064000,0.013400,0.087700,0.011000,0.033500,0.002700,0.009900,0.7236,0.7477,0.001300,0.005900,0.029200,0.2666,0.2666,0.3411,0.009300,0.2167,0.016100,0.000500,0.002200,0.003200,0.1440,0.001400,0.000700,0,0.005000,0.032500,0.000100,0.001600,0.011700,0.000900,0.001000,0.1212,0.011200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2647,523.5039,5529.5430,6301.6836,0,6053.0469,0,0,0,0.4971,0,0,0,0,0,0,0,0,0,0,0,0
,0.062400,0.011800,0.1195,0.013200,0.024900,0.001900,0.005600,0.4088,0.4246,0.001400,0.005500,0.020200,0.2161,0.1609,0.2116,0.009800,0.3133,0.017800,0.000600,0.008800,1.5491,1.7436,0.001700,0.000500,0.000100,0.009400,0.069300,0.000200,0.001700,0.017600,0.001100,0.009100,0.059600,0.013400,0.000100,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7404,523.6250,5529.5430,6301.6836,0,6053.1680,0,0,1,0.1100,0,1.5439,0,0,0,0,0,0,0,0,0,0
,0.065800,0.013000,0.075100,0.012000,0.035300,0.002800,0.009200,0.7245,0.7506,0.001300,0.005300,0.023400,0.5728,0.2305,0.3089,0.009300,0.1977,0.011900,0.000500,0.001700,0.003000,0.089100,0.000900,0.000600,0.000100,0.004500,0.024300,0.000100,0.001300,0.009400,0.000800,0.000700,0.035400,0.008400,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8639,523.6211,5529.5430,6301.6836,0,6053.1641,0,0,0,0.4689,0,0,0,404,305,0,0.059700,0,0,0,0,0
,0.047400,0.009600,0.067000,0.009800,0.023700,0.001500,0.004600,0.3908,0.4045,0.000600,0.003800,0.016200,0.1989,0.1344,0.1867,0.007500,0.2992,0.032600,0.000700,0.002100,0.003700,0.1410,0.001500,0.000600,0,0.005800,0.034700,0.000200,0.001600,0.015500,0.001100,0.001500,0.064800,0.011300,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4288,523.6250,5529.5430,6301.6836,0,6053.1680,0,0,0,0.086500,0,0,0,0,0,0,0,0,0,0,0,0
,0.064400,0.010800,0.078000,0.011800,0.028900,0.002200,0.007100,0.6768,0.6965,0.001300,0.005700,0.028800,0.3336,0.2544,0.3420,0.009500,0.2516,0.017000,0.000800,0.001900,0.003300,0.1487,0.001200,0.000600,0.000100,0.006900,0.043000,0.000100,0.002700,0.013400,0.001100,0.002000,0.075400,0.015500,0.000200,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0770,523.6250,5529.5430,6301.6836,0,6053.1680,0,0,1,0.6060,0,0,0,0,0,0,0,0,2,0,0,0
,0.069300,0.017500,0.076200,0.011000,0.034300,0.002200,0.008000,0.7380,0.7602,0.001200,0.005400,0.024200,0.2414,0.2693,0.3132,0.009600,0.3092,0.015100,0.000500,0.002000,0.003000,0.1162,0.001200,0.000700,0.000100,0.004400,0.031300,0.000200,0.001500,0.012300,0.000700,0.001000,0.056400,0.011800,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1197,523.6250,5529.5430,6301.6836,0,6053.1680,0,0,0,0.1079,0,0,0,402,306,0,0.069700,0,0,0,0,0
,0.063700,0.009400,0.073600,0.011100,0.030300,0.001300,0.006100,0.5424,0.5610,0.000700,0.005000,0.016500,0.2336,0.3131,0.3312,0.009900,0.2377,0.017900,0.000600,0.002100,0.003400,0.1506,0.001100,0.000700,0,0.006300,0.041500,0.000400,0.002700,0.014100,0.001100,0.001100,0.065600,0.014400,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6312,523.6797,5529.5430,6301.6836,0,6053.2227,0,0,0,0.6228,0,0,0,0,0,0,0,0,0,0,0,0
,0.059100,0.010800,0.069700,0.009900,0.029200,0.001800,0.005500,0.6349,0.6515,0.000900,0.004000,0.022800,0.2414,0.2221,0.3438,0.009400,0.2720,0.014300,0.000600,0.007500,0.8145,0.9230,0.001000,0.000400,0.000100,0.005300,0.025900,0,0.001500,0.010400,0.000800,0.000900,0.038900,0.013400,0.000100,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3402,523.6797,5529.5430,6301.6836,0,6053.2227,0,0,1,0.095500,0,0.8103,0,0,0,0,0,0,0,0,0,0
