EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1636,0.082000,0.053700,0.015400,0.1073,0.018300,0.086200,0.002500,0.008900,1.7952,1.8225,0.002000,0.007900,0.033900,0.4393,0.3950,0.021700,0.3534,0.005000,0.1440,0,0.2166,0.015300,0.000500,0.002500,0.004500,0.2112,0.001800,0.000800,0.002100,0.013000,0.067700,0.3941,0.001900,0.023900,0.001600,0.001800,0.1124,0.015700,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1031,0,25,0,0,0.3298,0.4329,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8682,11207.6719,5523.5234,6236.1289,0,16731.1953,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,1715,463,0,0.1925,0,0,0,0,0,0,0,0,0,0
,4.5982,0.070200,0.093100,0.013200,0.1142,0.018700,0.1048,0.002100,0.007900,1.8752,1.8968,0.002100,0.008100,0.040000,0.8268,0.3098,0.015500,0.2605,0.003300,0.2210,3.3584,0.3456,0.013100,0.000900,0.002500,0.005000,0.2473,0.001700,0.000800,0.002700,0.017600,0.060000,0.5220,0.002600,0.026600,0.001800,0.002500,0.1437,0.043500,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.092395,0,19,0,0,0.4550,0.5474,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2021,11206.2344,5523.5234,6236.1289,0,16729.7578,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.072000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1240,0.078300,0.1172,0.015400,0.1434,0.018500,0.084200,0.002100,0.009600,1.9636,1.9901,0.001600,0.007700,0.034600,0.6872,0.3090,0.015300,0.2479,0.003700,0.1177,0,0.2643,0.014000,0.000500,0.052400,6.5234,6.7139,0.002000,0.000800,0.003700,0.019700,0.062300,0.8597,0.007400,0.023200,0.001300,0.001600,0.099500,0.012000,0.000100,0,0,0,0,0,57,0,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,35,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1996,0,30,0,0,0.7391,0.9387,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7150,11203.1719,5523.5234,6236.1289,0,16726.6953,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,6.5183,0,2,994,252,0,0.1174,0,0,0,0,0,0,0,0,0,0
,5.2587,0.062300,0.089400,0.013700,0.082000,0.012400,0.069100,0.002400,0.006500,1.9034,1.9252,0.001800,0.008100,0.035400,1.7082,0.2983,0.014200,0.2407,0.003200,0.1994,3.1475,0.2816,0.013200,0.000800,0.002200,0.004000,0.2112,0.001300,0.000700,0.001700,0.013800,0.036100,0.3620,0.001100,0.019000,0.000900,0.001100,0.094200,0.011200,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,46,2,49,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.091497,0,23,0,0,0.2923,0.3838,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5622,11203.1016,5523.5234,6236.1289,0,16726.6250,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1710,0.080900,0.052200,0.016900,0.1025,0.015000,0.071400,0.002500,0.008600,2.0331,2.0591,0.002000,0.008000,0.036300,0.6152,0.2805,0.013600,0.2447,0.003600,0.090900,0,0.2526,0.016000,0.000600,0.002500,0.004500,0.1877,0.001400,0.000800,0.002200,0.013600,0.1243,0.3926,0.001600,0.018700,0.001200,0.001400,0.094500,0.014000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1066,0,27,0,0,0.3245,0.4311,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9033,11203.0273,5523.5234,6236.1289,0,16726.5508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1412,0.094300,0.083000,0.016300,0.1028,0.016800,0.070800,0.002700,0.008200,1.7821,1.8062,0.001800,0.006700,0.035600,0.7599,0.2744,0.013500,0.2360,0.003200,0.1996,4.0298,0.3789,0.017800,0.000700,0.002900,0.004800,0.2272,0.001600,0.000700,0.002300,0.017600,0.048800,0.3136,0.001700,0.023400,0.001400,0.001800,0.1087,0.015500,0.000200,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,49,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.082210,0,19,0,0,0.2528,0.3350,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4556,11209.8711,5523.5234,6236.1289,0,16733.3945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1858,0.065400,0.057200,0.013300,0.091100,0.013600,0.083300,0.002700,0.007500,1.8874,1.9101,0.002200,0.011900,0.042000,0.4703,0.3229,0.017800,0.3325,0.004000,0.1197,0,0.3096,0.014900,0.000700,0.002600,0.005500,0.2698,0.001600,0.000800,0.002300,0.013600,0.046600,0.4979,0.001500,0.017000,0.001000,0.001200,0.095200,0.013800,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1244,0,26,0,0,0.4197,0.5441,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6534,11214.5234,5523.5234,6236.1289,0,16738.0469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,1712,464,0,0.1732,0,0,0,0,0,0,0,0,0,0
,4.5584,0.078900,0.1194,0.009900,0.1076,0.018200,0.029300,0.002500,0.010800,1.8449,1.8710,0.002300,0.010300,0.046800,1.0537,0.2624,0.015200,0.2481,0.003200,0.1805,3.3354,0.4109,0.017800,0.000600,0.003400,0.005300,0.2572,0.002000,0.001200,0.003300,0.019800,0.051400,0.3466,0.001700,0.026400,0.001500,0.001900,0.1076,0.015900,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.098109,0,21,0,0,0.2655,0.3636,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5343,11210.5625,5523.5234,6236.1289,0,16734.0859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1633,0.072000,0.077000,0.015100,0.1404,0.017900,0.1048,0.002100,0.006900,1.9962,2.0178,0.002400,0.012200,0.046200,0.6298,0.3396,0.020200,0.3925,0.006100,0.085500,0,0.3736,0.024600,0.001300,0.089800,6.8067,7.1378,0.002400,0.001100,0.004800,0.023200,0.052800,0.3925,0.001800,0.025700,0.001400,0.002000,0.1206,0.016300,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0.1251,0,26,0,0,0.3022,0.4273,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4333,11212.1719,5523.5234,6236.1289,0,16735.6953,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0.072700,0,6.7994,0,0,959,252,0,0.094200,0,0,0,0,0,0,0,0,0,0
,4.2393,0.078300,0.083300,0.010000,0.1015,0.019700,0.032300,0.002700,0.009700,1.8005,1.8262,0.002000,0.008400,0.037900,1.9903,0.2808,0.015100,0.2425,0.003300,0.1918,2.1434,0.3245,0.016600,0.000500,0.002600,0.004900,0.2300,0.001800,0.001100,0.002100,0.017900,0.050000,0.3704,0.001500,0.026200,0.001500,0.001700,0.1476,0.014200,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,1,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.097092,0,23,0,0,0.2976,0.3947,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0482,11210.2305,5523.5234,6236.1289,0,16733.7539,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1595,0.087800,0.050300,0.016900,0.1323,0.019700,0.079500,0.002500,0.007500,1.8850,1.9073,0.001900,0.007400,0.037400,0.4033,0.2783,0.014100,0.2578,0.003700,0.1163,0,0.2673,0.015400,0.000500,0.002300,0.005600,0.2222,0.002400,0.001300,0.004000,0.019000,0.060900,0.4438,0.001800,0.023900,0.001500,0.002200,0.1187,0.013200,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1268,0,29,0,0,0.3526,0.4794,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3284,11211.3633,5523.5234,6236.1289,0,16734.8867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9775,0.080100,0.1295,0.012500,0.1380,0.020300,0.032200,0.002300,0.011000,1.9321,1.9589,0.002300,0.008500,0.040400,1.2548,0.3227,0.016200,0.2785,0.003700,0.2271,3.5296,0.4671,0.025800,0.001100,0.003800,0.007500,1.4750,0.002700,0.001200,0.004100,0.022500,0.062400,0.7104,0.002600,0.028500,0.001600,0.002500,0.1619,0.015600,0.000400,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,6,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1618,0,37,0,0,0.6061,0.7679,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9054,11209.9141,5523.5234,6236.1289,0,16733.4375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,1398,364,0,0.1703,0,0,0,0,0,0,0,0,0,0
,0.1256,0.071900,0.039500,0.015500,0.1043,0.015700,0.081200,0.002700,0.007500,1.9619,1.9847,0.001700,0.009000,0.035100,0.4945,0.2825,0.017600,0.3616,0.004300,0.095000,0,0.3274,0.018500,0.000800,0.002400,0.004400,0.2416,0.001800,0.001000,0.002200,0.016100,0.045400,0.2684,0.001700,0.020000,0.001200,0.001500,0.097900,0.011600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.089403,0,16,0,0,0.2069,0.2963,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7449,11209.6914,5523.5234,6236.1289,0,16733.2148,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.2530,0.1263,0.089100,0.012900,0.087200,0.012900,0.1190,0.002600,0.008500,1.7255,1.7500,0.001100,0.007000,0.031900,0.4783,0.2424,0.015400,0.2337,0.002500,0.1310,2.5825,0.3438,0.014600,0.000700,0.002200,0.004700,0.2351,0.002200,0.000800,0.002900,0.014800,0.050600,0.3964,0.001300,0.018700,0.001000,0.000900,0.1193,0.014200,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.099014,0,26,0,0,0.3770,0.4760,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5071,11209.5664,5523.5234,6236.1289,0,16733.0898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.077300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1777,0.073400,0.088400,0.016800,0.1292,0.018200,0.094000,0.003000,0.009500,1.8650,1.8930,0.002000,0.009500,0.038400,1.0325,0.2893,0.014000,0.2463,0.003800,0.1892,0,0.2499,0.020100,0.000700,0.064200,7.0440,7.2431,0.001900,0.000900,0.004200,0.019200,0.044000,0.3205,0.001900,0.021500,0.001400,0.001800,0.3825,0.014900,0.000200,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.090297,0,22,0,0,0.2473,0.3376,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7748,11211.8086,5523.5234,6236.1289,0,16735.3320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,7.0388,0,0,1330,351,0,0.1547,0,0,0,0,0,0,0,0,0,0
,5.2553,0.061200,0.081500,0.008500,0.094800,0.015300,0.051600,0.002100,0.007000,1.7895,1.8096,0.001300,0.007200,0.031900,1.9106,0.2267,0.014100,0.2312,0.003200,0.1865,3.0119,0.3023,0.014300,0.000600,0.002100,0.005500,0.2214,0.002300,0.001200,0.003000,0.022500,0.049800,0.3624,0.001700,0.021000,0.001400,0.001700,0.1042,0.011500,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.095304,0,26,0,0,0.2896,0.3849,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3244,11209.4766,5523.5234,6236.1289,0,16733,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1741,0.065900,0.049800,0.015000,0.097700,0.015200,0.076200,0.002400,0.007200,2.0466,2.0690,0.002600,0.010200,0.043700,0.5773,0.4120,0.019500,0.3749,0.006100,0.092100,0,0.3568,0.016400,0.000900,0.003300,0.004500,0.1932,0.001400,0.000900,0.001900,0.013700,0.044200,0.3683,0.001300,0.017900,0.001300,0.001400,0.092600,0.011600,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.085603,0,25,0,0,0.3217,0.4073,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3619,11209.4023,5523.5234,6236.1289,0,16732.9258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.6671,0.079900,0.1084,0.012800,0.1057,0.017100,0.036300,0.001800,0.009000,1.7187,1.7430,0.001600,0.007500,0.033900,1.1066,0.2517,0.014000,0.2491,0.002900,0.2223,4.5002,0.3398,0.016300,0.000800,0.002300,0.004700,0.2138,0.001600,0.000700,0.002600,0.015600,0.060300,0.5073,0.007100,0.029700,0.001700,0.002100,0.1256,0.012500,0.000100,0,0,0,0,0,57,0,0,13,0,0,0,0,1,1,0,0,46,2,49,0,3,3,3,0,34,17,0,13,1,0,0,3,0,0,0,0,0,0,0,0.1157,0,23,0,0,0.4367,0.5524,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6307,11209.2969,5523.5234,6236.1289,0,16732.8203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,2,1346,360,0,0.2068,0,0,0,0,0,0,0,0,0,0
,0.1814,0.070700,0.063300,0.014200,0.1358,0.019700,0.070900,0.002100,0.007100,2.1601,2.1813,0.001200,0.008200,0.039000,0.5310,0.3667,0.016900,0.3583,0.004400,0.099400,0,0.3027,0.019500,0.000900,0.002700,0.005600,0.2921,0.002500,0.2275,0.004200,0.022300,0.1616,0.5799,0.002600,0.028400,0.001600,0.002100,0.1219,0.016300,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,4,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1600,0,26,0,0,0.4662,0.6262,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7690,11208.6367,5523.5234,6236.1289,0,16732.1602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9298,0.072000,0.1364,0.014000,0.1141,0.017300,0.1036,0.002000,0.009300,1.7819,1.8064,0.001800,0.007700,0.038500,0.8401,0.2747,0.013800,0.2401,0.003300,0.1942,3.6291,0.3342,0.016900,0.000800,0.002800,0.005100,0.2497,0.001800,0.000900,0.002800,0.019800,0.1280,0.3874,0.001600,0.021700,0.001600,0.001600,0.094800,0.014100,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,45,3,49,0,4,3,3,0,0,14,0,14,1,0,1,3,0,0,0,0,0,0,0,0.1090,0,25,0,0,0.2998,0.4088,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5357,11208.3789,5523.5234,6236.1289,0,16731.9023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.082800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1808,0.066700,0.055600,0.013700,0.1338,0.018700,0.078400,0.002300,0.007500,1.8232,1.8443,0.001700,0.006500,0.036100,0.7038,0.3295,0.015300,0.2466,0.003500,0.1275,0,0.2780,0.019100,0.000900,0.074500,6.4916,6.7308,0.003500,0.001300,0.005300,0.024300,0.050900,0.3869,0.001600,0.024000,0.001700,0.001800,0.1186,0.016300,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1061,0,26,0,0,0.2995,0.4056,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1626,11209.2656,5523.5234,6236.1289,0,16732.7891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,6.4862,0,0,1414,356,0,0.1563,0,0,0,0,0,0,0,0,0,0
