EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/EventWait/PrePhysics,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager
,0.4173,0.026900,0.005200,0.034800,0.005100,0.040100,0.001200,0.003500,0.3136,0.3234,0.000400,0.002500,0.013500,0.2000,0.082700,0.1232,0.006300,0.002000,0.1603,0.009200,0.000400,0.026900,0.002000,0.064500,0.000800,0.000400,0.000800,0.006600,0.021900,0.3357,0.040800,0.002000,0.008100,0.000600,0.000800,0.044000,0.005900,0.000100,0.019000,0,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,72,9,0,1,1,0,2,2,0,0,0,0,0,0,0,0.072386,0,24.5000,0,0,0.2613,0.3337,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0248,8071.7500,5568.6719,6336.9727,0,13640.4219,0,0,1,0,0,0,0,0,0,0.090300,2,0,0,0,0
,0.049000,0.029500,0.004800,0.033800,0.004700,0.031800,0.001100,0.003600,0.3261,0.3363,0.000500,0.003000,0.012100,0.2164,0.077500,0.1265,0.005900,0.001300,0.1321,0.008600,0.000300,0.000900,0.001900,0.062000,0.000800,0.000300,0.000800,0.006500,0.020800,0.2084,0.040300,0.000500,0.008500,0.000600,0.000500,0.043000,0.005400,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.059813,0,27.5000,0,0,0.1465,0.2063,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7256,8069.9609,5568.6719,6336.9727,0,13638.6328,0,0,0,0,0,434,348,0,0.039800,0,0,0,0,0,0
,0.5114,0.028600,0.005000,0.035200,0.005000,0.026900,0.001200,0.003300,0.3202,0.3300,0.000400,0.002600,0.013100,0.2706,0.083100,0.1287,0.006000,0.001500,0.1087,0.009200,0.000300,0.001100,0.002100,0.068000,0.000700,0.000600,0.001100,0.007900,0.061300,0.2264,0.044400,0.000600,0.008500,0.000700,0.000600,0.044200,0.006200,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,2,14,0,12,1,0,2,2,0,0,0,0,0,0,0,0.059798,0,23,0,0,0.1645,0.2243,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2239,8067.8828,5568.6719,6336.9727,0,13636.5547,0,0,0,0,0,0,0,0,0,0.1212,0,0,0,0,0
,0.050800,0.033100,0.006800,0.040300,0.005300,0.016500,0.001600,0.005500,0.3348,0.3489,0.000500,0.003500,0.017300,0.1710,0.082800,0.1432,0.006800,0.001900,0.1333,0.007700,0.000200,0.001000,0.002500,0.070800,0.001000,0.000400,0.001400,0.007300,0.022000,0.2285,0,0.000400,0.009400,0.000700,0.000700,0.045600,0.006600,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066511,0,26,0,0,0.1595,0.2260,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7710,8068.8203,5568.6719,6336.9727,0,13637.4922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.3672,0.028900,0.004700,0.036500,0.004600,0.039600,0.001200,0.003200,0.3157,0.3257,0.000500,0.002200,0.011100,0.3192,0.079800,0.1206,0.005700,0.001500,0.087400,0.008100,0.000300,0.001100,0.7552,0.8167,0.000600,0.000300,0.001500,0.007600,0.053900,0.2161,0.057200,0.000500,0.008900,0.000700,0.000500,0.042800,0.005300,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,4,12,0,12,1,0,2,2,0,0,0,0,0,0,0,0.061106,0,22,0,0,0.1530,0.2141,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0519,8070.7031,5568.6719,6336.9727,0,13639.3750,0,0,0,0.7528,0,424,335,0,0.036900,0,0,0,0,0,0
,0.093000,0.030100,0.005800,0.039600,0.005600,0.049200,0.001400,0.003900,0.3214,0.3318,0.000300,0.002800,0.013800,0.3860,0.086300,0.1350,0.006900,0.001500,0.1571,0.008300,0.000300,0.001300,0.002300,0.095500,0.000600,0.000600,0.000900,0.007200,0.054100,0.2463,0.043100,0.000400,0.008900,0.000700,0.000600,0.044100,0.005800,0,0.021300,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,2,13,0,13,1,0,2,2,0,0,0,0,0,0,0,0.066813,0,29,0,0,0.1772,0.2440,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5119,8070.6953,5568.6719,6336.9727,0,13639.3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.3814,0.029700,0.005100,0.036700,0.005600,0.047400,0.001600,0.003600,0.3380,0.3488,0.000400,0.003600,0.012900,0.1539,0.077300,0.1266,0.005700,0.001100,0.1027,0.008100,0.000300,0.029500,0.002200,0.067400,0.000600,0.000300,0.001000,0.007400,0.020300,0.1684,0.041400,0.000500,0.008200,0.000600,0.000600,0.044600,0.005700,0,0.020500,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.051785,0,22.5000,0,0,0.1146,0.1664,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8852,8081.5000,5568.6719,6336.9727,0,13650.1719,0,0,1,0,0,0,0,0,0,0.092600,0,0,0,0,0
,0.048700,0.030700,0.005400,0.039000,0.006000,0.032900,0.001600,0.003800,0.3223,0.3330,0.000500,0.003000,0.013300,0.2604,0.083100,0.1348,0.006300,0.001800,0.1488,0.008300,0.000300,0.001200,0.002400,0.067900,0.000700,0.000400,0.001000,0.007300,0.022900,0.2158,0.041400,0.000500,0.009400,0.000900,0.000800,0.047500,0.005900,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.060588,0,26,0,0,0.1530,0.2136,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0559,8081.4297,5568.6719,6336.9727,0,13650.1016,0,0,0,0,0,434,347,0,0.054400,0,0,0,0,0,0
,0.4024,0.036000,0.004900,0.031500,0.005000,0.026100,0.001100,0.003800,0.3072,0.3172,0.000400,0.002500,0.011600,0.4010,0.078100,0.1226,0.005600,0.001200,0.1009,0.008700,0.000300,0.001100,0.001900,0.059400,0.000600,0.000200,0.000800,0.006600,0.020200,0.2130,0.039800,0.000500,0.008300,0.000700,0.000600,0.040900,0.005500,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,12,0,12,0,0,2,2,0,0,0,0,0,0,0,0.056304,0,23,0,0,0.1545,0.2108,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1981,8081.5234,5568.6719,6336.9727,0,13650.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.059700,0.031600,0.006900,0.043700,0.006000,0.033100,0.001400,0.004000,0.3284,0.3395,0.000500,0.002700,0.015600,0.3657,0.089700,0.1397,0.006400,0.001900,0.1694,0.009200,0.000200,0.001200,0.002800,0.081200,0.000800,0.000400,0.001400,0.009300,0.022700,0.2303,0.047000,0.000500,0.009800,0.000700,0.000700,0.047600,0.005900,0,0,0,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,12,0,12,0,0,2,2,0,0,0,0,0,0,0,0.069119,0,25,0,0,0.1589,0.2280,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6480,8081.6133,5568.6719,6336.9727,0,13650.2852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.3963,0.036100,0.007500,0.047400,0.006800,0.035600,0.001500,0.004500,0.3382,0.3502,0.000500,0.003400,0.016000,0.1839,0.096600,0.1455,0.006300,0.001900,0.1181,0.009700,0.000200,0.001300,0.7689,0.8470,0.000600,0.000500,0.001400,0.009700,0.025400,0.2265,0.047300,0.000500,0.010000,0.000600,0.000800,0.049700,0.006100,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.068795,0,24.5000,0,0,0.1551,0.2239,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2248,8080.2070,5568.6719,6336.9727,0,13648.8789,0,0,0,0.7663,0,426,347,0,0.037800,0.049300,0,0,0,0,0
,0.064400,0.032500,0.005700,0.039600,0.005500,0.052400,0.001100,0.004200,0.3279,0.3391,0.000500,0.003800,0.013800,0.3814,0.090500,0.1475,0.007500,0.001700,0.1338,0.007500,0.000300,0.001100,0.002200,0.094600,0.000500,0.000400,0.000900,0.006300,0.021900,0.1954,0.047000,0.000500,0.008800,0.000700,0.000700,0.053100,0.005200,0,0.024000,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,13,0,13,0,0,2,2,0,0,0,0,0,0,0,0.056982,0,22.5000,0,0,0.1359,0.1929,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0717,8077.8984,5568.6719,6336.9727,0,13646.5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.4003,0.029000,0.005100,0.036400,0.005200,0.041200,0.000800,0.003300,0.3210,0.3303,0.000300,0.002500,0.012700,0.2365,0.080600,0.1282,0.006600,0.001500,0.1101,0.009000,0.000500,0.030700,0.002200,0.2815,0.000600,0.000400,0.001100,0.007100,0.022400,0.3599,0.048800,0.000500,0.008400,0.000800,0.000500,0.058900,0.005100,0,0.019700,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,18,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.079889,0,36,0,0,0.2777,0.3576,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5827,8073.9336,5568.6719,6336.9727,0,13642.6055,0,0,1,0,0,0,0,0,0,0.1026,0,0,0,0,0
,0.055300,0.029900,0.004600,0.032700,0.004500,0.029300,0.001300,0.003500,0.3355,0.3462,0.000500,0.002200,0.011100,0.1495,0.077900,0.1262,0.005400,0.001200,0.1440,0.008800,0.000300,0.001000,0.002700,0.071400,0.000500,0.000400,0.001100,0.006400,0.021400,0.1443,0.043800,0.000800,0.008700,0.000600,0.000600,0.043500,0.005400,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.043891,0,15,0,0,0.097908,0.1418,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4911,8073.9336,5568.6719,6336.9727,0,13642.6055,0,0,0,0,0,436,335,0,0.037500,0,0,0,0,0,0
,0.3765,0.026300,0.004400,0.030900,0.004100,0.025600,0.000900,0.003000,0.3252,0.3344,0.000500,0.002100,0.011800,0.2309,0.075900,0.1156,0.005700,0.001300,0.1022,0.007300,0.000200,0.000900,0.001700,0.060100,0.000500,0.000500,0.000900,0.005400,0.019400,0.2134,0.039100,0.000500,0.007700,0.000700,0.000700,0.040800,0.005200,0.000100,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,12,0,12,0,0,2,2,0,0,0,0,0,0,0,0.055391,0,29.5000,0,0,0.1559,0.2113,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6627,8073.7344,5568.6719,6336.9727,0,13642.4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.039700,0.026900,0.004700,0.032600,0.004900,0.025100,0.001100,0.003500,0.3137,0.3234,0.000500,0.002500,0.012200,0.2574,0.075600,0.1249,0.005800,0.002000,0.1762,0.007600,0.000200,0.000700,0.002000,0.060900,0.000500,0.000500,0.001000,0.006800,0.020200,0.3097,0.039400,0.001900,0.007400,0.000500,0.000600,0.079700,0.005500,0.000100,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.075899,0,26,0,0,0.2317,0.3076,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4829,8073.7344,5568.6719,6336.9727,0,13642.4062,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
,0.3813,0.026700,0.005200,0.034900,0.006000,0.029200,0.001200,0.003800,0.3153,0.3253,0.000400,0.002400,0.012300,0.2636,0.081200,0.1391,0.006100,0.001700,0.1080,0.007400,0.000300,0.001100,0.7599,0.8250,0.000600,0.000300,0.000900,0.007100,0.048500,0.2546,0.042100,0.000500,0.008100,0.000800,0.000700,0.042100,0.005700,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,5,13,0,12,1,0,2,2,0,0,0,0,0,0,0,0.063892,0,28.5000,0,0,0.1884,0.2523,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2928,8073.6016,5568.6719,6336.9727,0,13642.2734,0,0,0,0.7576,0,426,336,0,0.036400,0,0,0,0,0,0
,0.056400,0.026900,0.004700,0.034400,0.004900,0.043500,0.001100,0.003200,0.3114,0.3206,0.000300,0.002800,0.011100,0.3502,0.075600,0.1282,0.006100,0.001600,0.1543,0.007900,0.000300,0.000700,0.002100,0.063500,0.000600,0.000500,0.000800,0.006700,0.061500,0.2083,0.040100,0.000500,0.008000,0.000700,0.000600,0.039700,0.005600,0,0.018300,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,1,14,0,13,1,0,2,2,0,0,0,0,0,0,0,0.057641,0,23.5000,0,0,0.1487,0.2063,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8556,8073.4023,5568.7344,6336.9727,0,13642.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.3817,0.026400,0.005100,0.032300,0.004300,0.023900,0.000900,0.003800,0.3313,0.3409,0.000300,0.002000,0.011300,0.2135,0.079100,0.1193,0.005500,0.001300,0.090600,0.007800,0.000400,0.028600,0.001900,0.086600,0.000400,0.000500,0.001000,0.006100,0.019800,0.1721,0.039100,0.000500,0.007600,0.000500,0.000600,0.040100,0.005300,0.000100,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,49,3,98,0,7,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.049695,0,25,0,0,0.1204,0.1701,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8483,8072.8711,5568.7344,6336.9727,0,13641.6055,0,0,1,0,0,0,0,0,0,0.1055,0,0,0,0,0
,0.068900,0.037300,0.007000,0.049700,0.007200,0.070000,0.001500,0.004100,0.3432,0.3568,0.000900,0.004700,0.017000,0.3022,0.095800,0.1510,0.007100,0.002100,0.1714,0.009500,0.000400,0.001400,0.002700,0.077800,0.000600,0.000600,0.001100,0.007600,0.062100,0.2514,0.051100,0.000600,0.010100,0.000800,0.000800,0.049400,0.006200,0.000200,0.026200,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,2,49,3,97,0,7,1,1,0,2,13,0,13,1,0,3,2,0,0,0,0,0,0,0,0.070710,0,25.5000,0,0,0.1784,0.2491,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8194,8072.3320,5568.7344,6336.9727,0,13641.0664,0,0,0,0,0,432,347,0,0.038200,0,0,0,0,0,0
,0.4147,0.037700,0.007100,0.046600,0.006400,0.017600,0.001600,0.005400,0.3551,0.3700,0.000800,0.004900,0.017700,0.2656,0.098200,0.1470,0.006400,0.001800,0.1216,0.009900,0.000500,0.001500,0.003000,0.075600,0.000600,0.000400,0.001100,0.008200,0.024100,0.2411,0.045400,0.000500,0.009000,0.000800,0.000500,0.050400,0.005800,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,48,4,97,0,6,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.068910,0,24.5000,0,0,0.1697,0.2386,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0688,8066.9531,5568.7344,6336.9727,0,13635.6875,0,0,0,0,0,0,0,0,0,0.065300,0,0,0,0,0
,0.057500,0.031900,0.006500,0.038000,0.005100,0.049400,0.001400,0.004100,0.3499,0.3620,0.000400,0.003100,0.016700,0.2508,0.086500,0.1358,0.006300,0.001800,0.1461,0.007900,0.000400,0.001200,0.002300,0.067600,0.000800,0.000400,0.001000,0.007200,0.022100,0.1948,0.043700,0.000500,0.008900,0.000800,0.000500,0.046400,0.005800,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,2,2,48,4,96,0,6,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.055805,0,21,0,0,0.1367,0.1925,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6522,8055.2734,5568.7344,6336.9727,0,13624.0078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.3853,0.031300,0.005600,0.040000,0.005500,0.031400,0.001200,0.003800,0.3451,0.3565,0.000500,0.003100,0.013000,0.3366,0.082700,0.1294,0.005800,0.001600,0.098400,0.009800,0.000300,0.001100,0.7728,0.8387,0.000700,0.000600,0.001200,0.007400,0.021200,0.2130,0.044000,0.000500,0.008400,0.000600,0.000600,0.044900,0.005500,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,12,0,12,0,0,2,2,0,0,0,0,0,0,0,0.061903,0,29,0,0,0.1491,0.2110,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4705,8055.1719,5568.7344,6336.9727,0,13623.9062,0,0,0,0.7706,0,430,335,0,0.061200,0,0,0,0,0,0
,0.065200,0.032800,0.006500,0.040800,0.005800,0.050400,0.001200,0.004400,0.3372,0.3491,0.000700,0.003400,0.015800,0.3757,0.085000,0.1363,0.006300,0.001900,0.1440,0.008300,0.000300,0.001500,0.002300,0.068300,0.000700,0.000500,0.001200,0.006500,0.020700,0.1793,0.044500,0.000500,0.009800,0.000700,0.000700,0.043700,0.005600,0,0.023500,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,13,0,13,0,0,2,2,0,0,0,0,0,0,0,0.049509,0,19,0,0,0.1279,0.1774,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2790,8054.9961,5568.7344,6336.9727,0,13623.7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
