EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1670,0.071800,0.083700,0.015300,0.1004,0.016200,0.083700,0,0.002200,0.007500,1.8886,1.9108,0.001900,0.008300,0.042800,0.4709,0.2893,0.2618,0.016200,0.004500,0.1118,0,0.3091,0.015700,0.000800,0.002800,0.005100,0.2210,0.001400,0.000800,0.002300,0.016300,0.059200,0.5044,0.001700,0.021500,0.001400,0.001900,0.1130,0.014800,0.000500,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1198,0,20.5000,0,0,0.4457,0.5655,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0416,5706.1758,5530.0078,6241.3945,0,11236.1836,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.3320,0.078600,0.2309,0.010700,0.1185,0.042700,0.034800,0,0.002400,0.011000,1.6064,1.6344,0.001700,0.006000,0.076000,1.1634,0.3440,0.3063,0.019600,0.005900,0.3310,1.4283,0.3026,0.014900,0.000600,0.002500,0.004600,0.2085,0.001900,0.001000,0.002300,0.020000,0.1965,0.7854,0.003400,0.034200,0.001700,0.002300,0.1614,0.021100,0.000400,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,50,2,98,0,8,3,3,0,0,26,0,26,1,0,0,6,0,0,0,0,0,0,0,0.1956,0,27,0,0,0.6825,0.8781,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2209,5708.7812,5530.0078,6241.3945,0,11238.7891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1448,0.078900,0.070800,0.016200,0.1571,0.016400,0.082900,0,0.002300,0.007700,1.8696,1.8918,0.002000,0.009200,0.044300,0.9131,0.3040,0.2611,0.013000,0.004100,0.1202,0,0.3445,0.016000,0.000700,0.002500,6.6049,6.8500,0.002400,0.000900,0.005100,0.021300,0.063600,0.4730,0.002600,0.026900,0.001800,0.002500,0.1237,0.018200,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1208,0,21.5000,0,0,0.4045,0.5253,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9376,5708.3125,5530.0078,6241.3945,0,11238.3203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2364,390,0,0.2000,0,6.5964,0,0,0,0,0,0,0,0,0
,5.2603,0.076000,0.2107,0.013600,0.1347,0.018300,0.086900,0,0.002000,0.006900,1.9695,1.9916,0.002600,0.009300,0.042700,2.2294,0.3133,0.2729,0.016400,0.007500,0.3554,2.5815,0.3542,0.021200,0.000900,0.003300,0.007000,0.2953,0.002500,0.001000,0.003700,0.025000,0.074500,0.8033,0.002900,0.039100,0.001500,0.002200,0.1429,0.016400,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,4,0,0,26,0,26,0,0,2,7,0,0,0,0,0,0,0,0.2076,0,26.5000,0,0,0.6855,0.8931,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3185,5705.3320,5530.0078,6241.3945,0,11235.3398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1288,0.067200,0.058700,0.011800,0.089900,0.014100,0.1041,0.078200,0.002200,0.006900,1.4509,1.4709,0.001400,0.008000,0.034100,0.8809,0.2597,0.2338,0.016000,0.004200,0.091200,0,0.3595,0.018600,0.000500,0.002800,0.004200,0.1926,0.001100,0.000700,0.002100,0.015200,0.044300,0.3711,0.001400,0.019400,0.001300,0.001900,0.1274,0.014700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.089191,0,17.5000,0,0,0.3267,0.4159,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6829,5705.4180,5530.0078,6241.3945,0,11235.4258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3822,0.070900,0.2587,0.013700,0.1003,0.015600,0.1271,0.1001,0.003400,0.008500,1.9977,2.0232,0.002200,0.008300,0.046300,1.3957,0.2836,0.3482,0.019400,0.008000,0.2963,2.2353,0.3076,0.015400,0.000600,0.072400,0.004900,0.2053,0.002200,0.000700,0.002200,0.016200,0.047700,0.4989,0.001700,0.024000,0.001700,0.001600,0.1885,0.019300,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1229,0,27,0,0,0.4219,0.5448,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7803,5706.1719,5530.0078,6241.3945,0,11236.1797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,1906,364,0,0.1707,0,0,0,0,0,0,0,0,0,0,0
,0.1621,0.082100,0.058300,0.015600,0.1028,0.014900,0.043400,0,0.003100,0.012700,1.9205,1.9506,0.001400,0.007000,0.038900,1.0922,0.2390,0.2390,0.014500,0.004300,0,0,0.3212,0.022600,0.000900,0.002300,0.004400,0.2052,0.001400,0.000900,0.002800,0.016600,0.042200,0.4402,0.001200,0.022000,0.001700,0.001500,0.099300,0.012700,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1159,0,22,0,0,0.3743,0.4902,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4071,5707.4844,5530.0078,6241.3945,0,11237.4922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4573,0.067500,0.1716,0.013600,0.097400,0.015400,0.079500,0,0.002200,0.007700,1.7890,1.8103,0.002000,0.006500,0.039100,1.0927,0.3151,0.2700,0.015800,0.005800,0.2834,2.8002,0.3045,0.015000,0.000700,0.002600,0.004400,0.2067,0.001400,0.000800,0.002700,0.017700,0.047500,0.5337,0.001600,0.022300,0.001200,0.001700,0.1058,0.013400,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1257,0,25,0,0,0.4725,0.5982,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3410,5703.2422,5530.0078,6241.3945,0,11233.2500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1649,0.093100,0.1086,0.017300,0.1369,0.017800,0.076400,0,0.002800,0.008800,1.7005,1.7253,0.001700,0.006500,0.038600,0.8621,0.2589,0.2407,0.014400,0.003700,0.1043,0,0.3219,0.015600,0.000600,0.002800,7.7062,7.9311,0.002100,0.001000,0.004600,0.022500,0.062700,0.7292,0.002000,0.034200,0.001800,0.002600,0.1367,0.017900,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1643,0,30,0,0,0.6536,0.8179,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2289,5707.2109,5530.0078,6241.3945,0,11237.2188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2300,390,0,0.1440,0,7.7008,0,0,0,0,0,0,0,0,0
,3.6260,0.065800,0.2087,0.012200,0.1222,0.017200,0.1178,0.091100,0.002700,0.007900,1.8833,1.9082,0.001900,0.008800,0.039400,2.4743,0.3769,0.3856,0.019200,0.009100,0.3168,0.2903,0.3053,0.016000,0.000600,0.002600,0.004100,1.1234,0.001600,0.000800,0.003100,0.019000,0.047500,0.6157,0.001800,0.020400,0.001200,0.001400,0.3494,0.014800,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,4,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1315,0,33,0,0,0.5575,0.6890,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0612,5707.2109,5530.0078,6241.3945,0,11237.2188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1914,0.077900,0.1340,0.020600,0.1050,0.017300,0.080700,0,0.003100,0.012700,1.8172,1.8482,0.001800,0.008100,0.043000,1.0294,0.3310,0.2587,0.015300,0.004400,0.1239,0,0.3170,0.016000,0.000700,0.072900,0.004600,0.1929,0.001400,0.001100,0.002100,0.017200,0.057600,0.6957,0.005400,0.020800,0.001100,0.001800,0.1277,0.014500,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1415,0,21,0,0,0.6351,0.7766,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2781,5707,5530.0078,6241.3945,0,11237.0078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,5.3488,0.097500,0.2362,0.027200,0.1055,0.016200,0.1545,0.085300,0.002700,0.008600,2.1157,2.1404,0.001800,0.006700,0.039100,1.3427,0.2751,0.3524,0.018600,0.008300,0.3723,3.2964,0.2926,0.015000,0.000600,0.002800,0.004700,0.2175,0.001400,0.000800,0.002700,0.018600,0.050900,0.4964,0.001700,0.023600,0.001200,0.001500,0.1260,0.014600,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,6,3,3,0,0,27,0,27,0,0,1,6,0,0,0,0,0,0,0,0.1294,0,26.5000,0,0,0.4659,0.5953,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1793,5705.8164,5530.0078,6241.3945,0,11235.8242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2580,366,0,0.2112,0,0,0,0,0,0,0,0,0,0,0
,0.1863,0.073700,0.1206,0.010800,0.1037,0.017200,0.066400,0,0.001800,0.006900,1.3293,1.3482,0.002100,0.007200,0.036500,0.9535,0.3174,0.2513,0.012100,0.003600,0.1640,0,0.3782,0.016900,0.000600,0.002400,0.004300,0.2249,0.001300,0.000800,0.002200,0.017700,0.1703,0.8243,0.002100,0.025300,0.001500,0.001800,0.1482,0.012600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,1,1,0,2,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1683,0,26.5000,0,0,0.7462,0.9145,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2849,5702.5117,5530.0078,6241.3945,0,11232.5195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.5923,0.079000,0.1880,0.018000,0.1141,0.014900,0.096000,0,0.002500,0.009000,1.9543,1.9802,0.002100,0.009900,0.049200,1.3194,0.2906,0.2587,0.013800,0.005000,0.2904,1.7050,0.2982,0.016600,0.000600,0.002200,0.006500,0.2939,0.001400,0.000800,0.003400,0.017600,0.1195,0.7591,0.000800,0.022100,0.001100,0.001200,0.1527,0.018100,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,3,3,0,8,32,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1724,0,25.5000,0,0,0.6693,0.8417,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8644,5705.3477,5530.0078,6241.3945,0,11235.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2330,291,0,0.2875,0,0,0,0,0,0,0,0,0,0,0
,0.1637,0.073400,0.1211,0.014500,0.1665,0.019100,0.1026,0,0.003300,0.008600,2.9613,2.9884,0.002800,0.018600,0.075900,1.1513,0.6259,0.3820,0.020100,0.005900,0.097800,0,0.4145,0.018500,0.000700,0.002900,9.2147,9.4358,0.002900,0.001300,0.006000,0.027600,0.1334,0.9539,0.001500,0.026000,0.001300,0.001900,0.1269,0.017200,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2372,0,27.5000,0,0,0.8151,1.0523,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4401,5700.6641,5530.0078,6241.3945,0,11230.6719,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,9.2091,0,0,0,0,0,0,0,0,0
,5.1427,0.060900,0.1950,0.013700,0.086600,0.014500,0.1101,0.073000,0.002400,0.008500,1.7407,1.7613,0.001500,0.005400,0.037500,2.5037,0.2770,0.2630,0.014100,0.006300,0.3332,2.0748,0.2834,0.017600,0.000800,0.002600,0.004800,0.2184,0.001500,0.000700,0.002900,0.018200,0.049400,0.4161,0.001600,0.022000,0.001300,0.001800,0.099200,0.014000,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,97,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1096,0,22.5000,0,0,0.3581,0.4677,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2237,5703.3398,5530.0078,6241.3945,0,11233.3477,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1954,0.070800,0.089600,0.011300,0.1089,0.016000,0.035200,0,0.002100,0.008400,2.0605,2.0830,0.001800,0.010300,0.043700,1.2110,0.3558,0.3828,0.021900,0.008800,0.1186,0,0.3561,0.024900,0.000700,0.077600,0.005600,0.2054,0.001800,0.000800,0.002600,0.018100,0.049500,0.4766,0.001500,0.022600,0.001200,0.001700,0.1473,0.014000,0.000300,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,48,4,97,0,6,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.1181,0,24,0,0,0.4004,0.5185,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1900,5702.0430,5530.0078,6241.3945,0,11232.0508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,1793,364,0,0.1296,0,0,0,0,0,0,0,0,0,0,0
,5.8106,0.073900,0.2174,0.016500,0.1093,0.016900,0.1566,0.092400,0.002900,0.009300,1.8214,1.8473,0.001900,0.009500,0.040000,1.1180,0.3391,0.2811,0.017100,0.005800,0.2535,4.2364,0.3169,0.017400,0.001300,0.004000,0.006000,0.2551,0.001400,0.000800,0.003300,0.021200,0.052000,0.5899,0.001700,0.047800,0.001400,0.001700,0.1162,0.013200,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1477,0,27,0,0,0.5580,0.7057,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0372,5701.7188,5530.0117,6241.3945,0,11231.7305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1874,0.091000,0.082700,0.015700,0.1140,0.017900,0.096100,0,0.002500,0.008100,1.7911,1.8146,0.002100,0.010600,0.048200,0.9523,0.3230,0.2546,0.021500,0.004600,0.1360,0,0.3699,0.019100,0.001000,0.002700,0.004800,0.2260,0.001500,0.001200,0.002800,0.020700,0.054600,0.4835,0.001700,0.021900,0.001500,0.001600,0.1212,0.014000,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1288,0,19,0,0,0.4175,0.5463,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1169,5702.0117,5530.0117,6241.3945,0,11232.0234,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4186,0.085800,0.1614,0.015100,0.1171,0.020500,0.082200,0,0.002600,0.009500,1.6039,1.6294,0.001800,0.007900,0.040700,1.0270,0.3262,0.2812,0.012500,0.004800,0.2535,2.9259,0.4112,0.017900,0.000700,0.003200,0.004400,0.2257,0.001900,0.000800,0.002300,0.017700,0.053600,0.5516,0.001600,0.022500,0.001400,0.001800,0.1385,0.013700,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1358,0,26.5000,0,0,0.4773,0.6131,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2314,5699.6289,5530.0117,6241.3945,0,11229.6406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2228,386,0,0.2911,0,0,0,0,0,0,0,0,0,0,0
,0.1671,0.078700,0.077600,0.015900,0.1449,0.019100,0.094400,0,0.003100,0.010500,2.0341,2.0634,0.002200,0.010400,0.040800,0.9261,0.2421,0.2691,0.014900,0.004400,0.088100,0,0.3017,0.016200,0.000600,0.002900,6.6385,6.8997,0.002700,0.001200,0.005800,0.027900,0.057100,0.5072,0.001900,0.028700,0.001400,0.002500,0.1351,0.018000,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1331,0,22.5000,0,0,0.4342,0.5673,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3177,5698.9336,5530.0117,6241.3945,0,11228.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,6.6310,0,0,0,0,0,0,0,0,0
