EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Exclusive/AllWorkers/MassProcessorTask,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush
,0.066300,0.1512,0.014900,0.1278,0.017900,0.1335,0.078700,0.002500,0.007200,0,0,0,0,0,2168,1228,0,0.2739,186.5732,186.5940,0.002100,0.011200,0.047400,30.2318,0.4335,0.2482,0.021400,0.005600,0.3588,0.4691,0.039700,0.000800,0.093400,16.1535,55,0,0,1082,13,0,0,0,0,8.8527,16.3842,17.8649,0.002700,0.000900,0.003400,0.025100,0.065600,0.7053,0.002800,0.032900,0.001700,0.001800,0.1644,0.015400,0.000300,1,1,4,4,46,2,49,0,5,7,7,1,2,315,0,15,2,0,4,7,0,0,0,0,0,0,0,0.1562,0,11,2.8877,0,0.8054,0.9616,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.2862,630.2266,5569.0508,6307.5742,0,6199.2773,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063400,0.1093,0.014600,0.1260,0.015100,0.1503,0.1219,0.002800,0.011000,0,0,0,0,0,1830,165,0,0.1981,234.3408,234.3699,0.002300,0.011500,0.046000,1.6830,0.4096,0.2377,0.021500,0.005100,0.3608,0.4129,0.026100,0.001300,0.1222,10.8569,57,0,0,0,26,0,0,0,0,12.7535,11.0722,11.4228,0.002300,0.000700,0.003600,0.022000,0.053300,0.1442,0.002300,0.028000,0.001800,0.002000,0.4345,0.016100,0.000200,1,1,4,4,46,2,49,0,5,5,5,1,0,18,0,18,2,0,4,5,0,0,0,0,0,0,0,0.1391,0,0,0,0,0,0.1391,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.4657,613.4766,5569.0508,6307.5742,0,6182.5273,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,10.7537,0,0,0,0,11,0,0,0,0,0,0,0
,0.063400,0.1584,0.013400,0.1149,0.013700,0.1461,0.059700,0.002100,0.008500,0,0,0,0,0,342,1267,0,0.1988,183.9144,183.9390,0.002700,0.012000,0.049100,37.7895,0.3985,0.2480,0.022300,0.005800,0.2952,0.3647,0.020600,0.000900,0.094500,16.0304,57,0,0,1117,13,0,0,0,0,6.2107,16.3817,17.6359,0.002500,0.000600,0.003400,0.021100,0.1134,0.7532,0.000800,0.019800,0.001100,0.001800,0.1204,0.011900,0.000100,1,1,4,4,46,2,49,0,5,4,4,0,9,15,0,15,2,0,4,4,0,0,0,0,0,0,0,0.1701,0,45,0,0,0.6426,0.8127,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.7655,593.1016,5569.6953,6307.5742,0,6162.7969,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.054000,0.3041,0.008900,0.1297,0.013700,0.096600,0.068600,0.001500,0.006500,0,0,0,0,0,551,120,0,0.1082,185.1679,185.1845,0.002600,0.011300,0.046900,2.0175,0.3925,0.2276,0.021500,0.005100,0.4110,0.4077,0.036800,0.000900,0.096100,15.3354,57,0,0,0,26,0,0,0,0,10.4535,15.6457,15.9358,0.004000,0.001200,0.005000,0.028800,0.065600,1.4232,0.004700,0.026500,0.001300,0.001700,0.1101,0.010600,0.000200,1,1,4,4,46,2,51,0,3,9,9,0,42,33,0,29,2,0,4,9,0,0,0,0,0,0,0,0.2952,0,46,1.0186,0,1.4482,1.7434,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.5171,633.3906,5569.6953,6307.5742,0,6203.0859,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,8.1762,0,0,0,0,0,0,0,0,0,0,0,0
,0.057700,0.1794,0.008600,0.1531,0.013800,0.1058,0.042300,0.001500,0.005500,0,0,0,0,0,1263,1331,0,0.2742,127.8624,127.8791,0.002400,0.011800,0.047000,38.9009,0.4029,0.3200,0.021400,0.007700,0.4266,0.4309,0.029700,0.001200,0.064500,24.7386,57,0,0,1159,13,0,0,0,0,6.3050,26.0456,26.5878,0.003100,0.001000,0.004800,0.026500,0.046400,1.0331,0.001700,0.029300,0.001300,0.001500,0.8877,0.011600,0.000100,1,1,4,4,46,2,49,0,5,5,5,0,15,15,0,15,2,0,4,5,0,0,0,0,0,0,0,0.2209,0,46,1.0020,0,1.0989,1.3198,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.3221,630.4023,5570.4883,6307.5742,0,6200.8906,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0.3771,0,0,0,0,0,0,0,0,0,0,0
,0.069900,0.1917,0.011700,0.1280,0.016600,0.1274,0.080800,0.001500,0.007000,0,0,0,0,0,1035,164,0,0.2185,188.4356,188.4549,0.002400,0.011600,0.044800,6.4206,0.4286,0.2455,0.020100,0.005200,0.4038,0.3682,0.050900,0.000800,0.084700,15.8261,58,0,0,0,26,0,0,0,0,8.8087,15.9596,16.1813,0.003100,0.000800,0.004000,0.022800,0.1267,0.7546,0.001200,0.021600,0.001400,0.001400,0.094200,0.011500,0.000300,1,1,4,4,46,2,49,0,5,9,9,0,3,28,0,28,2,0,4,9,0,0,0,0,0,0,0,0.1804,0,45,0,0,0.6310,0.8114,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.4941,608.3203,5570.4883,6307.5742,0,6178.8086,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,1.7871,0,0,0,0,0,1,0,0,0,0,0,0
,0.068400,0.1711,0.013800,0.1417,0.016900,0.1599,0.071200,0.002500,0.007600,0,0,0,0,0,725,1285,0,0.1991,141.5075,141.5300,0.002000,0.011000,0.045400,46.7133,0.3742,0.2451,0.019800,0.005300,0.4579,0.5850,0.028300,0.000900,0.078100,13.9985,57,0,0,1142,13,0,0,0,0,9.5548,14.1585,15.1412,0.002900,0.001500,0.005300,0.027000,0.051200,1.0306,0.004900,0.026100,0.000900,0.002300,0.1138,0.009600,0.000100,1,1,4,4,46,2,51,0,3,8,8,1,38,319,0,15,2,0,4,8,0,0,0,0,0,0,0,0.3098,0,13,3.2480,0,1.0912,1.4010,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.4404,603.8320,5570.8008,6307.5742,0,6174.6328,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.089500,0.1109,0.008600,0.1429,0.015600,0.1158,0.074000,0.001400,0.006300,0,0,0,0,0,2096,163,0,0.2500,161.9054,161.9224,0.002300,0.012900,0.049000,6.1938,0.3932,0.2161,0.014800,0.005300,0.3570,0.3807,0.036100,0.000900,0.099900,16.1849,57,0,0,0,26,0,0,0,0,12.5673,16.4940,16.7723,0.003200,0.001000,0.004700,0.026000,0.058400,0.1301,0.002500,0.026400,0.001500,0.002200,0.4478,0.017700,0.000100,1,1,4,4,46,2,49,0,5,6,6,1,0,20,0,20,2,0,4,6,0,0,0,0,0,0,0,0.1247,0,0,0,0,0,0.1247,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.9080,602.8711,5570.8633,6307.5742,0,6173.7344,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,5.9705,0,0,0,0,8,0,0,0,0,0,0,0
,0.063100,0.2921,0.015600,0.1246,0.015200,0.1455,0.076000,0.002800,0.009100,0,0,0,0,0,290,1276,0,0.2837,148.6254,148.6499,0.002200,0.011100,0.051500,42.6281,0.4584,0.1465,0.014200,0.004000,0.2970,0.5635,0.037300,0.000800,0.082800,15.6634,57,0,0,1134,13,0,0,0,0,12.6640,15.9457,17.2637,0.001800,0.000600,0.003700,0.020700,0.3505,0.9809,0.001400,0.024500,0.001300,0.001700,0.1103,0.008900,0.000300,1,1,4,4,46,2,49,0,5,5,5,0,15,15,0,15,2,0,4,5,0,0,0,0,0,0,0,0.1826,0,46,1.0146,0,1.1231,1.3057,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.7156,606.2383,5571.1133,6307.5742,0,6177.3516,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064400,0.2111,0.006100,0.1354,0.016000,0.079200,0.058500,0.001800,0.006400,0,0,0,0,0,980,155,0,0.2461,154.0767,154.0946,0.002400,0.010800,0.042200,6.9599,0.3451,0.2443,0.016000,0.006000,0.4538,0.4637,0.039900,0.000900,0.1061,17.2000,55,0,0,0,26,0,0,0,0,10.7692,17.4756,17.7716,0.003100,0.001100,0.004700,0.024900,0.057300,0.8005,0.002400,0.032000,0.001600,0.002000,0.1680,0.009300,0.000200,1,1,4,4,44,4,49,0,3,9,9,0,7,28,0,28,2,0,4,9,0,0,0,0,0,0,0,0.1811,0,44,1.0215,0,0.8116,0.9927,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.8873,598.3672,5571.1758,6307.5742,0,6169.5430,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.4553,0,0,0,0,0,0,0,0,0,0,0,0
,0.062300,0.1722,0.012600,0.1745,0.017300,0.1609,0.073100,0.002400,0.008100,0,0,0,0,0,760,1301,0,0.2866,198.4983,198.5229,0.002200,0.010700,0.048500,35.2320,0.3796,0.1667,0.013000,0.003500,0.2735,0.4915,0.029200,0.000400,0.067300,12.2293,57,0,0,1156,13,0,0,0,0,8.7294,13.3828,13.9546,0.003000,0.000700,0.004900,0.029000,0.055000,1.1592,0.005700,0.029200,0.000900,0.002400,1.0044,0.011900,0.000200,1,1,4,4,46,2,49,0,3,5,5,0,45,19,0,15,2,0,4,5,0,0,0,0,0,0,0,0.2638,0,45,0.9746,0,1.0743,1.3381,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.7391,583.3633,5571.6250,6307.5742,0,6154.9883,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0.3401,0,0,0,0,0,0,0,0,0,0,0
,0.061400,0.1735,0.008800,0.1161,0.014500,0.1075,0.070900,0.001900,0.006900,0,0,0,0,0,713,116,0,0.1381,151.2182,151.2378,0.001800,0.011300,0.041000,7.8644,0.3016,0.1524,0.016200,0.003800,0.4106,0.3545,0.032100,0.000600,0.075100,12.4519,57,0,0,0,26,0,0,0,0,9.3937,12.6037,13.4140,0.002300,0.001000,0.003700,0.021000,0.044200,0.4724,0.001900,0.020900,0.001400,0.001300,0.1337,0.014100,0.000200,1,1,4,4,46,2,49,0,5,10,10,1,0,428,0,28,2,0,4,10,0,0,0,0,0,0,0,0.1109,0,2,3.6992,0,0.5729,0.6838,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.9357,542.1602,5571.6250,6307.5742,0,6113.7852,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,1.2709,0.2624,0,0,0,0,0,0,0,0,0,0,0
,0.063300,0.067400,0.015300,0.1210,0.015000,0.1265,0.056300,0.001900,0.006800,0,0,0,0,0,2415,1292,0,0.3759,171.4086,171.4288,0.002000,0.010400,0.040800,38.1094,0.3263,0.1810,0.017400,0.004500,0.2390,0.5045,0.042100,0.001600,0.1038,10.4750,57,0,0,1107,13,0,0,0,0,7.6834,10.7435,11.0442,0.002600,0.001000,0.003900,0.024500,0.053500,0.2087,0.001700,0.023000,0.001200,0.001600,0.1102,0.013300,0.000200,1,1,3,3,46,2,49,0,5,3,3,1,0,7,0,7,2,0,3,3,0,0,0,0,0,0,0,0.2042,0,0,0,0,0,0.2042,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.2095,519.2930,5570.0508,6307.5742,0,6089.3438,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,0.070100,0.1300,0.010300,0.1530,0.016000,0.1113,0.094000,0.003000,0.006000,0,0,0,0,0,406,158,0,0.1507,59.2469,59.2657,0.002600,0.014100,0.057200,9.3470,0.4209,0.2579,0.020600,0.005400,0.4968,0.3647,0.036700,0.000900,0.086500,16.0088,57,0,0,0,26,0,0,0,0,8.6523,16.2283,17.2146,0.002500,0.001000,0.005400,0.028500,0.062100,0.1466,0.001900,0.027000,0.001500,0.002200,0.1756,0.018500,0.000300,1,1,5,5,46,2,49,0,5,7,7,1,0,22,0,22,2,0,5,7,0,0,0,0,0,0,0,0.1398,0,0,0,0,0,0.1398,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9462,516.1562,5570.0781,6307.5742,0,6086.2344,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0.082500,0,0,0,7,0,0,0,0,0,0,0
,0.080300,0.1954,0.011300,0.1390,0.017300,0.080000,0,0.003200,0.009900,0,0,0,0,0,128,893,0,0.1501,74.4169,74.4455,0.001800,0.011600,0.045000,34.0213,0.2655,0.1667,0.016000,0.003500,0.3211,0.4881,0.029700,0.000700,0.070400,5.7187,55,0,0,1128,13,0,0,0,0,7.7937,5.9233,6.1872,0.002400,0.001200,0.004900,0.024800,0.070200,0.6725,0.002000,0.024500,0.001300,0.001600,0.3719,0.016400,0.000200,1,1,2,2,46,2,49,0,5,7,7,1,8,313,0,13,2,0,2,7,0,0,0,0,0,0,0,0.1520,0,13,2.3691,0,0.7827,0.9347,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.1051,543.3750,5570.3008,6307.5742,0,6113.6758,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063400,0.078200,0.012900,0.1266,0.013500,0.1464,0.094000,0.004700,0.010300,0,0,0,0,0,2094,524,0,0.2837,56.6356,56.6642,0.002100,0.010200,0.041800,4.6065,0.2752,0.1830,0.014100,0.003000,0.2384,0.3516,0.028700,0.000700,0.058700,6.2313,57,0,0,0,26,0,0,0,0,11.6949,6.4449,6.6752,0.003200,0.000800,0.005600,0.023600,0.052600,0.1362,0.001300,0.024000,0.001200,0.001200,0.1511,0.011700,0.000200,1,1,2,2,46,2,49,0,5,6,6,1,0,19,0,19,2,0,2,6,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0.1319,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2829,574.2148,5569.3633,6307.5742,0,6143.5781,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,6.8953,0,0,0,0,9,0,0,0,0,0,0,0
,0.066900,0.1422,0.012300,0.1251,0.015200,0.067200,0,0.001800,0.007500,0,0,0,0,0,63,108,0,0.035900,50.4479,50.4678,0.002000,0.011700,0.040700,4.4242,0.2896,0.1796,0.014800,0.003000,0.2763,0.4630,0.028100,0.000800,0.062300,7.0379,55,0,0,0,13,0,0,0,0,6.8335,7.4827,8.4928,0.002200,0.000900,0.003800,0.024700,0.1345,0.6971,0.002200,0.021900,0.001500,0.002000,0.1306,0.014200,0.000300,1,1,2,2,46,2,49,0,5,5,5,0,11,13,0,13,2,0,2,5,0,0,0,0,0,0,0,0.1604,0,46,0,0,0.5939,0.7543,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9633,569.6445,5569.3633,6307.5742,0,6139.0078,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,2.2828,0.2404,0,0,0,0,0,0,0,0,0,0,0
,0.060700,0.1520,0.013600,0.1149,0.015900,0.1020,0.058100,0.002400,0.008500,0,0,0,0,0,1606,244,0,0.2748,61.6095,61.6310,0.001800,0.009700,0.041500,3.3010,0.2473,0.2363,0.020500,0.004900,0.3495,0.3226,0.029500,0.000600,0.002500,6.1752,55,0,0,0,26,0,0,0,0,6.7191,6.4671,6.7020,0.002100,0.001100,0.004100,0.018500,0.047100,0.5828,0.001700,0.024100,0.001400,0.001600,0.1148,0.014000,0.000200,1,1,2,2,44,4,49,0,3,9,9,0,2,27,0,27,0,0,2,9,0,0,0,0,0,0,0,0.1403,0,43,0,0,0.4870,0.6273,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6342,581.4727,5569.4258,6307.5742,0,6150.8984,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.1577,0,0,0,0,0,0,0,0,0,0,0,0
,0.052600,0.1396,0.012100,0.1515,0.015800,0.098800,0.042400,0.002300,0.006800,0,0,0,0,0,255,58,0,0.1453,83.4527,83.4716,0.002100,0.010500,0.039400,3.7861,0.3477,0.1722,0.018700,0.004100,0.2350,0.3932,0.026000,0.000700,0.074000,7.8160,57,0,0,1,13,0,0,0,0,8.1670,9.6910,9.4803,0.001800,0.000900,0.004700,0.023200,0.045100,0.8215,0.005100,0.021500,0.001200,0.001500,0.6816,0.017700,0.000400,1,1,3,3,46,2,49,0,3,5,5,0,36,18,0,14,1,0,3,5,0,0,0,0,0,0,0,0.1957,0,42,1.0234,0,0.7809,0.9766,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0866,589.4727,5569.4258,6307.5742,0,6158.8984,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,4.1997,0.4821,0,0,0,0,0,0,0,0,0,0,0
,0.059500,0.1567,0.013700,0.1196,0.015800,0.093700,0.057200,0.002000,0.006500,0,0,0,0,0,629,112,0,0.1933,92.5922,92.6101,0.002100,0.010900,0.051400,3.9606,0.3094,0.1711,0.016900,0.003800,0.3084,0.3496,0.027100,0.000500,0.060600,6.4066,55,0,0,0,26,0,0,0,0,6.5076,6.5428,7.4584,0.001900,0.000900,0.003900,0.021400,0.053900,0.6332,0.002200,0.024500,0.001400,0.001600,0.1395,0.014800,0.000200,1,1,3,3,46,2,49,0,5,8,8,0,9,27,0,27,2,0,3,8,0,0,0,0,0,0,0,0.1403,0,45,0,0,0.5439,0.6842,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.2173,589.5859,5569.4883,6307.5742,0,6159.0742,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,2.2108,0,0,0,0,0,0,0,0,0,0,0,0
,0.064200,0.2190,0.011700,0.1467,0.018500,0.1184,0.049000,0.001900,0.006800,0,0,0,0,0,904,146,0,0.1477,106.0285,106.0488,0.002300,0.012100,0.042900,5.0621,0.3009,0.1702,0.016900,0.003300,0.3350,0.5186,0.037300,0.000600,0.072000,8.3032,55,0,0,0,13,0,0,0,0,8.4616,8.4757,8.7153,0.002700,0.001000,0.005700,0.030800,0.1409,1.1342,0.002000,0.031300,0.001500,0.001900,0.3497,0.014900,0.000200,1,1,3,3,46,2,49,0,5,7,7,0,7,314,0,14,2,0,3,7,0,0,0,0,0,0,0,0.2179,0,44,2.9453,0,1.1607,1.3786,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0298,569.8945,5569.4883,6307.5742,0,6139.3828,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.1098,0,0,0,0,0,0,0,0,0,0,0,0
