EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/PathFollowingComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,0.2128,0.070900,0.014400,0.1346,0.014400,0.035700,0.002000,0.007900,0.003300,0.026800,0.001200,0.005000,0.024300,0.3099,0.2743,0.7631,0.015900,0.2675,0.025700,0.000800,0.003000,9.9537,10.0189,0.001600,0.000700,0.000100,0.008400,0.039500,0.000200,0.002600,0.019000,0.001300,0.001600,0.6486,0.017900,0.000100,0.061100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4245,15874.2227,5468.4727,6235.4141,0,21342.6953,0,0,0,0.053100,9.7195,1,416,305,0,0.084300,0,0,2,0,0,0
,5.8661,0.065300,0.013300,0.090100,0.012400,0.026300,0.001500,0.005800,0.002600,0.020400,0.001200,0.003600,0.023300,2.5505,0.2549,0.7110,0.015500,0.4301,0.020400,0.000800,0.010100,0.2353,0.3231,0.001200,0.000600,0.000100,0.007300,0.044200,0.000100,0.002100,0.015900,0.001200,0.001700,0.052000,0.013800,0.000100,2.6289,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6661,15874.3477,5468.4727,6235.4141,0,21342.8203,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1717,0.058300,0.012000,0.073800,0.010900,0.028200,0.001500,0.005100,0.003000,0.020500,0.001200,0.003500,0.019900,0.2819,0.2179,0.6819,0.014400,0.2728,0.016800,0.000600,0.002400,0.2232,0.3089,0.001000,0.000500,0.000100,0.006400,0.035100,0.000100,0.001800,0.015200,0.001000,0.001500,0.053700,0.013900,0.000200,0.090600,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6531,15874.2227,5468.4727,6235.4141,0,21342.6953,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,6.7543,0.076700,0.015000,0.099000,0.014200,0.036000,0.001900,0.007000,0.003500,0.027900,0.001400,0.005700,0.028000,0.3592,0.2877,0.8433,0.017000,0.4599,0.023200,0.000900,0.003400,0.2906,0.4080,0.001200,0.000800,0.000100,0.007900,0.046900,0.000200,0.002500,0.021000,0.002100,0.001900,0.058500,0.017200,0.000200,5.5165,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0981,15874.2305,5468.4727,6235.4141,0,21342.7031,0,0,0,0,0,0,418,306,0,0.085500,0,0,2,0,0,0
,0.2689,0.093200,0.015900,0.1121,0.015400,0.039400,0.002400,0.008100,0.003900,0.029900,0.001700,0.005200,0.030800,0.5220,0.3360,1.0561,0.024200,0.5325,0.028900,0.000700,0.003600,0.4183,0.5453,0.001300,0.000800,0.000200,0.008600,0.046800,0.000200,0.002600,0.022900,0.001400,0.002900,0.078900,0.019000,0.000300,0.1293,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7541,15875.9609,5468.4727,6235.4141,0,21344.4336,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0
,6.8357,0.079900,0.017600,0.1020,0.014700,0.039900,0.002500,0.009400,0.003900,0.033700,0.001600,0.006000,0.031000,0.3861,0.3463,1.0459,0.020000,0.4193,0.019400,0.000700,0.002800,1.2901,1.3079,0.001700,0.000700,0.000100,0.007000,0.035900,0.000200,0.002100,0.017700,0.001200,0.001400,0.4199,0.014800,0.000100,5.2275,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8740,15875.4609,5468.4727,6235.4141,0,21343.9336,0,0,0,0.089000,0,0,372,220,0,0.080100,0,0,2,0,0,0
,0.2595,0.084500,0.015600,0.1353,0.014500,0.037000,0.002400,0.008400,0.003100,0.028400,0.001800,0.005600,0.029700,0.3856,0.2823,0.8710,0.019000,0.3267,0.022600,0.000800,0.003300,11.0112,13.1011,0.001300,0.000700,0.000100,0.008800,0.041500,0.000200,0.002000,0.018400,0.001400,0.001800,0.6728,0.015900,0.000100,0.097100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0211,15876.3828,5468.4727,6235.4141,0,21344.8555,0,0,0,0.056100,10.7839,1,0,0,0,0,0,0,2,0,0,0
,5.9753,0.062000,0.012000,0.076700,0.015200,0.028500,0.001600,0.005500,0.002600,0.017900,0.001100,0.002900,0.021300,2.3702,0.2806,0.7524,0.015600,0.3847,0.020700,0.000800,0.011800,0.1913,0.2900,0.001200,0.000500,0.000100,0.007500,0.047400,0.000100,0.002300,0.017100,0.001200,0.001800,0.055400,0.015200,0.000100,2.8211,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5699,15876.3828,5468.4727,6235.4141,0,21344.8555,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.2120,0.066900,0.014400,0.082800,0.012400,0.032200,0.001800,0.007000,0.003300,0.025700,0.001500,0.004800,0.025000,0.2857,0.2400,0.7086,0.014300,0.2947,0.018400,0.000800,0.002600,0.2029,0.2919,0.000900,0.000600,0,0.006600,0.036500,0.000800,0.001400,0.016600,0.001200,0.001400,0.064400,0.011000,0.000200,0.1144,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0341,15876.3203,5468.5352,6235.4141,0,21344.8555,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,7.4030,0.075500,0.016600,0.1006,0.015200,0.037100,0.002400,0.008800,0.004000,0.038700,0.001800,0.006200,0.031800,0.4412,0.4327,1.1279,0.023700,0.6306,0.031900,0.000900,0.003300,0.2622,0.3759,0.001000,0.000800,0.000100,0.007900,0.039300,0.000300,0.002300,0.021500,0.001300,0.001500,0.051100,0.014900,0.000200,5.5923,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5795,15877.7109,5468.5352,6235.4141,0,21346.2461,0,0,0,0,0,0,462,393,0,0.096500,0,0,2,0,0,0
,0.2023,0.060900,0.012900,0.075800,0.010900,0.029700,0.001300,0.006600,0.003000,0.022700,0.001300,0.003900,0.021200,0.2923,0.2802,0.7632,0.014100,0.2716,0.019600,0.000800,0.002500,0.2237,0.3113,0.000700,0.000600,0.000100,0.006300,0.034100,0.000200,0.001800,0.015100,0.001100,0.001400,0.044300,0.012800,0.000100,0.2181,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4352,15875.3125,5468.5352,6235.4141,0,21343.8477,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,5.4760,0.071800,0.013900,0.090200,0.014100,0.035000,0.002000,0.007700,0.003000,0.026900,0.001300,0.004800,0.027300,0.2919,0.2411,0.7182,0.014500,0.3956,0.028100,0.000800,0.002900,0.2661,0.3677,0.001200,0.000600,0.000100,0.007700,0.044000,0.000300,0.002600,0.018100,0.001200,0.001900,0.053000,0.014000,0.000100,4.4032,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3923,15875.7930,5468.5352,6235.4141,0,21344.3281,0,0,0,0,0,0,404,302,0,0.088900,0,0,2,0,0,0
,0.2516,0.084800,0.017100,0.1422,0.014500,0.049900,0.002600,0.009500,0.004000,0.034800,0.001600,0.005700,0.032300,0.4106,0.3943,1.2843,0.020800,0.3008,0.021300,0.000800,0.002700,11.9682,11.9562,0.001400,0.000800,0,0.008200,0.040500,0.000100,0.002100,0.018600,0.001300,0.001600,0.6570,0.015600,0.000100,0.1778,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4101,15876.2656,5468.5352,6235.4141,0,21344.8008,0,0,0,0.1288,10.2709,1,0,0,0,0,0,0,2,0,0,0
,6.1226,0.056600,0.011400,0.070200,0.010700,0.026400,0.001100,0.005200,0.002600,0.017200,0.001300,0.002300,0.021300,2.3554,0.2518,0.6965,0.014800,0.3810,0.018000,0.000700,0.009600,0.1248,0.2097,0.001400,0.000600,0,0.006800,0.037400,0.000200,0.001700,0.040400,0.001100,0.001300,0.050400,0.014700,0.000200,3.0093,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5393,15876.2578,5468.5352,6235.4141,0,21344.7930,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1896,0.056300,0.011400,0.069900,0.010100,0.027900,0.001500,0.005500,0.003200,0.020900,0.001300,0.003400,0.020400,0.2601,0.2570,0.7365,0.015500,0.2551,0.018100,0.000600,0.002600,0.1856,0.2695,0.001100,0.000400,0.000100,0.005900,0.034200,0.000100,0.001800,0.015900,0.001400,0.001400,0.042700,0.012700,0.000200,0.077100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5603,15876.2578,5468.5352,6235.4141,0,21344.7930,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,5.8148,0.071200,0.015300,0.092100,0.013800,0.037400,0.002300,0.008300,0.003800,0.030400,0.001700,0.005300,0.027100,0.3424,0.3309,0.9061,0.022300,0.4557,0.022200,0.000900,0.002900,0.1842,0.2917,0.001500,0.000800,0.000100,0.006700,0.037500,0.000100,0.001900,0.017500,0.001300,0.001400,0.053400,0.014300,0.000300,4.4431,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8406,15877.1406,5468.5352,6235.4141,0,21345.6758,0,0,0,0,0,0,430,309,0,0.089600,0,0,2,0,0,0
,0.2533,0.079300,0.014500,0.1030,0.015300,0.036400,0.001700,0.007400,0.003400,0.027400,0.001300,0.005000,0.027500,0.3993,0.3438,1.1709,0.022700,0.4267,0.029100,0.000900,0.003400,0.2784,0.4036,0.001200,0.000700,0.000200,0.009700,0.046900,0.000200,0.002300,0.023600,0.001700,0.002000,0.060400,0.017500,0.000100,0.1028,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1471,15877.2656,5468.5352,6235.4141,0,21345.8008,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,8.1726,0.082400,0.020300,0.1059,0.014900,0.044900,0.002400,0.009900,0.004600,0.036100,0.001700,0.005700,0.033400,0.4473,0.5176,1.2572,0.025900,0.4285,0.020100,0.000600,0.002600,0.2184,0.3203,0.001200,0.000600,0.000100,0.006900,0.041300,0.000200,0.002200,0.018900,0.001200,0.001700,0.052900,0.015800,0.000200,6.1650,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4824,15877.1406,5468.5352,6235.4141,0,21345.6758,0,0,0,0,0,0,347,214,0,0.095800,0,0,2,0,0,0
,0.1977,0.077300,0.013800,0.1140,0.014700,0.032600,0.002200,0.007600,0.003200,0.026500,0.001300,0.004800,0.024500,0.2882,0.2623,0.7109,0.015800,0.2534,0.017600,0.000800,0.002200,8.4115,8.4616,0.001500,0.000700,0.000100,0.007900,0.040300,0.000200,0.002300,0.018300,0.001300,0.002100,0.075500,0.015000,0.000200,0.073400,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5373,15876.8086,5468.5352,6235.4141,0,21345.3438,0,0,0,0.060400,8.1908,0,0,0,0,0,0,0,2,0,6.1248,0
,5.6917,0.063700,0.012900,0.081800,0.012100,0.032900,0.001800,0.006500,0.003100,0.021200,0.001300,0.003300,0.023200,2.4127,0.2931,0.7719,0.014000,0.3820,0.019300,0.000800,0.012800,0.2275,0.3124,0.001100,0.000500,0.000100,0.006100,0.043900,0.000100,0.002000,0.015700,0.001200,0.001600,0.053900,0.015200,0.000200,2.4578,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3431,15876.8086,5468.5352,6235.4141,0,21345.3438,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0
,0.1874,0.059500,0.013200,0.077600,0.011800,0.034300,0.001600,0.006200,0.003100,0.022800,0.001200,0.004300,0.022100,0.2648,0.2497,0.6850,0.014000,0.2552,0.018300,0.000700,0.024900,0.2287,0.3176,0.000900,0.000500,0.000100,0.006100,0.034800,0.000200,0.001800,0.016900,0.001100,0.001500,0.044900,0.012300,0.000400,0.1286,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2119,15876.8320,5468.5352,6235.4141,0,21345.3672,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,5.6582,0.067800,0.011700,0.099000,0.012200,0.029600,0.001600,0.006900,0.002800,0.024600,0.001200,0.004400,0.022300,0.3252,0.2633,0.7475,0.016600,0.4131,0.018600,0.000700,0.002600,0.2600,1.8614,0.001200,0.000600,0.000100,0.007100,0.037400,0.000100,0.002100,0.018400,0.001300,0.001700,0.079800,0.012200,0.000100,4.4757,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8625,15876.8047,5468.5352,6235.4141,0,21345.3398,0,0,0,0,0,0,481,399,0,0.1040,0,0,2,0,0,0
,0.1928,0.060500,0.012200,0.080800,0.011000,0.028800,0.001400,0.006100,0.002800,0.022500,0.001500,0.004300,0.021800,0.3401,0.2496,0.7042,0.013700,0.2960,0.017700,0.000700,0.002400,1.2879,1.3113,0.001100,0.000600,0.000100,0.006800,0.035200,0.000100,0.001700,0.015700,0.001200,0.001400,0.045000,0.012100,0.000100,0.047400,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5454,15876.7773,5468.5391,6235.4141,0,21345.3164,0,0,1,0.066000,0,0,0,0,0,0,0,0,2,0,0,0
,6.9513,0.075200,0.014900,0.099500,0.014500,0.036000,0.007300,0.008300,0.003600,0.034700,0.001500,0.005500,0.028900,0.3650,0.3075,0.9377,0.043100,0.4676,0.024300,0.001000,0.003500,0.5837,0.6422,0.002000,0.000900,0.000200,0.008400,0.045000,0.000200,0.002500,0.021600,0.001500,0.001800,0.2279,0.017100,0.000100,5.5171,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0238,15876.7773,5468.5391,6235.4141,0,21345.3164,0,0,0,0.065900,0,0,355,214,0,0.092600,0,0,2,0,0,0
,0.2797,0.089100,0.022300,0.1640,0.019500,0.048200,0.002500,0.009200,0.004100,0.033400,0.001600,0.005700,0.031400,0.4502,0.4236,1.1459,0.024200,0.4457,0.038200,0.001000,0.015700,12.3823,12.4457,0.002000,0.000700,0.000100,0.008700,0.041900,0.000200,0.002000,0.019800,0.001400,0.001900,0.6683,0.015100,0.000100,0.090200,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9009,15877.9609,5468.5391,6235.4141,0,21346.5000,0,0,1,0.078300,12.1053,1,0,0,0,0,0,0,2,0,0,0
,6.2816,0.062600,0.013300,0.077500,0.011800,0.041600,0.001600,0.006200,0.003300,0.022500,0.001300,0.003900,0.023200,2.3607,0.2562,0.7341,0.015200,0.4037,0.018800,0.000700,0.002500,0.1839,0.2741,0.001100,0.001000,0.000100,0.007000,0.036500,0.000100,0.001900,0.016900,0.001200,0.001700,0.054600,0.014400,0.000100,3.1473,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8874,15877.9609,5468.5391,6235.4141,0,21346.5000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
