EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Exclusive/GameThread/HandleRPC,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1557,0.063200,0.047600,0.008600,0.1129,0.013900,0.049700,0.002100,0.007200,1.8915,1.9115,0.001500,0.007500,0.032200,0.3739,0.2174,0.2573,0.015300,0.003200,0.1000,0,0.3098,0.011600,0.000500,0.001700,5.1790,5.3803,0.003300,0.000800,0.003800,0.020400,0.046500,0.3585,0.001600,0.022000,0.001300,0.002100,0.096400,0.012000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.093780,0,27,0,0,0.3014,0.3952,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6084,10890.9961,5516.0195,6231.3555,0,16407.0156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,5.1744,0,0,0,0,0,0,0,0,0,0,0,0
,4.4944,0.083300,0.1119,0.016500,0.1329,0.018600,0.1209,0.002000,0.007700,1.8209,1.8421,0.001200,0.007300,0.035100,1.9700,0.2383,0.2362,0.015600,0.003100,0.2031,2.3994,0.3599,0.017700,0.000800,0.003500,0.005800,1.2841,0.001700,0.001100,0.003400,0.020900,0.056300,0.4994,0.002700,0.026600,0.001400,0.002000,0.1293,0.013600,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,8,14,0,14,0,0,1,4,0,0,0,0,0,0,0,0.1108,0,36,0,0,0.4300,0.5408,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9451,10891.2344,5516.0195,6231.3555,0,16407.2539,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1264,351,0,0.1577,0,0,0.070600,0,0,0,0,0,0,0,0,0,0,0
,0.1532,0.074000,0.074200,0.016200,0.1021,0.016600,0.081400,0.002400,0.008800,1.8684,1.8923,0.001900,0.007600,0.036500,0.4876,0.2844,0.2335,0.015800,0.003100,0.090000,0,0.2522,0.015400,0.000600,0.072100,0.004500,0.1952,0.001000,0.001000,0.002600,0.014200,0.052000,0.4678,0.005700,0.019600,0.001300,0.001300,0.1070,0.014000,0.000100,0,0,0,0,0,58,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,34,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1043,0,21,0,0,0.4030,0.5073,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7650,10889.1094,5516.0195,6231.3555,0,16405.1289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,3.3248,0.066100,0.095600,0.013800,0.098200,0.016400,0.032500,0.002100,0.009600,1.8611,1.8858,0.001600,0.007300,0.034600,1.5308,0.2844,0.2413,0.017100,0.003000,0.1725,1.5143,0.3617,0.025200,0.000500,0.002800,0.005300,0.2483,0.001600,0.000800,0.002800,0.016600,0.045400,0.4838,0.001700,0.021200,0.001500,0.001700,0.1692,0.017800,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,46,2,49,0,3,3,3,0,6,15,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1084,0,28,0,0,0.4104,0.5188,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3985,10890.0586,5516.0195,6231.3555,0,16406.0781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.094500,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2110,0.068900,0.098800,0.015600,0.1101,0.018500,0.091200,0.002400,0.008500,1.9452,1.9707,0.001800,0.008600,0.036300,0.9465,0.2738,0.3421,0.012500,0.006200,0.065500,0,0.2853,0.015500,0.001000,0.002700,0.004400,0.2454,0.001200,0.000600,0.002200,0.016900,0.1241,0.4462,0.001800,0.022200,0.001300,0.001900,0.091900,0.012400,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1172,0,25,0,0,0.4151,0.5323,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8392,10889.4297,5516.0195,6231.3555,0,16405.4492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1764,366,0,0.1292,0.1220,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.7600,0.067900,0.084300,0.011100,0.092800,0.014900,0.029700,0.001700,0.007500,1.9122,1.9329,0.001900,0.009800,0.040500,0.8557,0.3455,0.4703,0.018600,0.004700,0.2084,3.1290,0.3501,0.023000,0.000700,0.002800,0.004700,0.2080,0.001700,0.000800,0.002400,0.015300,0.047200,0.3387,0.002000,0.020600,0.001100,0.001700,0.1174,0.013000,0.000200,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,0,0,44,4,49,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.091501,0,24,0,0,0.2668,0.3583,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1842,10888.0742,5516.0195,6231.3555,0,16404.0938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1585,0.087700,0.075700,0.013100,0.1479,0.020900,0.080000,0.002400,0.008500,1.9156,1.9382,0.001400,0.008800,0.033900,0.5911,0.3324,0.3708,0.016600,0.004100,0.1574,0,0.3045,0.018600,0.000500,0.002100,6.1535,6.3871,0.002500,0.001400,0.006000,0.025900,0.066000,0.4982,0.002600,0.036600,0.001800,0.002400,0.1580,0.020100,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1623,0,24,0,0,0.3957,0.5580,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0388,10886.9219,5516.0195,6231.3555,0,16402.9414,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,6.1476,0,0,0,0,0,0,0,0,0,0,0,0
,5.1768,0.082500,0.1070,0.013100,0.1259,0.022100,0.098800,0.001800,0.007000,1.5445,1.5647,0.001400,0.008400,0.034500,2.0579,0.2362,0.4588,0.019500,0.004700,0.2218,2.5774,0.3210,0.022300,0.000600,0.003100,0.006100,0.2587,0.002300,0.001300,0.002700,0.022800,0.055100,0.4694,0.001500,0.027500,0.001700,0.002400,0.1427,0.015600,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.1366,0,24,0,0,0.3592,0.4958,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1660,10883.3867,5516.0195,6231.3555,0,16399.4062,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1274,351,0,0.1248,0,0,0.090600,0,0,0,0,0,0,0,0,0,0,0
,0.1910,0.095100,0.059500,0.013500,0.1070,0.016400,0.079100,0.002500,0.008400,2.1332,2.1576,0.001700,0.009200,0.039800,0.6303,0.3241,0.3969,0.017100,0.003700,0.078000,0,0.3748,0.019600,0.000800,0.055300,0.004400,0.2024,0.001200,0.000800,0.002000,0.012400,0.044500,0.4609,0.001600,0.021200,0.001300,0.001600,0.1036,0.013900,0,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1073,0,27,0,0,0.3806,0.4879,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7665,10881.8906,5516.0195,6231.3555,0,16397.9102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3707,0.067900,0.088900,0.013900,0.092900,0.015400,0.033900,0.002300,0.010500,1.4224,1.4486,0.001400,0.007200,0.028300,0.7850,0.3486,0.3783,0.015900,0.003700,0.2358,2.8518,0.3575,0.025600,0.000800,0.003100,0.004500,0.2256,0.001400,0.001400,0.002100,0.017000,0.046100,0.3274,0.001600,0.018500,0.001300,0.001700,0.1097,0.014300,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.090092,0,24,0,0,0.2564,0.3465,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6371,10882.6758,5516.0195,6231.3555,0,16398.6953,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2017,0.078600,0.050000,0.014300,0.1046,0.017100,0.073200,0.001900,0.007500,1.9998,2.0214,0.001800,0.008400,0.034500,0.4683,0.2936,0.4432,0.018200,0.004800,0.1108,0,0.4466,0.023900,0.000800,0.002800,0.004800,0.2373,0.001400,0.001300,0.002000,0.015100,0.054000,0.4229,0.001400,0.021300,0.001400,0.002300,0.1028,0.012400,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.098195,0,24,0,0,0.3620,0.4602,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6112,10880.9102,5516.0195,6231.3555,0,16396.9297,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1392,364,0,0.1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5988,0.081500,0.059100,0.014400,0.1501,0.023100,0.050900,0.003200,0.016800,1.8935,1.9285,0.002000,0.009700,0.038300,0.7364,0.3156,0.4023,0.014400,0.002500,0.1024,3.6155,0.4092,0.031500,0.001000,0.003900,0.005900,0.2655,0.002000,0.000900,0.002500,0.022200,0.054100,0.4512,0.001700,0.027000,0.001400,0.001900,0.1076,0.012600,0.000300,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1463,0,26,0,0,0.3486,0.4949,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3554,10879.4023,5516.0195,6231.3555,0,16395.4219,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1558,0.072000,0.090400,0.015200,0.1369,0.019300,0.068300,0.001800,0.008000,1.9017,1.9243,0.001600,0.009600,0.037500,0.8230,0.2850,0.3890,0.020100,0.005100,0.2352,0,0.4282,0.021000,0.000400,0.002700,6.0948,6.4421,0.002200,0.001200,0.004800,0.020900,0.052800,0.3961,0.001600,0.024400,0.001300,0.001800,0.1539,0.013000,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1131,0,28,0,0,0.3056,0.4187,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6298,10878.9023,5516.0195,6231.3555,0,16394.9219,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,6.0892,0,0,0,0,0,0,0,0,0,0,0,0
,3.7794,0.075600,0.1008,0.011100,0.1238,0.023400,0.1026,0.003400,0.011600,2.0154,2.0437,0.001500,0.008200,0.033200,1.8445,0.2645,0.4059,0.015800,0.003000,0.2374,1.3665,0.4221,0.027900,0.000700,0.021600,0.005500,0.3090,0.001900,0.001100,0.002900,0.020200,0.061700,0.4580,0.002600,0.039800,0.002500,0.003200,0.1097,0.013600,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.1117,0,22,0,0,0.3773,0.4890,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7763,10878.7148,5516.0195,6231.3555,0,16394.7344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1276,351,0,0.1383,0,0,0.079200,0,0,0,0,0,0,0,0,0,0,0
,0.1626,0.076300,0.057800,0.015300,0.1094,0.016900,0.072900,0.002200,0.008000,2.0607,2.0833,0.001700,0.008000,0.035700,0.6158,0.2844,0.3617,0.015300,0.003500,0.1115,0,0.3293,0.020100,0.000700,0.065700,0.004700,0.2085,0.001200,0.001100,0.002400,0.014100,0.055900,0.3611,0.001700,0.025600,0.001700,0.001700,0.1076,0.014300,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.090607,0,27,0,0,0.2911,0.3817,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1384,10875.2969,5516.0195,6231.3555,0,16391.3164,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3398,0.079600,0.083000,0.012800,0.1026,0.017700,0.097900,0.002500,0.007400,1.8566,1.8807,0.001400,0.008600,0.033700,0.8953,0.2993,0.4293,0.017200,0.003200,0.2261,3.8204,0.4510,0.022700,0.000400,0.003100,0.004600,0.2115,0.001500,0.000800,0.002500,0.016100,0.053800,0.3284,0.001600,0.025300,0.001600,0.001800,0.1140,0.013000,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.087399,0,20,0,0,0.2620,0.3494,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7392,10874.5000,5516.0195,6231.3555,0,16390.5195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.6156,0.082000,0.075000,0.017300,0.1200,0.017500,0.080800,0.002700,0.008700,2.5117,2.5395,0.002100,0.011100,0.039500,0.7215,0.4162,0.5400,0.017800,0.004100,0.1107,4.4003,0.6722,0.019800,0.000700,0.002500,0.005200,1.6316,0.001400,0.000700,0.002400,0.017600,0.059900,0.4876,0.001900,0.019200,0.001400,0.001700,0.1166,0.012600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1042,0,34,0,0,0.4449,0.5491,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0218,10874.4375,5516.0195,6231.3555,0,16390.4570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1350,364,0,0.1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1759,0.081300,0.2100,0.016700,0.1424,0.018200,0.084500,0.002600,0.009100,2.0355,2.0638,0.001600,0.009300,0.036200,0.8496,0.2488,0.3906,0.016500,0.003400,0.3503,0,0.2457,0.019000,0.000700,0.002400,6.3458,6.5609,0.002200,0.000800,0.005300,0.024200,0.057500,0.9651,0.006800,0.023900,0.001400,0.001700,0.1493,0.012900,0.000200,0,0,0,0,0,57,0,0,13,0,0,0,0,1,1,1,1,46,2,49,0,3,5,5,0,34,17,0,13,1,0,1,5,0,0,0,0,0,0,0,0.1992,0,24,0.9531,0,0.9845,1.1837,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9543,10877.8750,5516.0195,6231.3555,0,16393.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,6.3408,0,0,0,0,0,0,0,0,0,0,0,0
,4.7562,0.074900,0.096000,0.012500,0.1017,0.016300,0.071700,0.002400,0.008000,1.4342,1.4569,0.001500,0.006100,0.1170,2.0233,0.2763,0.4050,0.016200,0.002800,0.2375,2.4477,0.4237,0.023500,0.000800,0.002500,0.004100,0.2260,0.001500,0.000900,0.002000,0.014500,0.073700,0.5366,0.001400,0.022800,0.001100,0.001300,0.1062,0.013500,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,46,2,49,0,4,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1563,0,26,0,0,0.4090,0.5653,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3583,10886.2305,5516.0195,6231.3555,0,16402.2500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1394,0.074300,0.053100,0.014500,0.1103,0.017100,0.1106,0.002000,0.007800,1.8854,1.9069,0.001200,0.007100,0.036000,0.3890,0.2424,0.3394,0.015200,0.003100,0.091200,0,0.2423,0.021500,0.000500,0.003000,0.005500,0.2267,0.001400,0.001300,0.002400,0.015900,0.1266,0.4037,0.001600,0.020100,0.001400,0.001700,0.1098,0.015700,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0.098690,0,23,0,0,0.3447,0.4434,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1557,10888.9844,5516.0195,6231.3555,0,16405.0039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1670,365,0,0.1612,0,0,0.079700,0,0,0,0,0,0,0,0,0,0,0
,4.1002,0.073600,0.064100,0.014200,0.1248,0.018900,0.081600,0.002400,0.007500,1.9296,1.9512,0.001700,0.006600,0.035900,0.4568,0.2749,0.3705,0.015900,0.003600,0.1039,3.2686,0.3696,0.024000,0.000500,0.076100,0.005800,0.2632,0.002000,0.001200,0.003100,0.019600,0.047100,0.3555,0.001600,0.023400,0.001400,0.001900,0.1102,0.014500,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.097696,0,26,0,0,0.2826,0.3803,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3481,10888.4766,5516.0195,6231.3555,0,16404.4961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
