EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1579,0.081600,0.1930,0.016200,0.1572,0.019000,0.1444,0.002100,0.011200,2.0406,2.0675,0.001900,0.009700,0.043100,1.4123,0.3962,0.1797,0.030900,0.004500,0.5740,0.029900,0.001200,0.082000,6.2121,6.4872,0.002200,0.001100,0.005000,0.026500,0.060000,1.1432,0.1357,0.005400,0.024700,0.001200,0.002000,0.1385,0.015300,0.000500,0.078300,0,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,70,9,0,1,1,0,2,2,0,0,0,0,0,0,0,0.2737,0,24,0,0,1.0034,1.2771,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1215,5495.6211,5503.8398,6217.2891,0,10999.4609,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0,0,0,0,0,6.2061,0,0,0,0,0,0,0,0
,5.5700,0.086000,0.1915,0.013100,0.1218,0.021200,0.065600,0.002000,0.007200,2.0598,2.0796,0.001900,0.007600,0.040800,3.5875,0.3742,0.2013,0.016100,0.006100,0.4056,0.036600,0.001400,0.003500,0.006600,0.3678,0.002800,0.001400,0.004900,0.028000,0.077800,0.7162,0.3063,0.002100,0.029300,0.001900,0.003000,0.1806,0.018300,0.000300,0,1.4835,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.2106,0,27,0,0,0.5758,0.7864,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0099,5495.2148,5503.8398,6217.2891,0,10999.0547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1487,0.086900,0.2068,0.017700,0.1233,0.019500,0.1032,0.002700,0.008000,1.9110,1.9380,0.001700,0.007700,0.042000,1.7113,0.3131,0.1873,0.014100,0.003900,0.4340,0.025400,0.000800,0.002700,0.007700,1.2494,0.002000,0.001000,0.003100,0.024700,0.1947,0.9471,0.1361,0.001600,0.024300,0.001400,0.001900,0.1229,0.016300,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,20,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1982,0,34,0,0,0.8797,1.0779,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1638,5496.1133,5503.8398,6217.2891,0,10999.9531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2602,386,0,0.2262,0,0,0,0,0,0,0,0,0,0
,5.5280,0.076600,0.1731,0.013900,0.1077,0.018000,0.035400,0.002700,0.009600,1.8973,1.9238,0.001700,0.008100,0.043900,2.7236,0.3604,0.1943,0.016000,0.005900,0.3448,0.028000,0.000900,0.002400,0.005700,0.2377,0.001900,0.000700,0.002700,0.021300,0.057700,0.4337,0.2776,0.002300,0.026700,0.001400,0.001700,0.1428,0.015800,0.000300,0,2.2878,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,0,50,2,100,0,8,3,3,0,0,26,0,26,0,0,0,6,0,0,0,0,0,0,0,0.1148,0,18,0,0,0.3702,0.4850,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7331,5498.1680,5503.8398,6217.2891,0,11002.0078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1947,0.081400,0.1136,0.016200,0.1181,0.017300,0.1514,0.002600,0.008700,2.0348,2.0605,0.002500,0.011700,0.038200,1.6220,0.2914,0.1842,0.015100,0.003700,0.3778,0.027300,0.001200,0.003300,0.004900,0.2417,0.001400,0.000900,0.002100,0.018400,0.1324,0.7573,0.1138,0.002100,0.025300,0.001500,0.001500,0.1557,0.021600,0.000100,0.087100,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,2,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1647,0,33,0,0,0.6840,0.8487,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5609,5497.1445,5503.8398,6217.2891,0,11000.9844,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4591,0.072000,0.1904,0.016100,0.1058,0.015500,0.1168,0.002200,0.006800,1.9911,2.0132,0.001600,0.007300,0.037800,1.9162,0.3597,0.1742,0.016200,0.005500,0.3793,0.030800,0.001100,0.002200,0.004400,0.2445,0.001800,0.000800,0.002700,0.019100,0.051000,0.4717,0.3356,0.001800,0.021800,0.001300,0.001900,0.1338,0.013700,0.000100,0.071600,2.9512,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,3,3,0,2,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1164,0,19,0,0,0.4108,0.5272,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6685,5496.3359,5503.8398,6217.2891,0,11000.1758,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2488,369,0,0.3232,0,0,0,0,0,0,0,0,0,0
,0.1841,0.074000,0.1263,0.014700,0.1393,0.017300,0.092900,0.002300,0.007600,2.0992,2.1229,0.003400,0.008500,0.049500,1.2750,0.3635,0.1933,0.017500,0.004900,0.4069,0.027600,0.000700,0.074500,6.4080,6.6480,0.001700,0.000800,0.004900,0.023500,0.064100,0.5461,0.1524,0.003000,0.024100,0.001500,0.001900,0.1393,0.014700,0.000100,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1335,0,22,0,0,0.4819,0.6154,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2966,5497.2891,5503.8398,6217.2891,0,11001.1289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,6.4027,0,0,0,0,0,0,0,0
,4.5710,0.090000,0.1981,0.020200,0.1176,0.019200,0.1033,0.002900,0.009200,2.0677,2.0950,0.001600,0.008100,0.046000,3.5134,0.3415,0.1720,0.017900,0.008400,0.3649,0.033500,0.000700,0.002400,0.004600,0.2392,0.001700,0.001100,0.003900,0.020900,0.053600,0.5845,0.2859,0.001400,0.023300,0.001300,0.001600,0.3741,0.013700,0.000100,0,1.1111,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1555,0,25,0,0,0.5052,0.6607,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4031,5496.0859,5503.8398,6217.2891,0,10999.9258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1838,0.073100,0.085300,0.013500,0.1073,0.015600,0.071800,0.002300,0.006900,2.1272,2.1488,0.001500,0.008300,0.059200,2.3114,0.3350,0.2135,0.017700,0.007600,0.5269,0.024800,0.000600,0.001900,0.005200,0.2588,0.002200,0.001000,0.002800,0.018600,0.047400,0.5447,0.097100,0.001300,0.025900,0.001200,0.001400,0.1830,0.017200,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1370,0,20.5000,0,0,0.4710,0.6080,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1920,5496.6602,5503.8398,6217.2891,0,11000.5000,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2247,390,0,0.2137,0,0,0,0,0,0,0,0,0,0
,4.9903,0.082600,0.2390,0.015100,0.1060,0.016200,0.1523,0.002000,0.007500,1.6519,1.6747,0.002000,0.009000,0.048800,2.2612,0.3376,0.1834,0.014100,0.005300,0.4934,0.037400,0.001300,0.004200,0.004500,0.2418,0.001700,0.000800,0.002800,0.018900,0.058300,0.6691,0.3166,0.001200,0.025500,0.001100,0.001600,0.1853,0.015300,0.000300,0.1249,2.6397,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1702,0,22.5000,0,0,0.5667,0.7369,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4063,5497.5781,5503.8398,6217.2891,0,11001.4180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1514,0.078100,0.1185,0.013800,0.1193,0.020300,0.083500,0.003200,0.009000,2.0762,2.1046,0.002600,0.007500,0.042400,1.9950,0.2960,0.2507,0.013700,0.004800,0.5231,0.028700,0.002300,0.003200,0.005300,0.2669,0.001600,0.001200,0.002700,0.019700,0.057300,0.7188,0.1246,0.001600,0.025300,0.001400,0.001600,0.1080,0.014800,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1740,0,26.5000,0,0,0.6394,0.8134,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1466,5499.3594,5503.8398,6217.2891,0,11003.1992,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0375,0.069700,0.1954,0.010700,0.095800,0.016000,0.073900,0.002300,0.007800,1.4461,1.4665,0.001900,0.005600,0.1405,2.2295,0.3482,0.1825,0.021400,0.005100,0.3334,0.035900,0.000700,0.003200,0.005700,0.2473,0.001500,0.000600,0.002200,0.018200,0.060700,0.6560,0.3256,0.001900,0.026200,0.001300,0.001800,0.1218,0.015300,0.000200,0,2.6567,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1429,0,21,0,0,0.5790,0.7219,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9312,5499.4922,5503.8398,6217.2891,0,11003.3320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2006,364,0,0.1984,0,0,0,0,0,0,0,0,0,0
,0.1730,0.093000,0.2297,0.014700,0.1854,0.021500,0.1347,0.002200,0.009700,2.1500,2.1755,0.005900,0.010600,0.037700,1.2772,0.3374,0.1706,0.018400,0.005500,0.4760,0.036300,0.000400,0.095500,8.2458,8.5633,0.002500,0.002000,0.007900,0.036900,0.076800,1.5090,0.1282,0.002300,0.033900,0.003900,0.001800,0.1388,0.018800,0.000100,0.1206,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,4,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0.5395,0,27.5000,0,0,1.1207,1.6602,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5160,5499.7383,5503.8398,6217.2891,0,11003.5781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,8.2391,0,0,0,0,0,0,0,0
,5.5885,0.073300,0.1966,0.012300,0.092500,0.014600,0.065500,0.002400,0.009400,1.9803,2.0023,0.001900,0.008500,0.038700,2.8907,0.3797,0.1699,0.015000,0.005100,0.4122,0.030300,0.001000,0.002900,0.004900,0.2204,0.001900,0.000700,0.002500,0.018700,0.055300,0.4722,0.3028,0.001600,0.021800,0.001400,0.001700,0.1116,0.012000,0.000100,0,2.1939,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1254,0,20,0,0,0.4071,0.5325,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1149,5499.4180,5503.8398,6217.2891,0,11003.2578,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1980,0.1272,0.099600,0.016600,0.1346,0.022600,0.1027,0.002500,0.009000,2.0574,2.0848,0.001900,0.009900,0.041100,1.5529,0.3224,0.1761,0.015300,0.004800,0.3589,0.025000,0.000600,0.002000,0.004100,0.1983,0.001500,0.000900,0.001900,0.017200,0.059900,0.6065,0.098500,0.001200,0.020400,0.001200,0.001300,0.1175,0.013700,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1408,0,28,0,0,0.5435,0.6843,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7180,5497.9492,5503.8398,6217.2891,0,11001.7891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2262,390,0,0.1582,0,0,0,0,0,0,0,0,0,0
,5.7025,0.073400,0.2302,0.015300,0.1223,0.017700,0.082500,0.002800,0.007800,2.0068,2.0299,0.001500,0.007000,0.055900,1.8606,0.3019,0.1947,0.012700,0.004100,0.3994,0.027800,0.001000,0.016900,0.005900,0.2572,0.001600,0.001200,0.003200,0.025500,0.092700,1.0656,0.1571,0.007200,0.031100,0.001500,0.001900,0.1926,0.013200,0.000100,0,3.7456,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,69,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.2250,0,25.5000,0,0,1.0267,1.2517,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0278,5500.3516,5503.8398,6217.2891,0,11004.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1900,0.067500,0.2086,0.011200,0.1114,0.014900,0.2776,0.002300,0.006800,2.0726,2.0952,0.002900,0.013100,0.050900,2.7018,0.3573,0.2622,0.017700,0.007900,0.4158,0.026100,0.001000,0.001900,0.006300,0.2419,0.001700,0.002200,0.003800,0.021100,0.048700,0.6882,0.3053,0.001200,0.021600,0.001500,0.001500,0.1411,0.014700,0.000100,0.080100,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,2,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1587,0,28.5000,0,0,0.6128,0.7715,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4041,5500.4375,5503.8398,6217.2891,0,11004.2773,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.0672,0.085500,0.1980,0.017700,0.1198,0.018800,0.094300,0.003400,0.009800,2.0765,2.1067,0.001800,0.008400,0.047000,1.8275,0.2859,0.1961,0.015400,0.006300,0.4151,0.029800,0.001000,0.002700,0.004200,0.2162,0.001900,0.000800,0.002800,0.018900,0.1347,0.5388,0.2722,0.001500,0.021600,0.001500,0.001800,0.1054,0.013100,0.000100,0,3.8221,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,3,3,0,2,28,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1311,0,22.5000,0,0,0.4773,0.6084,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0837,5497.1055,5503.8398,6217.2891,0,11000.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2512,365,0,0.1671,0,0,0,0,0,0,0,0,0,0
,0.1510,0.063500,0.1514,0.013300,0.1186,0.015800,0.1097,0.002000,0.006700,2.0046,2.0252,0.001800,0.009700,0.050700,1.4373,0.3671,0.2452,0.018900,0.007300,0.5238,0.032300,0.000800,0.082300,7.0909,8.2969,0.001900,0.000900,0.004500,0.021300,0.047200,0.8132,0.094700,0.001400,0.021100,0.001400,0.001500,0.1092,0.013500,0.000100,0.065200,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,18,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1922,0,37.5000,0,0,0.7193,0.9115,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6625,5487.0898,5503.8398,6217.2891,0,10990.9297,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,7.0851,0,0,0,0,0,0,0,0
,5.2990,0.078400,0.1569,0.013300,0.1008,0.016400,0.078200,0.002000,0.006300,1.3902,1.4076,0.001600,0.005500,0.032300,3.3871,0.2922,0.1714,0.015000,0.004900,0.3877,0.033300,0.001000,0.003100,0.006100,0.3154,0.002600,0.001100,0.004300,0.022600,0.1517,0.5236,0.2718,0.001700,0.022700,0.001200,0.001800,0.1309,0.014300,0.000400,0,1.9331,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,3,3,0,2,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1444,0,20.5000,0,0,0.4345,0.5789,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0220,5489.2383,5503.8398,6217.2891,0,10993.0781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1572,0.070100,0.1467,0.016800,0.1024,0.017500,0.086700,0.002300,0.008400,1.8153,1.8390,0.001400,0.006400,0.038500,1.6021,0.2338,0.1393,0.013600,0.003700,0.4702,0.033400,0.000700,0.002000,0.005300,0.2533,0.001700,0.000900,0.001900,0.015800,0.052700,0.7759,0.1497,0.002400,0.023900,0.001200,0.001500,0.1344,0.013800,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,98,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1807,0,28,0,0,0.6735,0.8542,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4039,5484.7852,5503.8398,6217.2891,0,10988.6250,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2609,390,0,0.1590,0,0,0,0,0,0,0,0,0,0
