EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/HandleRPC,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates
,0.1933,0.073900,0.060000,0.016700,0.097000,0.015800,0.082000,0.002200,0.008600,1.7255,1.7494,0.001800,0.007700,0.038600,0.9441,0.3101,0.1745,0.014800,0.003500,0.095800,0,0.3185,0.029400,0.000900,0.056600,0.004700,0.2177,0.001200,0.000700,0.001800,0.011600,0.043500,0.4619,0.001800,0.021200,0.001100,0.001400,0.1149,0.012900,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1384,0,29,0,0,0.3512,0.4896,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8644,11431.0508,5522.9570,6230.0977,0,16954.0078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1348,364,0,0.2423,0,0,0,0,0,0,0,0,0,0
,4.1289,0.077300,0.1182,0.015400,0.1021,0.017700,0.071500,0.002500,0.008900,1.7271,1.7515,0.001800,0.008100,0.034800,1.1357,0.2535,0.1588,0.015100,0.003200,0.2057,2.8924,0.4436,0.030600,0.000800,0.002700,0.004400,0.2103,0.001600,0.000900,0.002200,0.015400,0.053200,0.2563,0.002100,0.024600,0.001600,0.002200,0.1262,0.015300,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.079110,0,18,0,0,0.1919,0.2710,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6935,11430.8164,5522.9570,6230.0977,0,16953.7734,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2064,0.069600,0.064600,0.014600,0.1035,0.016500,0.069800,0.001900,0.007900,1.8609,1.8830,0.002000,0.010300,0.037400,0.7570,0.3250,0.1588,0.017400,0.004100,0.096000,0,0.3450,0.033900,0.001100,0.003500,0.005600,0.2483,0.002500,0.000900,0.002900,0.017600,0.047500,0.4850,0.001800,0.020700,0.001300,0.001600,0.1240,0.020300,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1193,0,33,0,0,0.4186,0.5379,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0333,11430.9414,5522.9570,6230.0977,0,16953.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.0428,0.071300,0.099900,0.014600,0.1128,0.016200,0.037300,0.002400,0.010900,1.7893,1.8182,0.002600,0.007500,0.044200,1.1257,0.3593,0.1554,0.017000,0.003600,0.1975,2.6911,0.4187,0.027500,0.000800,0.002400,0.004600,1.1749,0.001800,0.001000,0.003100,0.019600,0.047900,0.4311,0.001500,0.022800,0.001500,0.001600,0.1039,0.018700,0.000200,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,5,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1036,0,32,0,0,0.3650,0.4686,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5925,11426.4258,5522.9570,6230.0977,0,16949.3828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1310,351,0,0.1118,0,0,0,0,0,0,0,0,0,0
,0.2132,0.067900,0.050200,0.014800,0.1320,0.017500,0.1091,0.002100,0.007200,1.9360,1.9573,0.001900,0.010300,0.039900,0.7326,0.3449,0.2009,0.016300,0.004200,0.095700,0,0.3109,0.022000,0.000700,0.002100,5.9129,6.1634,0.002700,0.001200,0.005600,0.022900,0.050600,0.3383,0.001700,0.024200,0.001600,0.001900,0.1199,0.017700,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.1011,0,22,0,0,0.2751,0.3762,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0429,11431.5352,5522.9570,6230.0977,0,16954.4922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.070400,5.9057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9789,0.078800,0.081600,0.017200,0.1108,0.019000,0.043400,0.003400,0.012700,1.9090,1.9397,0.002000,0.008700,0.041100,2.1476,0.2545,0.1670,0.015600,0.002900,0.2064,2.7551,0.3824,0.023700,0.000900,0.002200,0.004500,0.2110,0.001600,0.000700,0.002400,0.017000,0.044900,0.3097,0.001600,0.020300,0.001500,0.001900,0.1202,0.013900,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.098698,0,22,0,0,0.2284,0.3271,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3787,11427.7305,5522.9570,6230.0977,0,16950.6875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1153,262,0,0.1973,0,0,0,0,0,0,0,0,0,0
,0.1468,0.074500,0.1013,0.016200,0.1071,0.019400,0.075300,0.002400,0.007900,1.6929,1.7154,0.001700,0.007100,0.036400,0.7520,0.3073,0.1836,0.016400,0.004000,0.1280,0,0.3603,0.026200,0.000800,0.077800,0.005700,0.2416,0.001500,0.001000,0.002700,0.016500,0.057900,0.6219,0.005500,0.022300,0.001500,0.001500,0.1117,0.013300,0.000300,0,0,0,0,0,57,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,35,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1464,0,24,0,0,0.5251,0.6715,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4796,11427.2070,5522.9570,6230.0977,0,16950.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1583,0.073100,0.090900,0.009800,0.1054,0.017600,0.030400,0.002800,0.010900,1.4662,1.4921,0.001700,0.008900,0.037900,1.3044,0.2665,0.1752,0.016700,0.003000,0.2100,3.7456,0.3981,0.023500,0.000800,0.003200,0.005100,0.2371,0.001800,0.001000,0.002500,0.019600,0.057800,0.4948,0.002200,0.023600,0.001600,0.001900,0.1143,0.016000,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,46,2,49,0,5,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1165,0,30,0,0,0.4066,0.5231,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8947,11429.3594,5522.9570,6230.0977,0,16952.3164,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1522,0.069200,0.049800,0.014100,0.096800,0.016700,0.072500,0.002400,0.008400,1.7613,1.7838,0.001600,0.006900,0.035200,0.6541,0.2565,0.1567,0.014700,0.002900,0.1009,0,0.2560,0.021700,0.000600,0.002100,0.004100,0.2035,0.001200,0.001100,0.001800,0.014100,0.1145,0.3685,0.001500,0.022500,0.001300,0.001800,0.1042,0.030400,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1484,0,21,0,0,0.2566,0.4050,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5179,11431.4414,5522.9570,6230.0977,0,16954.3984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9013,0.076500,0.099900,0.012200,0.1120,0.017900,0.1530,0.002200,0.007600,2.0212,2.0434,0.001800,0.009500,0.040900,1.4331,0.2840,0.2337,0.021300,0.005000,0.2085,3.2219,0.4413,0.024400,0.000600,0.002600,0.005000,0.2528,0.002900,0.001500,0.002900,0.022400,0.1266,0.3900,0.001600,0.022200,0.001400,0.001700,0.1054,0.016100,0.000300,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,45,3,48,0,4,2,2,0,0,14,0,14,1,0,1,2,0,0,0,0,0,0,0,0.1071,0,27,0,0,0.3033,0.4104,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7054,11430,5522.9570,6230.0977,0,16952.9570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.077400,0,0,1687,454,0,0.2000,0,0,0,0,0,0,0,0,0,0
,0.1486,0.078500,0.058700,0.017100,0.1290,0.017100,0.043300,0.003700,0.010900,1.9339,1.9634,0.001900,0.007300,0.035000,0.5426,0.2954,0.1572,0.014400,0.003600,0.092200,0,0.2735,0.021800,0.000500,0.002800,5.9631,6.2158,0.002100,0.001000,0.004800,0.019800,0.045800,0.3426,0.001600,0.021900,0.001400,0.001700,0.1107,0.011200,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,0,0,44,4,48,0,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.094604,0,20,0,0,0.2942,0.3888,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1295,11426.8594,5522.9570,6230.0977,0,16949.8164,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,5.9580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.1930,0.064700,0.1147,0.011000,0.089800,0.015200,0.1937,0.002400,0.007300,1.7880,1.8101,0.001300,0.007900,0.035200,2.0485,0.2877,0.1667,0.015000,0.002800,0.1987,0.7797,0.3476,0.018800,0.000900,0.002000,0.004700,0.2183,0.001700,0.000900,0.001600,0.013500,0.041300,0.4941,0.001200,0.021300,0.001400,0.001500,0.1035,0.014300,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.1002,0,28,0,0,0.4266,0.5268,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4837,11430.5898,5522.9570,6230.0977,0,16953.5469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1088,266,0,0.1857,0,0,0,0,0,0,0,0,0,0
,0.1811,0.098700,0.052800,0.016400,0.1106,0.017200,0.034300,0.002600,0.010800,1.7886,1.8170,0.002100,0.008700,0.038200,0.9015,0.2800,0.1592,0.015000,0.003500,0.084800,0,0.2905,0.020800,0.000700,0.059100,0.004500,0.1846,0.001100,0.001100,0.002000,0.012800,0.041900,0.3314,0.001600,0.019400,0.001300,0.001400,0.1012,0.013600,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.096101,0,19,0,0,0.2529,0.3490,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6773,11430.3750,5522.9570,6230.0977,0,16953.3320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0762,0.071000,0.1467,0.013100,0.1162,0.019800,0.073600,0.002200,0.008300,1.7419,1.7639,0.001300,0.006400,0.034900,1.2113,0.2774,0.2421,0.016300,0.004700,0.2239,3.3698,0.4668,0.026100,0.001000,0.003100,0.005400,0.2866,0.002000,0.001100,0.002700,0.020000,0.056800,0.4919,0.002400,0.029600,0.001500,0.002200,0.1271,0.013700,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.1326,0,26,0,0,0.3875,0.5201,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4763,11430.2656,5522.9570,6230.0977,0,16953.2227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1904,0.069100,0.051000,0.014700,0.098300,0.016100,0.1240,0.003600,0.010000,1.8514,1.8838,0.001900,0.008300,0.036200,1.0962,0.2776,0.1596,0.015600,0.004000,0.074000,0,0.2686,0.029300,0.001000,0.002100,0.004600,0.1964,0.001400,0.000800,0.001700,0.013700,0.040000,0.3557,0.001300,0.020500,0.001300,0.001300,0.097700,0.012900,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.087395,0,24,0,0,0.3069,0.3943,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8823,11426.9609,5522.9570,6230.0977,0,16949.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1490,426,0,0.1608,0,0,0,0,0,0,0,0,0,0
,5.1151,0.067100,0.080600,0.011100,0.099500,0.015700,0.096800,0.002100,0.006900,1.8787,1.8984,0.001700,0.008900,0.035000,1.0902,0.2687,0.1582,0.016500,0.002900,0.2070,3.7070,0.4821,0.028500,0.001100,0.002900,0.005300,0.2760,0.002800,0.000900,0.002600,0.020000,0.044600,0.2810,0.001700,0.022200,0.001300,0.001700,0.1009,0.011600,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.079207,0,20,0,0,0.2180,0.2972,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1548,11430.7891,5522.9570,6230.0977,0,16953.7461,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1869,0.071400,0.058200,0.016300,0.1405,0.016700,0.076000,0.002300,0.009300,1.8751,1.9010,0.002000,0.008900,0.041300,0.9418,0.2882,0.1610,0.015600,0.003000,0.099200,0,0.2660,0.022100,0.000900,0.002500,5.7641,5.9749,0.002600,0.000900,0.005600,0.024400,0.049600,0.4017,0.001600,0.028900,0.001500,0.002000,0.1085,0.013900,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1119,0,27,0,0,0.3358,0.4477,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7564,11426.3750,5522.9570,6230.0977,0,16949.3320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,5.7584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9650,0.077600,0.088100,0.017900,0.1022,0.031500,0.078500,0.003300,0.010300,1.8845,1.9120,0.001500,0.006400,0.035500,2.0860,0.4099,0.2412,0.022000,0.004500,0.1971,2.3508,0.4227,0.021900,0.000800,0.002200,0.004400,0.2159,0.001600,0.001000,0.002200,0.015100,0.045200,0.3384,0.001500,0.021500,0.001400,0.001700,0.1016,0.014300,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,4,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.087794,0,22,0,0,0.2729,0.3607,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6839,11426.2305,5522.9570,6230.0977,0,16949.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,938,272,0,0.1644,0,0,0,0,0,0,0,0,0,0
,0.1552,0.074300,0.069700,0.014800,0.1260,0.017100,0.078800,0.002200,0.007900,1.6825,1.7047,0.001600,0.007600,0.035700,0.7171,0.2650,0.1633,0.014100,0.003000,0.075900,0,0.3485,0.021100,0.001300,0.071700,0.005500,1.0965,0.002900,0.001000,0.002900,0.023300,0.045800,0.5099,0.001400,0.026000,0.001600,0.001700,0.1090,0.015800,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1373,0,35,0,0,0.4053,0.5426,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4462,11430.1328,5522.9570,6230.0977,0,16953.0898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1845,0.073600,0.045700,0.016500,0.1097,0.018200,0.074300,0.002800,0.008700,1.7413,1.7657,0.002300,0.008100,0.038700,0.8510,0.3409,0.1697,0.014500,0.002700,0.1193,4.2673,0.4305,0.022400,0.001000,0.002800,0.005300,0.2498,0.001600,0.000800,0.002500,0.018400,0.049300,0.2867,0.001200,0.027800,0.001500,0.001700,0.3839,0.018000,0.000500,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.087194,0,13,0,0,0.2328,0.3200,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0335,11426.4453,5522.9570,6230.0977,0,16949.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1494,0.081500,0.1084,0.013000,0.1102,0.017500,0.036200,0.002300,0.008300,1.7964,1.8188,0.001200,0.007000,0.032700,1.1260,0.2938,0.1930,0.018600,0.003700,0.1850,0,0.2701,0.023600,0.000700,0.001800,0.004200,0.2579,0.001600,0.001100,0.001900,0.015000,0.054900,0.5058,0.001600,0.025800,0.001700,0.001600,0.1443,0.016300,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,2,2,0,0,13,0,13,0,0,0,2,0,0,0,0,0,0,0,0.1343,0,30,0,0,0.4043,0.5386,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0279,11429.0703,5522.9570,6230.0977,0,16952.0273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1428,368,0,0.1523,0,0,0,0,0,0,0,0,0,0
