EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,5.1591,0.065800,0.1856,0.013000,0.099600,0.015900,0.085700,0.002500,0.009500,1.7921,1.8163,0.001800,0.006900,0.041100,1.4674,0.3068,0.2657,0.015400,0.005400,0.3018,3.5816,0.3575,0.017100,0.000900,0.081900,0.005800,0.2251,0.001700,0.000800,0.002600,0.019700,0.049900,0.5718,0.001500,0.021400,0.001500,0.001500,0.1104,0.014600,0.000200,0,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,2,26,0,26,1,0,2,8,0,0,0,0,0,0,0,0.1347,0,28,0,0,0.4893,0.6240,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9535,3669.1680,5516.1875,6226.0039,0,9185.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,1946,360,0,0.1782,0,0,0,0,0,0,0
,0.1658,0.068700,0.059500,0.015300,0.1282,0.016200,0.036500,0.002500,0.010200,1.7563,1.7809,0.001300,0.006500,0.040200,0.4327,0.2926,0.2477,0.014400,0.004100,0,0,0.2276,0.014900,0.000500,0.002700,6.1986,6.4097,0.002300,0.003800,0.005600,0.026400,0.045400,0.4632,0.001100,0.022900,0.001200,0.001400,0.1185,0.015200,0.000300,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1349,0,20.5000,0,0,0.3795,0.5144,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7784,3672.7070,5516.1875,6226.0039,0,9188.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.1924,0,0,0,0,0,0,0,0,0,0,0,0
,6.2546,0.076300,0.2589,0.015900,0.1119,0.017800,0.1333,0.003000,0.007800,1.8947,1.9186,0.002400,0.010200,0.044000,2.6205,0.2957,0.3478,0.017200,0.006800,0.3419,2.9580,0.3208,0.016600,0.000600,0.002400,0.007100,0.3845,0.002000,0.000800,0.002500,0.019700,0.052100,0.7180,0.001800,0.020500,0.001400,0.001900,0.1106,0.012700,0.000100,0.075800,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.1757,0,29,0,0,0.6675,0.8432,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5723,3671.8164,5516.1875,6226.0039,0,9188.0039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1724,0.074300,0.095300,0.010900,0.1207,0.018900,0.061800,0.002200,0.006900,1.8943,1.9141,0.001700,0.009900,0.067800,1.1503,0.4083,0.3804,0.020700,0.006800,0.1271,0,0.3342,0.026500,0.000600,0.002700,0.006600,0.2808,0.002600,0.001000,0.003200,0.023700,0.062300,0.6924,0.002400,0.028800,0.001500,0.002000,0.1670,0.018000,0.000100,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1749,0,22,0,0,0.5992,0.7741,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0710,3667.8711,5516.1875,6226.0039,0,9184.0586,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2406,390,0,0.2905,0,0,0,0,0,0,0
,4.3771,0.077100,0.1870,0.014800,0.1097,0.028800,0.1248,0.002500,0.008000,1.7953,1.8170,0.003800,0.013800,0.054600,1.0676,0.3161,0.2542,0.015500,0.005100,0.3243,2.8235,0.3917,0.018900,0.001100,0.003500,0.005200,0.3037,0.001700,0.000800,0.003000,0.019000,0.053200,0.7277,0.001300,0.024600,0.001000,0.001700,0.1258,0.014200,0.000200,0.091800,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.1787,0,28.5000,0,0,0.6269,0.8056,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8376,3669.7305,5516.1875,6226.0039,0,9185.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1641,0.075200,0.071200,0.014500,0.1065,0.016500,0.082800,0.003000,0.007200,1.8279,1.8513,0.001600,0.006400,0.039800,0.8123,0.2809,0.2483,0.015300,0.004300,0.084300,0,0.2926,0.019100,0.000500,0.002400,0.005100,0.2132,0.001800,0.000800,0.002800,0.017500,0.051600,0.4763,0.001700,0.023000,0.002000,0.001700,0.2214,0.014600,0.000300,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1294,0,19.5000,0,0,0.4007,0.5301,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7409,3671.2461,5516.1875,6226.0039,0,9187.4336,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0951,0.086000,0.2599,0.014600,0.1244,0.019400,0.090500,0.003000,0.011600,2.3722,2.4043,0.001600,0.009800,0.044400,1.1770,0.2617,0.2524,0.013900,0.004800,0.3669,3.5452,0.3385,0.017400,0.000600,0.076100,0.005900,0.2483,0.001400,0.000900,0.002300,0.020800,0.050900,0.9635,0.005200,0.024000,0.001400,0.002000,0.1115,0.014200,0.000400,0,0,0,0,0,0,64,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,6,5,5,0,68,34,0,26,1,0,1,10,0,0,0,0,0,0,0,0.2158,0,30,1.8477,0,1.0130,1.2288,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5333,3667.4023,5516.1875,6226.0039,0,9183.5898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2008,364,0,0.1361,0,2,0,0,0,0,0
,0.1529,0.095700,0.1285,0.018700,0.1534,0.021100,0.1024,0.002500,0.008100,1.9108,1.9363,0.001600,0.008000,0.038900,0.4315,0.2811,0.2447,0.014300,0.003700,0.1879,0,0.2399,0.014000,0.000900,0.002200,6.8199,7.0617,0.002300,0.001300,0.005100,0.028100,0.074200,0.8554,0.002900,0.033100,0.001500,0.002600,0.1753,0.020200,0.000400,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1899,0,22,0,0,0.7629,0.9528,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7669,3669.6211,5516.1875,6226.0039,0,9185.8086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.8147,0,0,0,0,0,0,0,0,0,0,0,0
,5.2230,0.080400,0.2158,0.011800,0.1022,0.018000,0.095100,0.002100,0.006900,1.6669,1.6867,0.001900,0.008200,0.044200,2.3750,0.3091,0.2995,0.016400,0.004700,0.3033,2.6626,0.3313,0.016300,0.001100,0.002700,0.005000,0.2370,0.002000,0.000800,0.002600,0.018400,0.063600,0.6463,0.001700,0.028200,0.001800,0.001900,0.1236,0.016500,0.000200,0.078300,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,10,4,4,0,2,29,0,27,0,0,1,8,0,0,0,0,0,0,0,0.1709,0,27,0,0,0.5897,0.7606,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0471,3669.1328,5516.1875,6226.0039,0,9185.3203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1831,0.078600,0.071000,0.016800,0.1097,0.018600,0.083600,0.002800,0.009000,2.0509,2.0755,0.001600,0.007300,0.041300,0.4309,0.2836,0.2457,0.015300,0.003900,0.086000,0,0.2496,0.015000,0.000800,0.002800,0.005100,0.2343,0.001800,0.001000,0.002400,0.018200,0.1371,0.5001,0.001600,0.025600,0.001500,0.001700,0.1232,0.017100,0.000300,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1242,0,24,0,0,0.4303,0.5545,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4117,3669.9258,5516.1875,6226.0039,0,9186.1133,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2794,391,0,0.2172,0,0,0,0,0,0,0
,5.3742,0.077100,0.1942,0.014000,0.1109,0.017900,0.1213,0.002200,0.006600,1.9627,1.9838,0.002300,0.009200,0.044200,1.6421,0.3307,0.2753,0.015500,0.005100,0.3338,3.6926,0.4419,0.020500,0.001300,0.003100,0.005300,0.2620,0.001700,0.000600,0.002700,0.020900,0.1504,0.7637,0.001800,0.026200,0.001700,0.001800,0.1545,0.017300,0.000100,0.071500,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,99,0,9,4,4,0,0,27,0,27,1,0,2,8,0,0,0,0,0,0,0,0.1910,0,24,0,0,0.6552,0.8462,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0426,3666.4062,5516.1875,6226.0039,0,9182.5938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1704,0.066100,0.1063,0.010100,0.1026,0.015800,0.1004,0.002900,0.009400,1.4932,1.5241,0.001800,0.008100,0.039300,0.4573,0.2673,0.2698,0.015700,0.004200,0.091800,0,0.3183,0.015000,0.000700,0.001700,0.004300,1.1531,0.001600,0.000800,0.002900,0.016800,0.093200,0.7150,0.001300,0.019300,0.001200,0.001100,0.1223,0.013500,0.000200,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,49,3,99,0,7,1,1,0,16,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1482,0,34.5000,0,0,0.6553,0.8035,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8786,3670.2109,5516.1875,6226.0039,0,9186.3984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1665,0.088600,0.089200,0.016000,0.1350,0.021800,0.081000,0.002200,0.007300,1.3851,1.4057,0.001300,0.006000,0.046200,0.4606,0.2937,0.2316,0.010900,0.003300,0.1152,4.4642,0.4523,0.019300,0.000700,0.097100,0.006700,0.3049,0.001900,0.000800,0.003500,0.024000,0.057400,0.3996,0.002000,0.030700,0.001600,0.001800,0.1213,0.015200,0.000100,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,98,0,6,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1150,0,18.5000,0,0,0.3193,0.4343,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5839,3670.2305,5516.1875,6226.0039,0,9186.4180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2386,364,0,0.2048,0,0,0,0,0,0,0
,0.1922,0.072700,0.1747,0.014300,0.1339,0.020900,0.085100,0.002300,0.006800,1.8363,1.8631,0.001900,0.008900,0.047000,1.4580,0.3465,0.2974,0.019300,0.006700,0.3324,0,0.3024,0.018000,0.000900,0.002500,6.1120,6.3246,0.002100,0.000800,0.004600,0.024600,0.061600,0.6075,0.001900,0.029200,0.001600,0.002400,0.1434,0.014400,0.000200,0,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,26,0,26,0,0,2,8,0,0,0,0,0,0,0,0.1727,0,27,0,0,0.4980,0.6707,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0627,3666.1758,5516.1875,6226.0039,0,9182.3633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.1065,0,0,0,0,0,0,0,0,0,0,0,0
,0.1635,0.072400,0.1923,0.015700,0.093400,0.015400,0.1008,0.002400,0.007700,1.9658,1.9864,0.001700,0.009600,0.042300,1.9347,0.3059,0.2846,0.027300,0.007000,0.2455,0,0.3073,0.013700,0.000600,0.002000,0.004600,0.2049,0.001400,0.000800,0.001800,0.014700,0.048300,0.4530,0.001600,0.020500,0.001500,0.001500,0.1066,0.014100,0.000200,0.087600,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,27,0,27,0,0,1,6,0,0,0,0,0,0,0,0.1108,0,21.5000,0,0,0.4339,0.5447,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1434,3668.8086,5516.1875,6226.0039,0,9184.9961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.1420,0.073600,0.074200,0.010600,0.1002,0.017200,0.056700,0.002200,0.006700,1.6613,1.6810,0.001200,0.008000,0.039100,0.4952,0.2711,0.2560,0.014600,0.003400,0.082500,2.4305,0.3194,0.017500,0.000900,0.002200,0.004600,0.2444,0.001600,0.000900,0.003500,0.020400,0.053500,0.5629,0.001700,0.026200,0.001500,0.001800,0.1315,0.014500,0.000100,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1413,0,25.5000,0,0,0.4839,0.6252,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4144,3668.1211,5516.1875,6226.0039,0,9184.3086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2160,390,0,0.1450,0,0,0,0,0,0,0
,4.9252,0.079800,0.1853,0.014800,0.1171,0.019100,0.1110,0.002600,0.007700,1.9229,1.9446,0.001900,0.010400,0.043300,1.4782,0.3208,0.2740,0.015900,0.005800,0.3256,3.2979,0.3687,0.016900,0.000800,0.002800,0.006100,0.2646,0.001800,0.000900,0.004500,0.025300,0.062200,0.5854,0.002300,0.028900,0.001700,0.002000,0.1295,0.016500,0.000400,0.073000,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1520,0,25.5000,0,0,0.4933,0.6453,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7403,3666.8125,5516.1875,6226.0039,0,9183,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1428,0.074100,0.073500,0.016900,0.097200,0.015600,0.075900,0.002600,0.007200,1.8986,1.9213,0.001300,0.007000,0.039700,0.4520,0.2769,0.2534,0.013800,0.003600,0.098800,0,0.2420,0.013900,0.000700,0.002300,0.003900,0.2034,0.001800,0.000800,0.002100,0.015300,0.047700,0.5168,0.001700,0.020900,0.001200,0.001700,0.1062,0.011100,0.000100,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1160,0,24,0,0,0.4444,0.5604,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2984,3664.8867,5516.1875,6226.0039,0,9181.0742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3058,0.069900,0.1834,0.010400,0.095000,0.016600,0.059300,0.002400,0.008000,1.8712,1.8937,0.001300,0.006600,0.041100,1.0796,0.2413,0.2549,0.015500,0.004500,0.2629,3.8036,0.3503,0.017700,0.000600,0.083800,0.004300,0.2122,0.001600,0.000700,0.002200,0.016900,0.052100,0.4884,0.001500,0.023800,0.001300,0.001700,0.1988,0.016600,0.000300,0,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1210,0,25.5000,0,0,0.4130,0.5340,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3927,3668.8164,5516.1875,6226.0039,0,9185.0039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2086,364,0,0.2090,0,0,0,0,0,0,0
,0.1522,0.075000,0.076000,0.016200,0.1189,0.016200,0.085100,0.002900,0.009200,1.8001,1.8252,0.002000,0.007100,0.044300,0.8392,0.3279,0.2702,0.015200,0.004500,0.097400,0,0.3122,0.016200,0.000500,0.002500,5.8682,6.1234,0.001700,0.000800,0.004100,0.023400,0.046600,0.5075,0.001300,0.020800,0.001300,0.001500,0.1261,0.013800,0.000100,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1332,0,25.5000,0,0,0.4315,0.5647,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0565,3664.7656,5516.1875,6226.0039,0,9180.9531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,5.8618,0,0,0,0,0,0,0,0,0,0,0,0
,0.1488,0.084500,0.1563,0.018000,0.1128,0.020300,0.1148,0.001800,0.006900,1.7774,1.7982,0.001800,0.008700,0.038300,1.9124,0.2592,0.2420,0.013800,0.005700,0.2925,0,0.3537,0.017300,0.001000,0.002800,0.004900,0.2357,0.001400,0.000800,0.002500,0.031400,0.079200,0.5053,0.002800,0.027000,0.001400,0.002000,0.1496,0.016900,0.000200,0.072100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,1,6,0,0,0,0,0,0,0,0.1304,0,21.5000,0,0,0.4212,0.5516,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2913,3664.4023,5516.1875,6226.0039,0,9180.5898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2850,0.076200,0.1812,0.011400,0.1050,0.022400,0.2475,0.001900,0.006300,2.0867,2.1055,0.001700,0.008200,0.046800,1.0650,0.3025,0.2604,0.014900,0.003800,0.1140,4.5152,0.3880,0.019000,0.000800,0.002800,0.005600,0.2339,0.001700,0.000800,0.002700,0.021400,0.057200,0.9767,0.005700,0.024000,0.001300,0.001600,0.1104,0.013400,0.000300,0,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.2105,0,29,0,0,0.9279,1.1384,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1906,3666.7148,5516.1875,6226.0039,0,9182.9023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2282,390,0,0.2824,0,2,0,0,0,0,0
