EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.074800,0.069400,0.014300,0.1703,0.017300,0.094800,0.003300,0.008100,1.8308,1.8566,0.001600,0.008200,0.033800,0.7425,0.3465,0.4138,0.014900,0.003500,0.2801,0.027500,0.001000,0.002700,7.6506,7.8379,0.002400,0.001000,0.004500,0.022400,0.062400,0.5451,0.1152,0.002200,0.032700,0.001600,0.002300,0.1210,0.012500,0.000200,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1466,0,24,0,0,0.4534,0.6000,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3971,7563.2500,5541.2383,6247.5234,0,13104.4883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.1567,0.088100,7.5272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.069100,0.1341,0.010800,0.085500,0.014500,0.056800,0.001900,0.006100,1.2379,1.2569,0.001100,0.004100,0.026000,1.6208,0.3533,0.3563,0.011300,0.003400,0.3400,0.021500,0.000500,0.002300,0.004300,0.2056,0.001700,0.000800,0.002200,0.015400,0.045800,0.6044,0.2553,0.001800,0.021200,0.001400,0.001400,0.1049,0.013600,0.000100,3.3764,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,7,7,0,1,313,0,13,0,0,1,7,0,0,0,0,0,0,0,0.092801,0,25,2.8955,0,0.6905,0.7833,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8048,7562.9961,5541.2383,6247.5234,0,13104.2344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,5.6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071600,0.057000,0.014100,0.097700,0.014800,0.072500,0.002900,0.009000,1.8369,1.8637,0.001200,0.007400,0.035000,0.6038,0.2752,0.4130,0.015600,0.003400,0.3434,0.020300,0.000600,0.002100,0.004100,1.0072,0.001300,0.000700,0.002000,0.014000,0.043100,0.4803,0.073100,0.001800,0.019400,0.001200,0.001400,0.1115,0.012300,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.094090,0,33,0,0,0.4327,0.5268,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9163,7562.9180,5541.2383,6247.5234,0,13104.1562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1309,0,0,0,2874,365,0,0.2299,0,0,0,0,0,0,0,0,0,0,0
,0.070400,0.066900,0.015000,0.1078,0.018200,0.093600,0.002400,0.008700,1.7636,1.7902,0.001200,0.007500,0.031900,0.5360,0.2861,0.3645,0.015100,0.003300,0.4430,0.021900,0.000500,0.070400,0.003800,0.2107,0.001400,0.000800,0.002200,0.017000,0.046000,0.3908,0.099500,0.001800,0.020500,0.001400,0.001600,0.099400,0.014100,0.000300,3.2596,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,7,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.099301,0,21,0,0,0.3204,0.4197,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4723,7562.7969,5541.2383,6247.5234,0,13104.0352,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,4.1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070000,0.084800,0.011500,0.088600,0.013500,0.1070,0.002400,0.007900,1.5887,1.6119,0.001200,0.007600,0.035000,0.7350,0.2612,0.2557,0.014500,0.003100,0.3384,0.023200,0.000400,0.002200,0.003800,0.1950,0.001400,0.000900,0.001800,0.013400,0.046900,0.3933,0.1957,0.001800,0.019200,0.001200,0.001600,0.093500,0.014400,0.000200,0,0.094100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,14,0,14,0,0,1,4,0,0,0,0,0,0,0,0.1135,0,29,0,0,0.3041,0.4176,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6588,7562.7891,5541.2383,6247.5234,0,13104.0273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0.1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.075500,0.1383,0.013200,0.1135,0.017100,0.072200,0.002400,0.008100,1.6517,1.6754,0.001700,0.006500,0.036400,0.9975,0.2634,0.2403,0.014400,0.002900,0.3198,0.022900,0.001400,0.003200,0.005500,0.3630,0.002100,0.000800,0.002900,0.022400,0.057000,0.4695,0.2295,0.002000,0.026300,0.001700,0.001900,0.1096,0.011200,0.000200,3.0073,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1257,0,22,0,0,0.4163,0.5420,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2012,7562.3086,5541.2383,6247.5234,0,13103.5469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,4.1941,0,0,0,1394,351,0,0.1499,0,0,0,0,0,0,0,0,0,0,0
,0.099300,0.047000,0.011000,0.1398,0.015200,0.073000,0.002100,0.007500,1.6472,1.6689,0.001300,0.006500,0.033000,0.3882,0.2531,0.2296,0.010700,0.003300,0.1977,0.013000,0.000400,0.001800,6.7999,6.9979,0.001600,0.000900,0.003300,0.019700,0.049700,0.3782,0.091000,0.001600,0.021800,0.001400,0.001800,0.099600,0.015200,0.000300,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1324,0,26,0,0,0.2814,0.4138,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3288,7562.1758,5541.2383,6247.5234,0,13103.4141,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.1571,0,6.7953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.069400,0.078000,0.013400,0.090200,0.014300,0.034500,0.002500,0.009100,1.7593,1.7836,0.001800,0.007000,0.036600,2.2122,0.2805,0.3221,0.015800,0.003900,0.2375,0.015500,0.000600,0.001800,0.004100,0.1976,0.001500,0.000900,0.001700,0.014300,0.040300,0.3242,0.1776,0.001200,0.018300,0.001400,0.001500,0.1039,0.013800,0.000200,1.7798,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,0,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.082288,0,23,0,0,0.2579,0.3402,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9132,7562.1797,5541.2383,6247.5234,0,13103.4180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,4.2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065300,0.040400,0.013400,0.091500,0.013400,0.079900,0.003000,0.010100,1.6963,1.7244,0.002000,0.006800,0.035700,0.3868,0.2757,0.2459,0.013900,0.003000,0.2242,0.014000,0.000500,0.002200,0.003800,0.1884,0.001300,0.000900,0.001500,0.013300,0.042100,0.3316,0.080900,0.001300,0.018000,0.001200,0.001300,0.096500,0.012900,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.084102,0,24,0,0,0.2780,0.3621,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3296,7562.1172,5541.2383,6247.5234,0,13103.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1646,0,0,0,1368,364,0,0.1079,0,0,0,0,0,0,0,0,0,0,0
,0.063700,0.094800,0.011700,0.1009,0.015400,0.070900,0.002000,0.006800,1.6224,1.6434,0.001500,0.006200,0.041300,1.0079,0.2510,0.2379,0.014800,0.003000,0.3611,0.015500,0.000500,0.060700,0.005100,0.2098,0.002800,0.000900,0.002800,0.018700,0.043500,0.3528,0.2175,0.001700,0.018200,0.001100,0.001500,0.096900,0.016500,0.000100,2.9906,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,1,13,0,13,1,0,2,4,0,0,0,0,0,0,0,0.1042,0,23,0,0,0.2699,0.3741,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2630,7561.9258,5541.2383,6247.5234,0,13103.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,4.1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065300,0.044700,0.013300,0.094200,0.014100,0.1094,0.002000,0.007000,1.6639,1.6837,0.001500,0.007400,0.038100,0.4034,0.2667,0.2331,0.014000,0.003300,0.2592,0.014200,0.000500,0.002800,0.005100,0.2262,0.001000,0.000800,0.001900,0.013900,0.046500,0.3119,0.089500,0.001900,0.019600,0.001100,0.001800,0.092800,0.012600,0.000100,0,0.075800,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.088695,0,25,0,0,0.2575,0.3462,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6454,7561.8008,5541.2383,6247.5234,0,13103.0391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.067800,0.084900,0.013700,0.090800,0.014200,0.064100,0.002300,0.007000,1.7440,1.7650,0.001800,0.006200,0.036800,1.0433,0.2725,0.2532,0.014000,0.002900,0.3415,0.016500,0.000500,0.002000,0.004700,0.2170,0.001400,0.001000,0.002000,0.014600,0.042000,0.3774,0.1920,0.001800,0.019400,0.001300,0.001500,0.1038,0.015400,0.000200,4.2274,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.098299,0,28,0,0,0.2998,0.3981,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4940,7561.4805,5541.2383,6247.5234,0,13102.7188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,5.4806,0,0,0,1222,351,0,0.1852,0,0,0,0,0,0,0,0,0,0,0
,0.065600,0.075000,0.013800,0.1225,0.015100,0.068300,0.002200,0.007100,1.7387,1.7612,0.001300,0.006600,0.038400,0.4811,0.2571,0.2522,0.014300,0.003000,0.2468,0.015500,0.000700,0.002300,6.8180,7.0155,0.002000,0.000900,0.003700,0.020400,0.045200,0.5664,0.095100,0.004500,0.019100,0.001200,0.001700,0.1035,0.014800,0.000300,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,34,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1475,0,26,0,0,0.4825,0.6300,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7167,7560.6016,5541.2383,6247.5234,0,13101.8398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.1515,0,6.8133,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,0.066600,0.1063,0.015200,0.1021,0.014500,0.079300,0.002700,0.008500,2.0807,2.1058,0.001700,0.007500,0.039200,2.4491,0.2766,0.3380,0.017600,0.004100,0.3021,0.015100,0.000500,0.002700,0.004000,0.1826,0.001500,0.000700,0.002000,0.013900,0.043100,0.3682,0.2452,0.001600,0.018900,0.001300,0.001500,0.1004,0.014200,0.000100,2.0375,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,4,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.097807,0,28,0,0,0.2927,0.3905,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8462,7560.9688,5541.2383,6247.5234,0,13102.2070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,4.9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065400,0.050000,0.012700,0.1019,0.015700,0.075100,0.002300,0.007500,1.6735,1.6950,0.001700,0.007400,0.036200,0.4449,0.2736,0.2441,0.013400,0.004500,0.2881,0.014800,0.000700,0.002300,0.004100,0.2076,0.001400,0.000800,0.002000,0.013700,0.1064,0.3340,0.1164,0.002000,0.044500,0.001600,0.002000,0.1018,0.012800,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.087298,0,24,0,0,0.2800,0.3673,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8849,7560.9258,5541.2383,6247.5234,0,13102.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1497,0,0,0,1589,352,0,0.2415,0,0,0,0,0,0,0,0,0,0,0
,0.067200,0.092500,0.012500,0.094200,0.014900,0.075800,0.002400,0.007300,1.6326,1.6544,0.001600,0.005900,0.035300,0.9439,0.2629,0.2390,0.014200,0.002700,0.3469,0.016500,0.000700,0.060100,0.005100,0.1946,0.001300,0.000800,0.001800,0.015600,0.1054,0.3329,0.2242,0.001800,0.019400,0.001300,0.001500,0.090500,0.011600,0.000100,3.1704,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,45,3,48,0,4,4,4,0,0,13,0,13,1,0,1,4,0,0,0,0,0,0,0,0.091694,0,27,0,0,0.2611,0.3528,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9268,7560.8750,5541.2383,6247.5234,0,13102.1133,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,4.3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.062300,0.052600,0.012900,0.084300,0.012900,0.091300,0.002000,0.008000,1.8489,1.8709,0.001600,0.008400,0.042800,0.4957,0.3395,0.3571,0.018500,0.004800,0.2572,0.013100,0.000700,0.001900,0.003300,0.2047,0.001200,0.000700,0.001400,0.010600,0.040700,0.4316,0.057400,0.001800,0.019000,0.001400,0.001400,0.1022,0.012900,0.000100,0,0.064800,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,48,0,3,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1043,0,26,0,0,0.3687,0.4730,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3794,7560.6602,5541.2383,6247.5234,0,13101.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063500,0.1410,0.014100,0.097000,0.014900,0.083700,0.001800,0.006900,1.7204,1.7410,0.001500,0.006900,0.034900,0.9571,0.2833,0.2397,0.014000,0.003100,0.3171,0.015600,0.000700,0.002700,0.004600,1.0176,0.001900,0.000800,0.002100,0.015400,0.042100,0.4000,0.2069,0.001500,0.018700,0.001300,0.001600,0.1316,0.013400,0.000100,3.9606,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,2,13,0,13,0,0,2,4,0,0,0,0,0,0,0,0.092499,0,35,0,0,0.3878,0.4803,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7421,7560.6016,5541.2383,6247.5234,0,13101.8398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,5.1809,0,0,0,1313,364,0,0.1420,0,0,0,0,0,0,0,0,0,0,0
,0.061800,0.041000,0.013400,0.1203,0.015700,0.063900,0.002000,0.007600,1.6124,1.6326,0.001700,0.005700,0.035000,0.4000,0.2829,0.2466,0.013900,0.003200,0.2472,0.015700,0.000700,0.002600,6.4354,6.6379,0.002000,0.000800,0.003600,0.019900,0.045600,0.2821,0.1006,0.001700,0.021200,0.001300,0.001500,0.1082,0.013600,0.000200,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.084698,0,16,0,0,0.2272,0.3119,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4856,7560.3281,5541.2383,6247.5234,0,13101.5664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.1509,0,6.4306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.077100,0.2004,0.012800,0.1218,0.018100,0.035200,0.002400,0.009600,1.7511,1.7764,0.001500,0.005800,0.034700,1.8359,0.2709,0.2447,0.014400,0.003100,0.2696,0.013200,0.000700,0.002100,0.004200,0.2292,0.001500,0.001000,0.002000,0.038100,0.055200,0.4091,0.2169,0.002000,0.023100,0.001300,0.001900,0.1280,0.014700,0.000200,1.8549,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,0,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.1090,0,31,0,0,0.3252,0.4342,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2616,7560.2539,5541.2383,6247.5234,0,13101.4922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,4.0838,0,0,0,1434,266,0,0.2017,0,0,0,0,0,0,0,0,0,0,0
,0.075900,0.061100,0.016000,0.1139,0.016100,0.078400,0.002500,0.009000,1.8146,1.8393,0.001500,0.007100,0.036100,0.4627,0.2291,0.2393,0.013600,0.003000,0.3304,0.018300,0.000800,0.002300,0.005800,0.2697,0.002000,0.001100,0.001900,0.017200,0.058800,0.4496,0.1048,0.002400,0.022500,0.001400,0.002800,0.1042,0.013900,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1224,0,25,0,0,0.3760,0.4984,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5194,7568.9883,5541.2383,6247.5234,0,13110.2266,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
