EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GameplayDebuggerPlayerManager,Ticks/PathFollowingComponent,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,1.6077,0.068200,0.014700,0.086000,0.012500,0.032800,0.002100,0.007700,0.003300,0.026700,0.001600,0.004300,0.024700,0.3782,0.2550,0.2496,0.014100,0.9626,0.3177,0.011600,0.000700,0.002400,0.004400,0.4846,0.001100,0.001200,0.000100,0.006800,0.037600,0.000100,0.001600,0.015400,0.001400,0.001600,0.051300,0.013800,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0281,14839.4258,5445.8125,6208.8594,0,20285.2383,0,0,388,298,0,0.089000,0,0,0,0,0,0,0,0
,0.1159,0.065800,0.013500,0.081100,0.012000,0.030000,0.002000,0.006600,0.003000,0.024300,0.001300,0.004400,0.024800,0.6378,0.2281,0.2384,0.012900,0,0.2741,0.013900,0.000700,0.002500,0.004200,0.098200,0.001000,0.000700,0.000200,0.006200,0.037800,0.000100,0.001700,0.014600,0.001300,0.001400,0.062800,0.012400,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4539,14831.2500,5445.8125,6208.8594,0,20277.0625,0,0,0,0,0,0,0.069500,0,0,0,0,0,0,0
,1.6055,0.069000,0.013200,0.082300,0.012700,0.028000,0.002100,0.007100,0.003200,0.024800,0.001400,0.004700,0.023300,0.6815,0.2278,0.2562,0.015000,0.5836,0.2426,0.012200,0.000900,0.002300,0.004100,0.1030,0.000900,0.000700,0.000100,0.007000,0.040200,0.000100,0.001700,0.016500,0.001400,0.001600,0.1573,0.012100,0.000200,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4354,14822,5445.8125,6208.8594,0,20267.8125,0,0,0,0,0,0,0.074100,0,0,1,0,0,0,0
,0.1152,0.064000,0.013500,0.098500,0.011900,0.029300,0.002000,0.006500,0.003200,0.022900,0.001100,0.004300,0.021700,0.2833,0.2394,0.3803,0.013300,0,0.2672,0.013800,0.000600,0.002500,2.2016,2.2950,0.000900,0.000600,0.000100,0.006600,0.037800,0.000200,0.002100,0.016300,0.001400,0.001600,0.050500,0.012800,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2980,14810.4102,5445.8125,6208.8594,0,20256.2227,0,0,427,303,0,0.079800,0,2.1973,0,1,0,0,0,0
,2.0026,0.063200,0.012300,0.080000,0.012600,0.026600,0.002100,0.007000,0.002900,0.024500,0.001100,0.003900,0.024700,0.8854,0.2394,0.5050,0.017200,0.5596,0.2614,0.015600,0.000800,0.012700,0.003900,0.087300,0.000900,0.000800,0.000100,0.005400,0.042700,0.000100,0.001800,0.016800,0.001300,0.001800,0.052200,0.014200,0.000100,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6688,14806.2227,5445.8750,6208.8594,0,20252.0977,0,0,0,0,0,0,0,0,1,1,2,2,0,0
,0.087600,0.074700,0.013200,0.087600,0.010800,0.026200,0.002100,0.006400,0.002900,0.024100,0.001100,0.003800,0.022900,0.2943,0.2641,0.3492,0.012200,0,0.2901,0.014900,0.000600,0.002400,0.004000,0.085400,0.000700,0.000700,0,0.006100,0.035100,0.000100,0.001800,0.015500,0.001400,0.001400,0.044600,0.011200,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3352,14798.6992,5445.8750,6208.8594,0,20244.5742,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,1.6126,0.064600,0.014100,0.085000,0.012200,0.030100,0.002500,0.008100,0.003400,0.026900,0.001300,0.004400,0.025500,0.3295,0.2385,0.3584,0.025100,0.8742,0.3360,0.017800,0.000800,0.002600,0.004800,0.099400,0.000800,0.000700,0.000100,0.006600,0.040200,0.000200,0.002000,0.016900,0.001300,0.001400,0.046800,0.011800,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0227,14790.5898,5445.8750,6208.8594,0,20236.4648,0,0,415,308,0,0.087900,0,0,0,1,0,0,0,0
,0.1145,0.065000,0.013900,0.084800,0.011400,0.031900,0.002100,0.007500,0.003500,0.027000,0.001300,0.004400,0.026600,0.3102,0.2393,0.3699,0.013100,0,0.3506,0.015100,0.000800,0.002400,0.004900,0.1065,0.001500,0.000700,0.000100,0.006600,0.035600,0.000100,0.001700,0.014700,0.001200,0.001500,0.048000,0.012600,0.000100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5771,14780.5156,5445.8750,6208.8594,0,20226.3906,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,1.5964,0.069600,0.013100,0.084400,0.022700,0.031500,0.002000,0.007100,0.003200,0.025700,0.001600,0.004900,0.025400,0.3418,0.3069,0.3758,0.012000,0.6994,0.2602,0.015800,0.000800,0.002500,0.004500,0.097700,0.000900,0.000700,0.000100,0.007100,0.037500,0.000200,0.001300,0.016200,0.001200,0.001400,0.053000,0.013600,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0845,14776.2266,5445.8750,6208.8594,0,20222.1016,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0.1278,0.064700,0.014300,0.090800,0.011900,0.032700,0.002400,0.007300,0.003200,0.026700,0.001100,0.004700,0.024800,0.3186,0.2599,0.3595,0.012800,0,0.3898,0.019100,0.000900,0.002700,2.1993,2.2993,0.001300,0.000500,0.000100,0.006800,0.038000,0.000200,0.001800,0.015400,0.001200,0.001400,0.062000,0.011400,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5602,14768.1953,5445.8750,6208.8594,0,20214.0703,0,0,428,309,0,0.084500,0,2.1941,0,1,0,0,0,0
,1.5800,0.057000,0.012700,0.074000,0.011100,0.027800,0.007800,0.007600,0.028900,0.056200,0.001300,0.003700,0.020300,0.5892,0.2374,0.3443,0.012600,0.6219,0.2316,0.014600,0.000600,0.009400,0.004100,0.083000,0.000900,0.000700,0.000100,0.006300,0.035200,0.000200,0.001600,0.014300,0.001200,0.001400,0.045100,0.011600,0.000200,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2509,14760.2188,5445.8750,6208.8594,0,20206.0938,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0.1062,0.066800,0.014000,0.086400,0.012900,0.031800,0.002300,0.007700,0.003300,0.027400,0.001400,0.004800,0.024900,0.3369,0.2579,0.3522,0.014000,0.027300,0.3166,0.014200,0.000900,0.002200,0.003900,0.094800,0.000900,0.000800,0.000100,0.007600,0.039200,0.000200,0.001800,0.018100,0.001300,0.001500,0.054000,0.013800,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2863,14752.6680,5445.8750,6208.8594,0,20198.5430,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,1.5960,0.064300,0.013700,0.1021,0.012100,0.032500,0.002300,0.007600,0.003400,0.026300,0.001300,0.004300,0.024200,0.3407,0.2344,0.3556,0.014100,0.8451,0.2681,0.016300,0.001100,0.002800,0.004000,0.1059,0.001000,0.000800,0.000100,0.005800,0.036500,0.000300,0.001800,0.015900,0.001200,0.001600,0.048400,0.011700,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8778,14749.1992,5445.8750,6208.8594,0,20195.0742,0,0,432,365,0,0.1186,0,0,0,1,0,0,0,0
,0.1195,0.061700,0.012600,0.080500,0.012100,0.030700,0.002200,0.007600,0.002900,0.026000,0.001100,0.004200,0.023400,0.6606,0.2517,0.3900,0.014500,0,0.2970,0.015300,0.000700,0.002300,0.003500,0.099300,0.001300,0.000600,0.000100,0.006200,0.035600,0.000100,0.002000,0.015700,0.001300,0.001600,0.061300,0.013000,0.000100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1165,14736.0898,5445.8750,6208.8594,0,20181.9648,0,0,0,0,0,0,0.071900,0,0,1,0,0,0,0
,1.7334,0.064400,0.013600,0.079900,0.012200,0.032500,0.002100,0.007500,0.003300,0.027900,0.001400,0.004700,0.025900,0.5616,0.2404,0.3531,0.012800,0.6717,0.2844,0.015100,0.000600,0.002200,0.003400,0.090800,0.000900,0.000900,0.000100,0.006100,0.034800,0.000100,0.001600,0.014600,0.001400,0.001400,0.046200,0.011700,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1155,14732.1250,5445.8750,6208.8594,0,20178,0,0,0,0,0,0,0.075500,0,0,2,0,0,0,0
,0.1625,0.069000,0.013700,0.098100,0.013400,0.031400,0.012900,0.006800,0.002900,0.035000,0.001400,0.004100,0.021400,0.3302,0.2295,0.4506,0.014500,0.047200,0.3978,0.031100,0.000600,0.002300,2.2204,2.3187,0.001200,0.000900,0.000100,0.008000,0.040900,0.000200,0.002200,0.017000,0.001400,0.001700,0.054400,0.015200,0.000300,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6430,14727.7891,5445.8750,6208.8594,0,20173.6641,0,0,418,245,0,0.078100,0,2.2162,0,2,0,0,0,0
,1.5708,0.060300,0.011900,0.077600,0.011500,0.028500,0.002200,0.007000,0.003400,0.024600,0.001300,0.003800,0.023900,0.5852,0.2250,0.4193,0.012500,0.5264,0.2799,0.017800,0.000700,0.010000,0.004300,0.4751,0.001100,0.000700,0.000100,0.006000,0.034300,0.000100,0.001600,0.014800,0.001200,0.001400,0.047200,0.013400,0.000200,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5167,14716.0820,5445.8750,6208.8594,0,20161.9570,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,0.1208,0.066500,0.013700,0.083600,0.012200,0.032300,0.002200,0.007000,0.003300,0.024900,0.001400,0.004100,0.024200,0.2990,0.2479,0.4285,0.014700,0.025000,0.3914,0.018500,0.001000,0.002900,0.004800,0.1148,0.000900,0.000700,0.000100,0.006700,0.038500,0.000100,0.001900,0.016200,0.001200,0.001500,0.049800,0.011100,0.000100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3554,14712.6289,5445.8750,6208.8594,0,20158.5039,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,1.6777,0.071500,0.014700,0.091700,0.012900,0.034700,0.003100,0.008700,0.003500,0.032400,0.001400,0.005200,0.029100,0.3191,0.2702,0.4644,0.014000,0.7546,0.2648,0.019000,0.000700,0.002400,0.004300,0.097100,0.001200,0.000800,0.000100,0.007100,0.036000,0.000100,0.001600,0.016300,0.001200,0.002300,0.048100,0.013000,0.000100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2264,14698.4414,5445.8750,6208.8594,0,20144.3164,0,0,396,301,0,0.076700,0,0,0,2,0,0,0,0
,0.1284,0.064000,0.012500,0.079400,0.011400,0.028100,0.002100,0.007100,0.003300,0.024200,0.001400,0.004300,0.023700,0.3412,0.2563,0.4398,0.013700,0.090100,0.3545,0.018100,0.000800,0.002200,0.004500,0.088500,0.001000,0.000900,0.000100,0.006000,0.034500,0.000100,0.001500,0.013500,0.001200,0.001700,0.047100,0.011900,0.000100,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2553,14694.8867,5445.8750,6208.8594,0,20140.7617,0,0,0,0,0,0,0,0,0,2,2,2,0,0
,1.5800,0.064600,0.013400,0.079400,0.022100,0.025800,0.001900,0.006600,0.003300,0.024200,0.001200,0.003900,0.022800,0.2891,0.2924,0.4452,0.013700,0.7821,0.2725,0.017600,0.000800,0.002300,0.004500,0.089000,0.000900,0.000700,0.000100,0.006200,0.035300,0.000100,0.001600,0.014600,0.001200,0.001400,0.078200,0.011400,0.000100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3917,14686.5938,5445.8750,6208.8594,0,20132.4688,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,0.1029,0.066000,0.012700,0.098900,0.012400,0.027600,0.002100,0.007300,0.002800,0.024900,0.001200,0.004700,0.023600,0.3265,0.2703,0.4640,0.014400,0,0.3324,0.023800,0.000800,0.002400,2.2472,2.3473,0.001400,0.000600,0.000100,0.007400,0.035900,0.000200,0.001200,0.016200,0.001200,0.001600,0.076900,0.013600,0.000100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9896,14678.2305,5445.8750,6208.8594,0,20124.1055,0,0,420,311,0,0.081800,0,2.2423,0,2,0,0,0,0
,1.6101,0.063700,0.012800,0.082800,0.012100,0.027300,0.002000,0.010900,0.003500,0.028900,0.001500,0.004800,0.027600,0.6872,0.2568,0.4469,0.014300,0.4207,0.2977,0.019800,0.001000,0.011000,0.004300,0.1004,0.000800,0.000700,0.000100,0.006700,0.037400,0.000100,0.001700,0.015800,0.001400,0.001500,0.053500,0.013900,0.000100,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1157,14668.6914,5445.8750,6208.8594,0,20114.5664,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0.1166,0.062800,0.013600,0.079500,0.010800,0.029900,0.002300,0.007200,0.003400,0.025600,0.001200,0.004500,0.024600,0.3621,0.2329,0.3636,0.014400,0.019200,0.3375,0.017400,0.000700,0.002200,0.003900,0.1184,0.001000,0.000600,0.000100,0.005700,0.035200,0.000100,0.001600,0.014200,0.001100,0.001500,0.047400,0.011300,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5648,14664.9727,5445.8750,6208.8594,0,20110.8477,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,1.5871,0.066700,0.012900,0.087300,0.013600,0.030900,0.002200,0.006900,0.003400,0.025400,0.001400,0.004400,0.023400,0.3160,0.2475,0.3927,0.013300,0.8151,0.2378,0.020700,0.000700,0.018500,0.004700,0.1019,0.001000,0.000900,0.000100,0.007100,0.040500,0.000200,0.001500,0.016700,0.001300,0.001400,0.060500,0.012600,0.000200,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1424,14661.0508,5445.8750,6208.8594,0,20106.9258,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0.1167,0.067100,0.014700,0.1029,0.011700,0.033900,0.001900,0.007600,0.003400,0.028700,0.001500,0.005300,0.028900,0.3109,0.2450,0.3503,0.013900,0,0.3077,0.015800,0.000700,0.002300,0.004100,0.089800,0.001100,0.000700,0,0.005700,0.048000,0.000200,0.001800,0.014600,0.001200,0.001600,0.058200,0.009800,0.000100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1376,14649.3867,5445.8750,6208.8594,0,20095.2617,0,0,447,392,0,0.091400,0,0,0,1,0,0,0,0
