EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Exclusive/AllWorkers/MassProcessorTask,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush
,0.066900,0.2906,0.014800,0.1391,0.016500,0.1966,0.1116,0.003100,0.010300,0,0,0,0,0,866,122,0,0.2399,77.9848,78.0139,0.002200,0.013400,0.057900,28.3904,0.3158,0.2964,0.016100,0.007100,0.5576,0.1166,0.3133,0.019900,0.000600,0.064400,6.0428,6.1715,7.1923,0.002500,0.000900,0.005400,0.022800,0.054100,1.1693,64,0,0,1012,26,0,0,0,0,7.0237,0.005000,0.022700,0.001300,0.001600,0.1369,0.013900,0.000200,2,2,2,3,50,2,100,0,9,8,9,2,18,730,0,28,2,0,5,17,0,0,0,0,0,0,0,0.2141,0,6,5.6738,0,1.3014,1.5155,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.9154,2787.3438,5578.9883,6305.5508,0,8366.3320,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0
,0.059900,0.2672,0.012900,0.1289,0.014600,0.1317,0.1241,0.002400,0.008000,0,0,0,0,0,3881,1154,0,0.2783,87.6124,87.6354,0.002100,0.011300,0.042500,2.1789,0.2804,0.2663,0.014700,0.005600,0.4843,0,0.3629,0.021100,0.000700,0.095200,6.5561,6.7284,6.9458,0.002100,0.001100,0.004900,0.025500,0.057400,0.1408,62,0,0,0,52,0,0,0,0,11.2227,0.001900,0.023700,0.001500,0.002000,0.1843,0.012900,0.000200,2,2,1,2,50,2,100,0,10,5,6,2,0,33,0,33,2,0,3,11,0,0,0,0,0,0,0,0.1352,0,0,0,0,0,0.1352,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.4432,2804.3516,5578.9883,6305.5508,0,8383.3398,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,8.6061,22,0,0,0,0,0
,0.076800,0.3851,0.013500,0.1464,0.019000,0.1837,0.1467,0.002800,0.008300,0,0,0,0,0,839,233,0,0.2520,85.4801,85.5052,0.002200,0.011500,0.044200,2.9084,0.2814,0.2633,0.014400,0.006600,0.6543,0,0.2596,0.015600,0.000700,0.069300,9.9216,10.1994,10.4950,0.004400,0.001600,0.006100,0.030800,0.1791,1.6127,64,0,0,0,26,0,0,0,0,6.5032,0.002100,0.038500,0.002000,0.002000,0.1751,0.017600,0.000200,2,2,2,2,50,2,100,0,10,6,7,1,12,329,0,29,2,0,4,12,0,0,0,0,0,0,0,0.3243,0,27.5000,3.9170,0,1.7647,2.0890,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3175,2800.5625,5578.9883,6305.5508,0,8379.5508,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,3.4355,0,0,0,0,0,0
,0.1166,0.2854,0.023500,0.1522,0.016000,0.1299,0.086200,0.002800,0.009200,0,0,0,0,0,2117,112,0,0.2117,101.4908,101.5156,0.001700,0.009800,0.042000,2.1460,0.2751,0.2711,0.016100,0.006200,0.5418,0,0.3158,0.016100,0.000600,0.077900,12.5788,12.7818,13.8752,0.004600,0.001100,0.006700,0.027100,0.053100,0.7587,62,0,0,0,52,0,0,0,0,11.0954,0.001900,0.025600,0.001400,0.001600,0.1442,0.015300,0.000300,2,2,2,2,50,2,100,0,8,8,9,1,9,46,0,46,2,0,4,16,0,0,0,0,0,0,0,0.2083,0,22,1.0195,0,0.7295,0.9378,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.8227,2795.7578,5578.9883,6305.5508,0,8374.7461,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,8.5858,8,0,0,0,0,0
,0.055500,0.3474,0.013100,0.1329,0.014800,0.1391,0.052300,0.002200,0.007000,0,0,0,0,0,1162,267,0,0.1930,108.2619,108.2823,0.001800,0.010900,0.042800,27.9293,0.3666,0.3527,0.018500,0.007700,0.2959,0.038100,0.2695,0.017600,0.000600,0.086300,5.6504,5.8502,6.0795,0.002200,0.001100,0.005700,0.023800,0.056100,1.2069,64,0,0,867,26,0,0,0,0,12.5125,0.006000,0.022000,0.001300,0.001400,0.3540,0.014300,0.000100,2,2,3,4,50,2,100,0,8,4,4,0,58,38,0,28,2,0,7,8,0,0,0,0,0,0,0,0.2310,0,47,0,0,1.1776,1.4086,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4752,2793.9805,5579.5859,6305.5508,0,8373.5664,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0
,0.060300,0.3389,0.012700,0.1401,0.015800,0.1140,0.083000,0.002100,0.007200,0,0,0,0,0,1554,935,0,0.2410,117.3374,117.3564,0.001800,0.009500,0.038600,2.0988,0.2212,0.5860,0.018500,0.006500,0.5136,0,0.3951,0.022800,0.000800,0.080000,7.3548,7.6628,8.8262,0.004000,0.001500,0.006500,0.031100,0.069500,0.9964,62,0,0,0,52,0,0,0,0,10.6000,0.001900,0.022200,0.001600,0.001900,0.1357,0.014000,0.000200,2,2,3,3,50,2,100,0,10,9,9,0,22,56,0,54,2,0,6,18,0,0,0,0,0,0,0,0.2377,0,45,0,0,0.8851,1.1228,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.2677,2792.9297,5579.5859,6305.5508,0,8372.5156,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,7.8175,0,0,0,0,0,0
,0.058800,0.3249,0.012500,0.1147,0.014300,0.1347,0.082300,0.002200,0.007100,0,0,0,0,0,1692,176,0,0.2017,123.8058,123.8249,0.001900,0.010000,0.040200,2.9175,0.2686,0.5801,0.017100,0.006400,0.3770,0.1366,0.3080,0.026500,0.000700,0.081000,13.0123,13.2403,13.3458,0.002400,0.001100,0.004300,0.021300,0.1178,0.9997,64,0,0,0,26,0,0,0,0,6.4272,0.001400,0.021600,0.001400,0.001700,0.1534,0.015700,0.000100,2,2,2,2,50,2,100,0,10,5,5,0,15,36,0,30,2,0,4,10,0,0,0,0,0,0,0,0.2014,0,46,2.0303,0,1.1006,1.3020,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.4104,2771.7773,5579.6055,6305.5508,0,8351.3828,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,3.1361,0,0,0,0,0,0
,0.066700,0.3837,0.013600,0.1528,0.017400,0.1341,0.090200,0.002100,0.007100,0,0,0,0,0,1446,151,0,0.1850,130.2012,130.2199,0.001800,0.011800,0.038200,1.9174,0.3089,0.9878,0.017900,0.006400,0.5725,0.5281,0.5024,0.030800,0.001000,0.078600,7.3989,9.1362,9.8056,0.002100,0.001100,0.005200,0.025200,0.1779,1.3439,62,0,0,1,52,0,0,0,0,9.0559,0.002200,0.032200,0.001800,0.002300,0.8406,0.012600,0.000100,2,2,4,4,50,2,100,0,8,9,9,0,22,54,0,54,2,0,8,18,0,0,0,0,0,0,0,0.2896,0,44,1.0244,0,1.3630,1.6526,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.6886,2764.8438,5579.7773,6305.5508,0,8344.6211,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,6.1071,0,0,0,0,0,0
,0.072100,0.3327,0.014100,0.1365,0.016500,0.2268,0.1302,0.003000,0.007500,0,0,0,0,0,2055,1037,0,0.4483,129.8447,129.8695,0.001700,0.011600,0.046500,22.7153,0.3750,1.6342,0.025600,0.008000,0.4805,0.3121,0.3459,0.033100,0.000700,0.078700,12.9123,13.0749,12.9875,0.002600,0.001000,0.005900,0.024800,0.056700,1.5003,64,0,0,821,26,0,0,0,0,9.9044,0.005500,0.024300,0.001600,0.001600,0.3353,0.012600,0.000200,2,2,3,4,50,2,100,0,6,8,8,1,38,734,0,30,2,0,7,16,0,0,0,0,0,0,0,0.2639,0,23,7.1191,0,1.6810,1.9449,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0790,2757.3867,5580.0469,6305.5508,0,8337.4336,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0
,0.067800,0.2375,0.014300,0.1287,0.017800,0.2064,0.1536,0.002200,0.007500,0,0,0,0,0,3979,116,0,0.4712,149.2796,149.3015,0.002000,0.012000,0.042100,2.0107,0.3880,1.6506,0.033400,0.011400,0.4325,0,0.5373,0.038800,0.000800,0.095900,5.9736,6.1497,7.3029,0.002200,0.000900,0.004800,0.022300,0.048300,0.1201,64,0,0,0,52,0,0,0,0,8.7999,0.001700,0.020500,0.001600,0.002000,0.1521,0.011700,0.000100,2,2,3,3,50,2,98,0,8,6,7,2,0,46,0,46,2,0,6,13,0,0,0,0,0,0,0,0.1158,0,0,0,0,0,0.1158,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.4066,2754.4219,5580.0742,6305.5508,0,8334.4961,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,5.0916,10,0,0,0,0,0
,0.058500,0.3046,0.012600,0.1355,0.015200,0.1271,0.059000,0.001700,0.006600,0,0,0,0,0,659,570,0,0.3030,162.0587,162.0760,0.001800,0.010500,0.042500,26.7393,0.2851,1.6022,0.022200,0.008100,0.4419,0.1525,0.4533,0.073600,0.001300,0.093000,13.8107,14.0208,14.1596,0.003300,0.001200,0.005900,0.030900,0.1357,1.1766,62,0,0,861,26,0,0,0,0,8.2016,0.001900,0.023200,0.001500,0.001600,0.1079,0.012900,0.000100,2,2,3,4,50,2,98,0,8,6,7,1,15,328,0,28,2,0,6,12,0,0,0,0,0,0,0,0.2433,0,28.5000,4.0283,0,1.3177,1.5610,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.5840,2763.1953,5580.5898,6305.5508,0,8343.7852,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0
,0.062900,0.3696,0.011400,0.1296,0.016400,0.1779,0.1340,0.002500,0.008100,0,0,0,0,0,2457,636,0,0.4473,173.9066,173.9288,0.001600,0.010200,0.040400,2.4131,0.4272,1.7524,0.020900,0.007400,0.6316,0.099900,0.5207,0.028300,0.000900,0.083200,12.4730,12.7089,13.8290,0.001900,0.000800,0.005800,0.026400,0.068400,0.9685,64,0,0,0,52,0,0,0,0,9.1009,0.005900,0.023000,0.001400,0.001800,0.3662,0.013100,0.000100,2,2,3,4,50,2,100,0,6,7,8,1,46,51,0,47,2,0,7,14,0,0,0,0,0,0,0,0.2166,0,23,0,0,0.8580,1.0746,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0202,2761.6562,5580.6055,6305.5508,0,8342.2617,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,4.6164,9,0,0,0,0,0
,0.059700,0.3374,0.011700,0.1258,0.014400,0.2617,0.082800,0.001800,0.007000,0,0,0,0,0,1351,962,0,0.2937,190.1862,190.2063,0.001900,0.013200,0.043800,30.5842,0.4120,2.1854,0.028200,0.008100,0.3667,0.092800,0.3397,0.033500,0.000500,0.083900,13.0455,13.4595,13.6011,0.002100,0.000900,0.004200,0.022400,0.053500,1.1394,64,0,0,1112,26,0,0,0,0,9.2316,0.004900,0.023100,0.001400,0.001900,0.1223,0.014300,0.000300,2,2,3,3,50,2,100,0,8,5,5,0,49,34,0,30,2,0,6,10,0,0,0,0,0,0,0,0.2327,0,47,1.0029,0,1.1772,1.4099,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.5140,2753.2734,5581.3008,6305.5508,0,8334.5742,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0
,0.060000,0.3045,0.012000,0.1247,0.015800,0.1648,0.1126,0.002600,0.007300,0,0,0,0,0,1499,491,0,0.2629,85.1705,85.1906,0.001400,0.010800,0.046400,2.0574,0.3184,1.5088,0.019400,0.006300,0.5989,0.7570,0.4353,0.030600,0.000700,0.091200,19.1556,19.3953,19.8229,0.001900,0.000900,0.005100,0.023100,0.053700,0.6491,65,0,0,0,52,0,0,0,0,10.8386,0.001600,0.023200,0.001400,0.001500,0.1295,0.013400,0.000200,2,2,4,4,50,2,100,0,10,9,9,1,13,60,0,58,3,0,8,18,0,0,0,0,0,0,0,0.1663,0,22.5000,0,0,0.5584,0.7247,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,65,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.9424,2749.8398,5581.3164,6305.5508,0,8331.1562,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,7.0966,0,1,0,0,0,0
,0.059400,0.3164,0.012500,0.1334,0.016600,0.1256,0.068100,0.001700,0.006500,0,0,0,0,0,1335,1106,0,0.2540,74.3528,74.3708,0.001700,0.012200,0.044000,34.8708,0.2827,0.9821,0.016700,0.006500,0.3754,0,0.4330,0.030000,0.000900,0.094100,7.7005,7.9318,8.1459,0.003400,0.001200,0.005400,0.032300,0.1307,1.3982,62,0,0,1159,26,0,0,0,0,10.9610,0.001600,0.022800,0.001200,0.001800,0.1225,0.013700,0.000200,2,2,3,4,50,2,100,0,10,5,5,0,14,28,0,28,3,0,7,10,0,0,0,0,0,0,0,0.2960,0,45,0,0,1.2696,1.5656,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.3608,2744.5742,5582.1445,6305.5508,0,8326.7188,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0
,0.062900,0.3494,0.013000,0.1507,0.015900,0.1450,0.1150,0.002200,0.006500,0,0,0,0,0,1307,377,0,0.1914,89.7410,89.7602,0.002200,0.012900,0.044700,2.0651,0.3338,1.1304,0.022200,0.007500,0.4938,0.3778,0.4950,0.027800,0.000800,0.074500,7.6546,8.7688,8.6366,0.002100,0.000800,0.004700,0.022600,0.1161,0.6416,64,0,0,1,52,0,0,0,0,11.8395,0.001400,0.021500,0.001400,0.001700,0.9703,0.012800,0.000100,2,2,3,3,50,2,100,0,8,9,9,1,4,54,0,54,2,0,6,18,0,0,0,0,0,0,0,0.1636,0,24,0,0,0.5504,0.7140,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.8054,2742.6484,5582.3320,6305.5508,0,8324.9805,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,8.4239,0,0,0,0,0,0
,0.066400,0.3090,0.012700,0.1246,0.016200,0.1785,0.1127,0.002600,0.008600,0,0,0,0,0,1198,174,0,0.1614,88.5438,88.5681,0.001300,0.009800,0.039200,2.4841,0.3023,1.0273,0.016100,0.006900,0.5150,0.1099,0.3303,0.038100,0.004100,0.090300,6.9122,7.1227,8.5151,0.003200,0.001000,0.005500,0.025000,0.056600,1.1431,62,0,0,0,26,0,0,0,0,9.6136,0.005600,0.022400,0.001600,0.001700,0.1330,0.012100,0.000200,2,2,3,3,50,2,100,0,6,7,8,2,38,732,0,28,2,0,6,15,0,0,0,0,0,0,0,0.2033,0,5.5000,5.5967,0,1.3907,1.5940,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.8371,2741.7539,5582.3359,6305.5508,0,8324.0898,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,6.3125,0,0,0,0,0,0
,0.076500,0.2140,0.014100,0.1318,0.016600,0.1454,0.1036,0.002200,0.007000,0,0,0,0,0,4411,225,0,0.4479,91.2798,91.2997,0.001300,0.009500,0.040800,2.1660,0.2477,1.0555,0.019100,0.006700,0.4895,0.3236,0.4388,0.031000,0.000800,0.072000,7.0734,7.2430,7.1424,0.002900,0.001000,0.005600,0.026500,0.058600,0.1612,64,0,0,0,52,0,0,0,0,11.0738,0.001700,0.030100,0.001800,0.001800,0.1514,0.016500,0.000200,2,2,2,3,50,2,98,0,8,5,5,2,0,37,0,37,2,0,5,10,0,0,0,0,0,0,0,0.1558,0,0,0,0,0,0.1558,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.6825,2740.9570,5582.3359,6305.5508,0,8323.2930,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,7.8994,18,0,0,0,0,0
,0.067400,0.4563,0.012500,0.1422,0.017800,0.1311,0.090100,0.001900,0.006600,0,0,0,0,0,117,116,0,0.1246,107.6152,107.6339,0.002200,0.011600,0.040100,5.8749,0.3154,0.6697,0.017400,0.006100,0.5182,0.2097,0.2749,0.037200,0.000800,0.075500,6.9308,7.1000,7.1372,0.002700,0.001300,0.006100,0.029700,0.065100,1.8302,62,0,0,0,26,0,0,0,0,11.6534,0.006500,0.027600,0.001500,0.002100,0.1355,0.012800,0.000200,2,2,2,3,50,2,100,0,8,6,8,1,62,337,0,29,2,0,5,13,0,0,0,0,0,0,0,0.3267,0,31.5000,4.2246,0,2.0894,2.4161,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.3443,2738.9297,5582.3359,6305.5508,0,8321.2656,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,5.2425,0,0,0,0,0,0
,0.064400,0.4022,0.011000,0.1310,0.015100,0.2847,0.065800,0.003300,0.010000,0,0,0,0,0,2806,150,0,0.2888,120.4705,120.5013,0.002500,0.017900,0.057500,10.9916,0.3539,0.2031,0.020800,0.007300,0.5801,0.2352,0.3287,0.022400,0.000800,0.076200,13.7106,13.9137,14.5814,0.002000,0.000800,0.006000,0.026100,0.068400,0.7255,64,0,0,0,52,0,0,0,0,10.7424,0.001700,0.023000,0.001500,0.002000,0.3597,0.014400,0.000200,2,2,3,3,50,2,100,0,10,7,9,1,17,47,0,46,2,0,6,15,0,0,0,0,0,0,0,0.1734,0,23.5000,1.0244,0,0.7192,0.8926,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.4426,2754.9297,5582.3359,6305.5508,0,8337.2656,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,8,0,0,0,0,0
,0.056500,0.3682,0.012600,0.1349,0.015600,0.1262,0.070800,0.002200,0.006800,0,0,0,0,0,1267,976,0,0.3568,131.8323,131.8516,0.001400,0.009600,0.039700,37.2685,0.2480,0.1550,0.021900,0.005600,0.4166,0.4163,0.4093,0.042900,0.000800,0.6480,8.7557,9.0605,9.0167,0.003200,0.000900,0.006300,0.028200,0.1644,1.6011,62,0,0,946,26,0,0,0,0,9.2270,0.001000,0.026500,0.001100,0.001700,0.1059,0.011000,0.000200,2,2,3,3,50,2,100,0,10,4,5,0,18,29,0,28,2,0,6,9,0,0,0,0,0,0,0,0.3270,0,47,1.0205,0,1.6287,1.9557,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.5156,2752.2891,5582.6758,6305.5508,0,8334.9648,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0
