EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/Pathfinding,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.056300,0.093000,0.009300,0.1026,0.011700,0.1386,0.1058,0.001600,0.006400,0,0,0,0,0,714,149,0,0.4934,606.7842,606.8015,0.001400,0.008000,0.034600,1.4978,0.2470,1.3300,0.017000,0.003400,0.2999,57,0,0,0,26,6.6389,0.3842,0.025700,0.001100,0.081500,19.7051,20.1005,20.8776,0.003300,0.000800,0.006500,0.023100,0.057000,0.1325,0.001500,0.019900,0.001000,0.001400,0.3474,0.010700,0.000200,0,0,0,0,1,1,7,7,46,2,49,0,3,6,6,1,0,25,0,25,2,0,7,6,0,0,0,0,0,0,0,0.1280,0,0,0,0,0,0.1280,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.0815,1120.7812,5534.4883,6275.6797,0,6655.2695,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.8681,0,0,0,0.1314,7,0,0,0,0,0,0,0
,0.057500,0.1642,0.007600,0.1211,0.012900,0.1341,0.058000,0.001800,0.005700,0,0,0,0,0,412,743,0,0.6993,697.1938,697.2097,0.001600,0.008600,0.033800,39.5240,0.3033,1.2585,0.015500,0.003400,0.2535,57,0,0,1188,13,7.0850,0.3792,0.023900,0.000600,0.094200,20.2649,20.7574,21.6300,0.002400,0.002300,0.003700,0.018200,0.044000,0.9400,0.004200,0.019700,0.000800,0.001300,0.7678,0.010800,0.000100,0,0,0,0,1,1,8,8,46,2,49,0,3,5,5,0,44,25,0,19,2,0,8,5,0,0,0,0,0,0,0,0.1973,0,46,0,0,0.8315,1.0288,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.4005,1164.8594,5534.6797,6275.6797,0,6699.5391,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.1027,0,0,0,0,0,0,0,0
,0.055500,0.2118,0.009300,0.1250,0.013600,0.1706,0.1126,0.001600,0.006200,0,0,0,0,0,1284,855,0,0.6251,804.8742,804.8912,0.001600,0.008400,0.032500,1.1896,0.2755,1.1476,0.010800,0.002800,0.4106,57,0,0,0,26,6.9481,0.2308,0.023300,0.000700,0.076600,31.3291,32.8874,33.6646,0.003300,0.001800,0.003600,0.019200,0.085100,0.1095,0.001300,0.062800,0.001400,0.001100,0.3252,0.010600,0.000200,0,0,0,0,1,1,10,10,46,2,49,0,5,8,8,1,0,30,0,30,2,0,10,8,0,0,0,0,0,0,0,0.1060,0,0,0,0,0,0.1060,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.3772,1167.5000,5534.7422,6275.6797,0,6702.2422,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,4.3596,0,0,0,0.4907,4,0,0,0,0,0,0,0
,0.055800,0.1164,0.008500,0.1102,0.013900,0.4122,0.2106,0.001600,0.007900,0,0,0,0,0,282,1358,0,0.5302,931.2707,931.2902,0.001700,0.009300,0.039400,43.5306,0.2945,0.2732,0.012900,0.002900,0.3313,58,0,0,1172,13,7.2758,0.4578,0.017800,0.000500,0.077400,21.8537,22.2890,22.9375,0.003000,0.000700,0.004000,0.021300,0.060400,0.4308,0.001800,0.020800,0.001100,0.001500,0.3747,0.011500,0.000300,0,0,0,0,1,1,10,10,46,2,49,0,5,9,9,1,0,421,0,21,2,0,10,9,0,0,0,0,0,0,0,0.1266,0,2,3.5342,0,0.4994,0.6260,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.5411,1119.7188,5535.0547,6275.6797,0,6654.7734,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.2127,0,0,1,0,0,0,0,0
,0.053500,0.068500,0.009100,0.1055,0.011000,0.1807,0.1155,0.001900,0.007000,0,0,0,0,0,2204,200,0,0.4611,503.7322,503.7509,0.001700,0.009400,0.038400,11.7705,0.3027,0.2191,0.013000,0.003100,0.2271,57,0,0,0,26,8.2562,0.3341,0.021600,0.000800,0.086900,30.4596,32.1198,31.7071,0.003100,0.000800,0.004200,0.021800,0.045600,0.1189,0.001400,0.020900,0.000900,0.001000,0.3249,0.009500,0.000200,0,0,0,0,1,1,12,12,46,2,49,0,5,3,3,1,0,16,0,16,2,0,12,3,0,0,0,0,0,0,0,0.1144,0,0,0,0,0,0.1144,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.0903,1121.8828,5535.0547,6275.6797,0,6656.9375,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,1.3088,20,0,0,0,0,0,0,0
,0.051900,0.2045,0.006700,0.1169,0.010600,0.1284,0.087000,0.001400,0.006100,0,0,0,0,0,144,1190,0,0.3520,635.1028,635.1199,0.002000,0.008900,0.037800,50.7841,0.3955,0.2321,0.011500,0.002700,0.3802,57,0,0,1170,13,7.6920,0.3898,0.024100,0.001000,0.082000,19.3796,19.9083,20.6764,0.003100,0.000600,0.004000,0.019000,0.054700,0.8021,0.001400,0.019800,0.001100,0.001300,0.7510,0.011800,0.000100,0,0,0,0,1,1,8,8,46,2,49,0,5,14,14,1,9,1420,0,19,9,0,8,14,0,0,0,0,0,0,0,0.1298,0,9,8.4980,0,1.0461,1.1759,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.9018,1127.0469,5535.4297,6275.6797,0,6662.4766,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.2977,0,0,0,0,0,0,0,0
,0.057000,0.037900,0.009400,0.1003,0.012900,0.1495,0.069400,0.001700,0.006100,0,0,0,0,0,6460,363,0,0.5747,696.0703,696.0865,0.001800,0.008300,0.035000,7.2646,0.2327,0.9161,0.011800,0.002600,0.1220,57,0,0,0,26,8.2797,0.2887,0.024400,0.000800,0.085000,22.4547,22.6624,23.5084,0.002800,0.000900,0.003900,0.019300,0.045700,0.1230,0.001300,0.021900,0.001400,0.001400,0.3717,0.009800,0.000100,0,0,0,0,1,1,9,9,46,2,49,0,5,1,1,1,0,7,0,7,3,0,9,1,0,0,0,0,0,0,0,0.1185,0,0,0,0,0,0.1185,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.0779,1104.5547,5535.4922,6275.6797,0,6640.0469,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0.2523,0,0,0,0,26,0,0,0,0,0,0,0
,0.062000,0.062300,0.010000,0.1086,0.012000,0.1566,0.084900,0.001500,0.005400,0,0,0,0,0,236,1358,0,0.3771,861.5104,861.5264,0.001400,0.008100,0.032600,40.6296,0.2858,1.0368,0.013200,0.003400,0.2046,57,0,0,1163,13,7.1392,0.3763,0.024800,0.000900,0.084800,21.6666,21.9577,22.8976,0.002700,0.000800,0.003400,0.019300,0.054600,0.1167,0.001500,0.020200,0.001000,0.001300,0.3019,0.009400,0.000200,0,0,0,0,1,1,8,8,46,2,49,0,5,2,2,1,0,11,0,11,3,0,8,2,0,0,0,0,0,0,0,0.1126,0,0,0,0,0,0.1126,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928.4382,1106.0977,5535.8711,6275.6797,0,6641.9688,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
,0.053600,0.096500,0.017000,0.1033,0.010800,0.1608,0.074600,0.002200,0.005600,0,0,0,0,0,364,211,0,0.5605,894.3622,894.3786,0.001500,0.007400,0.034100,10.5264,0.2615,1.2289,0.016000,0.003400,0.3195,57,0,0,0,26,9.8916,0.3837,0.033200,0.001000,0.1116,21.2277,21.4915,22.6365,0.003300,0.000900,0.003700,0.021900,0.050500,0.1283,0.001600,0.022000,0.001000,0.001400,0.3463,0.007400,0.000100,0,0,0,0,1,1,11,11,46,2,49,0,5,7,7,1,0,23,0,23,2,0,11,7,0,0,0,0,0,0,0,0.1237,0,0,0,0,0,0.1237,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.2254,1108.9766,5535.9336,6275.6797,0,6644.9102,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
,0.061600,0.2170,0.009400,0.1077,0.013200,0.1929,0.1160,0.002000,0.007200,0,0,0,0,0,154,663,0,0.4233,524.5838,524.6031,0.001500,0.008700,0.033500,41.3487,0.2833,1.2414,0.011800,0.013300,0.5189,57,0,0,1150,13,7.2085,0.3684,0.026500,0.000700,0.061500,18.3957,18.6274,19.4791,0.002600,0.000500,0.002900,0.017900,0.099700,0.7976,0.001900,0.025900,0.001100,0.001400,0.5024,0.012900,0.000300,0,0,0,0,1,1,11,11,46,2,49,0,5,14,14,1,6,1426,0,23,9,0,11,14,0,0,0,0,0,0,0,0.1417,0,12,8.5869,0,1.1192,1.2609,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.4505,1098.5625,5536.1836,6275.6797,0,6634.7461,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.075600,0,0,0,0,0,0,0,0
,0.054100,0.044800,0.009900,0.1022,0.012000,0.1468,0.078900,0.002100,0.006500,0,0,0,0,0,6359,793,0,0.6368,578.9507,578.9698,0.001500,0.008400,0.037200,4.2988,0.2979,1.2520,0.011200,0.003200,0.1148,57,0,0,0,26,7.0484,0.4037,0.032700,0.001000,0.087800,18.5456,18.8716,19.6497,0.002200,0.000700,0.003600,0.019900,0.045800,0.1214,0.001200,0.023500,0.000900,0.001600,0.3970,0.009500,0.000300,0,0,0,0,1,1,7,7,46,2,49,0,5,1,1,1,0,6,0,6,3,0,7,1,0,0,0,0,0,0,0,0.1171,0,0,0,0,0,0.1171,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.2226,1100.1289,5536.2500,6275.6797,0,6636.3789,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,1.6759,0,0,0,0.087800,26,0,0,0,0,0,0,0
,0.061200,0.054400,0.008200,0.1076,0.012000,0.1635,0.077000,0.001300,0.006300,0,0,0,0,0,289,1380,0,0.4435,665.3781,665.3956,0.002100,0.009400,0.038800,51.2986,0.4142,0.3014,0.017200,0.004700,0.1125,57,0,0,1139,13,12.1615,0.4461,0.028100,0.000600,0.079600,20.5818,21.6533,22.2321,0.003000,0.000600,0.004100,0.021200,0.058500,0.1216,0.001500,0.021500,0.000900,0.001600,0.3454,0.013900,0.000100,0,0,0,0,1,1,7,7,46,2,49,0,5,1,1,1,0,9,0,9,3,0,7,1,0,0,0,0,0,0,0,0.1174,0,0,0,0,0,0.1174,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.0178,1085.1055,5536.6289,6275.6797,0,6621.7344,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.3552,10,0,0,0,0,0,0,0
,0.058100,0.087400,0.011300,0.1010,0.011900,0.1460,0.065300,0.001700,0.006400,0,0,0,0,0,444,209,0,0.4082,809.9765,809.9937,0.001800,0.009700,0.043600,14.4518,0.2414,0.1522,0.012100,0.002300,0.8113,57,0,0,0,26,6.2910,0.3797,0.026600,0.000600,0.078400,30.6069,31.4315,32.1854,0.002400,0.000400,0.003300,0.019200,0.047100,0.2206,0.001200,0.021100,0.000900,0.001300,0.4814,0.011200,0.000100,0,0,0,0,1,1,8,8,46,2,49,0,5,7,7,1,0,23,0,23,3,0,8,7,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0.2169,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.5325,1094.0195,5536.6953,6275.6797,0,6630.7148,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.4946,10,0,0,0,0,0,0,0
,0.086900,0.2583,0.009500,0.1690,0.012300,0.4420,0.1314,0.001500,0.006100,0,0,0,0,0,297,1300,0,0.4551,870.2259,870.2437,0.001700,0.008000,0.039000,40.1975,0.2842,0.1557,0.010800,0.003000,0.9036,57,0,0,1114,13,6.4111,0.4812,0.3110,0.000700,0.3009,29.3950,29.9708,30.4873,0.002900,0.000700,0.003800,0.021100,0.1809,1.1112,0.000900,0.022200,0.001000,0.001300,0.5409,0.011600,0.000100,0,0,0,0,1,1,11,11,46,2,49,0,5,5,5,0,17,23,0,22,3,0,11,5,0,0,0,0,0,0,0,0.1846,0,46,0,0,1.0890,1.2736,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.2647,1093.9453,5537.0742,6275.6797,0,6631.0195,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.5683,0,0,0,0,0,0,0,0
,0.059300,0.1025,0.010500,0.095400,0.011300,0.1721,0.071800,0.001900,0.006900,0,0,0,0,0,698,136,0,0.4121,483.3420,483.3611,0.001500,0.007700,0.030000,5.3271,0.2392,0.1478,0.011300,0.002500,0.3171,57,0,0,0,26,9.0839,0.3723,0.037600,0.000900,0.089200,18.1598,20.1185,19.5941,0.002900,0.000700,0.003200,0.018400,0.040600,0.1299,0.001200,0.022400,0.001200,0.001100,0.3755,0.011400,0.000200,0,0,0,0,1,1,11,11,46,2,49,0,3,7,7,1,0,26,0,26,2,0,11,7,0,0,0,0,0,0,0,0.1263,0,0,0,0,0,0.1263,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.3393,1115.5742,5537.1367,6275.6797,0,6652.7109,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.7017,0,0,0,1.7469,9,0,0,0,0,0,0,0
,0.055000,0.1605,0.009800,0.1024,0.012100,0.1472,0.073500,0.001700,0.007200,0,0,0,0,0,663,1329,0,0.4522,573.0280,573.0463,0.001400,0.009800,0.036300,38.7580,0.3404,0.1781,0.013600,0.003600,0.2588,57,0,0,1115,13,6.4489,0.3125,0.028800,0.000700,0.073900,18.4411,18.8198,19.4964,0.002700,0.000800,0.003200,0.019700,0.047400,0.8823,0.003100,0.018100,0.001100,0.001100,0.3278,0.011200,0.000100,0,0,0,0,1,1,7,7,46,2,49,0,3,6,6,0,42,22,0,18,2,0,7,6,0,0,0,0,0,0,0,0.2010,0,46,1.0195,0,0.8708,1.0718,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.8928,1118.4102,5537.4492,6275.6797,0,6655.8594,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.2619,0,0,0,0,0,0,0,0
,0.054900,0.093100,0.009800,0.098700,0.012000,0.1319,0.084000,0.001600,0.005900,0,0,0,0,0,715,148,0,0.6786,710.4218,710.4385,0.001600,0.009300,0.038500,4.7957,0.2981,0.1589,0.011800,0.003100,0.3285,58,0,0,0,26,6.1588,0.3267,0.028000,0.000900,0.097500,16.8859,17.6461,17.9576,0.002800,0.000700,0.003200,0.019000,0.047700,0.1203,0.001300,0.023100,0.000900,0.001500,0.3564,0.008900,0.000200,0,0,0,0,1,1,8,8,46,2,49,0,5,7,7,1,0,25,0,25,2,0,8,7,0,0,0,0,0,0,0,0.1157,0,0,0,0,0,0.1157,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.6528,1097.4297,5537.4492,6275.6797,0,6634.8789,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,1.2904,0,0,0,0.6117,8,0,1,0,0,0,0,0
,0.1180,0.1464,0.009100,0.1255,0.012600,0.1689,0.089700,0.001700,0.006600,0,0,0,0,0,667,1325,0,0.4801,759.7899,759.8088,0.001400,0.009100,0.035600,36.9484,0.2785,0.1625,0.011100,0.002800,0.2519,57,0,0,1099,13,7.7881,0.3456,0.027000,0.000600,0.075300,19.1868,19.5870,20.3123,0.002700,0.000800,0.003400,0.020700,0.1303,0.7898,0.001500,0.019300,0.001200,0.001300,0.6967,0.011700,0.000100,0,0,0,0,1,1,9,9,46,2,49,0,5,4,4,0,14,20,0,20,2,0,9,4,0,0,0,0,0,0,0,0.1743,0,46,0,0,0.6840,0.8583,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.0742,1099.5430,5537.7031,6275.6797,0,6637.2461,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.2585,0,0,0,0,0,0,0,0
,0.055100,0.095500,0.008500,0.099400,0.012200,0.1470,0.093400,0.001200,0.005400,0,0,0,0,0,615,160,0,0.3654,882.7705,882.7850,0.001500,0.008000,0.036000,7.6054,0.2773,0.1583,0.013000,0.003100,0.3167,57,0,0,0,26,6.9647,0.4044,0.025700,0.000600,0.075500,20.0562,20.2838,20.9903,0.002900,0.000700,0.003400,0.019700,0.041400,0.1074,0.001400,0.020600,0.000900,0.001300,0.3451,0.010200,0.000100,0,0,0,0,1,1,10,10,46,2,49,0,3,8,8,1,0,29,0,29,2,0,10,8,0,0,0,0,0,0,0,0.1037,0,0,0,0,0,0.1037,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914.1366,1113.7656,5537.7656,6275.6797,0,6651.5312,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.1864,5,0,0,0,0,0,0,0
,0.060100,0.1634,0.009400,0.1017,0.012400,0.1932,0.096300,0.001300,0.005200,0,0,0,0,0,691,1309,0,0.4282,452.6861,452.7013,0.001500,0.009000,0.034200,36.6723,0.2977,0.1661,0.012200,0.003000,0.2933,57,0,0,1107,13,6.4640,0.4367,0.027500,0.001000,0.084600,19.6101,19.9323,20.6140,0.002600,0.000700,0.003600,0.019400,0.050600,0.4228,0.001200,0.019300,0.000900,0.001100,0.3221,0.011200,0.000200,0,0,0,0,1,1,11,11,46,2,47,0,3,8,8,1,0,422,0,22,2,0,11,8,0,0,0,0,0,0,0,0.1228,0,2,3.5654,0,0.4837,0.6065,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.2552,1131.7617,5538.0195,6275.6797,0,6669.7812,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.2130,0,0,0,0,0,0,0,0
,0.057100,0.068500,0.008200,0.1058,0.011200,0.1318,0.1053,0.001500,0.005500,0,0,0,0,0,1945,140,0,0.2859,572.2534,572.2699,0.001600,0.009000,0.032700,5.7018,0.2756,0.1592,0.010700,0.002700,0.1961,57,0,0,0,26,6.9756,0.3064,0.032700,0.001000,0.095300,21.4649,22.5678,23.4146,0.002800,0.000500,0.003600,0.021500,0.044400,0.1301,0.001800,0.021400,0.000900,0.001300,0.3488,0.010500,0.000100,0,0,0,0,1,1,7,7,46,2,47,0,3,3,3,1,0,13,0,13,2,0,7,3,0,0,0,0,0,0,0,0.1258,0,0,0,0,0,0.1258,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.3627,1126.4023,5538.0820,6275.6797,0,6664.4844,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,1.2936,0,0,0,0.2980,19,0,0,0,0,0,0,0
