EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1460,0.068100,0.066900,0.013900,0.089000,0.015500,0.080700,0.002200,0.008000,0.003400,0.025700,0.001400,0.004600,0.039300,0.7444,0.2536,0.038200,0.9543,0.006300,0.1081,0,0.2986,0.028500,0.000500,0.015700,0.004700,0.1069,0.001400,0.001000,0.002000,0.015100,0.062200,0.4223,0.001700,0.020400,0.001200,0.001600,0.083800,0.012800,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1070,0,22,0,0,0.3648,0.4718,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1074,4500.7930,5474.5117,6206.4297,0,9975.3047,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2646,390,0,0.1888,0,0,0,0,0,0,0,0
,5.4633,0.070300,0.094900,0.014100,0.092100,0.015400,0.072700,0.002000,0.007400,0.003400,0.023500,0.001300,0.004500,0.032400,0.3920,0.2717,0.015200,0.9285,0.003800,0.099200,4.1115,0.3496,0.023000,0.000500,0.001900,0.004800,0.1152,0.001400,0.000800,0.002300,0.017200,0.049000,0.6577,0.001500,0.022400,0.001200,0.001400,0.092400,0.013800,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1284,0,25,0,0,0.5972,0.7256,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0863,4500.4023,5474.5117,6206.4297,0,9974.9141,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1637,0.066100,0.2675,0.013400,0.1261,0.017200,0.072000,0.002700,0.008000,0.003400,0.025100,0.001300,0.004300,0.035500,0.9764,0.3058,0.016600,1.0051,0.005000,0.5703,0,0.3139,0.032900,0.000900,0.002300,6.3182,6.4405,0.001700,0.000800,0.004400,0.025200,0.064400,1.0959,0.007500,0.029100,0.001600,0.001800,0.098300,0.011300,0.000200,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,10,10,0,70,34,0,26,1,0,2,20,0,0,0,0,0,0,0,0.2407,0,25,1.8623,0,1.1757,1.4164,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3258,4499.8125,5474.5117,6206.4297,0,9974.3242,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,2,1,0,6.3135,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1623,0.067200,0.1273,0.013300,0.088000,0.015600,0.074000,0.001900,0.007400,0.003200,0.023500,0.001500,0.004500,0.034200,2.2774,0.2896,0.016900,0.9246,0.005900,0.4191,0,0.5394,0.025100,0.000500,0.002100,0.004400,0.1006,0.001200,0.000900,0.001600,0.015200,0.047700,0.080900,0.001700,0.018700,0.001200,0.001600,0.082600,0.012800,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,9,9,2,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.076700,0,0,0,0,0,0.076700,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6158,4499.7852,5474.5117,6206.4297,0,9974.2969,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2472,365,0,0.1446,0,0,0,0,0,0,0,0
,5.5526,0.063800,0.1785,0.007800,0.081300,0.014800,0.058600,0.002200,0.006500,0.003100,0.021100,0.000700,0.003800,0.028600,0.3862,0.2515,0.011900,0.8388,0.003300,0.091700,4.3646,0.3986,0.030900,0.000600,0.002600,0.004200,0.1130,0.001400,0.000900,0.002700,0.016200,0.1176,0.7857,0.001600,0.018800,0.001100,0.001400,0.083800,0.013900,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,1,1,0,4,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1700,0,43,0,0,0.7581,0.9281,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9016,4498.9492,5474.5117,6206.4297,0,9973.4609,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2193,0.072400,0.1853,0.013900,0.098100,0.017300,0.099400,0.002800,0.008500,0.004300,0.028500,0.001300,0.004500,0.040000,1.2610,0.2085,0.015600,0.9298,0.004300,0.4537,3.0223,0.4551,0.026800,0.000500,0.071400,0.004600,0.1158,0.001200,0.000700,0.002300,0.017000,0.095700,0.5296,0.001500,0.020800,0.001300,0.001500,0.084800,0.012900,0.000200,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,2,50,2,100,0,8,10,10,0,2,26,0,26,1,0,3,20,0,0,0,0,0,0,0,0.1418,0,26.5000,0,0,0.4373,0.5791,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0466,4498.8789,5474.5117,6206.4297,0,9973.3906,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1525,0.066400,0.069900,0.008200,0.076000,0.014400,0.071000,0.002000,0.006400,0.003600,0.022400,0.001000,0.003600,0.029700,0.3477,0.2558,0.016400,0.9919,0.003600,0.098500,0.1018,0.2488,0.022500,0.000300,0.001700,0.004100,0.1015,0.001200,0.001000,0.001500,0.013700,0.1061,0.4463,0.001600,0.021000,0.001500,0.001700,0.084700,0.012000,0.000300,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1087,0,24,0,0,0.3895,0.4982,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6008,4498.7539,5474.5117,6206.4297,0,9973.2656,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2510,390,0,0.2915,0,0,0,0,0,0,0,0
,5.6428,0.077400,0.1751,0.013600,0.096500,0.018200,0.092100,0.002100,0.007400,0.003600,0.024500,0.001300,0.004700,0.037100,1.1961,0.2453,0.015600,0.9290,0.004100,0.4731,3.4109,0.4535,0.028100,0.000800,0.002700,0.005000,0.1289,0.001500,0.001200,0.002200,0.018500,0.050700,0.5237,0.001700,0.027300,0.001500,0.002100,0.093200,0.014500,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,2,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1274,0,24.5000,0,0,0.4614,0.5888,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1959,4498.6172,5474.5117,6206.4297,0,9973.1289,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1640,0.068100,0.089300,0.010900,0.1067,0.015400,0.065700,0.002400,0.006700,0.003200,0.022400,0.000800,0.004000,0.028600,0.3064,0.2125,0.010000,0.8156,0.002900,0.1016,0,0.2804,0.023500,0.000300,0.001900,5.9647,6.0805,0.001600,0.000700,0.004500,0.021700,0.052800,0.5585,0.001800,0.023500,0.001300,0.001600,0.091700,0.013900,0.000200,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1417,0,24.5000,0,0,0.4853,0.6270,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7992,4498.2578,5474.5117,6206.4297,0,9972.7695,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,5.9603,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2051,0.073800,0.2456,0.012400,0.096600,0.016100,0.073400,0.002500,0.007500,0.003900,0.025100,0.001300,0.005400,0.033900,2.2418,0.2178,0.014300,0.8810,0.005100,0.4424,1.9647,0.3987,0.027600,0.000500,0.002200,0.004400,0.1138,0.001200,0.000800,0.002200,0.015800,0.050400,0.6902,0.001500,0.020200,0.001300,0.001500,0.090400,0.013100,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,4,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1447,0,25,0,0,0.6325,0.7772,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6406,4498.1953,5474.5117,6206.4297,0,9972.7070,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2194,364,0,0.1882,0,0,0,0,0,0,0,0
,0.1404,0.064000,0.2165,0.014700,0.086100,0.014900,0.079900,0.002300,0.007400,0.003600,0.025100,0.001400,0.004600,0.033000,0.3713,0.2399,0.015400,0.8826,0.004000,0.096600,0.097800,0.2863,0.024400,0.000600,0.002000,0.004800,1.0271,0.001400,0.000900,0.001900,0.017100,0.044100,0.7058,0.001400,0.018200,0.001100,0.001600,0.3444,0.013200,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1599,0,35.5000,0,0,0.7455,0.9054,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4930,4498.1055,5474.5117,6206.4297,0,9972.6172,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4747,0.066000,0.1930,0.013200,0.091500,0.015100,0.073700,0.002200,0.007800,0.003300,0.023900,0.001100,0.004300,0.036000,1.2014,0.2397,0.017300,0.9523,0.004800,0.4180,2.2685,0.4891,0.026300,0.000500,0.064400,0.004500,0.1151,0.001400,0.000900,0.002100,0.016400,0.052100,0.6154,0.002000,0.021200,0.001200,0.001400,0.1859,0.014100,0.000200,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1659,0,23,0,0,0.5106,0.6765,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5857,4497.9102,5474.5117,6206.4297,0,9972.4219,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1569,0.065800,0.089700,0.013000,0.082900,0.014400,0.084700,0.002100,0.007200,0.003700,0.023600,0.001400,0.004300,0.033700,0.3588,0.2693,0.016500,0.9413,0.004600,0.1027,0.053200,0.2475,0.023200,0.000800,0.002400,0.003600,0.099100,0.000900,0.000600,0.001600,0.013100,0.046500,0.5703,0.001400,0.018700,0.001200,0.001700,0.084400,0.012700,0.000200,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1380,0,26,0,0,0.5041,0.6421,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3074,4497.8086,5474.5117,6206.4297,0,9972.3203,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2856,390,0,0.2229,0,0,0,0,0,0,0,0
,4.6859,0.068500,0.2289,0.012600,0.090900,0.016000,0.079900,0.002600,0.007200,0.003400,0.023700,0.001200,0.004000,0.035500,1.2466,0.2368,0.014300,0.9028,0.004600,0.4152,2.4114,0.4213,0.028100,0.000700,0.002500,0.004300,0.1212,0.001700,0.000900,0.002100,0.017400,0.052900,0.5781,0.001700,0.023200,0.001300,0.001900,0.089500,0.014600,0.000200,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,2,48,4,96,0,6,9,9,0,2,26,0,26,0,0,3,18,0,0,0,0,0,0,0,0.1332,0,25,0,0,0.5637,0.6969,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5598,4497.7188,5474.5117,6206.4297,0,9972.2305,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1471,0.072600,0.081800,0.010500,0.1210,0.015600,0.099500,0.002200,0.008900,0.003500,0.028800,0.001400,0.007100,0.035900,0.3777,0.2651,0.014700,0.9456,0.004200,0.1192,0,0.3772,0.027000,0.000600,0.002700,6.3599,6.4734,0.001800,0.000800,0.004300,0.023200,0.048700,0.5157,0.001400,0.021900,0.001200,0.001600,0.094500,0.014100,0.000100,0,0,0,0,60,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1348,0,24.5000,0,0,0.4452,0.5800,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8576,4497.5938,5474.5117,6206.4297,0,9972.1055,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,6.3549,0,2214,341,0,0.2920,0,0,0,0,0,0,0,0
,4.4977,0.065900,0.1579,0.010800,0.088300,0.014600,0.061600,0.002100,0.006900,0.002900,0.021300,0.001200,0.003800,0.029700,2.2615,0.2463,0.011000,0.8446,0.004000,0.4272,1.3208,0.4732,0.062200,0.000600,0.002400,0.004200,0.1186,0.001800,0.000900,0.003500,0.018100,0.067900,0.5018,0.001500,0.020700,0.001200,0.001700,0.081900,0.011300,0.000200,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,2,48,4,96,0,6,9,9,0,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1255,0,26,0,0,0.4281,0.5536,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6000,4497.5742,5474.5117,6206.4297,0,9972.0859,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1608,0.073900,0.076100,0.015300,0.092400,0.016300,0.088100,0.002700,0.008700,0.003700,0.029500,0.001400,0.005200,0.038800,0.4557,0.3231,0.018900,1.4277,0.005200,0.1074,0,0.3655,0.029900,0.000600,0.002400,0.004600,0.1110,0.001500,0.000900,0.002000,0.015600,0.048500,0.4312,0.001500,0.019700,0.001300,0.001800,0.085200,0.014200,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1103,0,22,0,0,0.3785,0.4888,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9243,4497.4766,5474.5117,6206.4297,0,9971.9883,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2872,0.070200,0.2518,0.013800,0.094100,0.017000,0.082400,0.002200,0.007000,0.003800,0.023800,0.001400,0.004600,0.039400,1.4181,0.2496,0.015600,0.8936,0.003900,0.4632,3.0471,0.4663,0.028200,0.000700,0.066500,0.005400,0.1127,0.001300,0.000800,0.002300,0.016900,0.052300,0.8449,0.004800,0.021100,0.001100,0.001700,0.1077,0.015600,0.000100,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,2,50,2,100,0,6,10,10,0,70,34,0,26,1,0,3,20,0,0,0,0,0,0,0,0.1708,0,31,0,0,0.7916,0.9624,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6837,4497.5039,5474.5117,6206.4297,0,9972.0156,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1422,0.065300,0.1360,0.013200,0.088700,0.015600,0.080100,0.002000,0.007100,0.003500,0.022800,0.001400,0.004500,0.035300,0.3760,0.2626,0.016200,0.9521,0.004000,0.1083,0.051000,0.2840,0.028800,0.000400,0.002300,0.004100,0.1104,0.001100,0.000800,0.002300,0.015600,0.095400,0.4923,0.001600,0.021200,0.001200,0.001600,0.1173,0.011900,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,3,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1221,0,24.5000,0,0,0.4873,0.6094,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0191,4497.2930,5474.5117,6206.4297,0,9971.8047,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2951,406,0,0.3115,0,0,0,0,0,0,0,0
,5.3128,0.081000,0.082100,0.014500,0.1069,0.016700,0.1038,0.002600,0.009300,0.004100,0.029600,0.002000,0.006900,0.045900,0.3852,0.2617,0.014500,0.9356,0.004300,0.1230,3.9065,0.3320,0.023900,0.000600,0.002300,0.004000,0.1100,0.001300,0.000700,0.002100,0.014800,0.1190,0.5676,0.001400,0.023800,0.001300,0.001900,0.1244,0.010800,0.000200,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1257,0,20.5000,0,0,0.5051,0.6308,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3469,4497.2266,5474.5117,6206.4297,0,9971.7383,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1602,0.068800,0.1705,0.011700,0.1473,0.018300,0.089400,0.002200,0.006900,0.003300,0.023300,0.001500,0.005100,0.033200,1.1537,0.2664,0.014800,0.8823,0.005100,0.4438,0,0.2850,0.028800,0.000600,0.002300,6.0649,6.1821,0.002000,0.001000,0.005700,0.033700,0.054500,0.4921,0.001800,0.021800,0.001300,0.002100,0.093500,0.013400,0.000100,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,9,9,0,1,27,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1296,0,24,0,0,0.4246,0.5542,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2903,4497.1641,5474.5117,6206.4297,0,9971.6758,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,6.0603,0,1656,273,0,0.2195,0,0,0,0,0,0,0,0
,5.2938,0.068800,0.1758,0.013000,0.096800,0.016000,0.072800,0.002400,0.006800,0.003500,0.023200,0.001400,0.004200,0.036200,1.9352,0.2542,0.014500,1.0462,0.005600,0.4585,1.8464,0.4720,0.027900,0.000700,0.002600,0.006600,0.1276,0.002200,0.001100,0.002700,0.020600,0.098700,0.5038,0.001500,0.020700,0.001900,0.001700,0.083500,0.011600,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,10,10,0,2,26,0,26,1,0,2,20,0,0,0,0,0,0,0,0.1212,0,23,0,0,0.4388,0.5600,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5031,4497.0859,5474.5117,6206.4297,0,9971.5977,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
