EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,4.7037,0.076200,0.092600,0.018900,0.1020,0.016000,0.097300,0.003000,0.009700,1.9641,1.9921,0.002100,0.009800,0.041700,0.8598,0.3938,0.021400,0.3737,0.006300,3.0880,0.2816,0.015500,0.000500,0.063500,0.005000,0.2166,0.001500,0.000900,0.002200,0.015600,0.045300,0.3429,0.2487,0.001400,0.019500,0.001300,0.001300,0.1059,0.014100,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,0,13,0,13,1,0,2,4,0,0,0,0,0,0,0,0.092000,0,25,0,0,0.2694,0.3614,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0850,10030.6875,5581.5742,6303.3555,0,15612.2617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,1,0,0,0,0,1382,364,0,0.2144,0,0,0,0,0,0,0,0,0,0
,0.1555,0.095500,0.048300,0.018800,0.1089,0.017500,0.085800,0.003100,0.010700,1.8627,1.8907,0.001900,0.008100,0.039200,0.5842,0.2710,0.014700,0.2490,0.003200,0,0.3248,0.012400,0.000600,0.002000,0.004100,0.2059,0.001700,0.000800,0.001600,0.011800,0.045700,0.3581,0.086700,0.001800,0.018700,0.001300,0.002000,0.1329,0.017400,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1016,0,24,0,0,0.2917,0.3933,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8060,10030,5581.5742,6303.3555,0,15611.5742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1382,0.069200,0.099100,0.017400,0.1127,0.017200,0.086100,0.002600,0.008200,1.7928,1.8169,0.001700,0.007900,0.035300,0.9551,0.2871,0.014500,0.2301,0.003100,3.7075,0.2985,0.015700,0.000600,0.002200,0.004700,0.2211,0.001300,0.000900,0.002200,0.019900,0.045400,0.4296,0.2185,0.001500,0.021600,0.001300,0.001600,0.1498,0.016100,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,5,15,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1034,0,26,0,0,0.3619,0.4653,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5265,10029.9766,5581.5742,6303.3555,0,15611.5508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,1110,266,0,0.1960,0,0,0,0,0,0,0,0,0,0
,0.1566,0.086900,0.088900,0.019300,0.1619,0.022600,0.1290,0.002200,0.007900,1.7738,1.7948,0.001600,0.007500,0.038700,0.4819,0.2823,0.014100,0.2480,0.003200,0,0.2800,0.014900,0.000600,0.002100,8.9791,9.2212,0.002400,0.001000,0.004600,0.026800,0.056000,0.6959,0.1056,0.005700,0.024600,0.001100,0.001700,0.1038,0.012900,0.000200,0,0,0,0,0,57,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,34,5,0,1,1,0,2,1,0,0,0,0,0,0,0,0.1921,0,25,0,0,0.5797,0.7718,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6556,10026.4219,5581.5742,6303.3555,0,15607.9961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0.073000,0,8.9738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3563,0.064200,0.1053,0.014400,0.1005,0.013700,0.038000,0.002600,0.011500,1.9568,1.9850,0.002100,0.009900,0.051400,1.8676,0.2703,0.015100,0.2383,0.003100,3.2354,0.2513,0.014200,0.000600,0.002000,0.003800,0.9217,0.001800,0.000900,0.001800,0.014600,0.038600,0.5829,0.1977,0.001100,0.018400,0.000900,0.001100,0.1073,0.010200,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,46,2,49,0,5,4,4,0,8,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.1218,0,36,0,0,0.5075,0.6293,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2761,10026.7227,5581.5742,6303.3555,0,15608.2969,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1843,0.073700,0.051500,0.012100,0.096900,0.015700,0.070800,0.002000,0.007800,1.9473,1.9685,0.001800,0.007100,0.036900,0.4201,0.2642,0.016200,0.2621,0.003500,0,0.2893,0.013800,0.000300,0.001800,0.004400,0.2105,0.001200,0.001100,0.002100,0.013400,0.073000,0.3459,0.096900,0.001700,0.023600,0.001900,0.001700,0.1137,0.014500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.094403,0,19,0,0,0.2908,0.3852,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6299,10024.1875,5581.5742,6303.3555,0,15605.7617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1755,0.061900,0.1044,0.011600,0.086100,0.012300,0.1079,0.002600,0.007100,1.8910,1.9136,0.001800,0.007700,0.036600,1.0488,0.4569,0.017800,0.3245,0.004700,3.5794,0.2970,0.011300,0.000600,0.058500,0.004200,0.2061,0.001500,0.000700,0.001400,0.012300,0.1076,0.4876,0.1815,0.001000,0.021300,0.000800,0.000900,0.087400,0.012600,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,4,4,0,1,13,0,13,1,0,2,4,0,0,0,0,0,0,0,0.1193,0,31,0,0,0.3984,0.5177,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7986,10024.2773,5581.5742,6303.3555,0,15605.8516,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,1,0,0,0,0,1834,450,0,0.2696,0,0,0,0,0,0,0,0,0,0
,0.3233,0.070800,0.043300,0.016200,0.1046,0.017400,0.087000,0.004700,0.014200,2.4424,2.4795,0.002500,0.009800,0.035800,0.4515,0.3138,0.016800,0.2885,0.004100,0,0.3447,0.016900,0.000800,0.002300,0.003900,0.2253,0.001400,0.000700,0.001700,0.013000,0.041300,0.3150,0.073600,0.001400,0.019500,0.001200,0.001700,0.097000,0.013500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,49,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.086091,0,21,0,0,0.2605,0.3466,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4863,10024.1523,5581.5742,6303.3555,0,15605.7266,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.9670,0.067400,0.1051,0.012000,0.097600,0.014700,0.1530,0.003000,0.009100,1.9441,1.9682,0.001800,0.008700,0.038800,1.1640,0.3778,0.017200,0.3654,0.004300,4.2315,0.3526,0.014900,0.001000,0.002300,0.004900,0.2220,0.001500,0.000800,0.001900,0.014500,0.048000,0.5391,0.2639,0.001700,0.021000,0.001200,0.001700,0.1054,0.014000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,0,14,0,14,0,0,2,4,0,0,0,0,0,0,0,0.1340,0,29,0,0,0.4367,0.5707,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3018,10023.7656,5581.5742,6303.3555,0,15605.3398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0.1283,0,0,0,1143,262,0,0.1031,0,0,0,0,0,0,0,0,0,0
,0.1571,0.069700,0.1016,0.014500,0.1161,0.015500,0.035900,0.002300,0.010000,1.9020,1.9279,0.001700,0.007200,0.036900,0.4070,0.3120,0.014400,0.2427,0.003200,0,0.2895,0.015400,0.000700,0.002300,5.9342,6.1442,0.002000,0.001000,0.003300,0.020700,0.049900,0.3745,0,0.001500,0.020200,0.001400,0.001700,0.1058,0.013500,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099096,0,24,0,0,0.3675,0.4666,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6351,10022.5781,5581.5742,6303.3555,0,15604.1523,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,5.9287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.5814,0.078300,0.1107,0.011200,0.097200,0.016500,0.067100,0.002600,0.007800,1.3958,1.4180,0.001200,0.005400,0.029000,1.9747,0.2442,0.014700,0.2410,0.003000,1.3900,0.2935,0.015300,0.000600,0.002600,0.004600,0.2131,0.001700,0.000800,0.002200,0.017700,0.051700,0.3909,0.2379,0.001600,0.021900,0.001300,0.001900,0.4060,0.017200,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1116,0,30,0,0,0.3027,0.4143,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6005,10019.1250,5581.5742,6303.3555,0,15600.6992,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1700,0.075600,0.042700,0.012700,0.097100,0.015500,0.067300,0.001900,0.007300,1.8042,1.8245,0.001800,0.007900,0.041500,0.4395,0.2945,0.012100,0.2568,0.003600,0,0.2850,0.014100,0.000700,0.002200,0.004500,0.2413,0.001300,0.001200,0.002400,0.015200,0.048300,0.3119,0.1003,0.002100,0.022400,0.001400,0.002200,0.1450,0.014800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.088409,0,21,0,0,0.2543,0.3427,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0348,10023.0039,5581.5742,6303.3555,0,15604.5781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.0044,0.076800,0.057000,0.013800,0.1196,0.021400,0.038000,0.002300,0.012500,1.8902,1.9179,0.001100,0.007100,0.035900,0.4407,0.2968,0.017300,0.2333,0.003100,3.2522,0.3513,0.016000,0.000600,0.080800,0.004200,0.2280,0.001600,0.001000,0.002700,0.015900,0.062700,0.3078,0.1787,0.002200,0.040400,0.002200,0.002000,0.1242,0.014100,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.088710,0,25,0,0,0.2365,0.3252,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6414,10022.3008,5581.5742,6303.3555,0,15603.8750,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,1569,453,0,0.1662,0,0,0,0,0,0,0,0,0,0
,0.1504,0.076800,0.080100,0.014400,0.098900,0.015500,0.080100,0.001800,0.007400,1.8783,1.8990,0.001600,0.007900,0.033800,0.8996,0.2655,0.014200,0.2484,0.003100,0,0.2601,0.014700,0.000500,0.002700,0.004400,0.2074,0.001300,0.000900,0.002200,0.013900,0.044200,0.3229,0.1825,0.001600,0.019800,0.001300,0.001600,0.1091,0.014000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,1,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.081807,0,22,0,0,0.2623,0.3441,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4904,10022.6016,5581.5742,6303.3555,0,15604.1758,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.9424,0.070000,0.064100,0.011400,0.1133,0.017600,0.091700,0.001500,0.1373,1.7823,1.9317,0.001900,0.007100,0.035600,0.5623,0.3906,0.019000,0.3510,0.005400,4.8681,0.3546,0.021700,0.001200,0.003200,0.005700,0.3086,0.002500,0.001000,0.003400,0.022200,0.058800,0.5847,0.095200,0.002200,0.029700,0.001500,0.002100,0.1098,0.014900,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1398,0,26,0,0,0.4954,0.6352,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3047,10018.6133,5581.5742,6303.3555,0,15600.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0.078200,0,0,0,929,249,0,0.1633,0,0,0,0,0,0,0,0,0,0
,0.2135,0.069000,0.078400,0.015200,0.1306,0.018000,0.065400,0.002400,0.008100,1.9170,1.9388,0.001500,0.007800,0.035900,0.8998,0.2857,0.014600,0.2592,0.003200,0,0.2826,0.014900,0.000600,0.002300,6.1498,6.3512,0.002200,0.001400,0.004600,0.024800,0.046700,0.3127,0.1951,0.001700,0.024900,0.001300,0.002000,0.1118,0.012800,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.099093,0,21,0,0,0.2309,0.3300,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7868,10021.8008,5581.5742,6303.3555,0,15603.3750,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,1,0,0,6.1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2525,0.087500,0.087300,0.020900,0.1201,0.019500,0.090400,0.003300,0.009700,2.0413,2.0704,0.002600,0.012100,0.067500,1.7889,0.3007,0.014900,0.2335,0.003400,2.0470,0.3292,0.022400,0.000800,0.002500,0.004100,0.2296,0.001800,0.000900,0.001900,0.014900,0.047600,0.3604,0.2466,0.001500,0.022500,0.001300,0.002200,0.1132,0.015200,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.094593,0,28,0,0,0.2871,0.3817,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2420,10021.3711,5581.5742,6303.3555,0,15602.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1830,0.080200,0.043900,0.020500,0.1181,0.016900,0.086400,0.003000,0.010100,2.0290,2.0590,0.002700,0.009400,0.050400,0.4888,0.3342,0.014400,0.2673,0.004100,0,0.3166,0.021700,0.000800,0.005400,0.004800,0.2429,0.001600,0.001000,0.002300,0.015600,0.070700,0.3530,0.1341,0.002800,0.023500,0.001400,0.002000,0.1057,0.012600,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.096399,0,22,0,0,0.2857,0.3821,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7118,10018.6602,5581.5742,6303.3555,0,15600.2344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.5385,0.077200,0.092300,0.016200,0.1143,0.019600,0.077400,0.002500,0.008400,1.9161,1.9394,0.001500,0.006900,0.037700,0.7298,0.2722,0.019600,0.2961,0.003800,2.7228,0.3035,0.023600,0.000700,0.066500,0.004200,0.2399,0.001500,0.000900,0.002700,0.018200,0.056100,0.6347,0.093400,0.005700,0.023300,0.001500,0.001900,0.1083,0.015300,0.000100,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,34,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1639,0,31,0,0,0.5216,0.6855,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3684,10014.2969,5581.5742,6303.3555,0,15595.8711,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0,0,0,0,1645,466,0,0.2038,0,0,0,0,0,0,0,0,0,0
,0.1427,0.062500,0.1251,0.012000,0.1360,0.016700,0.066700,0.001600,0.006700,1.9209,1.9402,0.001700,0.008900,0.037300,0.7482,0.2697,0.013400,0.2454,0.004800,0,0.3216,0.020300,0.001100,0.003800,0.008800,1.2677,0.003700,0.001600,0.004900,0.029400,0.1088,0.8536,0.1846,0.001400,0.026200,0.001000,0.001300,0.1049,0.010000,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,4,3,3,0,8,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.1742,0,33,0,0,0.7371,0.9113,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9291,10015.6562,5581.5742,6303.3555,0,15597.2305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3184,0.072700,0.046400,0.012400,0.085700,0.014000,0.071500,0.002100,0.007500,1.3300,1.3497,0.001200,0.005500,0.029400,0.6360,0.5573,0.017100,0.2597,0.004700,3.1388,0.2191,0.012900,0.000600,0.002100,0.004000,0.1986,0.001300,0.000700,0.001500,0.013100,0.079100,0.3110,0.062400,0.000700,0.020800,0.001100,0.001100,0.1022,0.015600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,45,3,49,0,4,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.086296,0,18,0,0,0.2611,0.3474,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8864,10012.4375,5581.5742,6303.3555,0,15594.0117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1313,250,0,0.1542,0,0,0,0,0,0,0,0,0,0
